 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares,data_channel,weekday
146.08507,10.0,851.2402,0.5047507,1.0,0.6486543,24.0,10.0,5.0,5.0,4.345366,10.0,-1.0,715.3789,138.17845,28353.701,843300.0,271638.75,2062.3008,7037.822,3853.71,802.77924,50746.18,11553.962,0.020088723,0.06666978,0.6393878,0.17138718,0.020013226,0.38886204,0.0018392105,0.01957117,0.020257572,0.5,0.5,0.33758888,0.0625,1.0,-0.35415566,-1.0,-0.05,0.0,0.0,0.5,0.0,11459.774,5,0
304.68677,13.0,580.0837,0.52521545,1.0,0.63525033,39.981297,0.0,1.0,0.0,5.5592403,4.0493984,-1.0,1600.0,480.5491,2900.0,843300.0,374515.78,1983.7131,4095.1953,3247.0083,0.0,0.0,0.0,0.8399998,0.040017195,0.040000767,0.040001515,0.04000083,0.44705048,0.24408117,0.15424562,0.015540184,0.9230769,0.084328964,0.3045887,0.033333335,0.8,-0.18665479,-0.4,-0.071428575,0.5,0.5,0.045454547,0.5,1800.0,2,3
59.0,12.0,262.0,0.7753435,1.0,0.8860648,0.0,1.0,0.0,90.6543,4.216146,10.0,-1.0,596.0,188.95714,0.0,843300.0,342776.78,0.0,5663.4434,3310.776,21346.19,38946.17,27285.865,0.020000117,0.020000724,0.00045403515,0.9245235,0.019950714,0.797694,-0.39228493,0.052931935,0.18205895,0.0,0.7986427,0.6124446,0.13636364,1.0,-1.0,-1.0,-0.05,1.0,-1.0,0.5,1.0,1100.0,0,2
122.685776,6.0,1422.672,0.43533614,1.0,0.5750993,10.0,2.0,0.0,0.0,4.633507,5.0,-1.0,200.81665,64.783676,10302.073,843300.0,271290.84,1959.6232,2714.0222,4885.846,1500.0,6000.0,3150.0,0.033464253,0.040014204,0.86550534,0.033334713,0.812864,0.42672446,0.0860862,0.040809013,0.02357564,0.68467057,0.4,0.0,0.0,1.0,-0.3095501,-1.0,-0.071428575,0.29222813,0.3,0.5,0.0,1300.0,4,3
62.0,13.0,227.04863,0.6520719,1.0,0.6401532,81.13663,1.0,1.0,0.0,4.9201217,7.0,-1.0,468.0,105.38728,51097.28,843300.0,688384.0,3172.7002,8308.05,6010.2017,8246.406,7500.0,8917.557,0.028730044,0.033339337,0.028614605,0.866651,0.028619165,0.5478396,-0.39375,0.0,0.15065126,0.0,0.99826366,0.5780485,0.948777,1.0,-0.49508882,-0.5,-0.125,0.33333334,-0.5,0.2,0.5,1900.0,0,3
43.8717,10.0,1790.8253,0.35419175,1.0,0.53607255,3.0,1.0,0.0,89.3368,4.462218,10.0,-1.0,1400.0,366.29483,1100.0,843300.0,209618.1,1057.7764,4239.0415,2457.0466,878.73663,967.3702,973.9587,0.020281695,0.0029567948,0.83997875,0.00023624125,0.020000046,0.43358973,0.103570186,0.058643643,0.03953235,0.6111111,0.39312097,0.37613526,0.1,1.0,-0.21995544,-0.4,-0.05,0.0,0.0,0.5,0.0,1100.0,5,0
223.78995,6.0,231.0,0.66112506,1.0,0.81327945,4.0,7.383574,0.0,0.0,4.6412354,1.0,-1.0,0.0,-1.0,843300.0,843300.0,467653.7,3579.694,3396.7402,4154.817,1300.0,9578.043,5072.65,0.033334017,0.5640729,0.5639221,0.26273936,0.45490995,0.49246222,0.091965705,0.08039977,0.035260346,0.5714286,0.29541206,0.27674216,0.0,0.6,-0.42518052,-0.8,-0.13333334,0.0,0.0,0.5,0.0,1900.0,3,3
505.9439,12.0,122.012146,0.7284505,1.0,0.84802234,2.0,1.0,1.0,0.0,4.464725,5.0,4.0,0.0,13.204721,50842.16,843300.0,243378.81,2395.578,2908.1177,2740.8438,1600.0,1500.0,1458.5371,0.040005457,0.040002678,0.040086705,0.040000096,0.7999937,0.45843196,0.13435997,0.09317262,0.0042868787,1.0,0.0,0.2469024,0.1,0.5,-1.0,-0.5,-1.0,0.45454547,-0.4,0.08100763,0.4,1800.0,4,0
29.0,15.0,291.98862,0.6344743,1.0,0.7880054,2.0,1.0,2.0,0.0,4.7409673,8.0,-1.0,610.1745,176.26239,0.0,843300.0,212892.8,0.0,4202.739,2321.6326,916.4241,883.64166,937.7664,0.1700918,0.86636096,0.022244636,0.02500457,0.02263099,0.35779682,-0.3936573,0.01029097,0.13590728,0.0,0.9806403,0.0,0.0,0.375,-0.31131378,-0.6,-0.071428575,0.0,0.0,0.5,0.0,1100.0,1,2
9.4052,15.0,662.8788,0.40588766,1.0,0.5827156,6.0,6.0,1.0,0.0,4.206439,5.0,-1.0,4588.731,936.39026,4100.0,843300.0,504756.12,1971.3179,4088.8826,3167.7283,931.20636,3494.5962,1898.1587,0.05000004,0.041558422,0.30622938,0.040119883,0.43932483,0.31601313,-0.2688384,0.0,0.057868514,0.0,0.98012304,0.40697795,0.25,1.0,-0.21091747,-0.3883407,-0.071428575,0.0,0.0,0.5,0.0,1900.0,4,0
477.84464,2.3747,192.0,0.6203454,1.0,0.7801558,1.0,1.0,9.0,0.0,4.3310227,8.0,4.0,628.038,196.43065,5874.098,843300.0,223728.89,1561.353,3593.709,2692.9631,707.92017,0.0,0.0,0.02500341,0.02500157,0.8857118,0.02500093,0.02500024,0.456043,0.029161453,0.036644984,0.008825078,0.81428,0.19327842,0.22341701,0.1,0.5,-0.79198825,-0.6,-1.0,0.55,0.5,0.1,0.5,356.37225,5,3
480.61832,2.0028706,3609.227,0.0,1.0,0.0,64.35393,94.2367,51.0,0.0,4.3570356,10.0,4.0,340.70963,134.46887,0.0,843300.0,28871.752,0.0,3255.0896,1865.4332,0.0,757340.5,53839.703,0.0050094663,0.020000113,4.746735e-05,0.00047979856,0.033334654,0.524191,0.21962409,0.048797164,0.009764475,0.8333333,0.16666667,0.3818402,0.1,1.0,-0.23134147,-0.8,-0.05,0.0,1.0,0.5,1.0,877.878,4,3
519.7017,6.0,589.12305,0.482522,1.0,0.6341832,4.0,1.0,7.0,1.0,4.4576607,4.0,4.0,339.7794,133.00993,0.0,843300.0,181521.19,0.0,2878.4795,1626.6838,991.65106,840.2795,943.50555,0.033414245,0.034598023,0.80697846,0.040004153,0.31405047,0.36420655,0.04324657,0.03827926,0.033701427,0.5,0.45454547,0.33019793,0.0625,0.5,-0.30205256,-1.0,-0.1,0.45454547,1.0,0.0,1.0,1600.0,5,5
731.0,13.0,108.10282,0.84544474,1.0,0.92981535,2.0,1.0,0.0,0.0,4.738925,8.0,217.0,49.0,250.56163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571835,0.028573133,0.60076267,0.025236253,0.24318741,0.24969445,-0.39375,0.0,0.16718128,0.0,0.99966896,0.0,0.5,0.0,-0.2821999,-0.3125,-0.26395178,0.3,-0.30804706,0.16666667,0.20038354,833.5859,5,4
731.0,6.0,0.0,0.60864514,1.0,0.63941735,1.0,1.0,2.0,0.0,4.670804,6.0,4.0,0.0,254.53212,0.0,0.0,0.0,0.0,0.0,0.0,843300.0,842149.5,708504.3,0.5125674,0.2466119,0.03333852,0.033338286,0.59934497,0.998039,-0.39351603,0.004719729,0.16459851,0.0,0.9877155,0.7785148,0.9657163,0.5,-0.7,-0.6,-0.7254707,0.6,-1.0,0.125,0.7,21146.678,4,1
140.0,8.0,620.86163,0.40387273,1.0,0.49023762,13.0,7.0,12.0,0.0,0.0,10.0,-1.0,743.3138,229.10597,6776.9233,843300.0,182815.97,1913.2777,3635.1677,2980.2158,4617.9746,6500.0,5152.787,0.02000009,0.020000076,4.760778e-05,0.00037776472,0.91108435,0.57243496,0.42604327,0.10403111,0.023478286,0.80544716,0.2,0.5213343,0.1,1.0,-0.21485952,-0.5,-0.05,0.0,1.0,0.14285715,1.0,2000.0,4,4
247.0,9.0,8264.722,0.0,1.0,0.50349224,63.43094,25.826572,16.0,1.0,4.7200084,10.0,-1.0,2200.0,612.93823,0.0,843300.0,154076.47,0.0,6691.7334,3539.9348,1000.0,6727.9307,2763.2363,0.020000683,0.87524337,0.020000182,0.02000021,0.5113405,0.52570117,-0.2617401,0.038997665,0.05596697,0.44444445,0.64331865,0.36046606,0.033333335,1.0,-0.7224894,-1.0,-0.1,0.080289274,0.0,0.24341904,0.0,3600.0,0,3
8.0,8.0,841.46606,0.3388318,1.0,0.0,105.92748,1.0,47.19933,0.0,4.2275295,10.0,-1.0,11320.953,1777.121,100300.0,843300.0,264767.88,3612.123,286001.28,43418.508,1934.769,1200.0,1500.0,0.020000493,0.020000571,0.007247132,0.9194686,0.20304307,0.99670815,0.64932007,0.07357054,0.009756285,0.875,0.11111111,0.68522334,0.25,1.0,-0.28136334,-0.7,-0.071428575,0.0,0.0,0.5,0.0,2000.0,0,1
128.35191,9.0,74.30166,493.82477,1.0,0.967866,4.0,4.0,1.0,1.0,4.437624,5.0,-1.0,97.0,55.358006,0.0,843300.0,229903.3,0.0,3413.8862,1892.0748,816.5079,1300.0,1161.3121,0.037450247,0.040000163,0.7782361,0.034678627,0.04130353,0.4277832,-0.36297202,0.017987728,0.030946821,0.34995282,0.6549309,0.0,0.05,0.0,-0.7980169,-0.8,-1.0,0.6875,0.5367667,0.16666667,0.5,1900.0,5,4
414.0,6.0,138.02275,0.8397483,1.0,0.90375936,2.0,5.0,0.0,80.280914,4.262336,8.0,217.0,714.9096,186.09865,33163.707,843300.0,843300.0,2983.7861,4703.437,6572.147,1200.0,773972.75,152122.86,0.025514696,0.033338767,0.0250406,0.91107494,0.022228148,0.51361984,0.18231107,0.020421123,0.013924925,0.53846157,0.33333334,0.92214584,0.5,1.0,-0.26247114,-0.7,-0.4,1.0,-1.0,0.5,1.0,537.9681,0,1
328.77386,9.0,95.81255,0.90334004,1.0,0.93287855,4.0,3.0,1.0,0.0,4.455913,7.0,-1.0,527.0,196.46716,0.0,843300.0,185371.56,0.0,3492.9116,2200.9373,1200.0,1300.0,1400.0,0.028573053,0.80359066,0.025245367,0.028572954,0.30871364,0.9962205,0.6468117,0.13944815,0.007805158,1.0,0.0,0.94762075,0.98774856,0.8,-1.0,-0.5,-1.0,0.5344243,-0.9805134,0.12502953,0.67892456,1000.0,4,4
486.97647,9.0,119.34782,19.537823,1.0,0.93447644,2.0,1.0,0.0,22.017426,4.681406,6.0,4.0,459.07028,121.69909,0.0,843300.0,587288.8,0.0,6453.924,4045.1355,95929.02,70801.484,69518.56,0.028668953,0.03334593,0.028572053,0.88552916,0.028576463,0.52652943,-0.39375,0.0,0.18485211,0.0,0.9996569,0.0,0.1,0.0,-0.39508614,-0.5,-0.05,0.0,0.0,0.5,0.0,1800.0,0,4
69.0,10.0,3570.7422,0.18717882,1.0,0.5352993,15.0,1.0,1.0,0.0,5.1600404,10.0,-1.0,633.13916,208.44556,1346.0004,843300.0,188685.89,220.89084,2904.349,1830.1804,895.197,662.081,780.54614,0.020000273,0.004411605,0.91999894,0.0012423159,0.020000078,0.39918566,-0.057440057,0.02658077,0.022188224,0.5555556,0.5,0.3101651,0.033333335,0.8,-0.6,-1.0,-0.1,0.4,-0.4,0.14285715,0.5,1300.0,5,3
8.137446,9.0,256.12473,0.64440733,1.0,0.7445718,3.0,1.0,11.0,0.0,4.748639,1.0,-1.0,0.0,-1.0,843300.0,843300.0,843300.0,3576.7034,0.0,2914.6243,1100.0,1300.0,1600.0,0.26994613,0.40186504,0.1716526,0.3343169,0.43636072,0.0,-0.10726799,0.0,0.02101545,0.16120233,0.6666667,0.0,0.05,0.5,-0.19331765,-0.3,-0.1,0.0,0.0,0.5,0.0,1200.0,2,0
731.0,13.0,8274.267,0.0,1.0,0.0,224.06656,2.0,46.535774,0.0,4.8019876,6.0,4.0,69.13215,397.89743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8381168,0.3350891,0.049750328,0.033425108,0.033475555,0.47324023,0.18249246,0.059677903,0.016769165,0.78125,0.20556861,0.37578258,0.0,1.0,-0.20160381,-0.8,-0.05,0.065805264,0.0,0.3,0.0,1600.0,2,2
477.4929,7.0,68.646126,647.70044,1.0,248.19627,0.0,1.0,0.0,0.0,4.426736,6.0,4.0,0.0,-1.0,0.0,843300.0,251747.78,0.0,3326.165,1748.7878,843300.0,841396.5,673596.8,0.03333341,0.033344444,0.74286324,0.3763084,0.033333424,0.50934047,-0.0791913,0.13376462,0.17123954,0.5,0.5,0.31564036,0.1,0.5,-0.4538994,-0.7,-0.15,0.0,1.0,0.5,1.0,494.71912,5,1
249.56664,8.0,249.67346,0.61703664,1.0,0.7697726,9.0,10.0,0.0,0.0,4.7114134,4.0,-1.0,347.353,141.55101,0.0,843300.0,134100.3,0.0,5007.9146,3191.0374,1200.0,3300.0,2170.3186,0.05000029,0.066666715,0.3376681,0.030077845,0.040000785,0.37009576,0.14606264,0.035513543,0.0,0.9159209,0.0,0.1271847,0.0,0.5,-0.24074934,-0.2,-0.30499485,0.0,0.0,0.2,0.0,2800.0,3,0
8.005834,8.0,119.769325,0.7994646,1.0,0.9065547,0.0,1.0,1.0,1.0,4.6953506,6.0,-1.0,340.151,52.873325,0.0,843300.0,233108.48,0.0,3361.2944,1894.9594,909.6337,754.5349,862.83136,0.6991832,0.033880558,0.55071265,0.033422083,0.04000081,0.0,-0.39362374,0.0,0.045666594,0.0,0.99973196,0.64621633,1.0,0.0,-0.2171317,-0.3553563,-0.16666667,0.25,-0.4,0.2,0.25,216.4104,5,1
485.75046,7.0,1438.5947,0.3474173,1.0,0.0,281.17273,95.88091,119.940796,0.0,5.51121,9.0,4.0,21453.027,2595.7634,10200.0,843300.0,191132.77,2467.822,220081.45,28894.645,455.36386,680556.3,36225.242,0.022222413,0.5138832,0.020066196,0.6972347,0.020806426,0.5649277,0.06726522,0.022524092,0.021807143,0.5221457,0.46666667,0.5,0.1,1.0,-0.42092404,-1.0,-0.125,0.0,1.0,0.3,1.0,1600.0,0,3
500.59402,6.0,2524.2378,0.0,1.0,0.0,23.706573,16.153582,20.0,0.0,4.5695243,6.0,4.0,286920.5,42762.293,0.0,843300.0,173113.61,0.0,284151.88,10816.402,560.84015,42470.71,9790.245,0.8665329,0.034614563,0.2223056,0.033334024,0.033339817,0.38537192,0.014111804,0.021264639,0.01932193,0.510958,0.5,0.3072197,0.033333335,0.7,-0.222284,-0.8,-0.05,0.0,0.0,0.5,0.0,655.7848,2,3
304.15228,9.0,148.0,0.7065843,1.0,0.84450734,5.0,2.0,1.0,0.0,4.959095,8.0,-1.0,284293.66,41947.684,4606.0244,843300.0,265354.5,2187.4133,220635.06,14010.68,0.0,0.0,0.0,0.91082305,0.02500122,0.02500095,0.025001446,0.02500017,0.433467,0.24596578,0.1538142,0.006927369,1.0,0.0,0.33924106,0.0,1.0,-0.7875538,-0.6,-1.0,0.22796789,0.25,0.4,0.25,1600.0,2,3
208.22708,9.0,316.58853,0.62593997,1.0,0.7795418,13.0,7.0,8.0,0.0,4.779053,6.0,-1.0,285098.44,42788.004,8198.052,843300.0,225528.6,2739.0273,294473.84,40913.56,816.47516,39200.426,13900.0,0.7908952,0.29897118,0.040003616,0.040006615,0.040000014,0.44135812,-0.38478526,0.0071324906,0.052515645,0.0,0.9200902,0.23175381,0.05,0.5,-0.4,-1.0,-0.125,0.5,-0.5,0.25,0.5,974.53687,2,3
486.7007,13.0,94.61395,578.9832,1.0,290.95215,3.0,2.0,0.0,0.0,4.4522977,9.0,4.0,589.2545,160.791,4000.0,843300.0,226813.94,1140.9922,3481.705,2390.851,881.91986,870.5184,917.6079,0.022483017,0.022239214,0.8999969,0.022223063,0.022222813,0.37071893,0.0454919,0.031673905,0.0,1.0,0.0,0.21374536,0.2,0.0,-1.0,-0.5,-1.0,0.5,0.26691657,0.045454547,0.25,296.2656,5,0
731.0,9.0,91.51946,0.8771144,1.0,0.93847054,2.0,1.0,0.0,0.0,4.5289245,7.0,217.0,263366.38,42706.973,0.0,0.0,0.0,0.0,294805.44,22560.21,842509.1,369491.8,321599.78,0.033333503,0.3188579,0.040237863,0.42825514,0.15709972,0.48658645,-0.05040016,0.057937726,0.047129463,0.54545456,0.47016427,0.28436497,0.1,0.5,-0.4249447,-0.8,-0.16666667,0.0,0.0,0.5,0.0,7900.0,0,3
168.0,12.0,83.83774,0.80427223,1.0,0.8852836,4.0,3.0,1.0,5.0,4.6521893,9.0,-1.0,106852.63,21942.809,20300.0,843300.0,305715.28,3503.4058,83138.875,41395.45,19213.412,49757.05,40318.87,0.022222538,0.8855919,0.020103231,0.31657705,0.020402744,0.8241009,0.6499201,0.15487632,0.00867303,1.0,0.008710204,0.546251,0.1,1.0,-0.24612321,-0.3,-0.37533155,1.0,1.0,0.5,1.0,1200.0,1,3
104.17438,16.0,1922.8671,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,-1.0,651.61523,213.09947,2100.0,843300.0,390890.44,1037.8794,3252.8718,2143.7021,1100.0,1100.0,1100.0,0.61606157,0.19993417,0.066666715,0.25933266,0.13394037,0.38186437,0.18749224,0.042899754,0.0055189366,0.875,0.11111111,0.33962643,0.1,1.0,-0.12768215,-0.3,-0.05,0.081716046,0.0,0.4,0.0,1700.0,2,1
102.35625,14.0,182.1034,0.6161499,1.0,0.8039845,3.0,2.0,0.0,1.0,4.4057856,10.0,-1.0,283504.62,42483.184,0.0,843300.0,216776.31,0.0,287641.4,14099.775,843300.0,827712.94,654152.5,0.020002393,0.020000312,0.028622277,0.020000102,0.8852756,0.39246377,0.0984693,0.013521337,0.0,0.9166667,0.06611775,0.2505882,0.1,0.5,-0.24376915,-0.2,-0.45151922,0.0,0.0,0.5,0.0,1500.0,4,3
531.33167,12.0,8448.964,0.0,1.0,0.0,291.76517,115.88438,107.854416,0.0,4.823311,8.0,4.0,1400.0,418.65454,2600.0,843300.0,116454.586,1560.6416,3574.593,2944.0527,0.0,810598.1,39847.6,0.022461113,0.025001414,0.16552696,0.025001794,0.75480604,0.4816757,0.15617004,0.041096315,0.010245758,0.8095238,0.18954597,0.34787568,0.033333335,1.0,-0.21926108,-0.8,-0.05,0.0,0.0,0.5,0.0,2200.0,4,5
274.7383,2.4135003,19.584463,680.14355,1.0,629.6278,0.0,2.0,0.0,0.0,4.411366,8.0,-1.0,0.0,-1.0,0.0,843300.0,349329.28,0.0,3929.6833,2832.758,1600.0,1600.0,1634.6626,0.6395775,0.028572904,0.028714562,0.028572835,0.42952743,0.6111891,0.6290801,0.1554581,0.013608175,1.0,0.0,0.5188266,0.5,0.7,-0.16556239,0.0,-0.5,0.0,0.7,0.5,0.7674674,1700.0,4,1
8.027095,13.0,2467.6555,0.42942822,1.0,0.6413904,58.288307,1.0,1.0,0.0,4.690551,6.0,-1.0,1400.0,318.1533,11015.485,843300.0,266550.06,2430.7173,3508.4546,3332.572,9494.542,9949.637,8244.503,0.028572617,0.040624477,0.83999753,0.0400016,0.15363969,0.5209678,0.042865604,0.0356177,0.024588823,0.57053876,0.45454547,0.42389503,0.05,1.0,-0.53816605,-1.0,-0.05,1.0,1.0,0.5,1.0,17377.324,5,3
503.8412,10.0,291.0,0.6331286,1.0,0.77406335,6.0,4.0,1.0,0.0,4.7608724,10.0,4.0,1100.0,370.26984,0.0,843300.0,28258.006,0.0,4741.0103,2383.5872,12025.882,20700.0,22664.236,0.013170395,0.51810324,4.022409e-05,0.0014660903,0.0011011661,0.3677231,0.1313683,0.024598656,0.0,0.9418379,0.0,0.19176884,0.1,0.5,-0.19335184,-0.16666667,-0.2,0.0,0.0,0.5,0.0,1100.0,1,0
514.0,2.4928217,1585.8046,0.46929845,1.0,0.618081,35.89317,23.83927,0.0,0.0,4.448521,7.0,4.0,750.31964,239.09259,0.0,843300.0,168078.1,0.0,5300.8965,3329.9446,720.73157,70519.4,14734.099,0.025058888,0.025217993,0.025029613,0.033358086,0.7997012,0.6020003,-0.36343163,0.026765283,0.13132943,0.0,0.9182039,0.93799406,0.4,1.0,-1.0,-1.0,-0.1,1.0,1.0,0.5,1.0,27217.48,0,3
133.0,13.0,1175.4156,0.43868524,1.0,0.60227895,15.0,10.0,11.0,0.0,4.7648196,3.0,-1.0,0.0,-1.0,11695.905,843300.0,307078.16,1298.67,2828.193,2007.8313,425.23288,1499.85,985.4287,0.111476466,0.14433321,0.81404155,0.12595847,0.0500035,0.28953722,-0.043417778,0.015111334,0.027448695,0.3070501,0.6666667,0.27353433,0.1,0.5,-0.29347003,-1.0,-0.05,0.0,0.0,0.5,0.0,64.263145,5,0
163.0,8.0,647.5234,0.42326266,1.0,0.5899596,3.0,1.0,1.0,0.0,4.582614,5.0,-1.0,1300.0,432.9712,0.0,843300.0,303009.66,0.0,3454.5483,1942.7778,843300.0,843206.9,701027.6,0.80432475,0.040000174,0.040419172,0.03404154,0.040000908,0.44468933,0.2014398,0.081347466,0.0056736893,0.9433137,0.0,0.30188233,0.05,0.7,-0.20430936,-0.4,-0.15,0.0,0.0,0.5,0.0,1800.0,2,5
731.0,12.0,310.48584,0.6259384,1.0,0.76240635,21.332733,32.513714,3.0,0.0,4.8576984,5.0,4.0,0.0,318.92767,3860.7017,0.0,0.0,0.0,0.0,0.0,0.0,55070.89,6300.0,0.7999262,0.33027703,0.050041866,0.25506428,0.15528123,0.3967863,0.104838684,0.047354426,0.019426737,0.6666667,0.30231297,0.34446093,0.033333335,0.7,-0.33333334,-0.6,-0.125,0.3,-0.4,0.22925445,0.2,214.9795,2,3
215.3515,10.0,298.32343,0.62581944,1.0,0.7650696,8.0,7.0,0.0,90.0415,4.7282653,4.0,-1.0,640.0,324.60956,20691.984,843300.0,157582.64,2460.2861,3758.3796,3998.39,6829.689,39347.176,28748.56,0.05017912,0.03334854,0.52505594,0.03333743,0.18186635,0.63294613,0.34181398,0.089743115,0.0059256507,0.88235295,0.0,0.42908624,0.0,1.0,-0.5865204,-0.7,-0.85775936,0.0,0.0,0.5,0.0,2300.0,3,5
