Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
I,0.81081474,0.5806985,0.0013935769,1.7504367,0.09380807,0.040798817,0.39697623,1.0031666
F,0.075,0.60592514,0.04469866,0.3639627,0.0010008322,0.0071312985,0.0016539346,1.0575238
I,0.27219573,0.22429991,0.14,0.83909416,0.690653,0.055570133,0.04417528,28.388424
M,0.43825123,0.55476546,0.1,0.0020471893,0.02716814,0.02210658,0.03722083,14.0
M,0.81442004,0.29725215,0.155,0.5674772,0.58244157,0.037181087,0.0015546351,29.0
I,0.6788992,0.055014953,0.74006075,0.029459272,0.21039136,0.028793247,0.065507755,10.809188
I,0.42479295,0.64818114,0.12,2.7419672,1.3834242,0.7479476,0.34162325,1.0
F,0.8134567,0.57942677,1.6652264e-05,2.8255,1.0142447,0.04655822,0.99881554,14.0
F,0.5,0.51473784,1.1299767,2.8255,0.6027079,0.30790475,0.030488072,12.0
M,0.24804926,0.425,0.175,1.159359,0.5913407,0.024778966,0.71868706,9.0
F,0.46001446,0.055,0.07731413,1.2116061,0.001,0.76,0.5169133,6.0
I,0.6986039,0.62597847,1.1299138,0.2658235,0.0027432004,0.009031972,0.42788687,9.0
F,0.16612269,0.649697,1.1299739,0.4861932,0.5393311,0.6079665,0.46064967,29.0
F,0.81468415,0.56401926,0.17,0.1731437,0.0046265665,0.0005048812,0.61901945,10.348291
F,0.35833302,0.5728037,0.0,1.3473704,0.454535,0.03085799,0.0015013391,1.0108373
F,0.49346277,0.055,0.0,2.7187514,0.00355839,0.76,0.99279565,25.689127
M,0.72008324,0.28522196,1.13,2.648362,0.15593831,0.2819229,1.0036651,6.0
M,0.80988806,0.49,0.9984025,0.13566607,0.014246812,0.009731911,0.0015,17.0
I,0.22834821,0.055,0.21431084,1.6655605,0.08221861,0.18365642,0.048953574,4.6443443
F,0.5,0.055,0.13,1.5871035,0.40801212,0.17330334,0.0137760285,28.99986
M,0.62,0.51905906,0.0,0.002,0.0010033008,0.041366078,0.48980623,7.0
I,0.19855416,0.27372998,0.8158363,0.7946816,0.0015310632,0.7545002,0.056464005,29.0
F,0.46128917,0.55,0.024182756,1.5654476,1.0294857,0.042828847,0.03890435,5.0
F,0.075,0.25715572,0.08883494,2.825412,0.0014085626,0.0006017046,0.0017137445,6.0
M,0.18638434,0.055012014,0.20822816,2.157705,0.7287697,0.21961685,0.071988426,1.010046
I,0.075,0.6407014,1.1299614,0.005985122,0.5427834,0.74737376,0.30086777,6.0
M,0.07889681,0.05776877,0.15,0.00216277,0.0029881964,0.76,0.012736654,1.0
I,0.7148273,0.64841,1.1258543,1.1964197,0.20344195,0.7571684,0.060552765,13.0
M,0.10305594,0.6494904,0.185,0.68163776,0.0010534244,0.6116689,0.002402898,16.004152
F,0.42140514,0.4205374,0.058395565,0.0568917,0.7929164,0.0022644496,0.031064657,28.933006
M,0.094055586,0.57781756,0.0,2.184738,0.4781944,0.0006072108,0.0015041018,10.0
M,0.81396586,0.6477238,0.155,0.0020037405,0.0010002108,0.23903887,0.9953842,28.853107
M,0.70826226,0.49,0.135,1.1030805,0.6878769,0.7062627,0.062074803,4.0
F,0.7715392,0.055,0.00029218697,0.4578886,0.91602,0.11408374,0.2631886,28.99987
M,0.7553219,0.3936676,0.001266311,0.023593336,0.046233535,0.3387008,0.29455212,9.0
M,0.62183523,0.3094615,0.07967173,2.6088517,0.0027077622,0.43588328,0.124541305,1.1813623
M,0.25280002,0.64992994,1.0993377,1.5514747,0.0020472675,0.53932095,0.05729731,28.241943
I,0.751326,0.27318627,0.0002942811,2.8239982,0.17011525,0.48362228,0.5779388,7.0
M,0.585,0.64998305,1.099991,0.013403936,0.001,0.2604652,0.017761024,28.928213
M,0.11368103,0.649987,0.145,1.3758421,0.0076681664,0.33627835,0.0015,9.0
I,0.7933599,0.18790504,0.0,0.002,0.00102646,0.0032124438,0.0015129944,20.59214
I,0.077752456,0.055,1.0246283,0.006322089,1.4518967,0.15120675,0.56876665,10.0
F,0.7214183,0.64951307,0.8967493,0.03289505,1.4866004,0.15679349,0.8644971,13.0
I,0.51199126,0.05500343,5.4407315e-07,0.69288814,1.4839445,0.21400432,0.010263718,1.0737774
F,0.8097937,0.62582713,1.1270015,0.03312354,0.52088416,0.76,0.0015007168,14.0
M,0.813915,0.5387403,0.0,0.9844063,1.4861414,0.75860035,0.13400288,1.0
F,0.3724319,0.5626916,0.90345335,0.87732595,0.0016995182,0.0121329045,0.012550288,2.3628104
F,0.07503117,0.6497248,1.1299764,0.05214133,0.0010004455,0.0005003803,0.35145336,1.0000682
F,0.36711732,0.055,1.1041218,1.1099197,0.0010004034,0.05233534,0.24064425,18.633497
F,0.07551701,0.055,0.18,0.024364572,0.0062608346,0.0027419757,0.0015003681,12.0
I,0.0766989,0.465792,0.008653592,0.26868272,0.13349119,0.21883853,0.0016612504,9.0
M,0.7991429,0.055197615,1.0114632,2.183858,0.0010002482,0.14683954,0.0016146764,28.987522
F,0.42140788,0.6027528,0.17600922,0.048844703,1.4559319,0.15017842,0.4407315,1.00306
F,0.08984494,0.05519078,1.13,0.002002845,1.0289056,0.4110531,0.98048466,15.0
F,0.075,0.055,1.0523279,0.8368921,0.038881596,0.28353179,0.73401016,11.0
F,0.65384954,0.073438585,0.21145926,2.8233612,0.03486882,0.17982563,0.45199615,11.0
F,0.07740861,0.5816561,0.08,0.50997114,0.1684327,0.29646522,0.5514726,4.07802
F,0.075238585,0.6484229,1.1299376,0.4457221,0.8724874,0.057278655,0.0015023374,15.462953
M,0.7912739,0.465,0.05852648,0.004023285,0.21464252,0.0651724,0.04116979,12.0
M,0.65933055,0.64799553,0.2027118,0.11448698,0.04024214,0.025544232,0.035394654,18.764551
I,0.3648688,0.3076264,0.042791262,1.1488551,0.001,0.058988146,0.02962061,10.0
F,0.28627402,0.6483375,0.13,0.659088,0.3600321,0.14469142,0.3534124,9.0
F,0.7146591,0.575273,0.17,1.2622644,0.6229831,0.28958333,0.52507997,4.0
F,0.73245275,0.055001598,1.0971267e-05,0.16683161,1.487969,0.0010815052,0.0015817476,9.957053
M,0.56,0.22209875,0.0012089771,1.1022975,0.21841045,0.34755272,0.16826913,4.0
I,0.6848924,0.055,1.1299565,0.34409645,0.001,0.1187769,0.0026179478,9.0
F,0.47361392,0.64951664,0.041699734,0.39064792,0.9098406,0.75444126,0.23977886,9.0
I,0.087508164,0.42379564,0.6910648,1.2845798,1.4624841,0.0005049822,0.001591563,11.0
I,0.81228346,0.323028,1.1040833,0.1466844,0.001030159,0.0005010277,0.39418903,1.1908746
F,0.11130535,0.055,0.008960894,1.0491046,1.4871969,0.105756275,0.03045263,1.0007113
M,0.7520267,0.42026412,0.145,1.2162428,1.4753612,0.0010921855,0.13222964,1.2161115
M,0.36401772,0.5518257,5.6882953e-05,0.8949845,1.4583752,0.0010417353,0.0018198069,3.1850247
I,0.083155185,0.58532083,1.1298976,0.002,0.05634525,0.18147178,0.001602951,11.1095705
F,0.07708222,0.4160021,0.0,0.0020171646,1.4578632,0.36921123,0.836279,17.599197
F,0.51019984,0.055,1.1197075,1.394534,1.4869767,0.29239276,0.49221593,27.71159
M,0.71453935,0.5,0.0724193,2.4978268,1.4149623,0.37561473,0.0024165318,11.0
I,0.08048401,0.385,0.09,2.4362144,0.0010377887,0.07623652,0.45385385,8.0
I,0.615,0.65,0.13,0.55666995,0.95818317,0.6816846,0.12854905,6.0
I,0.70441276,0.64676064,0.64210945,1.5236706,0.47702348,0.0030182377,0.0015,9.0
F,0.545,0.6436202,1.0901258,2.6284122,0.6939128,0.7598612,0.13396083,28.999735
I,0.72098273,0.59811056,1.0537817,0.568077,0.009463739,0.4138422,0.041011855,26.287716
I,0.7655476,0.595782,0.085,0.28375635,0.001,0.053016543,0.23939495,8.735819
M,0.075,0.525,1.5767104e-05,0.86771035,0.4156629,0.0005,0.58874065,7.0
F,0.8074314,0.6440702,0.02397438,2.018187,0.14557812,0.3716492,0.28084746,26.318144
F,0.48563874,0.5315258,4.038549e-06,0.17283635,0.0011768963,0.65959656,0.0017046981,10.0
F,0.075,0.055,0.213413,2.8021653,0.37123334,0.047382068,0.035725553,7.0
F,0.29971105,0.055,2.1844447e-05,2.8147345,0.66201407,0.7542458,0.14906654,2.9799492
F,0.60134816,0.38089842,0.45540562,0.03580166,0.5150092,0.000728694,1.0048409,28.991718
M,0.22031125,0.055,0.15537749,0.3546037,0.001009263,0.0009106786,0.0022215906,6.0
I,0.6203045,0.41989568,1.13,0.041942313,0.6608563,0.28291747,0.14429994,10.0
F,0.25850108,0.055,0.0018404291,2.8063538,0.33396244,0.36234143,0.9614819,8.729674
M,0.13074298,0.0550082,0.08837831,0.65162617,0.7269644,0.15684697,1.005,1.4414784
I,0.71726644,0.65,1.0771526,0.20003305,0.0010620274,0.044927534,0.23313253,7.0
F,0.07563483,0.05594422,1.1200863,2.8255,0.0010071456,0.75159794,0.030550348,6.0
I,0.6205744,0.057108372,1.1003056,0.030843316,0.0010512571,0.26602527,0.07067252,10.0
M,0.07500607,0.64556456,1.1299684,0.2594692,0.001,0.29869315,0.0126727605,9.0
F,0.087967776,0.21958761,1.13,0.21968907,1.4862319,0.12019884,0.9982671,9.592729
M,0.5807804,0.055,0.3967549,0.58715767,0.0010232587,0.3112925,0.5756497,16.0
F,0.72891486,0.64976346,1.1208994,0.578268,0.0041149324,0.006188953,0.24478374,1.0
F,0.8148562,0.6499506,0.15,1.1640009,0.59291583,0.03932954,0.038820986,28.985382
M,0.645,0.16533913,1.1299826,0.006666805,0.0012089936,0.0033654242,0.97255707,7.0
M,0.0751214,0.055001892,0.0024181302,0.278128,1.3507642,0.24604844,0.20554101,28.99565
I,0.27438107,0.15662572,0.005107876,0.045259517,0.27325913,0.7577344,0.980994,26.575516
F,0.16096866,0.5431309,0.81091964,2.196865,0.005929524,0.7586401,0.0015041183,14.0
I,0.07742894,0.52569824,0.16857675,0.005543906,0.2747869,0.28356925,0.452246,8.813315
F,0.7349783,0.6427485,0.195,0.7638598,0.0010007758,0.26552206,0.11962158,2.7365568
F,0.34771365,0.325,0.175,1.3639103,0.0015357436,0.0022874798,0.01793169,13.0
I,0.27726844,0.6499062,7.7776735e-05,0.025600364,0.586986,0.76,0.0016929036,28.805336
F,0.37777928,0.4618143,0.05957284,1.1502757,0.032533966,0.020056222,0.0020832396,14.916733
F,0.68071055,0.58401215,1.1189454,1.5024424,0.9095238,0.0005013171,0.06230458,1.0532575
I,0.64685714,0.44,0.058438994,0.6867756,0.15282178,0.23727134,0.3132178,1.1390216
I,0.19246003,0.6124353,0.15700026,2.8255,0.71100086,0.18743925,0.05013654,1.000486
M,0.4339052,0.07870665,0.13,0.5654536,1.286393,0.43284315,0.0041064387,9.0
F,0.81397593,0.6473576,1.1282992,0.0020176475,0.513607,0.3043967,0.33897188,1.0
M,0.67028403,0.15769167,1.0855236,0.0062425365,1.4854805,0.0005114716,0.21721539,1.0823331
F,0.0806876,0.64948434,0.15,2.8169851,0.029048042,0.33809355,0.20747146,7.0
F,0.545,0.05501647,0.21170679,0.4643291,0.003265831,0.00050781586,0.3956505,1.6336124
M,0.07500496,0.6267296,0.010206808,0.77653825,0.04405464,0.3413179,0.31533593,17.0
F,0.668017,0.4018585,0.14,0.4370245,1.3908513,0.45959538,0.60648817,1.0
F,0.6367892,0.38,1.1213065,0.07752921,0.0010537774,0.15757419,0.7517693,28.943121
F,0.8125401,0.525,0.105,2.6628141,0.023987673,0.33935836,0.16046566,5.0
I,0.09179578,0.5820472,0.17,0.18653056,0.0010540473,0.017496854,0.9901686,20.952953
F,0.37209278,0.20552534,0.06412045,0.0025216546,0.033942167,0.27438858,0.0015482455,1.7999059
M,0.2170057,0.05500969,0.044067267,0.13334821,0.024241949,0.02145451,0.0075777518,6.0
F,0.07501905,0.27040258,1.13,0.14809744,1.477362,0.34693465,0.039847735,1.0239445
I,0.080452204,0.64138055,0.0,0.0031098572,0.63223255,0.47863197,0.034814045,17.14437
M,0.7063765,0.055,0.00036194676,2.7186441,0.07565102,0.11117221,0.018563032,16.521149
F,0.68338335,0.5476651,0.8918544,0.23028766,0.22142573,0.4644941,0.0015027975,1.6321934
F,0.07500181,0.055058524,0.86542046,0.002075055,0.27913886,0.39639756,0.014615888,12.0
M,0.07690221,0.44,0.105,0.23265718,0.031053683,0.16295557,0.0015169367,15.896229
F,0.076742694,0.6499924,6.7964044e-07,1.3910748,0.001,0.00064045086,0.049250912,29.0
I,0.077032454,0.055,0.09,1.3544756,0.69282955,0.005095062,0.027748125,1.0
F,0.075002216,0.055,0.155,0.6359053,1.0009692,0.008985226,0.309287,4.0
F,0.078716524,0.58413917,0.030822208,0.77785456,1.4878482,0.03847718,0.094416134,1.0
I,0.53781575,0.6497975,0.00017623039,2.055846,1.4342102,0.21319503,0.008565496,16.0
I,0.55,0.6363752,0.003978298,2.0183883,0.82902026,0.11596768,0.0025603292,28.802235
F,0.7942677,0.64978313,0.0002600626,0.0027888014,0.0065758894,0.00053287635,0.41727996,20.187658
F,0.34762487,0.06470414,1.0905848,2.1023738,0.14213768,0.0006629219,0.00717741,6.0
M,0.11467783,0.32371566,0.2188978,1.5644506,0.6548958,0.073338665,0.25306967,7.9487333
F,0.73942995,0.62999505,1.13,0.91813993,0.59098226,0.4154476,0.23088185,1.5745368
F,0.62,0.055,0.0001275032,2.1251667,0.0012108653,0.13061728,0.331997,6.0
I,0.375,0.5447709,1.13,1.1356033,0.88595086,0.30566058,0.003010405,5.0
I,0.80925655,0.39,0.090002924,2.8246772,1.020789,0.022763472,0.32731888,9.0
F,0.8140349,0.17858921,0.007514268,1.0138437,0.67291325,0.039502367,0.0016538731,16.0
I,0.075,0.51,0.20068988,1.0211828,0.5027966,0.2998612,0.02928594,8.0
M,0.43773562,0.119232416,0.001323569,1.072492,0.039796773,0.28840783,0.038655844,25.049644
M,0.29629114,0.6106781,0.00030982908,1.4069133,0.28717703,0.2106801,0.0071996762,1.0000498
M,0.655,0.32533133,0.055541236,1.0990138,1.4878428,0.74648535,0.017842647,12.0
F,0.8114884,0.6499587,0.19050448,2.7339973,0.16332088,0.2935165,0.07066409,28.85692
I,0.6484653,0.51921487,0.155,0.85071486,0.88258827,0.2193389,0.18231705,1.0034753
I,0.74662226,0.64998186,1.1254622,1.2249981,1.4283121,0.101397485,0.1412976,1.0008337
I,0.4934069,0.475,1.1297411,0.19053593,0.0755681,0.00050303,0.48811504,28.724066
F,0.6538911,0.6494549,1.1239465,2.068946,1.3016995,0.28514087,0.0016113998,10.0
F,0.45370004,0.16822085,8.669344e-07,0.4929894,0.46772152,0.30158308,0.042528912,4.0
I,0.075,0.649967,0.18,0.38721773,1.4878845,0.01113772,0.9271949,28.997139
I,0.20023887,0.64980054,0.18,0.83046585,0.14077584,0.59100324,0.11194168,15.0
M,0.61506474,0.26313254,0.09,0.48669288,0.6518357,0.19726367,0.004302698,12.0
M,0.399493,0.6389241,0.145,2.8201983,1.4564589,0.013871687,0.0020333931,7.0
F,0.69533116,0.055,1.126518,0.9347747,1.033118,0.035629265,0.001502868,28.96589
M,0.44,0.56435466,0.15,0.0991355,1.4642015,0.35677513,0.19500394,1.0038676
I,0.07607103,0.3681539,0.0013256217,1.4193664,0.0069633597,0.13708605,0.74379545,10.0
M,0.35497412,0.06387514,0.155,0.4830035,1.4704311,0.76,0.08561156,7.0
I,0.58,0.6166605,3.1933976e-06,1.482647,0.3480773,0.0534393,0.002278993,4.7125516
I,0.120519556,0.6447429,0.19452122,0.33754507,0.0010021474,0.3255198,0.5879022,29.0
M,0.07518119,0.64828074,0.19755466,0.37904575,1.4878099,0.22353643,0.23069014,7.0
F,0.32450268,0.63368833,0.155,0.44882497,0.5993615,0.10898755,0.0020376402,9.0
M,0.07893614,0.055,0.1,0.30238602,0.02347958,0.24405585,0.98630977,18.23215
I,0.8115723,0.17843464,1.1275468,0.11261366,0.18777955,0.21541864,0.7888062,20.850946
F,0.08319644,0.385,0.2143178,1.1854347,0.5541691,0.76,0.41943204,25.638865
F,0.07501775,0.62150687,0.17,0.0020803432,0.0013518146,0.027050471,0.51328266,10.0
M,0.27647236,0.09526917,0.085,0.22643952,0.0010034853,0.0050108167,0.36684087,28.999855
F,0.8120277,0.055,0.2,0.7292445,0.0045542624,0.04943601,0.19212098,5.0
I,0.6329454,0.6399621,0.222609,2.6038878,0.64550495,0.025645174,0.0015001504,19.042912
F,0.07500266,0.055,0.0,0.12028373,1.4859828,0.015712894,0.4037289,24.270668
M,0.645,0.495,0.185,0.38913652,0.001,0.06619634,0.09968614,8.0
M,0.42639655,0.067150414,0.0,1.6626009,0.9174947,0.0017171555,0.22959098,1.0434792
M,0.4880266,0.4,1.1154835,0.09313264,0.001,0.0013561108,0.012803883,28.99358
M,0.515,0.055709973,1.1299452,0.052054077,0.001,0.20200408,0.0016369605,11.0
F,0.20287213,0.45,0.060331464,2.1807203,0.0053091124,0.637915,0.0016725282,4.0
F,0.28056222,0.055,3.9510314e-06,1.6024292,0.0010596293,0.064619556,0.37149823,1.1411006
I,0.683811,0.2762771,1.005967,0.918149,1.4814792,0.44520122,0.9984703,27.513927
I,0.21346378,0.055,0.0002693272,1.5202537,0.33619747,0.1567397,0.8890655,28.941368
I,0.41492906,0.055,0.0007330282,2.3313067,0.6531701,0.034009285,0.62071407,28.998314
F,0.2797715,0.055191893,0.2044362,0.40939754,0.6889976,0.014694068,0.017727954,18.949352
F,0.63,0.46020895,0.00020556174,0.65425885,0.4323378,0.040092863,0.030878618,1.0855097
M,0.4526091,0.6328994,0.0020362108,0.76832813,0.022486942,0.19869804,0.060119264,1.0020381
I,0.6591918,0.465,0.0009304851,0.48437986,0.0010009293,0.04889506,0.37845904,1.0952107
F,0.71922874,0.055,0.19,1.1775914,0.4151585,0.07705001,0.16423652,29.0
I,0.07656502,0.64984524,0.07,0.17143007,1.4804711,0.011794353,0.0025238635,5.0
F,0.1061711,0.42876226,0.175,0.8833509,0.001,0.2714159,0.0016544845,3.673479
I,0.3677679,0.56148934,0.039999593,2.7619503,0.31902447,0.013516567,0.0015017225,9.0
F,0.475,0.36910933,0.155,1.396718,0.098691545,0.2514912,0.14931944,5.0
F,0.24617204,0.055,0.002124233,0.11946818,0.0021767896,0.27369395,0.5085195,28.967619
I,0.7599577,0.48337173,0.16138263,0.022947377,0.6341506,0.13674054,0.0015,28.889673
I,0.075,0.35,1.128555,0.6830822,1.3950058,0.0019660727,0.02414435,4.0
F,0.585,0.0844228,0.145,0.19914791,0.04645772,0.046746023,0.6956067,10.0
F,0.5745907,0.05500206,1.13,0.40540385,0.6017379,0.25358245,0.0023530794,9.0
F,0.07765602,0.05517357,0.009524609,1.5722809,1.4021413,0.758128,0.23497409,18.096989
M,0.075,0.40583435,0.0023550335,0.6044646,0.001,0.7599436,0.0016333252,6.0
M,0.11248783,0.055,0.0,0.03699633,0.94397515,0.0005585842,0.507092,24.717152
I,0.7868288,0.63515586,3.49684e-05,2.7928667,1.4582715,0.76,0.001592506,1.0001498
F,0.13389704,0.6496443,0.92772883,0.5709711,1.422293,0.08786244,0.94491583,26.359493
I,0.075271904,0.19384328,1.1290793,1.4981316,1.4735721,0.12531707,0.025386905,29.0
I,0.07502528,0.05813309,0.21679597,0.05617592,1.287152,0.03169275,0.0015055945,10.433829
F,0.655,0.64988786,0.00057268626,0.123643935,0.10877003,0.32560363,0.006316865,4.0
F,0.655,0.20393993,0.8797455,1.9612306,0.7071935,0.02163003,0.1502137,1.1918606
F,0.19132513,0.055002924,1.0601908,0.92532456,0.02353162,0.76,0.526501,7.0
I,0.07503292,0.64986795,0.14,0.29995582,0.70688653,0.40460807,0.061639033,10.0
M,0.55929357,0.47,8.626468e-06,0.12674095,1.4813912,0.30123985,0.26133287,6.0
I,0.54460275,0.3,0.1,0.49784753,0.001,0.39736697,0.42680958,29.0
M,0.103698865,0.055037472,1.129935,1.2804477,1.4836065,0.7592969,0.04152362,4.242361
M,0.086253904,0.525,0.175,0.002,0.6582135,0.0013921915,0.34597123,10.0
F,0.25125545,0.055,0.155,1.0697732,0.9727321,0.07324103,0.0015234993,28.998987
M,0.32473707,0.6177885,0.00031221478,1.7084087,0.84520864,0.001124061,0.19493935,9.0
I,0.8145152,0.44,1.1299726,0.5505151,0.003966739,0.00060117996,1.004974,1.0
F,0.57,0.375,0.0,0.039256074,0.0014799853,0.13161163,0.0015169396,11.0
F,0.42704183,0.4852487,0.17799102,1.122973,0.7724044,0.76,0.0015060536,1.0
F,0.3381031,0.36810488,0.47881922,1.7648686,1.4831437,0.4797671,0.41912928,24.321918
F,0.24958406,0.0556169,1.2129915e-05,1.0890988,0.017036848,0.2102762,0.01571281,28.999573
F,0.42373747,0.06066296,1.1284429,1.8538327,0.11739768,0.36211967,0.42770237,10.0
M,0.40977433,0.6499911,0.053109027,2.8196118,0.21104302,0.0006446776,0.8978202,14.0
I,0.07518729,0.22945964,1.1299865,0.027699184,0.0010002509,0.20545918,0.23084418,7.0
M,0.65015763,0.64948535,0.19474906,1.8816204,0.8244174,0.012025263,0.9906847,27.565704
I,0.07549567,0.48,1.1299555,1.1027802,0.9268217,0.7594253,0.2198361,1.5281165
F,0.27311543,0.6498025,0.07,2.7888176,0.5951277,0.41125706,0.0015053891,4.702248
M,0.21581522,0.64954585,0.064207114,0.0376524,0.33383328,0.20705342,0.6219189,7.0
I,0.645,0.44781652,0.12,0.057796743,0.0261641,0.049395334,0.0021454494,28.816645
M,0.6109381,0.5,1.1295164,2.1018367,0.0012141749,0.011446284,0.0021166014,17.0
F,0.43695045,0.64999425,1.049642,0.764842,1.4803401,0.008664214,0.004606498,1.4479324
