Sex,Length,Diameter,Height,Shucked_weight,Viscera_weight,Rings
M,0.7178799,0.525,0.21473774,0.28577697,0.22436588,9.0
I,0.7247668,0.495,0.175,0.4122267,0.25726,9.0
F,0.58,0.45,0.16,0.3986099,0.2208076,11.0
I,0.31408525,0.2364978,0.07695326,0.059488416,0.032051265,7.0
M,0.67499405,0.5254562,0.185,0.70140153,0.3451072,11.0
F,0.72908396,0.574543,0.21167204,1.4537066,0.44204256,9.924913
I,0.27927533,0.3660938,0.10615395,0.42238855,0.07986986,6.0
F,0.6310307,0.5,0.175,0.5108875,0.2771571,13.205047
M,0.66,0.51916534,0.18021888,0.6471426,0.31997076,11.379571
F,0.46364823,0.09,0.17188203,0.24558777,0.0826561,6.0
I,0.26719847,0.19633584,0.06408686,0.039598677,0.020265026,4.998334
I,0.2546799,0.18684919,0.061217483,0.0323539,0.017000549,5.0
M,0.63,0.5,0.175,0.53384274,0.27404767,12.0
F,0.4994951,0.38,0.125,0.29027286,0.13235351,6.0
M,0.595,0.495,0.16,0.5392778,0.41072506,14.0
M,0.67245513,0.525,0.185,0.69226855,0.34406266,11.0
F,0.625,0.495,0.15068991,0.52064085,0.26352486,11.0
F,0.42192388,0.325,0.10543133,0.1460951,0.081588194,9.0
F,0.66976863,0.485,0.16,0.8133762,0.28692523,11.0
M,0.46853274,0.56668687,0.07985778,0.28679207,0.3039905,7.0
F,0.54751,0.46,0.15655473,0.38824445,0.22058229,9.0
F,0.465,0.36,0.125,0.17659374,0.109432735,12.0
M,0.6210212,0.48706543,0.17,0.5066621,0.25956732,11.0
I,0.535,0.31733373,0.841716,0.032196127,0.15732369,3.5303974
F,0.535,0.38,0.115,0.28235888,0.16906859,12.0
F,0.5671911,0.375,0.155,0.33998495,0.18669352,14.1389065
F,0.57,0.44837245,0.15,0.39689538,0.20106159,9.0
I,0.11830815,0.094397664,0.005772698,0.0032293443,0.0008474616,2.2659051
F,0.13443878,0.36,0.14,0.5555936,0.23883821,6.0
F,0.6391316,0.54248464,1.1121795,0.3956299,0.18609595,11.0
I,0.44,0.3380865,0.11,0.17878047,0.08780198,8.0
M,0.495,0.38,0.125,0.2509538,0.12793142,10.0
M,0.7091864,0.5436987,0.18625326,0.865825,0.4149922,12.0
F,0.6334932,0.49903342,0.1705381,0.5525991,0.2814313,10.0
F,0.37892127,0.2948381,0.1,0.09619172,0.0623357,10.0
F,0.5,0.38514507,0.13,0.27169538,0.13242413,8.0
I,0.12507829,0.0978,0.00980126,0.003889029,0.0013101235,2.6264994
I,0.12142313,0.0959659,0.00749644,0.003368499,0.0010144918,3.0303504
F,0.6807829,0.53989124,0.20323423,0.8593786,0.3933585,9.0
I,0.66,0.6214926,0.12103489,0.38979706,0.23442546,11.0
F,0.52,0.375,0.14,0.29487813,0.14219509,10.0
F,0.78378963,0.607896,0.21616597,1.1323633,0.5898098,14.0
M,0.32905945,0.24987946,0.085,0.058533717,0.039771013,9.0
I,0.11003123,0.090002246,1.2710118e-05,0.0025031422,0.0005,2.0074446
F,0.7227137,0.42960483,0.18101142,0.32890767,0.14165793,13.0
I,0.5240065,0.19190937,0.000842821,0.004024863,0.01442212,7.0
I,0.42927718,0.32321757,0.1,0.15906774,0.080518335,6.6475387
F,0.11091006,0.090043284,0.00075233035,0.0025295215,0.00050144806,2.1849437
F,0.625,0.49065292,0.17,0.49725753,0.26558194,12.0
I,0.55,0.55,0.12,0.48079482,0.3425792,17.58545
F,0.67078084,0.51,0.165,0.80399173,0.39833486,11.0
F,0.7329967,0.5740889,0.20448177,0.92186147,0.4737019,12.0
M,0.625,0.49,0.165,0.5312646,0.2747398,11.0
F,0.47772548,0.475,0.17,0.5245891,0.011233571,11.0
I,0.34774792,0.26357654,0.08298504,0.08279291,0.040201798,7.0
M,0.6825243,0.53244233,0.19,0.718872,0.3624283,12.0
M,0.565,0.44,0.145,0.38405028,0.19269185,11.0
I,0.36578745,0.28228682,0.105,0.20477192,0.13169703,7.0
F,0.39661244,0.21771058,0.145,0.45983487,0.2558402,6.0
I,0.7189618,0.525,0.165,0.6414733,0.34348464,11.0
M,0.11087486,0.090072654,0.0013434853,0.0025279857,0.0005019751,2.3855097
F,0.6452989,0.5082137,0.18054815,0.59784126,0.31239668,11.0
M,0.6916557,0.5424665,0.195,0.7181289,0.37400314,14.521339
I,0.118014604,0.094037585,0.005227039,0.0030740048,0.00077573274,2.7421684
I,0.475,0.3646461,0.115697555,0.21464308,0.10207768,9.0
M,0.13234624,0.10128937,0.02506044,0.0040485403,0.0015924805,4.0
F,0.14739369,0.12484572,0.21250501,0.14490241,0.13019754,7.0
I,0.11001256,0.090000615,4.247612e-06,0.002501353,0.0005,2.0037806
F,0.5671106,0.5690595,0.13,0.39663026,0.108347744,9.0
I,0.52224064,0.13350044,0.19384123,0.021524303,0.24320361,13.343716
I,0.47612342,0.452672,0.105,0.41619515,0.08559463,9.0
F,0.81023276,0.6363562,0.49734446,1.4786006,0.7302478,11.0
I,0.59,0.3017444,0.105,0.24057175,0.13393676,8.0
M,0.6,0.47360754,0.16,0.49796206,0.24009058,10.0
M,0.5149385,0.40154365,0.125,0.30544487,0.15838814,8.0
F,0.505,0.24524355,0.17,0.163651,0.12018886,9.222587
M,0.465,0.6455295,0.20977378,0.5713502,0.14383717,10.0
F,0.70118654,0.51,0.18,0.69876605,0.37320638,11.0
M,0.7326838,0.58313155,0.21458972,0.9818325,0.46338838,12.0
F,0.34210604,0.09014497,0.17240748,0.2857663,0.28726342,8.0
F,0.6,0.45,0.135,0.17173879,0.11157534,11.0
F,0.625,0.4041403,0.22154339,0.05568437,0.3733954,9.0
M,0.79997814,0.62384695,0.22305693,1.4118836,0.6756419,13.0
I,0.38444886,0.290509,0.09457316,0.11655686,0.05608405,8.0
I,0.2589589,0.19282945,0.06363051,0.038501296,0.019891253,4.0
I,0.4773291,0.38548157,0.13,0.49476323,0.42308336,8.0
F,0.62205565,0.4866399,0.16907237,0.5030983,0.2629441,10.0
I,0.41921744,0.3169265,0.1,0.1522735,0.06611371,8.0
F,0.67468834,0.1293347,0.16,0.42665163,0.31317878,7.0
M,0.399397,0.36057886,0.105,0.13646516,0.06843928,7.0
I,0.54144984,0.42876753,0.14868271,0.34076852,0.17279202,9.0
I,0.42298642,0.26115233,0.125,0.17287621,0.118092656,9.0
M,0.4375584,0.465,0.14660509,0.49935243,0.085683264,11.0
I,0.70108634,0.43,0.14,0.44114375,0.097909056,7.0
I,0.12480889,0.097485185,0.0088723665,0.003803114,0.0012854622,2.906054
F,0.49750704,0.38997257,0.135,0.24037969,0.13616724,12.268283
I,0.11392277,0.091970265,0.0026563895,0.0027467161,0.0005801017,2.2525966
I,0.12785439,0.09915174,0.011364768,0.0040803226,0.0014612685,3.0679524
M,0.32210362,0.540537,0.155,0.38103798,0.019263582,9.0
F,0.525,0.3867084,0.11093737,0.2391428,0.12980422,9.0
I,0.11488646,0.09257374,0.003417847,0.002868949,0.00063591887,2.1841059
F,0.465,0.425,0.135,0.121488966,0.25984204,8.0
M,0.72476065,0.3085601,0.19,0.58163804,0.25136653,14.0
F,0.3522938,0.09021716,0.09187947,0.047874775,0.2966533,10.0
I,0.30267772,0.2270098,0.07206495,0.05728701,0.0292138,6.0
F,0.565,0.44,0.155,0.46610734,0.22265403,12.0
F,0.6585033,0.35,0.21848416,0.16168576,0.02139185,18.540592
M,0.41279334,0.5367348,0.108042926,0.23418662,0.12138163,9.0
F,0.40934852,0.6198827,0.07993124,0.80545986,0.2006909,26.97749
F,0.8141038,0.64704317,1.044775,1.4848915,0.7545373,14.0
F,0.70917416,0.5553576,0.19690748,0.7349972,0.39795682,14.0
M,0.11302776,0.09062983,0.0047275536,0.0026001853,0.0005211951,4.0
F,0.465,0.3595917,0.115,0.22254947,0.117054045,10.0
F,0.8000571,0.62486845,0.22236364,1.3613627,0.6746778,13.0
F,0.58,0.5784966,0.05023469,0.52759534,0.20216356,7.7251678
M,0.57,0.44,0.15,0.37360933,0.2035354,13.0
M,0.5734394,0.52816427,0.202649,0.5327516,0.15937145,10.0
M,0.63954324,0.505,0.18,0.55021197,0.28640842,13.861842
I,0.34402186,0.5,0.1128636,0.36742806,0.14852966,10.0
I,0.4619087,0.35250875,0.1057648,0.19356038,0.1032149,8.0
M,0.11377531,0.09094727,0.0059594526,0.0026731782,0.000537457,2.8391762
F,0.110021494,0.47,1.1288524,0.44724426,0.1523584,8.0
F,0.64342535,0.48557898,0.17,0.5378101,0.25290442,16.682737
F,0.3221809,0.46688822,0.16,0.0855376,0.1625033,4.0
F,0.7106878,0.55011106,0.13,1.2413524,0.2633349,2.1240816
M,0.61,0.475,0.155,0.5224113,0.23759052,9.0
F,0.7973972,0.6291595,0.22456218,1.1880099,0.69355506,16.0
M,0.8147286,0.649026,1.1146394,1.487852,0.7590032,14.0
I,0.36103728,0.26771376,0.08567374,0.10206526,0.046316657,6.0
F,0.6773063,0.52696455,0.18,0.7029006,0.35364082,10.0
M,0.6100056,0.44,0.15,0.58763945,0.24672495,9.0
F,0.52,0.6274358,0.09,0.3790999,0.2225348,11.0
F,0.3916179,0.13301702,0.04494715,0.02028709,0.14195238,2.1235733
F,0.4594518,0.355,0.14787713,0.18757217,0.08214765,10.0
M,0.63975877,0.11321745,0.15187961,0.33247712,0.21544473,3.713665
F,0.58,0.45,0.155,0.4043623,0.21066086,10.0
M,0.81065845,0.42143783,0.165,0.06769608,0.06677867,26.470936
F,0.3734444,0.27897114,0.09606469,0.11025339,0.07836712,7.0
M,0.48313814,0.31097457,0.050208695,0.7150525,0.12578797,10.0
F,0.55,0.415,0.145,0.3557422,0.1630423,8.0
M,0.727331,0.57076865,0.20730361,0.9261745,0.45545033,13.0
M,0.505,0.33302468,0.10005567,0.31917953,0.083053194,12.0
F,0.4526265,0.35,0.115,0.20363104,0.094724,8.0
F,0.61,0.45,0.19197881,0.44581184,0.22060686,15.302462
I,0.11007997,0.090008244,3.9304847e-05,0.0025067031,0.00050008943,2.0132856
F,0.6,0.475,0.17,0.4278778,0.24310446,16.822868
I,0.5751511,0.31409505,0.1,0.012928778,0.07894752,5.0
I,0.5812406,0.46285483,0.001031256,0.16378497,0.095018364,9.0
I,0.12346815,0.09702861,0.008855398,0.0037343118,0.001201885,2.5212092
F,0.45143357,0.51,0.1,0.9153149,0.4437576,6.0
I,0.33759454,0.25545585,0.08,0.07947398,0.038101386,6.0
M,0.4473264,0.345,0.11,0.17707418,0.09226814,10.0
I,0.3053802,0.58442914,0.095,0.40534627,0.0385836,6.0
F,0.59288627,0.46578407,0.16,0.44455895,0.22838609,10.0
M,0.4073828,0.09009657,0.14,0.31834543,0.10169957,6.0
F,0.7443415,0.5788983,0.20044896,1.088501,0.4780902,11.0
I,0.34894314,0.3159444,0.067714594,0.14092298,0.05050315,8.0
F,0.7074678,0.54787374,0.20898323,0.7295539,0.41045743,9.274281
I,0.111509904,0.090549156,0.0009017678,0.0025661117,0.00051036815,2.1893322
F,0.66748226,0.525,0.18462293,0.6423753,0.33266625,11.0
M,0.5958359,0.46145105,0.16,0.4995997,0.23871928,9.0
F,0.47882646,0.425,0.052143577,0.45253962,0.07231879,14.850264
F,0.63,0.49656734,0.17,0.53632605,0.27998438,10.0
I,0.465,0.35955694,0.115,0.2323769,0.10818876,7.0
I,0.43305022,0.33286142,0.11,0.19168463,0.08717681,7.687286
I,0.42855576,0.3,0.115,0.18719769,0.11454922,6.0
M,0.8138153,0.64622134,1.0664691,1.4861796,0.75335443,13.984766
I,0.55,0.4646451,0.12,0.3514655,0.13769722,8.0
M,0.55,0.20109299,0.155,0.41159084,0.29971784,8.627935
M,0.48112264,0.37047014,0.12189834,0.2405786,0.11940015,9.0
F,0.8126259,0.6436769,0.92922854,1.4762096,0.7446059,13.0
I,0.585,0.47072792,0.13,0.31395903,0.17191508,11.0
M,0.6991072,0.56289005,0.19153143,0.79875594,0.36847624,11.0
I,0.3536267,0.26707444,0.08411125,0.085407175,0.041426163,7.668515
M,0.69912916,0.5475709,0.19170074,0.78583604,0.38794753,11.655685
F,0.53339857,0.41,0.145,0.3108182,0.1703532,9.0
M,0.6511719,0.5090915,0.15,0.4771498,0.2391431,7.7798853
I,0.48128313,0.37359625,0.12,0.22979452,0.108151235,9.0
F,0.36626726,0.2839611,0.095,0.08212732,0.0576545,10.0
I,0.28587312,0.46618348,0.08,0.08351603,0.095521,11.0
M,0.5991834,0.47,0.165,0.5106257,0.26305687,10.0
M,0.515,0.395,0.12823953,0.29645827,0.13873222,8.86614
I,0.5097673,0.4567816,0.12,0.50448895,0.13103694,6.3038816
F,0.14174701,0.47751552,0.15,0.6005448,0.6819005,2.0257785
I,0.39072958,0.35,0.10024242,0.20390837,0.06023926,7.0
I,0.16825263,0.121235825,0.03420278,0.009220478,0.0046969964,4.0
M,0.45416468,0.25167134,0.13920751,0.3454783,0.13107671,11.0
F,0.30863267,0.4629917,0.145,0.32704055,0.26234874,6.0
M,0.66102636,0.525,0.1902855,0.6223115,0.32334343,16.790358
I,0.60543,0.47509328,0.165,0.44239062,0.22816549,13.0
I,0.535,0.415,0.135,0.30860946,0.14730477,10.0
I,0.505,0.4481813,0.05693724,0.4559,0.041288253,3.1053312
F,0.80755156,0.63423765,0.48384398,1.4480522,0.71316403,12.0
I,0.525,0.4084512,0.135,0.30028677,0.14351466,10.0
F,0.7911037,0.21551405,0.095242955,0.3567896,0.46310824,5.0
F,0.46764037,0.475,0.165,0.49161276,0.17614836,9.4789295
M,0.6080571,0.475,0.16,0.4769944,0.24022898,10.0
I,0.15029617,0.11075044,0.024198344,0.007199208,0.0032735635,3.0746925
M,0.635,0.5,0.175,0.55809766,0.27354082,10.0
I,0.7379478,0.36072505,0.12,0.0034792807,0.06943754,9.0
M,0.635,0.49704236,0.155,0.29175183,0.22499587,11.0
I,0.465,0.35835913,0.11192166,0.204746,0.09609139,8.0
F,0.635,0.50275767,0.17854795,0.51145005,0.2802619,14.0
F,0.72110134,0.5613653,0.19317287,0.8931071,0.4257135,10.0
F,0.54,0.42188272,0.145,0.34830004,0.18587622,10.0
M,0.45798466,0.40942588,0.08,0.062316447,0.12447006,14.0
M,0.555,0.4756345,0.165,0.3001344,0.18144332,11.0
M,0.790185,0.44615543,0.20849195,0.5414756,0.20029089,7.0
I,0.48539296,0.375,0.12,0.2359995,0.10988368,9.0
F,0.615,0.5655105,0.165,0.5510929,0.37332442,10.0
F,0.637007,0.5023976,0.175,0.5415141,0.28620443,11.0
I,0.12327269,0.0969193,0.0086989105,0.003688047,0.0011803348,2.5748034
F,0.41723338,0.5311359,0.17,0.038434774,0.13189389,10.0
I,0.11203643,0.090871304,0.0012676646,0.0025975197,0.0005196119,2.2068007
F,0.635,0.495,0.17291959,0.54271924,0.3060488,11.0
F,0.6713795,0.475,0.15,0.25742632,0.27026308,11.0
F,0.62,0.45,0.18338698,0.20757677,0.19646324,10.683169
M,0.46545234,0.40450916,0.115,0.34872156,0.20138025,11.0
I,0.5,0.38838413,0.125,0.2476945,0.12023062,10.0
M,0.40218508,0.29046163,0.125,0.13864458,0.05987517,8.0
F,0.32773712,0.2835419,0.08473238,0.02432977,0.11854904,8.0
F,0.8123666,0.6427144,0.88394225,1.4772499,0.74208796,13.0
I,0.11097068,0.0903915,0.0005271899,0.0025480397,0.0005044617,2.1587155
F,0.6039276,0.22264944,0.12,0.09684618,0.114235066,11.0
F,0.62,0.485,0.16587909,0.5044163,0.27145708,10.94874
F,0.615,0.47996238,0.16185054,0.4926549,0.2577425,10.0
I,0.61,0.485,0.175,0.46108,0.24192971,16.78275
F,0.65,0.5794028,0.165,0.6697393,0.37818113,10.0
I,0.18797936,0.13413784,0.041598998,0.012893038,0.006776349,4.0
F,0.27936468,0.24796675,0.07,0.0634245,0.035217375,6.0
M,0.80300725,0.62939477,0.56153643,1.4612391,0.6860048,12.0
I,0.22585884,0.11454668,0.06545743,0.16297942,0.052534074,5.0
F,0.6,0.495,0.17683336,0.46094874,0.26869485,10.0
F,0.13206248,0.45104855,0.8004065,0.097074844,0.109462164,14.0
F,0.47512183,0.37,0.125,0.21971594,0.117709644,10.0
M,0.64215267,0.51,0.185,0.54676694,0.29468518,17.450281
M,0.59860724,0.475,0.16,0.49726662,0.2326086,8.0
I,0.5357951,0.5463819,0.08,0.37627065,0.18039893,11.0
I,0.11001811,0.09000115,6.8365193e-06,0.0025019979,0.0005,2.0045817
M,0.69862336,0.5475302,0.1930364,0.7725496,0.3861286,12.0
I,0.585,0.5210012,0.09,0.11765591,0.26558614,7.0
I,0.53936416,0.29,0.14,0.08396389,0.18347254,11.0
F,0.38221508,0.354692,0.096078314,0.29542655,0.09140034,9.0
M,0.57,0.44174,0.15,0.39053932,0.19239236,10.0
F,0.3568403,0.27173173,0.09,0.08642074,0.04715186,8.0
I,0.37737757,0.495,0.09452353,0.48807144,0.109036565,10.0
I,0.11001703,0.090001,6.3817097e-06,0.002501864,0.0005,2.004515
F,0.71759546,0.14432563,0.094689324,0.52982086,0.39957362,12.0
F,0.56005424,0.55493903,0.155,0.052480333,0.14075391,9.0
I,0.11000932,0.09,3.1978614e-06,0.0025006828,0.0005,2.0035384
I,0.12959422,0.099892594,0.012410071,0.0042427126,0.0015641475,3.0425382
M,0.57,0.46116796,0.17120503,0.46749544,0.19360936,10.0
I,0.19602706,0.14252703,0.034751598,0.023708832,0.008116414,4.0
M,0.60791886,0.47751623,0.16,0.47785333,0.24307746,10.0
F,0.78217643,0.09000546,0.81498843,0.09946607,0.35291648,17.58087
M,0.1130533,0.090636745,0.0048037423,0.0026138204,0.0005224894,3.36536
M,0.465,0.3593456,0.12,0.20240834,0.10816036,10.667211
I,0.18440185,0.26164928,0.051092047,0.4426899,0.08765928,8.0
M,0.36252055,0.27705944,0.09208366,0.07940332,0.05210985,10.0
M,0.63,0.45,0.19066933,0.83865756,0.28417104,10.718978
I,0.45441204,0.34894007,0.11,0.19227362,0.08965214,8.0
I,0.12308748,0.09677848,0.008427377,0.0035476459,0.0011288193,3.0458605
I,0.34159833,0.345,0.09,0.26734537,0.1409558,12.0
F,0.49114785,0.3762003,0.125,0.24820924,0.12737182,9.0
F,0.37503588,0.64205503,0.075229935,0.8601668,0.07543042,5.0
F,0.2073289,0.09003316,0.16,0.6247629,0.28544033,10.0
F,0.73942304,0.19275945,0.21255454,0.022219274,0.020725317,8.0
M,0.64,0.51,0.1862164,0.5355563,0.29369786,19.035395
I,0.36870903,0.355,0.12,0.053518116,0.05683488,9.0
F,0.40327495,0.64899457,0.09007721,0.12366738,0.0029037166,10.0
I,0.7008241,0.395,0.17749128,0.2739458,0.12634598,26.999134
M,0.66,0.5165788,0.18,0.6448953,0.31758726,11.0
I,0.13030918,0.10037492,0.011822739,0.0044430387,0.0016493502,2.88439
M,0.6241485,0.48558637,0.165,0.527464,0.2598441,9.0
M,0.66,0.37470758,0.16934983,0.60722286,0.20573504,15.589349
I,0.48,0.3710034,0.12,0.23494072,0.108162664,8.0
I,0.40855074,0.425,2.8399701e-05,0.36680478,0.10926189,10.0
I,0.615469,0.09000117,0.04563886,0.0029860355,0.09366137,26.376759
M,0.47178972,0.46,0.115,0.4166833,0.14557609,12.0
F,0.6762677,0.55,0.21075957,0.6355403,0.36378622,23.107965
M,0.5192217,0.39959225,0.13,0.29835,0.14424406,9.0
F,0.45414734,0.5790814,0.13,0.6456818,0.35865358,10.0
I,0.11085707,0.17990714,1.6516606e-05,0.8217352,0.28099692,6.0
F,0.55,0.23593293,0.165,0.028138578,0.0800677,8.0
I,0.62816626,0.5,0.17751715,0.49899104,0.266171,16.0
M,0.6230826,0.495,0.175,0.48830432,0.26293087,16.01914
F,0.4524711,0.13671899,0.105,0.09944762,0.29185694,15.9908085
M,0.80558985,0.63208234,0.64335424,1.4536898,0.7053346,12.937663
F,0.6,0.473749,0.16,0.46160448,0.23940437,10.0
M,0.75218135,0.5838133,0.21593478,1.0543762,0.5074132,15.474807
M,0.6,0.47,0.16,0.44882083,0.23105897,11.0
F,0.6915571,0.5397763,0.18324398,0.6710161,0.35768527,11.0
F,0.58636206,0.28,0.12340708,0.51521367,0.07090671,9.0
F,0.4993088,0.24747628,0.185,0.5686618,0.3557227,9.0
I,0.6444128,0.51247084,0.18839692,0.5476625,0.29618528,17.71427
M,0.669086,0.525,0.18601744,0.67142355,0.3363286,12.0
I,0.11000218,0.09,0.0,0.002500401,0.0005,2.0012453
M,0.61,0.5,0.175,0.479881,0.23933232,17.285343
M,0.62432355,0.49403468,0.175,0.49431714,0.2627242,14.46451
