Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
M,0.70551264,0.63032895,0.13905606,0.35814878,0.21319565,0.06262574,0.53966844,11.0
I,0.11246906,0.09110293,0.0015607157,0.00802971,0.002621561,0.0005285499,0.0030484814,2.2584887
F,0.4006088,0.28,0.047898877,0.5295816,0.0025335075,0.23675637,0.24241792,9.0
M,0.61,0.475,0.16140962,1.1071566,0.47980312,0.24231823,0.31450692,10.476839
I,0.18720444,0.13317968,0.041384175,0.029230693,0.013049166,0.006714006,0.008672211,3.605297
I,0.43977743,0.35155174,0.12322038,0.44491762,0.26212174,0.10671908,0.11809832,9.0
M,0.29032162,0.22492887,0.08,0.12827134,0.035912246,0.032264363,0.045229815,10.0
F,0.5779709,0.45496565,0.16,1.0187376,0.39437124,0.22413759,0.31440628,14.0
F,0.6745468,0.54067624,0.18297745,1.7433848,0.67523146,0.337487,0.57822716,16.728191
M,0.60432124,0.45,0.115,0.26957,0.20884751,0.20725729,0.29426008,7.0
M,0.6199738,0.49428803,0.175,1.232741,0.47393316,0.26046047,0.4019415,17.46489
F,0.61,0.5,0.19399776,1.3178799,0.35985672,0.30571523,0.32527995,10.0
M,0.22852173,0.28803846,0.105,0.49871546,0.2700306,0.016869903,0.092301965,11.0
M,0.63,0.4988816,0.17211969,1.257201,0.538823,0.27266133,0.36319956,11.0
I,0.11002841,0.09000117,1.2886451e-05,0.008,0.0025012095,0.0005,0.003,2.0108626
F,0.5234009,0.4,0.135,0.66781884,0.30035728,0.15259293,0.19076616,9.0
I,0.1839079,0.13118164,0.04064282,0.026470825,0.011341046,0.0060729333,0.008367447,4.0
M,0.54,0.44,0.14,0.96944755,0.46065637,0.20807037,0.18431331,10.0
F,0.7962603,0.62048376,0.21151581,2.6034615,1.3547887,0.6111824,0.6071216,11.0
F,0.57,0.09181854,0.125,1.2174468,0.5902985,0.28369033,0.09806224,7.0
F,0.6413573,0.13886508,0.1,0.8514384,0.4239732,0.07315892,0.1750598,8.0
I,0.635,0.090207525,0.13,0.6155827,1.3324413,0.1361811,0.12438321,25.354702
M,0.38064006,0.29,0.09996363,0.27866432,0.09808042,0.061207376,0.08829103,10.0
I,0.11181349,0.090812616,0.0011661425,0.008019304,0.0025937979,0.0005178173,0.0030269865,2.1023276
I,0.6975798,0.6496808,0.11,0.06864493,0.47010848,0.10839782,0.2599634,6.0
I,0.326373,0.24773586,0.08,0.18588786,0.08210915,0.036927905,0.04947271,5.0
I,0.46233848,0.4,0.135,0.53484535,0.21985403,0.10430914,0.19174197,9.0
I,0.45207784,0.3451923,0.11,0.41566995,0.18333259,0.08750673,0.12133393,9.0
I,0.4205802,0.4,0.0756476,0.5528032,0.44702953,0.15461352,0.20246635,9.0
M,0.33719775,0.2616246,0.08834368,0.19640799,0.05962178,0.04376061,0.06563002,10.0
F,0.61088693,0.425,0.1805239,1.3561066,0.9055378,0.26456267,0.5917527,10.0
M,0.81295717,0.64396435,1.0224135,2.8197124,1.4846989,0.7478795,0.93171835,13.0
F,0.7219513,0.5629639,0.195,1.9445913,0.8606684,0.42232496,0.51466167,11.0
I,0.55,0.33388346,0.125,0.5361713,0.30019534,0.091978066,0.19216354,11.0
M,0.55,0.10150158,0.165,0.66455364,0.4805532,0.19644815,0.45509896,11.0
I,0.47908404,0.37,0.12,0.49205473,0.22454323,0.105493926,0.14513735,8.418646
I,0.11219819,0.090953104,0.001387976,0.008024528,0.0026092536,0.00052367564,0.00303933,2.2198737
M,0.45486814,0.3506141,0.1176415,0.45768705,0.18762077,0.10198182,0.14194642,10.0
M,0.6456427,0.5584889,0.18971734,1.5002756,0.53630304,0.26483196,0.40213248,14.0
M,0.70640224,0.5604675,0.195,1.9644297,0.81191915,0.4069677,0.5523201,15.348218
M,0.66281843,0.47,0.085,0.53159493,0.31914523,0.090664536,0.042234592,17.0
I,0.35209945,0.25596604,0.069683485,0.17717825,0.060230654,0.044912737,0.06031184,7.0
M,0.61,0.48127034,0.17,1.1498166,0.46570587,0.24685775,0.35466823,13.929842
M,0.548261,0.42435887,0.14,0.78539854,0.34170985,0.17085613,0.22980808,10.0
F,0.28150684,0.22450918,0.079930566,0.123577446,0.030838335,0.032787807,0.040290106,11.0
F,0.615,0.475,0.16,1.1224589,0.50760615,0.2605249,0.28958377,9.0
F,0.80787927,0.6361859,0.59738123,2.7710881,1.4346699,0.71485656,0.8384414,13.0
F,0.63,0.5,0.17496546,1.1950742,0.5089166,0.26941985,0.35151362,10.0
F,0.5580199,0.44,0.155,0.87929714,0.34954244,0.19500512,0.265,12.0
I,0.5368761,0.345,0.16,0.6078159,0.08678668,0.10205637,0.31113657,10.0
I,0.11002331,0.090001516,9.472479e-06,0.008,0.0025025671,0.0005,0.003,2.0056956
M,0.68387824,0.53270984,0.19,1.6966968,0.7516101,0.3670177,0.4538867,11.0
I,0.61708385,0.48961794,0.17,1.1700412,0.47094277,0.246409,0.3693948,15.0
F,0.58,0.355,0.145,1.2171025,0.4908029,0.2683741,0.3229484,8.0
I,0.44758815,0.28,0.105,0.32075503,0.13130817,0.065707,0.10929422,9.0
M,0.81191146,0.6423596,0.94402903,2.8125584,1.4798542,0.7247074,0.92763364,13.0
I,0.45373118,0.34913287,0.11,0.41813433,0.17946778,0.086630724,0.12818551,9.0
M,0.38746664,0.28483385,0.09,0.30677515,0.12431113,0.06407222,0.08218221,7.0
M,0.787637,0.16109599,1.1182994,0.15539736,0.23158488,0.12124226,0.025679467,9.0
M,0.7178799,0.525,0.21473774,0.008006226,0.28577697,0.22436588,0.05998291,9.0
I,0.7247668,0.495,0.175,0.7567893,0.4122267,0.25726,0.31232107,9.0
F,0.58,0.45,0.16,0.97491264,0.3986099,0.2208076,0.2851011,11.0
I,0.31408525,0.2364978,0.07695326,0.14008115,0.059488416,0.032051265,0.04364882,7.0
M,0.67499405,0.5254562,0.185,1.5931945,0.70140153,0.3451072,0.43681565,11.0
F,0.72908396,0.574543,0.21167204,2.405522,1.4537066,0.44204256,0.53798354,9.924913
I,0.27927533,0.3660938,0.10615395,0.51320165,0.42238855,0.07986986,0.25656533,6.0
F,0.6310307,0.5,0.175,1.2750301,0.5108875,0.2771571,0.39224237,13.205047
M,0.66,0.51916534,0.18021888,1.4982816,0.6471426,0.31997076,0.425526,11.379571
F,0.46364823,0.09,0.17188203,0.67850566,0.24558777,0.0826561,0.26098502,6.0
I,0.26719847,0.19633584,0.06408686,0.09222962,0.039598677,0.020265026,0.027535189,4.998334
I,0.2546799,0.18684919,0.061217483,0.073946014,0.0323539,0.017000549,0.0230517,5.0
M,0.63,0.5,0.175,1.2716117,0.53384274,0.27404767,0.37768826,12.0
F,0.4994951,0.38,0.125,0.59789896,0.29027286,0.13235351,0.15909488,6.0
M,0.595,0.495,0.16,0.22465242,0.5392778,0.41072506,0.34634066,14.0
M,0.67245513,0.525,0.185,1.5839713,0.69226855,0.34406266,0.43584633,11.0
F,0.625,0.495,0.15068991,1.2376983,0.52064085,0.26352486,0.33851355,11.0
F,0.42192388,0.325,0.10543133,0.3586881,0.1460951,0.081588194,0.10808794,9.0
F,0.66976863,0.485,0.16,1.5947015,0.8133762,0.28692523,0.42655343,11.0
M,0.46853274,0.56668687,0.07985778,1.3466322,0.28679207,0.3039905,0.30410293,7.0
F,0.54751,0.46,0.15655473,0.9100191,0.38824445,0.22058229,0.18442921,9.0
F,0.465,0.36,0.125,0.49190578,0.17659374,0.109432735,0.16723825,12.0
M,0.6210212,0.48706543,0.17,1.1882468,0.5066621,0.25956732,0.3460946,11.0
I,0.535,0.31733373,0.841716,1.4598354,0.032196127,0.15732369,0.19009268,3.5303974
F,0.535,0.38,0.115,0.7004212,0.28235888,0.16906859,0.18699256,12.0
F,0.5671911,0.375,0.155,0.81280106,0.33998495,0.18669352,0.30069566,14.1389065
F,0.57,0.44837245,0.15,0.90228,0.39689538,0.20106159,0.25043964,9.0
I,0.11830815,0.094397664,0.005772698,0.00844845,0.0032293443,0.0008474616,0.003281103,2.2659051
F,0.13443878,0.36,0.14,0.73637,0.5555936,0.23883821,0.014307181,6.0
F,0.6391316,0.54248464,1.1121795,0.881119,0.3956299,0.18609595,0.55183667,11.0
I,0.44,0.3380865,0.11,0.4236852,0.17878047,0.08780198,0.11639769,8.0
M,0.495,0.38,0.125,0.56689155,0.2509538,0.12793142,0.16939977,10.0
M,0.7091864,0.5436987,0.18625326,1.9235739,0.865825,0.4149922,0.5034294,12.0
F,0.6334932,0.49903342,0.1705381,1.243344,0.5525991,0.2814313,0.3453084,10.0
F,0.37892127,0.2948381,0.1,0.27776477,0.09619172,0.0623357,0.08412399,10.0
F,0.5,0.38514507,0.13,0.61280423,0.27169538,0.13242413,0.17663656,8.0
I,0.12507829,0.0978,0.00980126,0.009421059,0.003889029,0.0013101235,0.0036473281,2.6264994
I,0.12142313,0.0959659,0.00749644,0.008687317,0.003368499,0.0010144918,0.0034666986,3.0303504
F,0.6807829,0.53989124,0.20323423,2.1063592,0.8593786,0.3933585,0.53434074,9.0
I,0.66,0.6214926,0.12103489,1.3309815,0.38979706,0.23442546,0.22077876,11.0
F,0.52,0.375,0.14,0.6609645,0.29487813,0.14219509,0.17447254,10.0
F,0.78378963,0.607896,0.21616597,2.5269344,1.1323633,0.5898098,0.7112833,14.0
M,0.32905945,0.24987946,0.085,0.18029717,0.058533717,0.039771013,0.060271274,9.0
I,0.11003123,0.090002246,1.2710118e-05,0.008,0.0025031422,0.0005,0.003,2.0074446
F,0.7227137,0.42960483,0.18101142,0.74672395,0.32890767,0.14165793,0.060923528,13.0
I,0.5240065,0.19190937,0.000842821,0.014780027,0.004024863,0.01442212,0.0064168526,7.0
I,0.42927718,0.32321757,0.1,0.35970306,0.15906774,0.080518335,0.104618385,6.6475387
F,0.11091006,0.090043284,0.00075233035,0.0080017615,0.0025295215,0.00050144806,0.0030068678,2.1849437
F,0.625,0.49065292,0.17,1.209295,0.49725753,0.26558194,0.35641006,12.0
I,0.55,0.55,0.12,0.75476295,0.48079482,0.3425792,0.33501592,17.58545
F,0.67078084,0.51,0.165,1.7165759,0.80399173,0.39833486,0.40938967,11.0
F,0.7329967,0.5740889,0.20448177,2.145078,0.92186147,0.4737019,0.567897,12.0
M,0.625,0.49,0.165,1.2236199,0.5312646,0.2747398,0.33448955,11.0
F,0.47772548,0.475,0.17,1.3818715,0.5245891,0.011233571,0.18371601,11.0
I,0.34774792,0.26357654,0.08298504,0.19409801,0.08279291,0.040201798,0.060535252,7.0
M,0.6825243,0.53244233,0.19,1.6870909,0.718872,0.3624283,0.4706078,12.0
M,0.565,0.44,0.145,0.88628703,0.38405028,0.19269185,0.24103767,11.0
I,0.36578745,0.28228682,0.105,0.42235628,0.20477192,0.13169703,0.031219926,7.0
F,0.39661244,0.21771058,0.145,1.1314268,0.45983487,0.2558402,0.08755503,6.0
I,0.7189618,0.525,0.165,1.544051,0.6414733,0.34348464,0.47352982,11.0
M,0.11087486,0.090072654,0.0013434853,0.0080021825,0.0025279857,0.0005019751,0.0030119566,2.3855097
F,0.6452989,0.5082137,0.18054815,1.3971643,0.59784126,0.31239668,0.3872083,11.0
M,0.6916557,0.5424665,0.195,1.7608174,0.7181289,0.37400314,0.51074153,14.521339
I,0.118014604,0.094037585,0.005227039,0.008328671,0.0030740048,0.00077573274,0.0032821866,2.7421684
I,0.475,0.3646461,0.115697555,0.47727016,0.21464308,0.10207768,0.14276785,9.0
M,0.13234624,0.10128937,0.02506044,0.009730914,0.0040485403,0.0015924805,0.0043816003,4.0
F,0.14739369,0.12484572,0.21250501,0.05357922,0.14490241,0.13019754,0.006643661,7.0
I,0.11001256,0.090000615,4.247612e-06,0.008,0.002501353,0.0005,0.003,2.0037806
F,0.5671106,0.5690595,0.13,1.5996262,0.39663026,0.108347744,0.35076237,9.0
I,0.52224064,0.13350044,0.19384123,0.8305825,0.021524303,0.24320361,0.16640216,13.343716
I,0.47612342,0.452672,0.105,1.2375395,0.41619515,0.08559463,0.16696373,9.0
F,0.81023276,0.6363562,0.49734446,2.7963433,1.4786006,0.7302478,0.70224684,11.0
I,0.59,0.3017444,0.105,0.37289473,0.24057175,0.13393676,0.1099078,8.0
M,0.6,0.47360754,0.16,1.1126264,0.49796206,0.24009058,0.29281977,10.0
M,0.5149385,0.40154365,0.125,0.65734273,0.30544487,0.15838814,0.17358907,8.0
F,0.505,0.24524355,0.17,0.92917573,0.163651,0.12018886,0.25020343,9.222587
M,0.465,0.6455295,0.20977378,0.5442499,0.5713502,0.14383717,0.27533308,10.0
F,0.70118654,0.51,0.18,1.6114247,0.69876605,0.37320638,0.42994082,11.0
M,0.7326838,0.58313155,0.21458972,2.1684904,0.9818325,0.46338838,0.55146563,12.0
F,0.34210604,0.09014497,0.17240748,0.88155913,0.2857663,0.28726342,0.8774855,8.0
F,0.6,0.45,0.135,0.3724827,0.17173879,0.11157534,0.11035347,11.0
F,0.625,0.4041403,0.22154339,0.69813305,0.05568437,0.3733954,0.15572906,9.0
M,0.79997814,0.62384695,0.22305693,2.7281816,1.4118836,0.6756419,0.65381426,13.0
I,0.38444886,0.290509,0.09457316,0.264094,0.11655686,0.05608405,0.079533756,8.0
I,0.2589589,0.19282945,0.06363051,0.08795389,0.038501296,0.019891253,0.024645444,4.0
I,0.4773291,0.38548157,0.13,1.0267467,0.49476323,0.42308336,0.03934835,8.0
F,0.62205565,0.4866399,0.16907237,1.1834291,0.5030983,0.2629441,0.33736205,10.0
I,0.41921744,0.3169265,0.1,0.3299742,0.1522735,0.06611371,0.09373038,8.0
F,0.67468834,0.1293347,0.16,1.9434453,0.42665163,0.31317878,0.3365671,7.0
M,0.399397,0.36057886,0.105,0.4511937,0.13646516,0.06843928,0.12562397,7.0
I,0.54144984,0.42876753,0.14868271,0.7876857,0.34076852,0.17279202,0.22817756,9.0
I,0.42298642,0.26115233,0.125,0.25222358,0.17287621,0.118092656,0.0954317,9.0
M,0.4375584,0.465,0.14660509,0.68886125,0.49935243,0.085683264,0.31201038,11.0
I,0.70108634,0.43,0.14,0.5981757,0.44114375,0.097909056,0.19239981,7.0
I,0.12480889,0.097485185,0.0088723665,0.009343915,0.003803114,0.0012854622,0.0036478455,2.906054
F,0.49750704,0.38997257,0.135,0.6047912,0.24037969,0.13616724,0.19298469,12.268283
I,0.11392277,0.091970265,0.0026563895,0.008087651,0.0027467161,0.0005801017,0.003099589,2.2525966
I,0.12785439,0.09915174,0.011364768,0.009913156,0.0040803226,0.0014612685,0.0038351421,3.0679524
M,0.32210362,0.540537,0.155,0.7691384,0.38103798,0.019263582,0.06809608,9.0
F,0.525,0.3867084,0.11093737,0.5514295,0.2391428,0.12980422,0.16118525,9.0
I,0.11488646,0.09257374,0.003417847,0.008155199,0.002868949,0.00063591887,0.0031338918,2.1841059
F,0.465,0.425,0.135,0.5059497,0.121488966,0.25984204,0.218836,8.0
M,0.72476065,0.3085601,0.19,1.0386071,0.58163804,0.25136653,0.54151255,14.0
F,0.3522938,0.09021716,0.09187947,1.2347744,0.047874775,0.2966533,0.67697793,10.0
I,0.30267772,0.2270098,0.07206495,0.12913327,0.05728701,0.0292138,0.038562663,6.0
F,0.565,0.44,0.155,1.0781684,0.46610734,0.22265403,0.35523197,12.0
F,0.6585033,0.35,0.21848416,1.3150337,0.16168576,0.02139185,0.008296004,18.540592
M,0.41279334,0.5367348,0.108042926,1.0195204,0.23418662,0.12138163,0.15514283,9.0
F,0.40934852,0.6198827,0.07993124,1.545589,0.80545986,0.2006909,0.10580148,26.97749
F,0.8141038,0.64704317,1.044775,2.8227031,1.4848915,0.7545373,0.9820472,14.0
F,0.70917416,0.5553576,0.19690748,1.8319463,0.7349972,0.39795682,0.5332244,14.0
M,0.11302776,0.09062983,0.0047275536,0.008020313,0.0026001853,0.0005211951,0.0031008415,4.0
F,0.465,0.3595917,0.115,0.4944339,0.22254947,0.117054045,0.14968267,10.0
F,0.8000571,0.62486845,0.22236364,2.6954832,1.3613627,0.6746778,0.72855973,13.0
F,0.58,0.5784966,0.05023469,0.3922221,0.52759534,0.20216356,0.11366523,7.7251678
M,0.57,0.44,0.15,0.917153,0.37360933,0.2035354,0.265,13.0
M,0.5734394,0.52816427,0.202649,1.1643246,0.5327516,0.15937145,0.26954606,10.0
M,0.63954324,0.505,0.18,1.3419785,0.55021197,0.28640842,0.40735677,13.861842
I,0.34402186,0.5,0.1128636,0.9591899,0.36742806,0.14852966,0.1402519,10.0
I,0.4619087,0.35250875,0.1057648,0.44429538,0.19356038,0.1032149,0.14338471,8.0
M,0.11377531,0.09094727,0.0059594526,0.008038684,0.0026731782,0.000537457,0.0031292136,2.8391762
F,0.110021494,0.47,1.1288524,1.3710847,0.44724426,0.1523584,0.092716664,8.0
F,0.64342535,0.48557898,0.17,1.2798897,0.5378101,0.25290442,0.39947695,16.682737
F,0.3221809,0.46688822,0.16,0.88814497,0.0855376,0.1625033,0.16903755,4.0
F,0.7106878,0.55011106,0.13,0.011782184,1.2413524,0.2633349,0.9060008,2.1240816
M,0.61,0.475,0.155,1.1659515,0.5224113,0.23759052,0.32281592,9.0
F,0.7973972,0.6291595,0.22456218,2.6761334,1.1880099,0.69355506,0.8588922,16.0
M,0.8147286,0.649026,1.1146394,2.8253965,1.487852,0.7590032,0.9984059,14.0
I,0.36103728,0.26771376,0.08567374,0.22075595,0.10206526,0.046316657,0.061401907,6.0
F,0.6773063,0.52696455,0.18,1.5749227,0.7029006,0.35364082,0.41317692,10.0
M,0.6100056,0.44,0.15,1.0989242,0.58763945,0.24672495,0.27860937,9.0
F,0.52,0.6274358,0.09,0.99163836,0.3790999,0.2225348,0.20485848,11.0
F,0.3916179,0.13301702,0.04494715,1.0092511,0.02028709,0.14195238,0.51992244,2.1235733
F,0.4594518,0.355,0.14787713,0.44914564,0.18757217,0.08214765,0.17579296,10.0
M,0.63975877,0.11321745,0.15187961,1.0585241,0.33247712,0.21544473,0.265,3.713665
F,0.58,0.45,0.155,0.95063823,0.4043623,0.21066086,0.27085403,10.0
M,0.81065845,0.42143783,0.165,0.9906852,0.06769608,0.06677867,0.34687865,26.470936
F,0.3734444,0.27897114,0.09606469,0.2706088,0.11025339,0.07836712,0.0786796,7.0
M,0.48313814,0.31097457,0.050208695,0.56760705,0.7150525,0.12578797,0.33513373,10.0
F,0.55,0.415,0.145,0.73626137,0.3557422,0.1630423,0.21053164,8.0
M,0.727331,0.57076865,0.20730361,2.1318254,0.9261745,0.45545033,0.5701923,13.0
M,0.505,0.33302468,0.10005567,0.2655102,0.31917953,0.083053194,0.22771126,12.0
F,0.4526265,0.35,0.115,0.44508106,0.20363104,0.094724,0.12374874,8.0
F,0.61,0.45,0.19197881,1.1463115,0.44581184,0.22060686,0.4055337,15.302462
I,0.11007997,0.090008244,3.9304847e-05,0.008,0.0025067031,0.00050008943,0.0030001078,2.0132856
F,0.6,0.475,0.17,1.1295339,0.4278778,0.24310446,0.35964575,16.822868
I,0.5751511,0.31409505,0.1,0.680569,0.012928778,0.07894752,0.030476151,5.0
I,0.5812406,0.46285483,0.001031256,0.45011052,0.16378497,0.095018364,0.31862617,9.0
I,0.12346815,0.09702861,0.008855398,0.009133043,0.0037343118,0.001201885,0.0035525786,2.5212092
F,0.45143357,0.51,0.1,0.90182966,0.9153149,0.4437576,0.34084335,6.0
I,0.33759454,0.25545585,0.08,0.18439497,0.07947398,0.038101386,0.054376192,6.0
M,0.4473264,0.345,0.11,0.42788157,0.17707418,0.09226814,0.13293155,10.0
I,0.3053802,0.58442914,0.095,1.11967,0.40534627,0.0385836,0.50086105,6.0
F,0.59288627,0.46578407,0.16,1.0378033,0.44455895,0.22838609,0.29303125,10.0
M,0.4073828,0.09009657,0.14,0.6910623,0.31834543,0.10169957,0.09527393,6.0
F,0.7443415,0.5788983,0.20044896,2.2025363,1.088501,0.4780902,0.5382517,11.0
I,0.34894314,0.3159444,0.067714594,0.51639587,0.14092298,0.05050315,0.17901355,8.0
F,0.7074678,0.54787374,0.20898323,1.5516859,0.7295539,0.41045743,0.40584323,9.274281
I,0.111509904,0.090549156,0.0009017678,0.0080108605,0.0025661117,0.00051036815,0.0030210072,2.1893322
F,0.66748226,0.525,0.18462293,1.5218669,0.6423753,0.33266625,0.4358699,11.0
M,0.5958359,0.46145105,0.16,1.0858842,0.4995997,0.23871928,0.2799526,9.0
F,0.47882646,0.425,0.052143577,0.62031543,0.45253962,0.07231879,0.1496152,14.850264
F,0.63,0.49656734,0.17,1.2443595,0.53632605,0.27998438,0.35330892,10.0
I,0.465,0.35955694,0.115,0.47670588,0.2323769,0.10818876,0.12960315,7.0
I,0.43305022,0.33286142,0.11,0.41045457,0.19168463,0.08717681,0.11581871,7.687286
I,0.42855576,0.3,0.115,0.6790106,0.18719769,0.11454922,0.08834855,6.0
M,0.8138153,0.64622134,1.0664691,2.8230755,1.4861796,0.75335443,0.96907026,13.984766
I,0.55,0.4646451,0.12,0.6111845,0.3514655,0.13769722,0.14107545,8.0
M,0.55,0.20109299,0.155,0.7796197,0.41159084,0.29971784,0.25876886,8.627935
M,0.48112264,0.37047014,0.12189834,0.53113717,0.2405786,0.11940015,0.15583166,9.0
F,0.8126259,0.6436769,0.92922854,2.812178,1.4762096,0.7446059,0.93447053,13.0
I,0.585,0.47072792,0.13,0.57363594,0.31395903,0.17191508,0.5256001,11.0
M,0.6991072,0.56289005,0.19153143,1.7119961,0.79875594,0.36847624,0.4899265,11.0
I,0.3536267,0.26707444,0.08411125,0.19850531,0.085407175,0.041426163,0.06221115,7.668515
M,0.69912916,0.5475709,0.19170074,1.7912444,0.78583604,0.38794753,0.4858114,11.655685
F,0.53339857,0.41,0.145,0.7337353,0.3108182,0.1703532,0.20999257,9.0
M,0.6511719,0.5090915,0.15,1.0434533,0.4771498,0.2391431,0.35508743,7.7798853
I,0.48128313,0.37359625,0.12,0.50439227,0.22979452,0.108151235,0.14982791,9.0
F,0.36626726,0.2839611,0.095,0.2490824,0.08212732,0.0576545,0.078621335,10.0
I,0.28587312,0.46618348,0.08,0.406628,0.08351603,0.095521,0.10972288,11.0
M,0.5991834,0.47,0.165,1.1395624,0.5106257,0.26305687,0.3072336,10.0
M,0.515,0.395,0.12823953,0.6288188,0.29645827,0.13873222,0.17805295,8.86614
I,0.5097673,0.4567816,0.12,0.3876108,0.50448895,0.13103694,0.09131276,6.3038816
F,0.14174701,0.47751552,0.15,0.24978012,0.6005448,0.6819005,0.0064180177,2.0257785
I,0.39072958,0.35,0.10024242,0.35777134,0.20390837,0.06023926,0.10536398,7.0
I,0.16825263,0.121235825,0.03420278,0.021557052,0.009220478,0.0046969964,0.00692249,4.0
M,0.45416468,0.25167134,0.13920751,0.8920897,0.3454783,0.13107671,0.22984937,11.0
F,0.30863267,0.4629917,0.145,0.96871156,0.32704055,0.26234874,0.12801372,6.0
M,0.66102636,0.525,0.1902855,1.5738362,0.6223115,0.32334343,0.48918632,16.790358
I,0.60543,0.47509328,0.165,1.0880667,0.44239062,0.22816549,0.3386418,13.0
I,0.535,0.415,0.135,0.6877876,0.30860946,0.14730477,0.20601538,10.0
I,0.505,0.4481813,0.05693724,0.27187,0.4559,0.041288253,0.466612,3.1053312
F,0.80755156,0.63423765,0.48384398,2.770885,1.4480522,0.71316403,0.77890116,12.0
I,0.525,0.4084512,0.135,0.6718528,0.30028677,0.14351466,0.20538406,10.0
F,0.7911037,0.21551405,0.095242955,0.44581532,0.3567896,0.46310824,0.36133763,5.0
