Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
I,0.2766925,0.21548204,0.145,2.5345666,0.35998,0.10578964,0.014453114,28.999357
F,0.14673828,0.5981104,0.016215425,1.571148,1.0859752,0.7316778,0.11444268,11.0
M,0.7806385,0.46729755,0.095,1.1969112,0.06475386,0.2322648,0.52530754,15.0
F,0.65430033,0.2144496,6.486316e-05,0.03969071,0.020363187,0.00050117157,1.0047469,4.6435432
F,0.35761505,0.055,1.1297376,0.053609777,0.0010006335,0.022571538,0.0048466534,7.0
I,0.80982566,0.485,0.9039553,0.017050702,0.5816558,0.06307802,1.0026127,1.0
M,0.075,0.13539612,1.1019403,0.26019305,0.7447474,0.0027260487,0.9537585,12.0
M,0.29451665,0.6162119,0.08,2.8143797,0.0049983296,0.2875174,0.31669638,1.0174454
F,0.07805513,0.38038912,8.823252e-06,0.37746,0.8117732,0.14590283,0.46565467,15.0
F,0.3351338,0.325,0.19,0.22739317,0.36763224,0.17252178,0.14056395,9.0
M,0.19939406,0.525,1.1299838,0.0020160729,0.022718534,0.04443834,0.9815073,11.0
F,0.075,0.055,1.1295303,0.0020191106,1.4814696,0.0009510725,0.07005151,1.0
I,0.8079044,0.64998895,0.2,0.18592806,0.001,0.14842018,0.21639389,1.0
F,0.5301728,0.055,1.1297262,0.0033926265,0.50035036,0.00050091295,0.5987891,28.9016
F,0.81498903,0.13439491,0.145,0.56800514,0.112375475,0.0005534464,0.13876577,8.0
I,0.71706253,0.1826333,0.2,0.16325963,1.4877745,0.3956298,0.0023431808,8.0
F,0.615,0.6438858,0.0782355,0.39735606,0.060885325,0.3321578,0.3928823,6.0
M,0.81424206,0.055,0.0009762409,2.1157568,1.44104,0.19339204,0.07029411,5.0
M,0.7965035,0.38849556,0.06222605,0.18819748,0.026543582,0.21584558,0.74179256,14.0
F,0.8135505,0.64994305,0.037798252,2.8247771,1.4861419,0.25963768,0.0015029231,2.0375648
F,0.28935307,0.6495513,0.145,0.14132725,0.12047523,0.39528844,0.0015466269,26.652111
F,0.70734966,0.22697043,0.125,1.6943465,0.2481169,0.0022022019,0.0112440875,13.014116
M,0.075,0.05500166,0.060318727,1.4319162,0.7736197,0.68535435,0.031379208,18.685757
F,0.27026692,0.22419366,1.129599,1.2122477,0.08212049,0.24231808,0.38735107,8.0
I,0.17570455,0.5610488,0.0025392522,0.03626776,1.1903139,0.5346548,0.03137627,13.0
F,0.24721412,0.6092459,0.105,1.3446617,0.003932054,0.08889963,0.10292798,12.0
F,0.23152864,0.455,0.8161214,0.032759752,1.485409,0.0058517223,0.0015692037,19.884708
F,0.30567348,0.055,0.045996606,1.5634916,0.46787927,0.02103259,0.0026084431,5.0
F,0.70087445,0.06333573,0.19289987,2.822882,0.0045872424,0.47426683,0.56047416,29.0
M,0.54253507,0.64989763,0.11,0.71826863,0.12216265,0.134905,0.003054442,9.0
F,0.07501241,0.055,1.1293648,0.16444375,0.0010042194,0.19473937,0.8888787,28.61048
F,0.61,0.45,0.05648853,2.7569795,1.3825254,0.25375214,0.37048486,1.0
F,0.07529031,0.42,0.00044940633,2.8159995,0.001,0.3079853,0.8629176,28.28783
F,0.69841844,0.5900269,1.128895,2.8216498,0.16814522,0.75216675,0.015037682,1.0653002
F,0.075,0.05686125,0.175,0.20965686,0.08533185,0.00050934637,0.9820115,1.7384577
I,0.6626126,0.055,0.19,2.8255,0.09881627,0.76,0.41448066,28.73064
F,0.3330504,0.055019017,0.185,2.2164361,1.4435954,0.42101687,1.0049626,29.0
M,0.09680228,0.64992476,0.145,1.0057186,0.321162,0.22549331,0.2858267,1.0547255
F,0.679177,0.055549037,0.20897226,1.2108618,1.4560497,0.0005614409,0.06064132,9.0
M,0.8145674,0.38,0.125,0.9944745,0.55872273,0.05010502,0.01668866,13.0
F,0.7897318,0.6486775,0.165,0.61515784,0.18232282,0.0005050343,0.8360333,5.0
M,0.55,0.45,0.08,0.6074522,0.001005938,0.0335496,0.0021603398,4.0
M,0.08326018,0.055,5.7618996e-07,0.06803583,0.001,0.4845441,0.0015146116,10.0
F,0.30621275,0.5840242,0.00023349267,0.006197003,0.03982148,0.018041633,0.027507598,13.0
I,0.7376886,0.48,1.1299807,2.6262214,1.4656262,0.27879104,0.07780794,4.0
I,0.53,0.07901522,0.135,0.112159066,0.051172808,0.23045191,0.21967447,8.0
F,0.565,0.434204,0.0020616467,0.66056603,0.2994907,0.20184623,0.019201273,1.0
M,0.1501081,0.055,0.20063353,0.8196439,0.060045928,0.000797411,0.122805625,11.0
M,0.27796286,0.6493211,0.11,0.5716653,0.85268945,0.064721115,0.1515246,28.999739
I,0.8141633,0.44887677,1.1298478,2.1180234,0.001004813,0.73614496,0.0015,29.0
F,0.11991963,0.19944733,0.09,0.66092753,0.81505996,0.0010999602,0.11054554,4.0
M,0.57,0.475,1.1251073,0.51669663,0.0036361392,0.3499199,0.34373903,13.0
M,0.07510415,0.055004396,0.0037275124,0.21703273,1.4521952,0.23509303,0.00857372,1.0305091
M,0.53448564,0.055,1.1297963,0.92101914,0.511476,0.38677454,0.0022651472,20.075747
I,0.5319991,0.6422675,1.1299814,0.13513358,1.4450312,0.7399852,0.04162224,11.0
F,0.61,0.4399773,0.0,0.96965265,1.4879417,0.74669075,0.0018479083,28.639074
F,0.09227151,0.109590314,0.21117817,1.2735238,0.10323873,0.073905565,0.4914138,1.0165846
M,0.7644664,0.059441086,1.1299397,0.16621947,1.4803945,0.4391151,0.0015737138,6.0
I,0.81497115,0.055,0.051598806,0.995669,1.3653648,0.7598082,0.45190364,6.0
M,0.15299562,0.055,0.0035911128,2.8201282,1.4463478,0.42041484,0.2489292,1.0001078
M,0.7110437,0.065014735,0.21445276,0.6266258,0.011239545,0.18732385,0.9739327,26.361761
M,0.81439424,0.13915734,0.0030918808,1.6077554,0.05607788,0.039603405,0.0015,7.0
F,0.20840988,0.055,0.001274165,0.02604139,0.03538105,0.046097863,0.37658444,28.87387
F,0.7027411,0.055,2.1425706e-06,2.3703084,0.74188936,0.40703186,0.017346993,2.580597
M,0.62,0.055122346,1.0817075,2.8178623,0.022491599,0.1768351,0.3555644,7.0
I,0.505,0.6499617,1.0570318,1.4031484,0.49128416,0.27429506,0.11706117,28.63895
I,0.07508497,0.58445174,0.21188526,0.014937635,0.5498525,0.26099342,0.0039355736,5.0
F,0.4099871,0.27926585,1.1299781,1.3683149,0.001035505,0.023930661,0.0015,1.0
F,0.535,0.35,0.030633828,1.5008357,0.005040695,0.7393387,0.016907778,4.0
I,0.075023234,0.6499935,1.1291031,0.0020329712,0.0010374105,0.031787146,1.0049952,20.612381
F,0.57020456,0.3478771,4.114279e-05,0.8125124,0.18109697,0.1300739,0.001511253,28.935358
F,0.15260434,0.355,0.061229836,0.52061254,0.88402396,0.75689006,0.001947006,10.0
M,0.8148625,0.26765344,1.1299845,2.7133703,0.022304256,0.20470113,0.030344132,1.0
F,0.075,0.055,0.084318385,0.004705208,0.0010081019,0.01044252,0.40207142,28.906914
M,0.34987563,0.45234475,0.013556489,0.38322622,0.7138822,0.0005282226,0.51467675,10.0
I,0.100595795,0.4613129,0.22124392,0.22262098,0.15596484,0.18161128,0.30853522,7.0
F,0.075,0.24771333,1.1174151,0.095526315,0.005979726,0.009271329,0.030918948,10.0
F,0.73918784,0.64999807,0.17820993,2.175909,0.034027014,0.7339363,0.08511904,1.1119246
M,0.17100781,0.495,1.1299464,0.5025873,0.5526476,0.30653167,0.01754783,8.0
F,0.81468904,0.055,0.19,0.011012731,0.09470985,0.00845562,0.012096199,5.0
F,0.11030561,0.61720824,0.045399092,0.048227984,0.001,0.7535834,0.0015769143,28.993477
I,0.7053733,0.2991605,0.21730337,1.3820083,1.4852268,0.47867543,0.12577018,25.104122
F,0.07505509,0.60726506,0.96019876,0.6913116,0.1593061,0.014625678,0.18730918,8.0
F,0.8149855,0.055,0.20052458,0.8114775,0.43606293,0.24367653,0.0288672,6.0
F,0.08246488,0.2558543,0.14070548,2.270791,0.031485405,0.21538882,0.18674278,1.1759164
F,0.08475591,0.39,0.125,2.8254168,1.4568565,0.14122136,0.0309769,1.350277
M,0.7087272,0.6392655,1.1299793,0.043104384,0.5532586,0.1691846,0.030029526,28.758486
M,0.27120733,0.64997315,1.13,1.7766516,0.1645665,0.054927528,0.42983025,28.635576
M,0.07515592,0.5608104,1.1299665,2.4473934,1.3796811,0.75807565,0.38374105,1.0506574
M,0.09392362,0.18865576,0.6960021,0.2464488,0.651758,0.13613033,0.048251018,25.577753
I,0.57,0.058706317,0.07,2.764836,0.9120935,0.76,0.9647486,10.0
F,0.24581736,0.5845019,1.1291986,0.062091235,0.012190362,0.29431337,0.04695051,1.0003154
F,0.6759263,0.5276452,0.145,1.0470556,0.001,0.37552667,0.0015408486,29.0
F,0.8147994,0.055,1.13,0.06806601,0.0010671732,0.020630706,0.42586148,14.0
M,0.7737116,0.385,1.1159904,0.88451844,0.0028318109,0.003964623,0.0015,25.500187
F,0.8110932,0.537304,1.3740913e-06,2.710665,0.102351926,0.22767715,0.0077629876,6.240625
M,0.08717874,0.22324911,0.004879398,0.10984141,0.0011083937,0.02551388,0.06906924,1.2116635
F,0.6618231,0.092685044,0.22436732,2.8255,0.0010478642,0.013051178,0.0025902875,28.97977
F,0.7593464,0.648919,0.20579886,0.18863429,0.6397543,0.29677314,0.52761275,10.0
F,0.07528865,0.11513185,0.1,0.0045307837,0.05248858,0.026438858,0.6040289,11.0
M,0.075,0.55716676,0.0057379385,1.3256795,1.3690556,0.0006728173,0.007496941,16.70491
F,0.7010281,0.64955354,0.13795458,0.0020523348,0.077867,0.0016931008,0.11853078,28.946014
F,0.55,0.48274806,1.1197958,0.09593636,0.16910534,0.13365063,0.2990257,7.0
M,0.655,0.6499749,0.19335307,0.04866092,0.00959391,0.008635864,1.0043627,3.4955084
F,0.07503863,0.6496355,0.125,0.49358112,0.0014732521,0.13321793,0.0022316608,1.0041358
I,0.075004235,0.6480692,0.2138968,1.1692369,1.4843725,0.056230303,0.21976584,1.0
F,0.13287064,0.20963135,0.155,0.9815474,0.69954073,0.75997114,0.0028000197,14.0
M,0.09198242,0.055,0.07004006,1.7395068,0.0010001549,0.0005,0.024575016,13.0
M,0.8123198,0.055,0.95023715,0.0066778376,0.0010033796,0.3019624,0.49183702,17.623636
F,0.07502214,0.5954825,0.185,1.7638632,0.25871047,0.0005019428,0.30291694,11.0
I,0.77175957,0.055,0.16,1.1817802,0.006471955,0.73928326,0.23976947,1.2769183
I,0.78259534,0.16567153,0.135,0.0076250588,1.4703523,0.0005046792,0.40366223,1.0013402
I,0.7376372,0.055,1.1197023,0.06664539,1.3847435,0.48249465,0.34003213,6.0
F,0.81375545,0.6385035,1.1295595,0.017616326,0.23688163,0.000500804,0.0015027365,3.0053189
M,0.32118246,0.055,0.00018576963,2.820327,0.7350872,0.18355963,0.11241042,1.0015538
I,0.6992722,0.6499124,1.126737e-05,2.4149537,0.028568096,0.6585128,0.30827308,11.956672
F,0.61,0.23570171,1.1241511,2.7866385,0.30817458,0.036309354,0.04066669,1.4076043
M,0.11600018,0.475,0.09645119,2.1033201,0.001,0.76,0.0016022846,28.999735
I,0.31239617,0.055,0.0063941055,2.1289253,1.4879065,0.1335638,0.21046399,28.999508
F,0.17442028,0.055,0.0036503954,1.6756345,0.87000024,0.29107797,0.038993396,6.0713825
M,0.3941703,0.055,0.07265669,0.5790708,0.071108475,0.19046919,1.004994,14.745128
F,0.80266637,0.055195607,1.13,0.8322198,0.0010003052,0.52730024,0.6578703,13.0
F,0.17189437,0.19881743,0.14555246,1.2006143,0.7814859,0.24605565,1.0025492,6.0
M,0.07521546,0.055,8.4418956e-05,0.12612526,1.4532353,0.7347451,0.022903722,28.994566
M,0.075026274,0.6499975,0.048336975,2.5255554,0.046178743,0.14552797,0.00757783,5.0
M,0.5072012,0.48,0.074527726,0.52160215,0.0012377995,0.75809234,0.2706306,29.0
I,0.26034477,0.055,0.015250827,0.6261265,0.34746525,0.0019160764,0.036802433,6.0
F,0.66526055,0.6499967,0.48128465,0.002395795,1.3491397,0.0005584239,1.0023245,6.0
F,0.2998087,0.6497491,1.1299534,2.7769442,0.0012426097,0.13030906,0.0015147778,1.0693686
F,0.41149825,0.64903843,0.145,2.8255,0.63702625,0.0007920004,0.0015001574,4.0
M,0.75500625,0.05679841,0.0020683208,0.23344186,0.726486,0.24412277,0.09082287,1.0
F,0.075,0.64820254,0.005222971,0.55309397,0.7108974,0.26949266,0.15402551,28.999504
I,0.29107383,0.4455288,1.1142627,0.004953216,0.45799488,0.36576945,0.34295622,1.4940561
F,0.10617513,0.56660986,0.003701588,0.18953039,1.4842899,0.33885175,0.0025513847,1.0
F,0.39999306,0.055,1.1051946,0.43507636,0.0011526302,0.009123047,0.4503331,1.0198131
F,0.63,0.055010546,0.195,0.0021368542,0.05925809,0.1950856,0.6200052,10.0
I,0.07586009,0.6496897,1.1031538,1.1090318,1.487948,0.17293657,0.0030742262,28.99569
F,0.625,0.055,5.4153697e-05,0.08523475,0.001371355,0.1101927,0.5086956,17.315172
I,0.655,0.055,0.90735185,2.7730079,1.4838376,0.0012022548,0.33591408,7.0
I,0.20106062,0.64518523,0.0075952364,0.13750377,1.4661218,0.7599662,0.0015549534,11.069403
I,0.27632856,0.60935026,0.125,2.6730676,1.4827921,0.33527365,0.3275896,1.0374866
I,0.6315684,0.65,0.08,1.1403186,0.0010089531,0.0030942098,0.2699207,10.0
F,0.54168886,0.055,1.1293206,1.3783386,0.27400583,0.31786603,0.00334052,9.0
F,0.12843043,0.61644185,0.195,2.8254404,0.16139166,0.03661241,0.010721101,1.0
F,0.07500148,0.57536846,1.075182,0.089618124,0.05085424,0.645567,0.115278706,4.152105
I,0.6629103,0.6486888,0.085,2.8237865,0.99266976,0.018282807,0.0020492151,1.0
F,0.16887015,0.45251268,0.19,2.7615488,0.3542422,0.12240174,0.13414782,17.0
M,0.31508902,0.40643522,0.07276551,1.6371601,0.102588214,0.046050906,0.030497596,8.0
M,0.13939773,0.5769117,0.00013796493,0.053385064,0.001,0.3531375,0.1224751,11.0
F,0.07502246,0.644597,0.11,1.1832389,0.51143575,0.7597778,0.0016401075,6.0
M,0.5361597,0.1856758,1.13,0.5727627,0.0010612515,0.3114903,0.5705462,15.0
F,0.26774552,0.055,1.0278728,0.9936601,1.3036053,0.0005646519,0.07850133,6.0
F,0.810118,0.525,0.0001937433,0.58737135,0.57071894,0.0006028524,0.9692578,29.0
I,0.2789339,0.65,0.07,2.6931243,1.4491032,0.45223767,0.8427524,6.0
F,0.07503045,0.375,0.1,0.28722328,0.60335064,0.7599951,1.0038065,7.0
I,0.77382225,0.649989,1.1284293,0.7050322,0.25584382,0.75113535,0.0015,10.0
I,0.080946974,0.355,0.125,0.52116275,0.681699,0.0017151391,0.28460193,1.1356667
F,0.07502853,0.20842808,1.1297239,2.8255,0.52969587,0.0067483154,0.2251661,2.051786
F,0.21414189,0.5,0.0,1.0143002,0.78429115,0.32742974,0.042211242,13.607443
F,0.07885481,0.64819646,0.0032586332,2.690026,1.4749169,0.38590553,0.013368117,4.0
F,0.07506034,0.19649369,0.18610892,1.3370084,0.001,0.16379587,0.6498567,15.0
M,0.08337903,0.5674054,0.21022585,0.7406225,0.08601785,0.00080590625,0.00445322,18.715113
F,0.34813526,0.23596999,0.195,1.1526757,0.010351422,0.022435287,0.95951676,29.0
F,0.6517311,0.055,0.059587657,1.3913705,0.0010392622,0.28873837,0.31348515,9.0
I,0.625,0.65,0.005811687,0.18073232,0.002125135,0.163415,0.7817332,14.0
F,0.8093059,0.055,1.1123369,1.0520647,1.453506,0.56061846,1.0003226,5.0
I,0.08114541,0.636206,1.1298267,0.040329516,0.5141744,0.46108568,0.013969445,1.0005125
M,0.7936827,0.42864007,0.175,1.1569294,0.44902748,0.7597981,0.0015013289,3.7957196
F,0.7211857,0.055,0.17,0.28197968,0.5518759,0.29740798,0.11864273,5.0
F,0.09943102,0.6240641,0.0,0.55139214,1.4859146,0.43960634,0.001510899,10.0
F,0.07500278,0.09371332,0.21212013,0.44739717,0.0025073157,0.0038086947,0.008193857,28.982668
F,0.79510355,0.055885896,1.0877072,0.66740584,1.356836,0.69961065,0.0015002087,6.0
M,0.81499463,0.18733333,0.19,0.043856625,0.1902014,0.32162067,0.0019767608,14.0
F,0.37205362,0.055,0.085,0.5182093,0.001,0.41952282,0.0544462,1.0535965
I,0.72165215,0.15982036,0.0055029257,0.7964377,0.21930727,0.22007494,0.001906569,9.0
M,0.8004075,0.055,0.009454503,0.26302144,0.56233686,0.20057295,0.0015001277,6.0
F,0.44574538,0.057894662,0.135,1.7985717,0.43409634,0.012215957,0.07009679,1.0049481
F,0.07515921,0.05518874,0.145,2.7378793,0.09282502,0.04722032,0.009845037,26.547146
F,0.52,0.6348366,1.1169282,0.8909838,0.0014245393,0.7527163,0.185,1.0
I,0.6943913,0.60289645,6.516671e-05,1.5557961,0.15690227,0.44297937,0.0020249954,4.07127
I,0.57187986,0.055,1.0850825,0.17499089,0.03171469,0.42934823,0.2839805,6.0
F,0.55706245,0.055,0.0001796789,0.5540578,1.4320304,0.75894904,0.27078852,17.408108
I,0.07884332,0.53527576,0.16,1.0616574,0.11672233,0.03516022,0.0428377,10.0
M,0.6901162,0.06434994,1.1152114,0.49357003,0.0010201172,0.07466213,0.24531093,28.24397
M,0.25280252,0.05500458,1.1294942,0.3883045,0.002173584,0.34944928,0.6090544,29.0
I,0.81301177,0.06996747,0.20667136,0.26238877,0.4049171,0.0007761868,0.010419746,13.0
M,0.8148634,0.62434846,0.11,1.373863,0.26952115,0.2677695,0.025693197,4.0
F,0.07688364,0.6499886,0.20953962,0.548119,0.0012555978,0.12364822,0.012221917,6.0
I,0.72079486,0.055115428,0.085,1.1075339,0.018156877,0.02305556,0.14712162,12.1261635
M,0.52,0.055664532,4.1128865e-06,2.6963649,0.0010594376,0.75981367,0.0015010292,1.0186495
M,0.7647382,0.055,0.073963195,0.5132354,0.0010007655,0.013459097,0.03574411,7.0
F,0.6364068,0.30807176,1.13,2.162158,0.6701909,0.28298223,0.05918841,6.0
I,0.69017714,0.5,0.155,0.8336248,0.001,0.01338497,0.0737381,28.99756
F,0.0750061,0.47951096,1.13,2.8064513,0.1188156,0.3078623,0.1314469,9.0
F,0.8148878,0.055,1.1299825,0.009043398,0.99980867,0.042117693,0.9696787,28.033081
I,0.36985075,0.05536053,0.195,0.41814202,1.4872743,0.016596425,0.19506888,28.997843
F,0.07500611,0.57468814,0.018199544,2.1740386,0.40908128,0.65848535,0.0017264056,1.0016571
F,0.075187266,0.28791097,0.0,0.15334825,0.063245974,0.21618624,0.88320214,4.0
M,0.075,0.525,0.0411471,0.0020006874,0.6979507,0.0005059323,0.05199742,12.390877
M,0.075,0.060803264,0.8610927,0.017004758,0.09798401,0.000532362,0.083732516,7.0
F,0.17280658,0.475,0.027909106,0.005060093,0.0017198358,0.008020298,0.9959192,5.0
F,0.07514996,0.64907163,1.1625659e-06,2.5701733,1.4555858,0.2797806,0.6113092,29.0
I,0.59985095,0.63823295,0.09,2.72454,0.7485713,0.16862231,0.1952385,16.232386
I,0.2757946,0.055,1.13,0.002024425,0.05176958,0.2743884,0.59037805,4.0
M,0.28736556,0.505,7.1186844e-07,2.528123,0.5851048,0.26099813,0.031454243,1.2091107
F,0.8147278,0.055,1.129586,2.8252974,1.4115804,0.45038882,0.3864963,10.0
M,0.6387736,0.055,5.0716853e-06,2.4746737,0.022448959,0.119214125,0.24611722,11.0
M,0.07500638,0.05500411,2.142193e-05,2.8115072,0.69262755,0.38900816,0.0018074362,9.0
F,0.7659227,0.64088136,0.16,1.4006953,0.44148082,0.40082648,0.08726837,8.0
F,0.07500361,0.057907585,0.195,2.7202728,0.43869728,0.16345176,0.059887957,1.0
F,0.075,0.64148337,0.0053806193,0.15764233,1.4743528,0.26174828,0.61888754,9.0
I,0.6646364,0.60232496,0.22403933,0.47519606,0.001,0.0005002202,1.004065,9.0
F,0.8135768,0.52738875,0.19,0.30742544,1.209988,0.09669758,0.08192104,1.2428373
F,0.07513209,0.64836305,0.9160373,0.27703658,1.4795502,0.028989905,1.005,1.0
F,0.07847241,0.4600586,1.17898135e-05,0.0025628142,1.4414853,0.20245205,0.029655438,1.2312539
F,0.54554904,0.58116347,1.1146322,0.19672564,0.20888922,0.4386054,0.45254532,12.0
I,0.34633395,0.16867201,0.17784335,0.010410928,0.0018214006,0.2842378,0.023971153,9.0
F,0.78738964,0.38,0.61975694,0.4434535,0.6356318,0.36912373,0.0015390527,4.0
F,0.25110573,0.57971704,0.20661585,0.1117244,0.534724,0.7599775,0.013287788,1.056029
I,0.07529787,0.23435284,0.0,0.6302164,0.87917423,0.00050144823,0.0033967195,8.0
I,0.18722549,0.37164804,0.21802841,0.11540421,0.8851932,0.24374579,0.22727314,19.193645
F,0.72998,0.64611477,0.9613563,0.007274185,0.30236223,0.100197494,0.5775348,1.0035341
I,0.7758655,0.065588616,0.135,0.7623293,0.8482229,0.14902157,0.008972808,4.0
I,0.5557904,0.055,0.08388597,0.65010697,1.2269291,0.00066647434,0.034297492,6.0
M,0.07504542,0.435,3.2904506e-06,0.51702946,0.0028213838,0.0013356191,0.0016191092,10.0
M,0.07517538,0.57909995,0.11,0.0020011968,1.4871769,0.024566505,0.6896507,28.99974
F,0.075,0.56766367,0.009293659,0.19355291,0.75495374,0.080161914,0.3440371,13.312128
F,0.07942702,0.55,5.6492154e-06,0.005722766,0.4028343,0.33911756,0.045110144,28.99935
F,0.39638767,0.05500565,1.0220367e-05,0.97989327,0.0010545626,0.0005,0.0015163927,28.964005
M,0.7847334,0.3,0.10908713,0.81194305,0.85957074,0.05438029,0.45891055,11.0
F,0.6630885,0.5767353,0.175,2.8255,0.0017949723,0.29387364,0.001500439,1.1702204
M,0.6644589,0.055,0.1807444,0.00234801,0.0528323,0.21180303,0.001503191,12.0
M,0.475,0.05500459,0.06643716,0.2564204,0.87396526,0.07353955,0.66194123,1.0000569
I,0.48189232,0.6499305,0.043305516,0.16478354,1.4833511,0.03776837,1.0049952,28.56219
M,0.73134404,0.64158434,0.10713872,0.8769906,0.23584698,0.26430917,0.16730474,1.4181515
I,0.09689409,0.055002157,1.1299882,0.59371305,1.4421008,0.00910964,0.40565002,9.0
F,0.27360326,0.12713684,0.085,1.1134434,0.38844693,0.2871923,0.3095781,6.0
F,0.81015664,0.64998627,1.129824,1.7544999,0.46956584,0.33574948,1.0037192,9.0
I,0.07670926,0.6483802,1.1299887,1.3952143,0.0010814804,0.5993287,0.17040034,11.0
M,0.8084503,0.5162742,1.1298002,0.002628155,0.0010145812,0.09872944,0.9924887,28.990788
F,0.13440515,0.05500122,2.7798462e-06,0.749551,0.7788629,0.30884337,0.0015,1.0003486
F,0.8100794,0.6498393,0.175,0.9618375,0.3770537,0.03252203,1.0047257,28.9921
F,0.8070561,0.6484123,1.3002604e-06,1.127728,0.88210624,0.03301507,0.89671427,28.958483
I,0.5,0.055218343,0.05546068,2.7999523,0.0010009507,0.6949843,0.116924696,1.0274104
F,0.13976845,0.055,1.13,2.8255,1.02706,0.7599477,0.185,13.0
M,0.6,0.58472294,1.0395515,2.7141066,1.3798052,0.72682226,0.035700195,9.0
F,0.110008426,0.35,0.00017080155,2.149479,0.047385376,0.23348306,0.031259947,8.0
F,0.56,0.26541573,0.12,0.9606532,0.0010011123,0.3057651,0.20920293,13.0
M,0.25176716,0.21887684,0.19,0.99540526,0.4687472,0.0005098228,0.0015643993,8.0
F,0.07504539,0.055,0.06544268,0.13258879,1.0687537,0.7593042,0.032235846,9.0
I,0.55036396,0.6467728,0.155,0.032241054,0.054918718,0.14306791,0.0015,1.3696449
F,0.6,0.43600065,0.22433758,1.1753644,0.5183052,0.3825336,0.14365233,28.380924
F,0.73182684,0.08544076,0.19,0.002001639,0.01253702,0.035254747,0.99093807,11.0
F,0.48528332,0.64978874,0.14,1.6398184,1.4050928,0.69662374,0.0015006814,1.1014531
M,0.63,0.06540742,6.043877e-06,1.3429368,0.001,0.0012824505,0.0017739355,19.210493
M,0.075,0.3040867,0.0,0.0020157862,0.001,0.21943823,0.06027659,17.084772
I,0.17964368,0.64999723,0.29528883,0.0028560353,0.0101516405,0.003508595,0.01828331,1.0003092
