Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.81419533,0.64969164,0.17477934,2.8158095,0.5011283,0.15525645,0.0031397694,28.989292
I,0.2713446,0.055,0.195,0.11230253,0.80171365,0.23108393,0.0064432393,6.0
F,0.0789003,0.5,0.07,1.3406172,0.5513768,0.2764866,0.049521133,5.0
M,0.625,0.19267592,1.13,0.9651779,0.07927303,0.39347017,0.033462107,28.980286
M,0.79169303,0.34283802,0.7637668,1.0585393,0.008307808,0.30198786,0.0015098262,7.0
I,0.24264291,0.5924518,0.16405569,0.03894852,0.001,0.001378442,0.0015,29.0
I,0.55,0.4,0.0017749125,0.32931885,0.0010595041,0.2176273,0.47897357,1.0001608
F,0.68991685,0.64912456,0.79946995,0.4316914,1.4873788,0.037649952,0.25353423,11.0
M,0.72587585,0.26814076,0.195,0.618795,0.768672,0.0005001223,0.060014386,14.0
I,0.17635606,0.35,0.9342737,0.19386701,0.003531236,0.0005,0.001500392,26.765615
I,0.81493783,0.059847895,1.13,0.025390942,0.0021264679,0.16912766,0.15764998,1.0181508
F,0.19021699,0.6499079,0.0,0.0023952215,0.45109522,0.00052091526,0.89457923,29.0
F,0.76463443,0.44,0.12801315,0.58429134,0.9640948,0.20600763,0.025351055,28.958418
F,0.13179082,0.5453385,0.11489175,2.5787024,0.63269776,0.1593259,1.0037091,14.0
F,0.81466836,0.6284627,0.145,0.6308731,0.9490389,0.12281831,0.0015430606,28.87106
F,0.710823,0.65,0.21417364,0.004694431,1.4851829,0.39926362,0.181089,20.463696
F,0.71120197,0.5431499,0.175,0.30654278,0.44807562,0.0024919352,0.033232756,6.0
M,0.07513929,0.22727987,0.135,0.1143803,0.003058222,0.025962109,0.17010967,10.0
F,0.7369864,0.6355344,1.13,1.1510683,0.0010893972,0.004607459,0.9153036,1.007024
M,0.22614685,0.46062872,0.00068270846,0.8593064,0.293558,0.75662833,0.057791732,28.84043
M,0.6964935,0.05500531,0.19992945,0.97889805,0.12178019,0.12939459,0.34376565,6.0
F,0.39843437,0.20539488,0.09576314,0.089788124,0.6748004,0.14937943,0.9569309,27.458761
I,0.07601457,0.055,0.1446097,1.303621,0.0010003655,0.75860816,0.0015,28.519072
F,0.085351296,0.62897325,0.17958212,2.7873309,1.4878805,0.029486217,0.07554185,4.0
F,0.075,0.6203674,0.050052695,2.725651,0.7865375,0.4014439,0.07133719,13.0
I,0.79478335,0.5625032,0.16,0.8959884,0.022850495,0.10575921,0.47071618,11.0
I,0.7115693,0.64993894,0.145,1.1545926,0.8421452,0.05260976,0.0015,3.0503843
F,0.075378776,0.649964,0.0050333664,0.06645792,1.4873145,0.31651816,0.0029623867,14.0
M,0.2533767,0.6499979,0.0025562183,2.743504,0.16922182,0.03348905,0.12359411,5.0
F,0.08398388,0.6433214,0.08412544,0.48665503,1.3802752,0.47060388,0.0015,1.1544502
M,0.81488216,0.2741788,1.1296042,0.00428787,0.004644922,0.07775436,0.15379688,11.411823
F,0.645,0.65,0.165,2.752551,0.4769909,0.2984796,0.04600031,1.2269429
I,0.2197481,0.28261635,0.1258283,0.02060498,0.0010044927,0.7447462,0.0016765131,29.0
M,0.615879,0.055,0.11,1.2848294,1.1096894,0.020640355,0.29628447,1.0376614
M,0.42167833,0.055159368,0.08,0.90986365,0.013554195,0.2001419,0.0027759396,1.00007
I,0.075,0.20431155,0.20503347,1.5387063,1.1035248,0.7595773,0.15323925,27.067856
F,0.20416953,0.055,0.195,0.18993613,0.02627699,0.0005028871,1.0042375,3.4106615
F,0.41449463,0.455,0.2226194,0.0036075441,0.0072383606,0.13081975,0.27441674,9.0
I,0.6875374,0.62753844,0.12,1.0879759,0.00187391,0.013250437,0.5197768,26.56597
M,0.075,0.64999396,1.1739131e-06,0.06677708,1.4472481,0.39694783,0.56099814,27.32262
M,0.815,0.649999,4.661196e-06,0.6913635,1.4548544,0.44776255,0.17329961,1.209132
F,0.075,0.055001028,1.0808474,0.6276374,0.18786478,0.109241046,0.0015042864,28.649048
F,0.075,0.055014294,0.08788182,1.8052295,0.5465,0.016630813,0.42713752,1.001158
F,0.81254566,0.57112324,1.0144078,1.0032057,0.0020712824,0.20084912,0.010955955,7.0
I,0.625,0.05502083,0.05932019,0.0027455124,0.34764296,0.3116973,0.12360391,13.0
F,0.34912375,0.6462598,1.1032151,0.30158633,0.0071426374,0.22466464,0.0034935854,10.0
F,0.26428735,0.65,7.656735e-05,0.042991024,0.7168706,0.0071438304,0.09019663,1.0009392
F,0.67991525,0.57336247,1.0863849,0.012267891,0.7149069,0.29021505,0.09787797,1.0338382
I,0.5473733,0.525,0.0012059495,2.7967377,0.0010007565,0.75972366,0.004994955,10.0
F,0.07643214,0.3729531,1.1291115,0.30633962,0.8814838,0.22260948,0.013515864,28.99789
M,0.2663332,0.5308869,0.08,0.1481276,0.001,0.75973696,0.37686282,28.021704
M,0.25889194,0.055,0.02025057,2.1502507,0.001047088,0.084770516,0.0015,29.0
F,0.113432005,0.57222867,1.1285484,1.2918727,0.0010016483,0.013573502,0.0025842385,1.0057416
M,0.7967567,0.58591175,0.07,1.1001979,1.4864018,0.0022307786,0.0015001264,5.0
F,0.0750869,0.055,0.1,0.35220325,0.5471216,0.0005454489,0.23186393,11.383232
F,0.6020978,0.58435595,1.0856247e-05,2.1109862,0.0010360379,0.6695538,0.15912727,2.069939
F,0.7961544,0.22831121,0.0,0.006037837,0.2696448,0.32842818,0.007916426,1.1785061
F,0.30163178,0.65,1.1296518,2.7319026,0.7861835,0.4268068,0.39792585,1.0031421
F,0.21630739,0.6212434,0.19,1.0400805,0.0012998461,0.3669241,0.33972102,12.0
F,0.625,0.6499979,2.9126795e-06,0.5642503,0.678257,0.4087961,0.020445941,28.932465
F,0.79216594,0.48,1.1281686,0.42249796,0.024580466,0.75955623,0.05105579,1.0607367
F,0.7035968,0.05500304,0.17,1.6578336,0.001,0.035967145,0.70449764,17.601076
F,0.76593834,0.08889748,0.0,1.037941,1.3319643,0.057846505,0.50215876,1.1983986
F,0.25824994,0.06956468,1.0677509,2.7679527,0.29805592,0.0775766,0.14392604,10.0
F,0.075004175,0.33142573,1.0878898,0.4572074,0.008811116,0.034977723,0.5064223,14.0
F,0.12241329,0.60524195,8.082329e-05,0.7114572,0.013369041,0.20594792,0.0049677575,6.0
F,0.6727098,0.06339771,0.041333947,0.16545244,1.3655276,0.3684569,0.0023459226,5.0
F,0.6756374,0.055,1.1297837,2.776408,0.057240386,0.040210657,0.001589474,1.8600566
I,0.2600841,0.54261154,5.2265223e-06,0.49344987,0.30084324,0.0005308322,0.49355695,4.0
F,0.78426665,0.6137419,0.07,0.68230194,0.8582449,0.4821205,0.19053414,6.0
F,0.47018144,0.65,1.129915,0.8090053,0.31409296,0.36625776,0.4651366,2.715644
F,0.6676657,0.055,0.509082,0.40115145,0.0010097264,0.008086704,0.1215615,4.0
F,0.58,0.63530195,0.13,0.14013986,0.09990123,0.23603307,0.09864697,3.652268
M,0.8147533,0.6494656,0.06275215,2.2066135,0.047930498,0.76,0.20860541,1.0000994
M,0.7125032,0.055,5.5464743e-06,2.8255,0.0010038342,0.76,0.0017490253,28.809364
F,0.32892096,0.4314646,0.0005278963,0.56573135,1.4854342,0.16394989,0.07322516,13.0
M,0.645,0.055,0.00058290816,0.033305284,0.0067746663,0.36128753,0.9874901,20.914738
I,0.49420637,0.055,1.1294512,0.12573937,0.001,0.036836717,0.49092516,6.0
F,0.44270292,0.6212207,0.155,1.5536996,0.0010214181,0.00050459156,0.0015,13.0
F,0.73758817,0.6494472,0.22408691,0.055051923,0.9678614,0.18419582,0.43739206,1.0022279
M,0.645,0.6490012,0.6952117,0.27788168,0.0010003247,0.20907591,0.39305526,1.0
M,0.07509752,0.5269003,1.0053172,0.03619099,1.3380152,0.063460864,0.76311433,19.293533
F,0.075,0.25098038,7.3645795e-05,0.0021857433,1.4085646,0.002819238,0.25136632,28.999802
F,0.075,0.64992523,6.684821e-05,2.8255,1.4654278,0.72132236,0.0016705254,1.0
F,0.075173475,0.055097573,0.040276773,0.90154004,0.0012973358,0.0023825108,0.0015,28.969429
I,0.075,0.47,1.13,0.56405973,1.4870509,0.28912404,0.7381362,20.198553
F,0.22231767,0.475,0.07,0.05014717,1.481632,0.32146022,0.01186796,1.1094044
F,0.57,0.15179466,0.042119935,1.7539163,0.16901986,0.12449465,0.17564212,24.527016
I,0.1590509,0.45869523,0.14527279,0.634931,1.4849088,0.030199338,0.2735545,4.0
M,0.39463732,0.6486497,0.00045812043,0.77794343,0.004996744,0.03964297,0.07860625,4.0
I,0.10030818,0.241016,0.14,0.38816395,0.22007324,0.30408758,0.041978907,28.768385
M,0.7823776,0.64993143,0.044048157,0.0074818316,0.78184366,0.75981426,0.013715879,6.0
I,0.659999,0.65,0.0003417194,0.9850611,0.0019575064,0.0048488476,0.19948961,14.0
F,0.48964813,0.37113225,0.18266661,0.04466544,1.4760476,0.7588977,0.06167403,6.913344
M,0.75497526,0.435,0.09,0.0057574585,0.89737135,0.030848907,0.005485873,17.537926
F,0.32906187,0.05501553,0.165,0.6691296,0.024720524,0.00050196605,0.13280012,13.0
M,0.505,0.5,0.17,0.0021156128,0.4624473,0.7430792,0.21389854,29.0
F,0.7349432,0.055,0.04656947,0.040855322,1.4872954,0.14466469,0.010754055,1.0034841
F,0.1600107,0.10850866,0.16436297,0.35456264,0.7530733,0.19722721,0.0084776925,7.0
F,0.17564794,0.5621245,0.155,2.8247561,0.070487246,0.087190345,0.031752337,13.0
F,0.6485509,0.05512261,1.1173463,0.0020224384,0.07614083,0.35419375,0.4627234,1.070082
F,0.2907502,0.055,2.9661683e-06,0.13001935,0.0020593223,0.07349822,0.21997005,29.0
F,0.7446185,0.4259556,0.175,1.0568855,0.47878423,0.13782705,0.185,6.0
M,0.47850484,0.2701647,1.1299845,0.0020007615,0.007859202,0.035195984,0.009297884,28.96221
I,0.8148266,0.6231054,0.0030158819,1.8007239,1.3739053,0.20865017,0.43287835,9.51771
F,0.7116567,0.16922395,1.13,1.9713615,0.5730714,0.759985,0.0016831676,9.0
F,0.8111718,0.055,1.109181,0.45930716,1.3158892,0.18950072,0.8359054,28.991636
I,0.3638942,0.055010628,0.175,0.012187679,0.0010018293,0.092960425,0.0015346648,8.0
I,0.07551308,0.5843693,1.1203157,0.018547945,0.0010188203,0.0005,0.0015079625,11.0
M,0.59916705,0.055,0.09,2.0896068,1.4863949,0.10209699,0.07502603,4.534753
I,0.07514286,0.405,0.13974622,1.0964688,0.015841017,0.0005,0.15818812,12.01105
M,0.7183868,0.06792829,1.0491016,0.002,0.8142956,0.028691044,0.045738906,28.999634
F,0.8091764,0.475,0.070808366,0.006367507,0.83593625,0.00054538384,0.0015,2.0529833
I,0.36378607,0.6479567,0.0008184217,1.0416797,0.29516804,0.15089732,0.98212254,11.0
F,0.3053081,0.055,1.129939,0.3466478,0.09912816,0.4281939,0.607853,10.0
F,0.36616743,0.43916172,0.14054003,0.85704684,0.6241196,0.014985466,1.0048957,1.0004737
M,0.81267023,0.055,0.0,1.5729784,0.0019936776,0.015869578,0.6103267,11.0
I,0.29076123,0.64160544,1.1079497,1.1017108,0.001,0.2988524,0.44999868,28.999834
M,0.075,0.57170945,0.21048483,2.8242533,0.69617194,0.16730845,0.001523898,1.0785676
F,0.8063253,0.475,0.00029684903,2.1244614,1.3890133,0.7462273,0.055394366,10.0
M,0.55020016,0.05510824,0.13,0.52464426,1.0365105,0.3080294,0.29784122,9.0
M,0.075,0.055,1.1296959,0.6006978,0.37987292,0.039250564,0.08130741,6.0
F,0.076543055,0.056483716,0.10338718,0.0055181966,0.012823549,0.0005163968,0.30531687,3.9812632
M,0.515,0.64881605,0.22459206,2.7746542,0.59055656,0.70399874,0.061520956,29.0
I,0.61,0.5221814,1.1299646,0.14065562,0.011657434,0.7599933,0.0015,9.0
F,0.59,0.44192228,2.5124823e-06,0.015094771,0.23646593,0.7553155,0.98516667,9.0
M,0.6968723,0.436614,0.135,0.93018705,0.001,0.049878225,0.039632596,14.503155
I,0.61,0.055296075,0.12962972,0.86113554,1.3860515,0.65714103,0.0032547817,28.994442
I,0.075,0.6498328,0.06334139,2.8253934,0.48410466,0.24674307,0.34872827,6.0
M,0.5215844,0.055,1.1291404,0.016475324,0.0010039521,0.26049408,0.01220705,5.0
F,0.455,0.64504117,0.0,1.3748709,0.4284252,0.09025489,0.059347127,2.0919638
F,0.07576672,0.5329309,0.2090085,0.010937135,1.4839879,0.2044419,0.0015002784,1.6119277
F,0.545,0.64998364,1.0640734e-06,2.7863843,0.0010130916,0.2891112,0.026752861,28.985857
I,0.80348676,0.08093536,0.18,0.040488705,0.039589766,0.002811666,0.97822386,1.7828728
I,0.6846192,0.59178185,0.83719563,0.14924242,0.35678256,0.03835908,0.4881347,9.0
M,0.39101937,0.26025313,0.0038570708,0.12682447,1.4872189,0.7599778,0.2077229,12.218523
F,0.7812204,0.54241997,1.920368e-05,2.0806847,1.4843382,0.033301063,0.0023444002,9.0
F,0.7906515,0.64413834,0.9716583,0.81853247,0.590514,0.12673908,0.0018870374,11.0
F,0.079475366,0.64773995,0.0,1.1160146,0.94589585,0.75071126,0.025018228,1.0
I,0.5171708,0.20844097,1.13,1.211025,0.68137825,0.28765866,0.185,28.996946
I,0.575,0.23112583,0.18,0.0333961,0.50778836,0.7544487,1.0039587,6.0
F,0.07577648,0.05861098,0.49965057,0.09978172,0.39003485,0.7497875,0.008822418,9.0
F,0.11388537,0.42,1.1231906,0.21805348,0.0010016841,0.73886645,0.011959546,1.0001148
F,0.07779088,0.6496159,0.16,1.1806352,0.59123385,0.21030845,0.004428848,17.997366
F,0.075,0.056141745,0.10730734,1.1628512,0.012627572,0.027734593,0.025317445,8.0
M,0.27723175,0.64931774,0.8341887,0.00200529,0.60696703,0.29751754,0.5330578,12.0
F,0.123565994,0.64995986,0.21715961,1.1921867,0.24458195,0.0005000979,0.004949998,28.989779
F,0.375,0.055,1.1299672,0.699504,1.4821075,0.2108064,0.052304734,4.0
F,0.43008235,0.63483703,1.1278063,1.782887,0.3580668,0.7599738,0.42538783,29.0
I,0.8090824,0.27525157,0.03264456,0.12951589,0.0010028625,0.00058794045,0.06580218,11.0
M,0.44,0.13485457,0.00032456117,1.2416576,0.5950791,0.0016686736,0.26149523,1.4465976
I,0.60210013,0.055084307,0.115,2.8254185,0.1098072,0.24792297,0.0062404904,1.0
F,0.10400924,0.6429093,0.20963037,1.4685495,0.921851,0.7203237,0.041364927,28.889055
I,0.7520899,0.649566,0.077869125,0.113891974,1.4817184,0.2903012,0.15123646,29.0
M,0.35829502,0.14050877,1.0830628,0.8501246,0.001,0.46088937,0.059037432,29.0
M,0.07882937,0.649997,0.15,0.10239655,1.4560993,0.75951195,0.0015016915,28.999895
M,0.35204533,0.24581718,0.1773463,0.0026573204,0.0010003536,0.25143337,0.0067544146,16.0
F,0.085275486,0.64660037,1.1299826,2.825423,0.57927185,0.7541155,0.28145185,4.0
I,0.6372133,0.5260616,6.243569e-06,1.5705678,0.22020085,0.23456724,0.002101129,25.355314
F,0.271808,0.231808,0.155,0.015042751,0.5939639,0.00050130347,0.0027514086,17.01111
M,0.8068343,0.62725765,0.165,0.64352274,0.0010001635,0.057834174,0.46802005,8.0
M,0.07896446,0.63047886,0.20996146,2.5520043,0.5314429,0.23378406,0.0020045424,17.0
F,0.0750497,0.26185283,0.15101664,2.8253703,0.19860512,0.093201555,0.17713362,6.0
M,0.26040304,0.51,3.3200733e-06,0.005846614,0.6334081,0.17468555,0.3113365,28.987198
F,0.39923,0.64999807,1.13,1.8802574,1.4799337,0.7584483,0.122178674,28.982498
F,0.3203814,0.6434331,0.043781113,1.0565224,0.001,0.06486212,0.409994,1.0008144
F,0.7480198,0.06498117,0.004331565,0.11683952,0.77448666,0.4925292,0.1447561,1.3109721
M,0.72143066,0.64999807,0.0,0.7821751,0.36933738,0.00050046336,0.01406948,28.586126
F,0.4077178,0.3664972,0.9048575,0.3614952,1.4857697,0.3762861,0.0022887988,13.0
F,0.42865422,0.6281137,0.1,0.1737473,0.3850066,0.016456448,0.016166314,28.891714
F,0.535,0.5627569,0.05786448,1.7905152,0.38082558,0.36678606,0.02593864,3.8776448
F,0.118315496,0.5661577,0.18,1.3793378,0.6187916,0.00087608333,0.12682605,10.0
M,0.43634027,0.42626002,0.0077628754,0.0025303853,1.4783607,0.013390598,0.15145084,1.0
I,0.7112517,0.227108,0.155,0.3475759,0.49529696,0.0007572614,0.042648878,20.790405
I,0.48965526,0.21514711,0.009254459,0.10531871,1.0294511,0.014853188,0.8629992,7.0
F,0.8027592,0.38897532,1.0412537,0.009470226,0.7333012,0.6343373,0.6765622,14.0
F,0.075,0.055,0.14223383,0.8650747,1.4871509,0.75875247,0.001529207,2.1646686
I,0.73757386,0.22064435,0.135,0.19189104,0.014248911,0.10376482,0.08570046,14.0
F,0.6562928,0.055,0.15,0.6251922,0.48590803,0.02063648,0.15750703,9.0
F,0.33209482,0.64782363,1.2726642e-06,2.8240633,0.0012574125,0.14957406,0.44279453,9.0
I,0.6743624,0.07348765,1.13,0.04015162,0.07076361,0.12378604,0.0020983154,9.0
F,0.7343225,0.64729744,0.00014894566,1.0456867,1.0458161,0.7141685,0.4268053,1.0062652
I,0.1517507,0.5,2.5412983e-05,0.009189831,1.4333068,0.24552175,0.28931102,1.000114
F,0.07513655,0.6000618,1.1293491,0.039947435,0.26821893,0.00054115866,0.86869705,1.0
I,0.63,0.485,1.1243926,0.002004168,0.2468735,0.0005,0.07897475,8.0
F,0.6751347,0.57295597,0.00057009386,1.5662543,0.001,0.511716,0.26557574,11.0
I,0.104563735,0.525,0.14905646,0.80007726,0.244273,0.39862743,0.15329766,1.8111777
F,0.7059453,0.64610445,7.341425e-05,0.7311165,0.001,0.1412285,0.12390982,1.0
I,0.8149264,0.2724063,0.145,2.172716,0.046537276,0.15655188,0.21410172,1.0005429
F,0.79893154,0.4600545,0.165,0.0026076334,0.0010014354,0.47593328,0.019608714,8.153945
F,0.79709095,0.41592565,1.1299618,2.754464,0.4862707,0.001643993,0.0025872209,9.0
I,0.81466585,0.6209127,0.15,1.6870068,0.2549413,0.055998784,0.7699945,27.084743
M,0.7124652,0.48304713,1.13,0.3930961,0.7818035,0.0005291482,0.39941266,28.99726
F,0.7125824,0.51991296,0.22336844,1.7743168,0.008477542,0.0010306396,0.043797903,7.0
I,0.4263856,0.64180887,0.20197146,0.08281411,1.4874408,0.7599142,0.12442307,4.7499733
F,0.375,0.26111448,0.023633158,0.09588159,0.72885966,0.0005005827,1.0025369,5.0
I,0.4381519,0.57787603,1.13,2.8124247,0.89589083,0.24725057,0.2742109,6.0
F,0.39385998,0.055200648,0.005587519,0.4250878,1.0229236,0.2858082,0.24503362,28.949001
M,0.6114766,0.57102585,0.21939588,0.24416448,0.028532607,0.07789149,0.01691926,11.0
F,0.70929825,0.425,0.07,1.465596,1.0296767,0.0005005891,0.49554074,9.0
M,0.71424466,0.57023764,0.18,0.1592494,0.31622693,0.0005506411,0.0062468685,2.9538536
M,0.14852442,0.055,0.135,2.7564447,1.0661551,0.049456734,0.0020282704,8.0
F,0.8041814,0.055,3.3467518e-06,1.4146664,0.0010133117,0.572353,0.51168907,9.0
F,0.5986817,0.056476843,0.0,0.79874563,0.0028303252,0.0009813929,0.353629,8.0
I,0.80281323,0.6457933,0.013284792,0.95118433,0.3425482,0.02586703,0.038251117,10.0
F,0.07501306,0.055,0.016191397,2.8255,1.4862279,0.720337,0.0016731351,3.0970993
M,0.28738916,0.31339985,1.0001127,0.39116928,0.0010104557,0.008020395,0.32689023,17.986357
I,0.71728283,0.055,0.00079060195,0.22884326,0.024862507,0.6895935,0.36139965,6.782119
M,0.69326967,0.1763809,0.20458092,0.0039770845,0.0018095848,0.0005018538,0.96270734,28.61605
I,0.2501461,0.579036,0.38538727,0.43409577,0.001001348,0.22382228,0.06842326,1.7103418
F,0.098393776,0.611762,1.1291543,0.9615797,0.52858007,0.06855885,0.060143102,29.0
F,0.08207461,0.385,0.145,0.19095014,1.4680139,0.70896554,0.39972767,1.8710269
I,0.38391256,0.64935666,0.22413933,0.6931706,0.6177952,0.58813107,0.0016650512,9.0
I,0.62,0.1294842,0.125,0.0024452917,0.0012672023,0.036256626,0.3919959,6.0
I,0.57,0.07920898,2.2599219e-05,2.178297,0.0018233188,0.76,0.11547959,28.999716
F,0.5322855,0.055,1.5919873e-06,2.8245401,1.2286274,0.00082653726,0.24648009,2.2522485
F,0.4155912,0.055,0.115,1.5610799,0.0013956834,0.1041299,0.8735686,1.000249
F,0.5,0.13372843,0.13,0.1914327,0.37989005,0.20259656,1.0049953,13.0
M,0.615,0.4,1.1299136,0.002257931,1.4877081,0.20829856,0.47266507,8.0
I,0.575,0.59941226,0.0254526,0.5255418,0.0010302579,0.00059265393,0.4053611,12.0
M,0.7300087,0.325,0.21043561,0.1554435,0.0016544466,0.1772638,0.10798661,28.996298
I,0.655,0.055,1.112754,0.0062718093,0.032626428,0.22352016,0.23900467,10.0
I,0.71727085,0.05500185,0.08216244,0.4407992,0.34423867,0.3528248,0.042276792,8.0
I,0.07523723,0.34356034,1.9427953e-06,1.1278206,0.16057274,0.008724405,0.0015007148,1.0335357
F,0.3209144,0.6446774,0.0006265222,1.1280059,0.0010002021,0.57426834,0.2096005,7.0
M,0.52,0.6443622,0.04156415,0.23499021,0.30039188,0.002676017,0.01251001,13.0
F,0.5,0.055029195,0.15,0.13069475,0.001,0.00050127594,0.0015046671,18.134289
I,0.56,0.44,0.03024211,2.1373448,1.4831755,0.012329839,0.0112180775,1.0003935
F,0.8149236,0.055002242,0.002317182,2.825485,0.44434497,0.17020434,0.075353116,7.0
I,0.075099945,0.64988667,0.20083283,1.409873,0.5657724,0.108376876,0.4885339,11.0
M,0.7712553,0.6057415,0.135,0.475667,0.02866607,0.22494109,0.0029327618,11.0
I,0.7070978,0.564613,5.3783594e-07,1.2164147,0.6258015,0.06091441,0.013266424,4.0
M,0.07503226,0.6494124,0.4267573,1.5550696,1.454067,0.22819082,0.045935813,6.802311
I,0.78584325,0.6480229,1.13,1.9294921,1.3855014,0.013422198,0.61599696,1.0719398
I,0.720592,0.649998,1.1239021,2.8255,0.0010040844,0.00050057267,0.28416038,29.0
M,0.075325035,0.52314454,0.21390687,1.2361003,0.48505664,0.4403399,0.41702858,12.0
F,0.80499834,0.5507641,0.06923143,1.4906682,0.023196211,0.19063097,0.9749498,7.0
I,0.79864,0.43263888,0.06975104,0.57415766,1.4861703,0.079182714,0.033657636,1.0
M,0.5387571,0.6499365,0.021822816,2.5808644,0.039118916,0.22255418,0.003206708,28.890234
F,0.81499076,0.63694584,0.017533617,1.0521967,1.477745,0.012318856,0.6255357,2.6985838
M,0.45,0.6449912,0.3780641,0.8823103,0.9684966,0.027533365,0.9966454,9.0
F,0.75115246,0.4185265,1.0965296,0.4333843,0.074220635,0.005291955,0.005314277,6.0
M,0.19711728,0.055,0.20061977,2.187458,0.020964602,0.25598893,0.13283385,28.850199
F,0.48350504,0.19748555,0.008410714,0.03915663,1.4874699,0.062487565,0.001997409,28.982073
F,0.38362163,0.31166726,1.1294492,0.9214302,0.001,0.16682576,0.002348021,10.0
I,0.6324785,0.365,1.1217821,0.3350251,0.85555774,0.000970831,0.0015,16.014444
F,0.075,0.6118388,1.5466256e-05,1.5126121,1.4704825,0.008691029,0.34397614,4.0102854
I,0.075,0.2492336,0.0,2.0741775,1.4826032,0.76,0.030120462,28.81237
F,0.08557945,0.6499985,0.0,1.1366625,0.9080608,0.13051662,0.0046829903,2.222849
F,0.71361476,0.405,0.105,0.0020559279,0.24709481,0.0021011143,0.003508368,11.0
M,0.4868871,0.16853112,0.099308975,1.1087432,0.008788267,0.4297347,0.0016259986,29.0
F,0.7154252,0.28344378,0.175,2.8253808,0.08303542,0.05238522,0.0015484561,28.999893
F,0.07547049,0.07907562,0.085,2.768473,0.75506914,0.10965463,0.003027437,1.0
F,0.08678582,0.055,0.00068691606,2.8152916,0.09447038,0.03359789,0.046076637,1.8439586
F,0.7207914,0.05655525,1.1297796,0.031524852,0.001,0.07020334,0.27404484,10.0
F,0.58,0.5601014,1.13,0.25029567,0.20921206,0.16343658,0.0015093334,27.481045
I,0.227564,0.465,0.00822738,0.040696897,1.316397,0.48733434,0.60157204,8.0
F,0.27651408,0.055,0.2240859,0.40595803,0.01103611,0.12827337,0.5172309,11.0
F,0.0750047,0.48,1.1296828,2.8178284,0.01352161,0.0048003676,1.0034761,28.938066
F,0.07509626,0.1589746,0.0,0.588618,0.01360594,0.7572177,0.011155661,7.6084933
