Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.52,0.10245095,0.19201583,0.8386853,0.0031521309,0.05609374,0.160125,11.0
F,0.41657874,0.325,0.12,0.38565913,0.1766737,0.087832786,0.09602712,8.0
M,0.6,0.475,0.16,1.0643568,0.40687543,0.21905996,0.3428848,15.588589
I,0.5025272,0.20245056,0.07,0.18898878,0.48358124,0.108303286,0.5666055,7.0
F,0.60160893,0.475,0.16,1.0864395,0.45992318,0.24066296,0.30811107,10.0
I,0.110223,0.090027414,0.00011006269,0.008000497,0.0025119893,0.0005003537,0.0030007204,2.0431497
M,0.62,0.4885581,0.17,1.1964018,0.4970375,0.2590891,0.35632768,12.0
F,0.57,0.09,0.17,0.008058877,0.042514075,0.4556173,0.11330975,19.680439
M,0.46194747,0.35368192,0.115,0.46509233,0.20647997,0.1035201,0.13857411,9.0
F,0.4908802,0.37781942,0.125,0.5585127,0.24669774,0.12883405,0.16442469,9.477358
I,0.61674505,0.4011673,0.13,0.9046725,0.1969326,0.20229842,0.16137263,11.0
F,0.475,0.3675603,0.124852896,0.5105161,0.22081085,0.11633368,0.1501363,10.0
I,0.39492807,0.29,0.10094266,0.33241177,0.07990313,0.077878036,0.09931257,9.0
F,0.7206454,0.56141967,0.195,1.9082566,0.8405519,0.42040586,0.5097338,11.0
M,0.78722835,0.38,0.9547256,0.9651857,0.57768,0.18347375,0.30324936,12.0
I,0.27723822,0.20517686,0.06792307,0.09933678,0.04120803,0.022113277,0.031197699,6.0
M,0.465,0.355,0.115,0.48925236,0.22933017,0.105676204,0.14021023,8.0
F,0.7982327,0.62056035,0.21959631,2.6811526,1.3742331,0.66749674,0.62776953,12.0
I,0.46490565,0.3751456,0.07958993,0.37295794,0.0944585,0.074317984,0.18364131,11.0
I,0.11095377,0.09024865,0.00054336287,0.0080045825,0.0025396394,0.0005042621,0.0030093617,2.1316206
F,0.5329959,0.4112783,0.14,0.7478029,0.33056915,0.16433908,0.2083508,10.0
I,0.6249289,0.43411416,0.15,0.5096322,0.36244404,0.008496366,0.0046647754,4.903272
M,0.55,0.425,0.14,0.7855134,0.35647857,0.17275687,0.21900317,9.0
I,0.34233814,0.25975484,0.08,0.1881638,0.08039499,0.038757324,0.056806836,6.617423
F,0.525,0.33439544,0.1,0.87482053,0.10005177,0.18958077,0.29215696,13.0
M,0.71864736,0.5603843,0.19930276,1.9637319,0.8727798,0.41784957,0.5200314,12.0
I,0.12180689,0.09616325,0.007790086,0.008829911,0.0035173371,0.0010746216,0.003466412,2.5471895
M,0.4415799,0.36,0.145,0.5696326,0.4177742,0.16476895,0.13533576,11.0
M,0.12806238,0.10069317,0.023285553,0.009010159,0.003093879,0.0013530914,0.004335885,7.0
F,0.535,0.3980633,0.155,0.9549616,0.36967522,0.24350052,0.28566074,12.0
F,0.68530804,0.5446914,0.195,1.7176936,0.6569766,0.36493418,0.5277458,17.0
M,0.475,0.34031633,0.12,0.28134847,0.1087583,0.118470475,0.15561584,8.0
M,0.615,0.49,0.175,1.2278771,0.46212015,0.25693724,0.4068671,18.827951
I,0.5,0.395,0.13756606,0.59095705,0.19062206,0.14162341,0.17096585,8.0
I,0.13405286,0.10239914,0.014905634,0.011381898,0.0045986474,0.0018368922,0.004293917,4.0
M,0.68438035,0.5334057,0.19,1.6929522,0.73066103,0.36679617,0.46405083,11.0
I,0.110002466,0.09,5.2740666e-07,0.008,0.002500321,0.0005,0.003,2.001434
F,0.59,0.46078596,0.155,1.0108502,0.43854535,0.2246325,0.27973133,10.0
I,0.110708065,0.0901702,0.00041986807,0.008003234,0.0025318833,0.0005028962,0.0030055996,2.0710206
I,0.4278091,0.325,0.105,0.3824049,0.17671254,0.08061179,0.099096276,7.0
F,0.8141076,0.646656,1.0340908,2.8229852,1.4863452,0.7540748,0.97323304,13.0
F,0.59,0.2702929,0.15,1.1029813,0.5225806,0.27699664,0.07478178,6.0
F,0.5349958,0.40709403,0.135,0.72550654,0.33716485,0.159252,0.19151458,8.0
M,0.64422345,0.50540334,0.175,1.3522499,0.6007188,0.29074752,0.3839954,11.0
I,0.44,0.3342273,0.105,0.3768361,0.16701204,0.07987179,0.11044121,9.0
I,0.11004757,0.0900043,2.2052056e-05,0.008,0.0025045522,0.0005,0.003,2.0089312
I,0.66,0.64802337,0.09483048,0.018234475,0.5354191,0.17610928,0.16990833,5.0
M,0.53662014,0.415,0.135,0.73536235,0.33767012,0.16117859,0.20183939,9.0
M,0.57,0.44649032,0.15,0.89189243,0.38200054,0.19560266,0.25977096,11.0
I,0.4622396,0.35458893,0.11369143,0.4445685,0.19889887,0.09363077,0.13112113,9.0
M,0.6096663,0.5049131,0.15,1.2554308,0.56483096,0.2776468,0.35981393,12.0
M,0.29912832,0.22905406,0.08,0.1343587,0.039861925,0.033384435,0.04702957,9.0
F,0.61,0.475,0.165,1.114319,0.477082,0.24694319,0.31440806,10.0
I,0.42887315,0.325,0.1,0.36327106,0.16560265,0.07496915,0.10283622,7.0
F,0.6820446,0.53173643,0.18559752,1.6169604,0.69194293,0.36054578,0.449554,11.0
I,0.41074905,0.3109944,0.1,0.3133158,0.13838486,0.06403375,0.092651665,8.0
M,0.60507005,0.45,0.155,0.89582175,0.46854872,0.21533585,0.35254633,10.0
F,0.8125194,0.64311796,0.90019387,2.8115392,1.4775208,0.7434158,0.92106676,13.0
I,0.11004254,0.09000357,1.8862875e-05,0.008,0.0025041746,0.0005,0.003,2.0086381
M,0.29143113,0.22317104,0.0799519,0.12514904,0.037686102,0.03115573,0.043723863,9.0
F,0.6362844,0.5155448,0.18,1.3313519,0.50027335,0.27563733,0.39367348,15.0
I,0.65,0.52351403,0.19466469,1.5785179,0.57387197,0.3115348,0.5033185,19.930779
I,0.6303867,0.455,0.105,0.5718214,0.24036749,0.1256715,0.03908724,17.847826
I,0.3119046,0.22240241,0.0662693,0.12915902,0.045828033,0.031980477,0.038142428,6.640563
M,0.6671518,0.525,0.18954714,1.5767736,0.65328604,0.3325021,0.46756452,13.860311
M,0.20694372,0.1474621,0.054029837,0.038617928,0.015883269,0.009377264,0.012828142,5.0
F,0.2447785,0.18833947,0.066793546,0.072559334,0.016750082,0.020419424,0.025426311,10.0
F,0.615,0.4839204,0.165,1.1474158,0.49635103,0.25744367,0.32049045,10.0
F,0.77888477,0.5932549,0.21080859,2.480767,1.2261004,0.58058894,0.59589916,11.0
F,0.64,0.505,0.175,1.306855,0.5716507,0.2932799,0.36642364,10.0
F,0.58610857,0.46,0.15831195,1.0018042,0.4219971,0.22111918,0.28793165,11.0
I,0.555,0.43015537,0.145,0.78634495,0.34346697,0.16653018,0.23849237,10.0
M,0.11017454,0.09000723,0.0001279489,0.008,0.0025052878,0.0005001069,0.003000404,2.0945044
M,0.73848563,0.5777098,0.20717609,2.2412293,1.0930371,0.47412255,0.5595954,11.982613
I,0.62,0.49,0.17478022,1.183691,0.4749676,0.24886166,0.37542924,15.0
F,0.6467952,0.51,0.175,1.3629822,0.58446145,0.30165464,0.39167786,11.0
I,0.3389191,0.25628263,0.08,0.18224493,0.077717885,0.038132694,0.055157132,7.0
M,0.7365797,0.5768248,0.20517527,2.1887214,1.0889933,0.44349608,0.56610715,12.0
I,0.45202756,0.34723878,0.11,0.41411477,0.17804737,0.08663378,0.12512314,9.0
M,0.11078024,0.090073824,0.0012471696,0.008002482,0.0025321709,0.0005020397,0.0030093426,2.115694
M,0.78935885,0.19786578,1.1229064,0.44936833,0.2643911,0.118436925,0.010270124,9.0
M,0.6963035,0.5233081,0.42557397,0.05448361,0.2484811,0.2740758,0.070826225,10.0
I,0.6295998,0.4907613,0.17,1.1625824,0.49463192,0.25800022,0.34395596,11.0
F,0.6211323,0.49,0.17,1.1948376,0.48813495,0.26229706,0.35544842,12.0
I,0.11642984,0.093221515,0.0042464104,0.008213194,0.0029362026,0.0006862047,0.0032082414,2.5658617
M,0.63,0.49741536,0.17,1.2387813,0.5498777,0.27112988,0.34965247,10.0
F,0.7226121,0.56252635,0.195,2.0324805,1.0028889,0.432008,0.4847827,10.0
I,0.2351313,0.34422427,0.11,0.31573755,0.44035864,0.051646795,0.14868699,6.0
F,0.67763543,0.53341824,0.19104154,1.6294535,0.64166737,0.34917298,0.49436268,15.0
M,0.7982469,0.62193125,0.30125952,2.729544,1.4164691,0.67242044,0.6631295,12.0
I,0.3639196,0.09,0.15478162,0.26932654,0.13949625,0.037969984,0.15551059,7.0
I,0.11029657,0.090049505,0.00017140212,0.008000899,0.0025162802,0.0005007246,0.00300127,2.034125
I,0.22988383,0.16802618,0.053308863,0.05224442,0.02323614,0.013017298,0.015898993,5.0
M,0.8118759,0.642335,0.96922207,2.8140945,1.4796907,0.74065274,0.91273314,13.0
F,0.5,0.38036388,0.125,0.59783995,0.28942713,0.13235882,0.16118085,6.0
M,0.78516376,0.6103341,0.22295515,2.6379151,1.2919531,0.6088417,0.71786326,14.0
M,0.625,0.4898579,0.16691694,1.1934017,0.520212,0.26192483,0.33864948,10.0
F,0.637213,0.5040706,0.175,1.2960035,0.5388582,0.2851814,0.38466272,12.0
F,0.31337294,0.24611942,0.08,0.16308986,0.04889527,0.038276553,0.05010749,9.0
F,0.6563806,0.515,0.18,1.4342451,0.60699886,0.31113672,0.40950736,11.0
M,0.5174858,0.43,0.125,0.8634344,0.36451766,0.18007226,0.24262998,10.0
F,0.53,0.42,0.15,0.8131915,0.3507278,0.18506297,0.18846779,9.0
F,0.48,0.37890756,0.13,0.56345254,0.21274653,0.12619065,0.18087153,13.0
M,0.70902765,0.5500984,0.195,1.8660517,0.83156574,0.40360555,0.4974321,12.0
I,0.5483434,0.39,0.18558493,1.0924221,0.17492566,0.1739181,0.21787979,5.0
M,0.5700476,0.45,0.15,0.91638213,0.38257414,0.19938457,0.2712536,12.0
F,0.625,0.475,0.175,1.2173523,0.4988104,0.26681998,0.40111127,16.142351
I,0.515,0.39820173,0.12902893,0.5987307,0.27776313,0.13094424,0.17888494,9.0
I,0.110152945,0.09002085,8.52333e-05,0.008000424,0.0025107113,0.0005002659,0.0030003847,2.019644
F,0.44,0.3334405,0.11,0.401188,0.17799781,0.089192614,0.11199701,8.0
F,0.6143441,0.48284656,0.18,1.0584797,0.39125076,0.23671058,0.36670855,12.0
F,0.45944282,0.35469285,0.12,0.46092176,0.19723871,0.10451547,0.13628997,9.0
M,0.515,0.395,0.13,0.6321352,0.28363264,0.14162003,0.18644589,10.0
M,0.8127633,0.64400387,1.0143421,2.8184714,1.4829252,0.7462788,0.9376939,13.0
I,0.555,0.43,0.14,0.7769933,0.35228762,0.16894129,0.22412236,9.0
F,0.29557422,0.2336981,0.08,0.13674681,0.039188717,0.03518625,0.04380457,10.0
F,0.4845701,0.375,0.12199319,0.54843986,0.2425437,0.12308191,0.16218983,9.0
M,0.3483149,0.2660908,0.09,0.20434283,0.07266745,0.04518227,0.06747497,9.0
F,0.28612506,0.22509667,0.078556076,0.12351643,0.035167508,0.03239293,0.03955685,10.0
F,0.81152457,0.64093477,0.80657625,2.804148,1.4737302,0.7362791,0.8816564,12.507774
I,0.62,0.49114648,0.175,1.192923,0.47674876,0.25111908,0.38273504,15.073822
F,0.31810355,0.24729227,0.08017079,0.16808294,0.05383531,0.03858634,0.05094919,9.0
F,0.8145741,0.64863855,1.0872782,2.8248918,1.4867072,0.7580307,0.9983705,15.14823
M,0.15702374,0.11587746,0.041524407,0.016174093,0.0057284147,0.0035002318,0.0068982574,6.0
I,0.11008453,0.09000826,4.0194645e-05,0.008,0.002506528,0.0005000877,0.0030001232,2.0165315
F,0.56358916,0.44,0.15,0.87154907,0.3600763,0.19268894,0.2551815,11.0
I,0.465,0.26159146,0.008632293,0.4159796,0.0049026934,0.03878972,0.013736438,7.0
F,0.5593935,0.435,0.14817242,0.8496798,0.36071092,0.19084165,0.24473566,10.0
I,0.1100099,0.09,3.125113e-06,0.008,0.0025010891,0.0005,0.003,2.003217
F,0.7560835,0.5822577,0.20701632,2.266509,1.0323542,0.48246267,0.58870894,12.0
I,0.585,0.4630277,0.15948774,0.98153293,0.40002847,0.20860876,0.30419698,13.310874
F,0.69184303,0.5234848,0.165,1.7563095,0.81059444,0.39478916,0.42357922,11.0
F,0.8054365,0.632583,0.38227585,2.7470477,1.4054245,0.7024411,0.80731255,13.0
F,0.59172314,0.465,0.16,1.0281636,0.42728588,0.22782157,0.29516625,11.0
F,0.4603274,0.46786535,0.16229965,1.258045,0.40273905,0.018138826,0.13495679,11.0
I,0.11045431,0.09008295,0.0002559483,0.008001513,0.0025213799,0.00050130306,0.0030026117,2.0572898
M,0.7674029,0.5849769,0.21476279,2.4941409,1.2107558,0.5334896,0.610545,13.0
M,0.525,0.40749595,0.13695139,0.7108801,0.29519743,0.15455773,0.21910295,12.0
I,0.38042325,0.29,0.09,0.2722525,0.12433587,0.057796918,0.073859304,7.0
F,0.555,0.43,0.15,0.85332954,0.36967143,0.19133763,0.23931547,9.0
M,0.8125163,0.6435579,0.954091,2.8154306,1.4808956,0.74037766,0.92192125,13.0
M,0.2640125,0.1951873,0.07,0.08463521,0.025776496,0.020578707,0.030977301,8.0
F,0.73975646,0.5798764,0.20612754,2.1857195,0.97305995,0.47255945,0.59294444,13.0
M,0.766676,0.5897457,0.21768008,2.500691,1.1585932,0.5243101,0.64110345,14.0
I,0.12733164,0.09778604,0.010041982,0.009439225,0.003784689,0.0013742448,0.0037290321,3.847501
M,0.5624981,0.43898904,0.149317,0.85911036,0.36521837,0.18647046,0.2518128,11.0
F,0.29072392,0.2208417,0.074962065,0.1227535,0.046487983,0.029581955,0.03554577,7.0
F,0.475,0.37,0.15,0.5612552,0.25592533,0.14811334,0.16779473,9.0
I,0.11328686,0.09157292,0.0021242655,0.008053337,0.002673675,0.00055075035,0.0030776714,2.3488727
F,0.61044914,0.48,0.165,1.1290556,0.48053297,0.25089425,0.3211882,10.0
M,0.575,0.45,0.16,0.973863,0.37735316,0.23118436,0.29887873,13.0
F,0.6531803,0.515,0.17776528,1.405131,0.60809433,0.30983818,0.39835054,11.0
F,0.81493145,0.64974105,1.1004006,2.8255,1.4879816,0.7596471,1.0045607,15.0
I,0.28101066,0.2087326,0.069281705,0.11522113,0.052239865,0.02454995,0.03165133,4.2105975
M,0.5894595,0.46,0.155,0.9946296,0.43671072,0.21855581,0.27976868,10.0
I,0.41060162,0.31753656,0.097710885,0.32875282,0.1521147,0.07100145,0.09176424,7.0
I,0.535,0.41181663,0.14,0.70308286,0.30285215,0.14608315,0.21893257,10.0
M,0.55,0.47541532,0.16,0.8464128,0.40141135,0.1655178,0.23924011,10.0
I,0.80711514,0.14474036,0.17,0.93076086,0.33854175,0.27670667,0.2476965,11.0
M,0.6946832,0.5611398,0.20871532,1.7719069,0.6910956,0.38851932,0.519305,13.819652
M,0.5230985,0.325,0.16,0.95779186,0.39795452,0.22303207,0.33667976,8.0
I,0.39623356,0.3,0.09285544,0.22908543,0.100659326,0.050662003,0.07491953,8.0
F,0.58,0.44389424,0.1867232,0.6434188,0.26111963,0.24323437,0.23606706,9.0
M,0.8143362,0.64747614,1.0870974,2.8247352,1.4874802,0.75637496,0.98261225,13.351537
I,0.44273415,0.34069946,0.10744142,0.3930235,0.17596264,0.08403387,0.11528589,8.0
I,0.525,0.5636146,0.18,0.5836122,0.31720603,0.12652797,0.18158185,9.0
M,0.63,0.48004887,0.165,1.2757716,0.57229644,0.2979684,0.32197562,9.0
F,0.81294185,0.6442449,0.9446483,2.8146675,1.4787173,0.74633205,0.94217306,13.0
M,0.27338013,0.20207767,0.07,0.09601305,0.029706016,0.022418547,0.032740273,8.0
F,0.6538339,0.51,0.18,1.4229501,0.61022073,0.30985665,0.4020673,10.397832
M,0.11441716,0.09130705,0.0070872805,0.008063909,0.0027673347,0.0005564048,0.0031470205,2.3204606
I,0.565,0.44,0.145,0.8290406,0.36726192,0.17985909,0.24229546,9.0
M,0.5688794,0.44,0.15,0.8743366,0.3805639,0.19340573,0.25043198,10.0
M,0.7612251,0.583666,0.21325913,2.4557452,1.2090465,0.51540214,0.5970193,12.0
F,0.73578864,0.57465565,0.2,2.1430564,1.0032071,0.46632424,0.53179836,11.0
I,0.11991871,0.09511176,0.0065249037,0.008533055,0.00327488,0.0009108479,0.0033765407,2.7058914
F,0.615,0.485,0.17,1.1793989,0.46978384,0.25701255,0.35979655,14.0
M,0.43925917,0.33148664,0.10887227,0.40151826,0.18192154,0.08692301,0.1142117,8.0
I,0.2138257,0.15629917,0.04865853,0.04386241,0.020260615,0.011026951,0.013008818,4.01051
M,0.40898517,0.355,0.13,0.5434353,0.26017505,0.07889541,0.12059523,9.0
F,0.3944581,0.30335125,0.1,0.30399606,0.11323388,0.067048796,0.092129625,10.0
I,0.110101596,0.09001182,5.3095162e-05,0.008,0.0025084047,0.00050013646,0.0030001749,2.0149326
M,0.53414273,0.4110831,0.135,0.72243774,0.32236043,0.15912293,0.20553231,9.365025
M,0.62291616,0.47,0.17,1.1410094,0.50090444,0.24639238,0.3551657,12.0
F,0.5029512,0.4013559,0.14,0.9145456,0.27071854,0.21997218,0.3065241,11.0
I,0.11018213,0.09002401,9.743899e-05,0.008000471,0.0025113751,0.00050031196,0.0030005176,2.0260956
F,0.575,0.45,0.16,1.0553659,0.44816858,0.22167653,0.339321,12.0
F,0.61,0.325,0.195,1.1535424,0.20862368,0.032949947,0.0068076826,16.332651
M,0.36526182,0.5379894,0.095,0.9079333,0.13478184,0.10603112,0.1119267,8.0
F,0.5810935,0.46258742,0.155,0.99916404,0.42056143,0.21894822,0.2843421,11.0
F,0.7984283,0.6223988,0.22098295,2.6792777,1.3504008,0.6657462,0.7021281,13.0
F,0.65460294,0.52116376,0.18763009,1.474365,0.5714707,0.30971026,0.46632725,16.441616
I,0.11022709,0.090032175,0.00012351295,0.008000601,0.0025131258,0.00050043897,0.0030007733,2.031347
F,0.4026205,0.30843762,0.1,0.31509182,0.11951399,0.0708059,0.09531973,10.0
F,0.81472564,0.6491561,1.1030055,2.8253174,1.4874176,0.75921273,1.0016574,15.509001
I,0.12709066,0.098785155,0.0110081555,0.00985448,0.0040988103,0.0014402132,0.0037667959,2.7042222
M,0.6036296,0.475,0.165,1.1196105,0.45318946,0.24016601,0.34449804,14.0
M,0.625,0.49398148,0.17,1.221827,0.525859,0.266143,0.3540353,11.0
M,0.54065424,0.42,0.14,0.7699642,0.33335176,0.16819364,0.22297366,10.0
M,0.6,0.475,0.16,1.0830289,0.4593681,0.23507915,0.31424108,11.0
M,0.71768,0.558633,0.19600217,1.9466523,0.88062894,0.41720977,0.50673735,11.143311
M,0.11039525,0.0900218,0.0005329026,0.008000585,0.0025134988,0.00050046534,0.0030030047,2.2634218
I,0.3779512,0.40060663,0.135,0.520077,0.20595926,0.12002695,0.1343773,8.0
F,0.59,0.465,0.16,1.0532926,0.41337636,0.22201349,0.32126507,15.687754
F,0.525,0.4037326,0.135,0.6811676,0.30088198,0.15510862,0.19478059,9.698641
F,0.7210659,0.5127638,0.13837323,1.0353978,1.0271696,0.21970691,0.7853086,2.6980915
M,0.6,0.46,0.14,1.1129107,0.50671,0.20995876,0.29231197,9.0
F,0.72510016,0.57273656,0.20322102,2.0697951,0.8208895,0.4425952,0.60206336,16.0
M,0.812575,0.6433314,1.0019702,2.8176146,1.4830401,0.74540716,0.9219552,13.0
I,0.17663069,0.12615553,0.038632225,0.02460951,0.010701541,0.005500833,0.007610065,3.8614984
F,0.65533346,0.515,0.175,1.4093765,0.63317555,0.31316093,0.38459235,10.0
M,0.59,0.4617244,0.155,1.0032146,0.44248918,0.22049147,0.27930358,10.0
F,0.39852777,0.61396813,0.068722725,0.66178584,0.29966787,0.17375027,0.20954782,14.0
F,0.18157187,0.25603762,0.06501242,0.91753155,0.03358732,0.1974336,0.7015276,2.8270833
F,0.5322884,0.41298097,0.14,0.73580956,0.30860785,0.16297032,0.21678996,10.0
M,0.601204,0.3,0.145,0.86870843,0.32765844,0.18806113,0.25170428,5.8791614
F,0.59,0.4612595,0.15820377,1.0124542,0.4313395,0.22396731,0.28797793,10.0
M,0.8122081,0.37,0.18,1.1003919,0.10840944,0.087739676,0.383306,26.941553
F,0.30558643,0.21455231,0.08314498,0.15028891,0.06315163,0.06353575,0.0401488,6.0
I,0.3934288,0.24889952,0.06089099,0.35943764,0.43627468,0.09940863,0.1405811,9.0
F,0.46623194,0.35937005,0.12,0.4817512,0.21133071,0.109321125,0.14054719,9.0
M,0.79509425,0.62187296,0.5668031,2.7200649,1.3640417,0.6781955,0.7773285,14.0
I,0.45139545,0.33880907,0.10557241,0.36704344,0.18684322,0.07390902,0.13264345,9.468793
F,0.43164828,0.32804078,0.11,0.37761,0.16098411,0.08558398,0.11012781,9.0
F,0.71416533,0.55580693,0.195,1.8497276,0.7931986,0.40797055,0.50600594,12.0
M,0.18786505,0.13449998,0.04780977,0.026361674,0.009474965,0.0064037656,0.010224517,6.0
F,0.80209285,0.62958866,0.23633519,2.7153594,1.3550067,0.68116313,0.815414,14.0
F,0.3794562,0.28270674,0.095,0.27893618,0.12113536,0.056793183,0.073539555,7.0
M,0.585,0.475,0.075729296,0.63650584,0.265233,0.11841455,0.3195879,11.0
M,0.64,0.5043961,0.175,1.3151035,0.5731235,0.287044,0.3773857,11.0
F,0.7253209,0.5657103,0.195,2.0409536,0.94496167,0.44355664,0.50393486,10.0
F,0.6,0.47,0.16,1.0617247,0.4499132,0.23497927,0.30069944,10.0
F,0.36392066,0.28,0.0945967,0.2334651,0.08235875,0.055266198,0.07404386,9.310462
I,0.43648925,0.3301659,0.10498667,0.37688398,0.17236197,0.07979253,0.10834207,7.0
F,0.525,0.405,0.135,0.68880975,0.30118868,0.15625672,0.19882864,10.0
M,0.4230842,0.31389302,0.10729811,0.3744896,0.16707714,0.082064725,0.10940038,8.0
F,0.7278593,0.56801903,0.19668092,2.0586646,0.9348105,0.4478581,0.51618785,11.0
I,0.3385095,0.25767627,0.08,0.17633273,0.070046164,0.037635256,0.058272902,8.0
F,0.80122674,0.62519777,0.2229788,2.7080634,1.3924342,0.684024,0.67168725,12.0
M,0.15821983,0.11775289,0.042487733,0.016257793,0.0049264394,0.0037797806,0.007427532,7.0
F,0.6973454,0.5443235,0.19,1.7241503,0.72779673,0.38061264,0.47773382,11.0
M,0.5392785,0.38929814,0.16093835,0.9878364,0.50254345,0.21817735,0.23090939,9.0
F,0.54586476,0.44,0.15,0.8665373,0.32827294,0.17509691,0.27970704,16.0
F,0.7809605,0.59731513,0.21186158,2.4988263,1.2160367,0.5877501,0.6068356,12.0
M,0.6,0.47,0.16,1.0576601,0.46542034,0.23455964,0.2910654,10.0
F,0.81380105,0.6459971,1.0206873,2.8212197,1.4844855,0.7529605,0.96728057,13.0
I,0.37813246,0.28796884,0.09,0.2605929,0.119945236,0.054599445,0.07427881,6.0
M,0.8142769,0.647294,1.0871571,2.8246377,1.4874009,0.7563193,0.9813179,13.221894
I,0.4735609,0.36002123,0.115,0.47595462,0.22208308,0.102517925,0.13610439,7.474459
F,0.57,0.44731307,0.15,0.9147189,0.39460298,0.20381021,0.25725132,10.0
M,0.11030776,0.09001613,0.00038660914,0.008000436,0.002511641,0.00050032476,0.0030018834,2.1782095
F,0.71104324,0.55,0.195,1.8148391,0.81147075,0.4082378,0.47789383,10.295883
M,0.57,0.4429711,0.15,0.8812845,0.38910156,0.1949895,0.25035986,10.0
M,0.72397125,0.5645227,0.2,2.0725775,0.9804329,0.43924412,0.5090006,11.0
I,0.29745856,0.22331524,0.07058186,0.123525925,0.053658966,0.028071122,0.03674966,6.0
M,0.79832476,0.6223304,0.31924015,2.7298408,1.4143312,0.6722794,0.6772136,12.420228
F,0.53,0.4055906,0.15,0.72339404,0.3000192,0.16843607,0.2057222,9.0
M,0.65,0.51,0.175,1.4030002,0.62699425,0.30577102,0.39160633,10.0
M,0.8028238,0.62892264,0.5440807,2.7601223,1.434792,0.6923098,0.7538204,13.0
F,0.27018332,0.20536613,0.07,0.09724425,0.025306944,0.025282491,0.031661145,9.0
M,0.42060718,0.3250479,0.11,0.37377983,0.13453992,0.082920544,0.12246519,11.0
M,0.684097,0.52799654,0.18956424,1.7345529,0.78969353,0.39072502,0.4379007,10.0
M,0.53,0.405,0.13369027,0.6903408,0.32132137,0.1524421,0.19090955,9.0
F,0.57,0.4414556,0.145,0.8918532,0.40965882,0.19190107,0.24105121,9.0
F,0.20418243,0.45,0.175,0.74696773,0.72256935,0.7536726,0.026156358,2.1357982
I,0.4407925,0.3552047,0.11,0.43700734,0.21964358,0.085938856,0.123137,7.0
I,0.17225085,0.123796955,0.036157206,0.022500347,0.009504288,0.004985817,0.007341368,4.0
I,0.5205687,0.4,0.13040568,0.6415682,0.2875548,0.13624978,0.19887435,10.0
F,0.5708475,0.44966477,0.15,0.9075652,0.3991363,0.20271032,0.2507952,9.0
M,0.63,0.5012545,0.18,1.3127158,0.51277095,0.27508694,0.41789958,16.990917
I,0.635,0.50861174,0.185,1.363193,0.515866,0.2802261,0.44648713,18.171228
F,0.63,0.495,0.17,1.2325227,0.52888536,0.27446717,0.35214046,10.0
M,0.31880695,0.2379522,0.08,0.182934,0.08271008,0.03326043,0.04902271,4.382381
F,0.81394327,0.64622086,1.0271442,2.8221664,1.4856093,0.7535834,0.96888703,13.0
M,0.635,0.5003607,0.175,1.2997537,0.5516448,0.28099254,0.386146,12.0
F,0.61848426,0.475,0.15,1.0693862,0.4722078,0.27123085,0.2921437,8.0
