Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
3.0,97.02638,0.0,0.0,13.0,374.0624,0.008926658,0.0055708243,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,1101.9391,0.015384615,0.064354755,10.431271,0.0,May,3,4,7,1,Returning_Visitor,False,False
6.0,198.62956,0.0,0.0,25.806011,1052.3005,0.019288145,0.051649805,0.0,0.0,Nov,2,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,657.8098,0.039453156,0.06666667,6.875946,0.0,Nov,1,1,1,15,Returning_Visitor,False,True
6.0,156.9234,3.0,186.49092,6.0,392.81293,0.0,0.020364149,0.0,0.0,Mar,1,1,6,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,30.0,922.6818,0.007769744,0.023497114,65.31349,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
2.0,295.31818,0.0,0.0,20.0,542.259,0.0,0.006125759,0.0,0.0,Nov,1,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,251.93896,0.039177377,0.1,0.0,0.0,Nov,3,2,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.896544,165.94678,0.04796053,0.08,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0.0,0.0,5.520887,2467.9133,25.916355,1348.513,0.015384615,0.03701818,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,30.592745,847.7673,0.0052120634,0.016624745,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,27.266909,1065.5627,0.0,0.011507422,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,3051.8406,0.0,0.06666667,0.0,0.0,Jul,2,2,3,4,Returning_Visitor,False,False
26.914886,3398.75,23.95773,2545.4302,657.4938,62790.246,0.004951614,0.008460964,6.6575584,0.0,Mar,3,2,5,2,Returning_Visitor,True,False
0.0,0.0,6.0,2451.7996,1.0,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
0.0,126.52399,2.0,3.5323071,18.11341,245.12119,0.0,0.004661219,0.0,0.0,May,2,2,2,16,New_Visitor,False,False
12.851763,3395.4836,6.0,684.0587,58.143692,3613.6008,0.014808361,0.030125087,12.474425,0.0,Mar,1,2,4,1,Returning_Visitor,True,True
0.0,1411.2266,0.0,0.0,0.0,1400.1674,0.03340043,0.2,0.0,0.0,Mar,8,2,4,1,Returning_Visitor,False,False
8.0,641.7328,0.0,0.0,7.0,174.68115,0.0,0.008919244,0.0,0.0,Dec,2,2,1,10,New_Visitor,False,False
0.0,0.0,0.0,0.0,37.111412,62802.586,0.0,0.02377889,0.0,0.0,Nov,4,2,6,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,110.550934,0.0,0.0,0.04435591,0.0,0.0,Nov,3,1,4,5,New_Visitor,True,False
0.0,0.0,0.0,0.0,9.516841,298.68356,0.045680285,0.096407525,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,599.68475,0.0,0.02,0.0,0.0,May,4,2,1,1,Returning_Visitor,False,False
11.0,3390.444,0.0,0.0,20.0,1477.6011,0.0124985,0.03328556,53.560955,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,63.0,1965.4178,0.0055461233,0.019007541,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,3.0,315.87955,2.0,61.3327,0.0,0.083539575,0.0,0.0,Nov,1,1,1,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,3,10,Returning_Visitor,False,False
8.0,308.9688,3.0,0.0,21.0,187.20973,0.011660115,0.049485493,34.66821,0.0,Mar,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.0,476.6398,0.0,0.016666668,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
8.0,134.82863,3.0,209.39015,115.12226,5153.485,0.007869638,0.025,20.699541,0.52420783,May,2,2,3,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,20.0,542.839,0.028571429,0.06317492,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,False,False
4.0,182.2142,0.0,0.0,5.0,57.437897,0.0,0.03333333,0.0,0.0,Nov,1,1,1,2,New_Visitor,True,False
5.0,177.81927,0.0,0.0,7.0,117.89117,0.04112832,0.08593892,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,308.15576,155.08371,0.0,0.12169134,0.0,0.0,Nov,3,2,4,5,Returning_Visitor,False,False
3.0,151.67859,0.0,0.0,12.0,583.0852,0.0,0.010059273,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,2.0,94.90443,237.75218,9762.217,0.0,0.010267419,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,76.67149,0.2,0.023730323,0.0,0.0,May,3,2,3,20,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.258565,225.52164,0.0,0.05,0.0,0.0,Nov,3,2,2,15,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,501.44257,0.006193381,0.01712503,0.0,0.0,Mar,3,2,4,11,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,680.4942,61975.08,0.0024481758,0.017257456,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,17.0,4.3396163,0.0,0.0064124037,0.0,0.0,Mar,3,10,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.0,0.0,Sep,1,2,1,1,New_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,108.36329,0.0,0.01044828,0.0,0.0,May,4,2,3,4,New_Visitor,False,False
0.0,0.0,0.0,0.0,26.293518,752.13367,0.025,0.059494402,11.78318,0.0,June,2,2,1,3,Returning_Visitor,False,False
26.935598,3398.75,23.956854,2547.0286,704.04126,63952.156,0.0,0.007142857,8.755584,0.0,May,2,2,1,2,Returning_Visitor,False,True
24.200274,3397.7866,21.381203,2540.3047,303.51953,43548.207,0.0019360449,0.009046768,15.237338,0.0,May,2,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,17.0,804.13354,0.0,0.0,139.6458,0.0,May,3,2,1,2,New_Visitor,True,True
0.0,0.0,0.0,0.0,57.584427,635.40607,0.010238505,0.0137657765,0.0,0.0,May,8,2,3,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,434.00943,0.025683053,0.083595395,0.0,0.0,May,2,2,5,18,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.8589983,116.32914,0.04,0.05,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,0.0,0.0048912866,0.2,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,True,False
9.0,356.56775,0.0,0.0,128.28027,3630.9146,0.0,0.0042107874,0.0,0.0,Nov,2,2,1,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,32.802467,1742.2466,0.0,0.017522428,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
3.0,95.66271,0.0,0.0,27.0,694.2089,0.06572932,0.08891445,0.0,0.8,May,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.697286,May,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,63.0,1981.1077,0.0,0.008092605,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
10.0,3398.75,0.0,0.0,12.0,1304.2814,0.0,0.006692836,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,True,False
17.878874,3398.75,0.0,0.0,169.73563,26350.13,0.0041697617,0.015877247,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,47.08639,0.079886906,0.13333334,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,47.81142,0.06666667,0.100414775,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,2.0,70.38117,163.91908,4815.8486,0.00392646,0.019991504,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,62.83637,2644.987,0.03412104,0.06425583,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,3.0,241.44547,304.99014,12935.893,0.0030898242,0.016858984,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,8589.254,0.022222223,0.1352999,0.0,0.0,Jul,5,5,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,4,6,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,437.6137,0.0,0.02732584,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,8.674072,0.024464712,0.1,0.0,0.0,May,2,2,3,18,Returning_Visitor,False,False
4.7223473,99.369965,4.7099915,1753.759,23.0,945.34784,0.014315939,0.04,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
12.232511,3387.3115,0.0,0.0,34.0,1577.9504,0.0073551936,0.010637601,0.0,0.0,June,3,2,3,3,New_Visitor,True,False
1.0,0.0,0.0,0.0,17.0,164.5211,0.0,0.006364466,0.0,0.0,May,2,2,2,13,New_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,841.1664,0.0,0.14186394,0.0,0.0,May,2,5,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,657.79,0.0,0.08865645,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,97.356125,0.06666667,0.1,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,99.73996,2739.171,0.0,0.0033130886,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
9.0,3398.75,0.0,0.0,5.9714975,487.58093,0.05,0.08390328,0.0,0.0,Nov,1,1,1,13,Returning_Visitor,False,False
11.0,3398.75,0.0,0.0,13.0,1423.2975,0.034155417,0.05,0.0,0.0,Nov,3,2,6,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,92.97717,0.059286326,0.11880231,0.0,0.0,May,1,1,6,1,Returning_Visitor,False,False
6.0,304.30576,1.0,0.0,56.650105,2737.7332,0.012967684,0.0406503,0.0,0.0,Nov,2,2,5,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,1,Returning_Visitor,False,False
0.0,0.0,6.879182,2544.2942,65.17824,2595.6948,0.004356819,0.011111111,27.907084,0.0,May,2,2,3,4,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,3.0,44.335,0.0880477,0.12883012,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
9.0,10.540297,0.0,0.0,27.0,186.81712,0.0,0.044969812,0.0,0.0,Mar,3,10,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.172885,0.13333334,0.0,0.0,Dec,2,6,1,1,Returning_Visitor,False,False
14.638997,3251.8096,0.0,0.0,234.88316,4841.122,5.9076454e-05,0.008455706,0.0,0.0,May,2,12,3,15,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,211.53586,0.04,0.1,0.0,0.0,May,2,4,1,11,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
5.0,1066.7562,0.0,0.0,8.0,459.42474,0.0,0.021281354,0.0,0.0,May,3,2,3,6,Returning_Visitor,False,False
15.049709,3398.75,0.0,0.0,195.27544,32195.158,0.0,0.0073981844,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,2.0,53.37445,21.0,592.23914,0.026829349,0.06666667,0.0,0.0,May,2,2,7,4,Returning_Visitor,False,False
3.0,0.0,0.0,0.0,4.0,6296.4243,0.0,0.05,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
0.0,110.85554,0.0,0.0,5.0,354.53812,0.2,0.025645506,0.0,0.0,Nov,1,1,2,11,Returning_Visitor,False,False
1.0,95.62861,0.0,0.0,20.105787,463.8431,0.0,0.015435487,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0.0,31.229347,0.0,0.0,8.0,293.9209,0.0,0.044906884,0.0,0.0,May,2,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,1225.3619,0.0,0.0025000772,133.09663,0.0,May,2,5,9,2,New_Visitor,True,True
15.15145,3398.75,0.0,0.0,100.93807,12362.797,0.009088609,0.024498666,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,93.509865,0.1,0.12713222,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,False
1.0,134.48087,0.0,0.0,98.02188,2739.996,0.0,0.009853251,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
0.0,194.0833,0.0,0.0,48.0,1979.4813,0.0,0.019171901,0.0,0.0,Mar,2,5,3,1,Returning_Visitor,False,False
6.654271,238.18011,0.0,0.0,13.0,483.83417,0.0,0.0,326.04892,0.0,Mar,2,3,1,2,New_Visitor,False,True
0.0,138.2458,0.0,0.0,28.0,0.0,0.0,0.01583063,0.0,0.0,Jul,3,10,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,64.04557,0.07936994,0.1,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
1.0,144.16374,3.0,5.233811,66.73388,3709.2415,0.007455202,0.03218046,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
10.0,206.33652,0.0,0.0,268.73282,7587.509,0.0012698208,0.009492756,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
4.0,115.85823,0.0,0.0,25.0,1123.0758,0.011912796,0.03093031,85.28943,0.0,Dec,2,2,1,2,Returning_Visitor,False,True
15.296363,3398.75,0.0,0.0,39.0,2718.6584,0.0032736184,0.005239123,68.691216,0.0,Dec,1,1,3,2,Returning_Visitor,True,True
0.0,0.0,4.0,2184.433,6.0,158.26149,0.06666667,0.095695294,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
0.0,493.88608,0.0,0.0,24.510824,59849.723,0.014067005,0.03333333,0.0,0.0,Oct,2,2,7,6,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,18.0,547.8539,0.0,0.001971343,129.68243,0.6,May,2,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,273.0171,0.0,0.028731124,0.0,0.0,May,1,1,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,360.752,0.0,0.014285714,126.29827,0.0,May,2,2,7,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,24.0,1614.0793,0.024543293,0.044579167,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
9.0,145.60541,0.0,0.0,248.13702,6170.628,0.0,0.0055638487,0.0,1.0,May,2,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,23.0,282.90677,0.0,0.2,0.0,0.0,May,2,8,1,14,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,9.660446,0.02,0.05,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,24.0,3599.971,0.029459799,0.06666667,0.0,0.0,Mar,2,10,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,525.49634,0.0,0.039862197,0.0,0.0,Feb,2,2,2,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,981.8737,0.026916433,0.08604116,0.0,0.0,May,2,2,7,4,Returning_Visitor,True,False
9.0,322.9914,0.0,0.0,153.7685,3080.5974,0.0020536168,0.021340823,3.551665,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,334.0991,0.047876928,0.08911819,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
14.954507,3398.75,0.0,0.0,73.44594,5951.9746,0.0064967545,0.014286045,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,False,False
2.0,3376.57,0.0,0.0,8.0,0.0,0.0062319613,0.024123378,0.0,0.0,Nov,3,2,1,16,New_Visitor,True,False
0.0,0.0,0.0,0.0,35.93601,554.7079,0.2,0.16667509,0.0,0.8,May,3,2,7,13,Returning_Visitor,False,False
18.654377,3398.75,0.0,0.0,332.01343,59976.46,0.0014827943,0.0098764505,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,1582.4349,0.0,0.06666667,0.0,0.0,May,3,5,2,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,85.90825,0.06666667,0.117303126,0.0,0.0,May,2,2,7,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.088,425.7432,0.0,0.009533379,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,False
25.408882,3398.75,3.0,0.0,173.14163,12808.036,0.0074214954,0.019169072,11.398104,0.0,Dec,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.929157,261.07962,0.038867034,0.06666667,0.0,0.8,May,1,1,1,13,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,3,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,198.0066,0.0,0.019033901,0.0,0.0,Mar,2,2,2,4,New_Visitor,False,True
0.0,64.29059,0.0,0.0,2.0,24.855585,0.0044040023,0.026194556,0.0,0.0,Feb,4,10,1,4,Returning_Visitor,False,True
26.412766,0.0,23.994617,761.7654,84.31568,4615.424,0.2,0.027197054,0.0,0.0,May,2,1,1,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,96.566536,0.074136764,0.1,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
6.0,139.82024,0.0,0.0,10.0,244.49957,0.0,0.015379575,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.442799,117.62747,0.0,0.021926034,0.0,0.0,May,1,10,1,12,Returning_Visitor,False,False
6.0,171.23715,0.0,0.0,5.0,73.12495,0.0,0.014280525,0.0,0.0,Oct,1,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,164.27544,0.0,0.06736021,0.0,0.0,Dec,2,2,9,3,Returning_Visitor,False,False
9.0,0.0,0.0,0.0,8.0,320.43317,0.0,0.03333333,0.0,0.0,May,2,10,2,6,Returning_Visitor,False,False
1.0,86.15546,0.0,124.3985,41.0,2166.208,0.0,0.029248014,0.0,0.0,June,2,2,2,2,Returning_Visitor,False,False
4.0,142.47911,0.0,0.0,2.0,13.017711,0.0,0.078797035,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,413.60837,0.0,0.04757818,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
