Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
I,0.5494694,0.425,0.14545128,0.7636885,0.30708003,0.15597644,0.24507351,11.0
I,0.5627846,0.4369568,0.145,0.81096697,0.3531657,0.1727232,0.24489826,10.0
F,0.6100652,0.41152954,0.165,0.86977106,0.7168581,0.2610407,0.30384025,9.0
I,0.36791337,0.26673722,0.155,1.2821974,0.644526,0.20449449,0.034813557,7.0
F,0.43596706,0.3330834,0.11,0.3864182,0.16330354,0.08780122,0.11376834,9.0
M,0.505,0.39,0.09,0.4751676,0.31935087,0.15083237,0.30841443,10.0
I,0.505,0.395,0.13,0.59480554,0.26817283,0.12669337,0.17777918,9.0
I,0.11175658,0.09072263,0.0010824697,0.008015482,0.0025813826,0.0005147482,0.0030269593,2.1747513
M,0.67112386,0.525,0.185,1.5746422,0.688709,0.34181803,0.43327045,11.0
M,0.29230562,0.51,0.1223157,1.5842824,0.8341303,0.22637765,0.012201448,6.0
F,0.59705406,0.40233573,0.15,0.4415192,0.14836894,0.052977968,0.34069952,7.4191437
I,0.11944377,0.094892666,0.0062931045,0.008509586,0.0032679928,0.0008925091,0.003345574,2.5051541
F,0.59,0.46082088,0.155,1.0123494,0.43710133,0.22446553,0.28334588,10.0
F,0.66,0.5693099,0.20246959,1.0636322,0.9098331,0.38411,0.15431954,9.0
F,0.57,0.44,0.165,0.938892,0.35287642,0.20773415,0.33651087,12.0
F,0.33653885,0.4360451,0.015880637,1.1330398,0.340963,0.47545192,0.17876631,5.2298036
I,0.26697272,0.195875,0.064549625,0.0824289,0.0342183,0.019635264,0.02887551,6.0
I,0.595,0.485,0.13,0.4740837,0.1962314,0.10570943,0.1321887,10.0
F,0.81022865,0.6389051,0.699779,2.792734,1.4626946,0.72876054,0.8552315,13.0
I,0.2340663,0.525,0.135,0.8605308,0.38119873,0.084670074,0.07454762,7.0
M,0.465,0.3,0.06955141,1.2173721,0.513681,0.22112142,0.25570473,8.0
I,0.6346793,0.505,0.18,1.3266786,0.51633203,0.2758813,0.42583036,16.527618
I,0.36723483,0.36846244,0.64941275,0.48659083,0.16996253,0.15223931,1.0038495,17.0
M,0.5,0.3812,0.125,0.57930356,0.27565536,0.13045089,0.16369975,8.0
I,0.4610901,0.35401812,0.11436102,0.44269952,0.19596764,0.09278777,0.13125175,9.0
F,0.61,0.425,0.1564048,1.0511981,0.4484961,0.23239155,0.2738309,11.0
F,0.22918601,0.6487129,0.00031564568,1.9236172,1.1964574,0.7490087,0.31086108,2.2791471
M,0.61596054,0.485,0.165,1.1507525,0.5025137,0.25401124,0.32397297,10.0
M,0.57,0.37856138,0.048916355,1.384095,0.0025001403,0.1983069,0.3040936,8.0
F,0.6703165,0.405,0.185,0.78186536,0.6714912,0.17302486,0.4296548,9.0
F,0.5483368,0.3946541,0.145,0.8126327,0.40524986,0.17880219,0.28252095,8.0
F,0.7168751,0.51,0.155,1.286211,0.5050187,0.14825219,0.36682525,2.8199036
I,0.5830592,0.45863292,0.155,0.94756925,0.3998439,0.20071678,0.28716287,11.0
F,0.5503359,0.43,0.145,0.82203215,0.3488858,0.18265505,0.23749483,10.0
M,0.495,0.47447816,0.155,1.213644,0.3614222,0.14063972,0.18897966,8.043666
I,0.31082526,0.2339104,0.07525388,0.13953291,0.060465295,0.031390004,0.042094573,6.0
F,0.2509503,0.18688348,0.065765865,0.072538435,0.020233762,0.019643025,0.024553286,8.0
F,0.7359851,0.5757293,0.20590402,2.1435795,0.9696014,0.4697888,0.54640925,12.80302
M,0.25683174,0.45,0.135,1.2551363,0.21169145,0.020201597,0.3527846,17.554804
F,0.57,0.4445389,0.135,1.103639,0.558524,0.2655996,0.21928878,8.0
I,0.11715683,0.093611486,0.0047160257,0.00826965,0.003011867,0.0007290459,0.0032405695,2.5667949
F,0.73219085,0.4146113,0.18621702,0.92338645,0.41037926,0.32488406,0.57511026,25.03107
F,0.32533166,0.6391383,0.18,0.5821479,0.1804414,0.08664009,0.2678128,16.240152
I,0.65782076,0.35157642,0.15,0.2464502,0.02567049,0.1292478,0.08461422,7.0
I,0.57,0.4433357,0.15,0.8519145,0.36592513,0.18029588,0.2579904,11.0
I,0.41823325,0.29,0.145,0.31406522,0.15076853,0.055825006,0.07674531,9.0
M,0.53,0.52529883,0.208027,1.607613,0.29754478,0.32795033,0.18374246,17.0
F,0.58,0.45,0.155,0.95264256,0.4013792,0.21045145,0.27370936,10.982006
F,0.60497504,0.475,0.165,1.0958261,0.46251553,0.24258624,0.3128248,11.0
M,0.6240933,0.40825462,0.135,0.4068382,0.87451524,0.1740686,0.058836877,9.0
M,0.19887821,0.26832867,0.09479797,0.11913743,0.105227344,0.030737095,0.023095584,7.0
M,0.52290314,0.405,0.15712231,0.7166662,0.26417404,0.17284365,0.2781188,12.444371
F,0.5080971,0.4531564,0.16,0.9633608,0.32015905,0.4588933,0.14445981,7.860539
I,0.4966085,0.405,0.129647,0.57033753,0.21892741,0.12524955,0.18413146,9.0
M,0.11076006,0.09005213,0.0010491995,0.008001205,0.0025175884,0.0005011769,0.003009881,3.559635
M,0.59,0.475,0.15,1.1185648,0.4273821,0.23517811,0.3449201,11.0
M,0.66186357,0.52259016,0.18451595,1.5224637,0.65509397,0.3246454,0.43357345,12.0
I,0.122749515,0.096735574,0.008459308,0.00896432,0.0036150785,0.0011568088,0.0035097206,2.755619
I,0.58,0.5605134,0.13,0.3245438,0.046994895,0.20935217,0.102019936,6.0
F,0.71778667,0.5576231,0.19081356,1.8756031,0.8597143,0.4169714,0.48354405,10.0
I,0.11,0.09,0.0,0.008,0.0025001932,0.0005,0.003,2.0005167
F,0.8147275,0.6489804,1.0922551,2.8253336,1.4877534,0.75887495,1.0001252,14.108204
I,0.30345675,0.22902928,0.072687015,0.13616955,0.062494934,0.029799908,0.03895915,5.242347
I,0.1777769,0.1273403,0.038916398,0.0244246,0.010399651,0.0054988894,0.007807391,4.0
I,0.2958513,0.22296645,0.061071046,0.10372741,0.036312934,0.0346832,0.033336025,5.0
F,0.45156232,0.09420418,0.06032102,1.1460493,0.112468146,0.25673613,0.32648185,13.0
M,0.645,0.51,0.175,1.357485,0.59555,0.2928487,0.3802372,11.0
F,0.35599905,0.47,0.08556853,2.7943602,0.6293022,0.3173878,0.5786166,14.0
M,0.31678975,0.13641503,0.067218445,0.3632673,0.6336941,0.20872593,0.32326606,9.0
I,0.26528245,0.18377112,0.06158821,0.09348161,0.03644449,0.021405982,0.0258001,4.139253
I,0.39608634,0.3,0.0971929,0.29937592,0.12917206,0.061410714,0.08740783,8.0
M,0.5475004,0.45,0.1407487,0.99313605,0.26940712,0.18398096,0.019886434,7.0
M,0.11755939,0.0934746,0.010513948,0.008132623,0.0027646616,0.0006342442,0.0033905755,5.0
F,0.81434786,0.64769876,1.0757896,2.8243659,1.4868104,0.75692403,0.9898013,14.0
M,0.73174626,0.485,0.175,1.9371599,0.583573,0.3082528,0.34767836,7.0
M,0.81347424,0.6451135,1.0430677,2.8218288,1.4860315,0.75029534,0.94849795,13.0
M,0.2949263,0.18599737,0.08,0.36687025,0.09873915,0.12228957,0.0599926,10.0
M,0.2719666,0.425,0.13,0.30254266,0.49994472,0.18049742,0.20093334,10.0
M,0.40756056,0.3089281,0.1,0.3259951,0.13052565,0.0714635,0.10077185,9.0
M,0.70067346,0.30158216,0.155,0.75980854,0.19626704,0.1022048,0.19935781,7.0
F,0.6207782,0.4871625,0.17,1.185312,0.49345163,0.26212582,0.3468668,11.0
M,0.66,0.5701945,1.0104638,0.66683626,0.11368034,0.39022747,0.06854514,5.0
F,0.60217303,0.475,0.165,1.0836505,0.46077183,0.23455438,0.30063957,10.0
I,0.5,0.22785904,0.10157292,0.18837012,0.17389703,0.06260612,0.1093425,7.0
I,0.40463892,0.30473956,0.098043874,0.30537593,0.13742803,0.062518895,0.08745746,7.0
M,0.78936964,0.62200654,0.21286389,2.6830742,1.3874826,0.46560305,0.59663033,12.0
F,0.6112301,0.4067925,0.165,1.0907674,0.4650638,0.24461287,0.22874427,8.0
F,0.465,0.45,0.08386796,1.0334822,0.49880618,0.23356964,0.11767327,10.0
M,0.62,0.48,0.20229577,1.1509445,0.5680482,0.15665446,0.5719635,6.0
M,0.6337329,0.51,0.175,1.3126255,0.5488412,0.2763685,0.4057202,12.0
I,0.2894711,0.6249358,0.165,1.2739452,0.14710662,0.14020905,0.35406235,8.0
I,0.2825505,0.21397577,0.07,0.11964861,0.050113663,0.026952846,0.032855168,5.0
F,0.68279195,0.5301561,0.1914424,1.443314,0.7371346,0.3281405,0.39574862,10.0
M,0.57609874,0.455,0.16,0.9592125,0.40311986,0.21734141,0.28108618,10.0
F,0.61,0.47880873,0.165,1.1249505,0.4822883,0.2503409,0.31582382,10.0
M,0.44,0.33279055,0.105,0.3946811,0.19015269,0.082924046,0.10922477,8.0
F,0.7072181,0.5513024,0.195,1.8081385,0.73642397,0.3951032,0.5181399,13.0
M,0.8145158,0.64811593,1.0994177,2.8251529,1.4877242,0.75767875,0.9910079,14.0
F,0.45448527,0.3327115,0.14,0.4617657,0.25033244,0.11027046,0.097666085,11.565747
M,0.8136307,0.64478695,1.0546868,2.8233118,1.4872283,0.7518793,0.9440357,12.452571
I,0.5232268,0.3,0.13414928,0.710621,0.40963587,0.25941813,0.030176036,11.0
I,0.11061547,0.090128146,0.00036243504,0.008002617,0.0025282148,0.0005022513,0.0030044415,2.0674706
M,0.6205242,0.4876607,0.17,1.191457,0.50231415,0.25935122,0.3519439,11.761669
F,0.23652533,0.45,0.13,0.23897949,0.04643476,0.10401544,0.08309286,13.0
M,0.55,0.425,0.14036813,0.7924258,0.34268415,0.1732513,0.22973958,10.0
I,0.38842985,0.29812884,0.09482312,0.2829228,0.12722498,0.058274936,0.08088217,7.0
I,0.5904813,0.46535262,0.1575758,0.9935227,0.4168304,0.21030192,0.30377272,12.0
I,0.32430178,0.385,0.12087072,0.45979527,0.43808416,0.11989817,0.116446935,9.0
M,0.625,0.43559185,0.17143902,1.120406,0.43717518,0.25920215,0.27065563,9.0
I,0.61,0.50941867,0.10643349,1.0093621,0.3917519,0.25719586,0.23328437,10.0
I,0.12136698,0.09588477,0.007427384,0.008716277,0.0034177369,0.0010238288,0.0034526482,2.7588575
F,0.527066,0.5628461,0.035342146,1.0232109,0.72740865,0.392047,0.0322247,3.2888472
F,0.76259965,0.5891475,0.21142358,2.3763816,0.9933857,0.49111965,0.7119718,15.007374
M,0.11955555,0.3639901,0.024742557,1.3620893,0.1734044,0.012991674,0.042554647,8.0
F,0.44,0.1363092,0.145,2.0191123,0.8925378,0.1819529,0.19697379,2.7936053
M,0.812194,0.6419145,0.9869242,2.8171718,1.4831649,0.7447115,0.9181672,13.0
I,0.2386722,0.1756397,0.056887783,0.06579187,0.03095888,0.014883681,0.018161843,4.0
F,0.63107896,0.5,0.1780903,1.2879316,0.5044171,0.27824196,0.40242815,15.0
I,0.58,0.5597472,0.125,2.5443048,0.0765688,0.018340528,0.265,14.0
I,0.11000108,0.09,0.0,0.008,0.0025002388,0.0005,0.003,2.0008678
F,0.340865,0.2641914,0.08682931,0.1957595,0.06784193,0.044258863,0.061541308,9.0
M,0.5,0.38106015,0.125,0.5714797,0.29827192,0.13169467,0.14615649,8.0
I,0.45322007,0.35,0.11224587,0.45219946,0.19618821,0.08807101,0.13976035,8.0
F,0.2925683,0.22817037,0.079637736,0.12788492,0.039375335,0.03305259,0.040809926,9.0
I,0.11137133,0.21632496,0.040740043,0.64139146,0.640934,0.15850629,0.17085569,7.0
F,0.55,0.42812636,0.14,0.8056472,0.33773392,0.17860784,0.2274805,10.0
I,0.5857825,0.525,0.0814783,0.16775422,0.13739482,0.29270953,0.994904,15.0
M,0.505,0.5,0.07,0.80172664,0.6414489,0.123687044,0.24348046,8.0
I,0.54086274,0.42,0.135,0.71678835,0.32666743,0.15453552,0.2107433,9.0
I,0.39636296,0.27109805,0.09712091,0.22535084,0.19413532,0.06385135,0.18435603,6.469437
I,0.475,0.36239707,0.115,0.47535834,0.21584406,0.10219216,0.14007889,8.0
I,0.165864,0.11949914,0.032817736,0.021373468,0.009322796,0.0045880815,0.0066352063,3.4018452
F,0.615,0.57962996,0.12,1.320438,0.51616603,0.47082853,0.22890662,11.0
I,0.38640642,0.29384902,0.094561376,0.2882513,0.13427074,0.058753617,0.08137721,6.0
F,0.46430585,0.21528874,0.19467352,0.4973049,0.33648288,0.031669747,0.13147768,4.419957
M,0.6094858,0.475,0.165,1.1125475,0.46572408,0.24481486,0.32362694,12.0
F,0.5559871,0.4331903,0.145,0.85030645,0.38758713,0.1893444,0.22763962,7.0
F,0.3605638,0.2745664,0.09,0.2192534,0.08810932,0.049510706,0.06708275,8.0
I,0.1101304,0.090007536,0.00010761037,0.008,0.0025051283,0.0005001177,0.0030001972,2.0247524
F,0.44,0.35007924,0.15449712,0.70838684,0.257411,0.16253464,0.27384967,13.255497
M,0.60369503,0.47,0.165,1.2149266,0.49247962,0.25866592,0.38012615,16.0
F,0.14667271,0.1957919,0.094879,0.14928976,0.0753844,0.062135987,0.065900594,8.0
M,0.515,0.4,0.12732399,0.63480616,0.28471005,0.15159625,0.17723252,9.0
M,0.48,0.5,0.18,0.6810133,0.58111507,0.061932143,0.0040419744,12.0
M,0.70724046,0.55,0.195,1.8528792,0.81955886,0.40047348,0.49715143,12.0
I,0.58,0.34285176,0.175,0.4405235,0.29840758,0.23150548,0.21169226,17.0
M,0.615,0.485,0.175,1.1919973,0.47534528,0.25472948,0.37370756,15.0
F,0.515,0.395,0.14,0.60920364,0.25507152,0.14263493,0.18129471,11.0
F,0.58675724,0.51,0.064777315,1.2230074,0.22708914,0.48509163,0.20188193,14.0
F,0.5984709,0.47,0.16,1.0537664,0.44901198,0.23338075,0.29495123,10.0
I,0.4190344,0.1284437,0.06812468,0.06470007,0.04731199,0.05693686,0.056114476,6.0
M,0.57,0.45,0.15,0.95707506,0.41010916,0.21370228,0.26119888,11.0
I,0.78708124,0.09000385,0.085,1.3995028,0.040053196,0.42535627,0.0030099363,26.027157
I,0.5673911,0.13327442,0.15,0.35591352,0.1852641,0.09964559,0.07155931,12.0
I,0.645689,0.09223044,0.15,0.07994588,0.20315996,0.103759706,0.48650432,2.4118285
F,0.595,0.4603247,0.155,1.0176706,0.44042897,0.23236002,0.3006705,10.0
F,0.46706176,0.49414164,0.12,0.78975254,0.47673976,0.73324823,0.008133084,8.0
M,0.57949686,0.4573965,0.15361278,0.9250017,0.40919608,0.20539166,0.27473462,11.0
F,0.29310906,0.57657397,0.16,1.1810669,0.48776132,0.21375948,0.27098253,8.0
F,0.27560028,0.21089987,0.07100656,0.10392995,0.029520724,0.027081773,0.032987453,9.0
I,0.11002055,0.090000786,8.577078e-06,0.008,0.002500939,0.0005,0.003,2.0085938
F,0.67620283,0.385,0.195,0.8729886,0.6184794,0.3198454,0.35653642,11.0
M,0.17455448,0.20928018,0.15,1.8599666,0.3738783,0.2897645,0.52108645,10.0
F,0.5563783,0.43469405,0.145,0.8403445,0.36737916,0.187475,0.23720238,9.0
I,0.4244598,0.32470703,0.11,0.35457307,0.15955435,0.07408322,0.11035274,8.0
F,0.6,0.3000627,0.20512266,0.5958757,0.0025334856,0.1588468,0.4378046,9.0
M,0.112766795,0.6334151,0.17866158,0.02128837,0.01331637,0.2650236,0.60389054,2.8843718
M,0.61,0.47652495,0.165,1.1234622,0.4671983,0.24345261,0.3365956,12.0
F,0.42316884,0.5338486,0.15,0.60134107,0.18330327,0.05181278,0.081552126,9.0
I,0.6789139,0.325,0.195,0.008221174,0.19024289,0.020609684,0.04909789,8.0
F,0.66132736,0.5358153,0.20647371,1.3510634,0.74747616,0.38119987,0.31052634,10.0
M,0.45431915,0.46119785,0.115,1.0112574,0.23736951,0.10704305,0.3683419,12.0
F,0.13393487,0.41,0.016316133,0.8081624,0.03666233,0.094265476,0.023524601,8.0
F,0.57,0.35107067,0.15,0.873162,0.30626932,0.10731488,0.13968009,13.0
M,0.54,0.32266837,0.145,0.074848026,0.021337116,0.036285337,0.13008301,6.2252426
F,0.48836842,0.56252116,0.07948752,1.7010869,0.5099381,0.56083477,0.06564748,11.0
M,0.62358516,0.5,0.175,1.1922362,0.49129876,0.24656355,0.37677813,12.0
M,0.62,0.485,0.165,1.1659819,0.50788534,0.2567459,0.3302542,10.0
M,0.61,0.47548166,0.16430143,1.1134838,0.48221457,0.24380976,0.31734747,11.0
F,0.5694161,0.2907506,0.14,0.74465626,0.21945739,0.10051849,0.34426126,11.0
F,0.5058059,0.39218763,0.135,0.619442,0.2656249,0.14103438,0.18465671,10.0
M,0.38136622,0.29,0.09792856,0.27450776,0.102915265,0.06026978,0.08541349,9.0
I,0.475,0.36421436,0.11741409,0.481541,0.21849753,0.10384383,0.14138435,8.0
M,0.5635453,0.44,0.15,0.8724205,0.35923368,0.18891437,0.2649616,12.0
M,0.5101327,0.6222179,0.125,1.426578,0.7520187,0.43788677,0.5074131,8.0
I,0.43291742,0.58311903,4.133291e-05,0.12470686,0.22599782,0.04627981,0.14874792,7.0
M,0.535,0.415,0.13969539,0.7381133,0.32272786,0.16149364,0.21383926,10.0
I,0.38883668,0.49,0.0633172,0.41543382,0.3075714,0.09634252,0.27755484,9.0
F,0.70938885,0.55189544,0.195,1.8136047,0.75574434,0.39992607,0.50867623,12.0
F,0.5610252,0.48,0.155,0.67197907,0.24184702,0.20324492,0.27074325,12.0
F,0.585,0.4616595,0.16,1.0198519,0.39898786,0.2203399,0.31316614,14.0
I,0.59469837,0.47,0.16,1.0126041,0.41972408,0.21372685,0.31320465,13.0
M,0.575,0.4206522,0.16,1.0969737,0.37564558,0.20292988,0.3554466,14.840917
F,0.4707474,0.42974302,0.195,0.4269146,0.4717202,0.3623712,0.2733031,7.0
M,0.72147715,0.14567041,0.17,1.2341462,0.45677793,0.13813144,0.099277824,8.0
F,0.15083882,0.1354775,0.115,0.6471612,0.82681996,0.1462676,0.035281498,11.0
F,0.6,0.47212952,0.16,1.0777171,0.45969248,0.23901142,0.3032262,10.0
I,0.54587483,0.43999782,0.14,0.42170942,0.20050423,0.14680575,0.17284341,7.0
I,0.3752324,0.28277186,0.09,0.2569265,0.11836,0.054051552,0.07381383,6.0
I,0.11107298,0.09031795,0.00063339627,0.008006067,0.0025471319,0.00050564756,0.0030114537,2.1196465
M,0.43257517,0.32621616,0.106311,0.38157874,0.16506109,0.08471535,0.11389677,9.0
I,0.1150704,0.0925736,0.003443901,0.008147557,0.0028508918,0.0006306976,0.0031448994,2.291852
I,0.63142216,0.6291854,0.2194405,0.23885249,0.32174942,0.15667136,0.037806906,16.20962
F,0.57,0.45,0.15,0.9529226,0.42465183,0.2384188,0.2723329,9.0
M,0.39042395,0.27794915,0.08,0.3961124,0.14093217,0.05288817,0.07446765,10.342996
F,0.465,0.505,0.6674741,1.6315395,0.6366132,0.23898083,0.24791183,15.0
F,0.6,0.47343856,0.165,1.0823174,0.44271225,0.23742922,0.31781512,12.0
I,0.44,0.3338557,0.105,0.38090125,0.1721657,0.08104783,0.11001857,8.0
M,0.65,0.51134175,0.18,1.4173547,0.61936027,0.30602416,0.40225273,11.0
F,0.8136942,0.64748305,0.86483186,2.8214247,1.4859953,0.73532903,0.97663367,13.189606
I,0.38255343,0.3207381,0.105,0.2589407,0.09651091,0.059318326,0.06605754,7.4003177
I,0.44,0.3358732,0.105,0.38504645,0.17367533,0.0822156,0.11101871,8.0
I,0.53,0.56393933,0.12226691,0.44411176,0.059718367,0.0682383,0.17513339,8.0
M,0.14257576,0.24602173,0.043960318,0.1891908,0.013503307,0.0061093834,0.1103017,4.4221716
M,0.46991858,0.36,0.115,0.5071951,0.23851664,0.11250201,0.14268702,9.0
F,0.47473845,0.3654833,0.125,0.5041738,0.213268,0.11497622,0.15064675,10.0
M,0.52,0.42,0.1048824,1.1213398,0.8173084,0.25668243,0.40429437,9.0
F,0.6471365,0.374563,0.107945204,1.6835808,0.21760172,0.22115675,0.46321952,15.0
F,0.615,0.48,0.1680635,1.1309382,0.47838938,0.26072717,0.32086647,10.0
M,0.36869767,0.325,0.10970215,0.85924345,0.26120454,0.112179756,0.13271347,9.0
M,0.80344594,0.51,0.079638556,0.15443175,0.11126497,0.12705828,0.27324897,21.331686
M,0.13190591,0.09,0.051982928,0.81559134,0.38527137,0.06328895,0.054475125,3.1415648
F,0.61,0.48,0.17,1.1343356,0.4587829,0.24904008,0.34158352,13.0
I,0.3183361,0.09,0.17,0.34798762,0.6910509,0.053669326,0.6087102,9.0
M,0.625,0.49,0.17,1.2061118,0.52584,0.26356933,0.34201968,10.0
F,0.68969077,0.44121328,0.17,0.9207137,0.35359144,0.19430798,0.31262612,12.82428
F,0.58789825,0.4527967,0.07,1.0198995,0.34487742,0.3067186,0.11763478,9.0
F,0.69930685,0.5495663,0.18645385,1.7287285,0.7773212,0.37775365,0.45950678,10.0
M,0.645,0.51757455,0.18972524,1.5237703,0.55813545,0.29177964,0.507254,19.570957
M,0.6696674,0.51,0.18270282,1.4153088,0.34457415,0.23982029,0.1129792,8.0
M,0.59456605,0.46,0.15,0.9830908,0.46596304,0.22280292,0.25103834,9.0
F,0.58348274,0.46,0.16,0.99409753,0.40579945,0.21786302,0.2936248,12.0
M,0.64,0.4593493,0.195,1.1855074,0.9717069,0.3702613,0.41025493,11.0
M,0.14247887,0.32590485,0.165,0.6031489,0.3179316,0.26055136,0.2725101,9.701869
I,0.475,0.42,0.135,0.47378996,0.15853705,0.14646694,0.20230368,7.0
M,0.64,0.51955616,0.18400241,1.3249426,0.5412129,0.30025077,0.4012496,11.0
I,0.11049472,0.09007643,0.00044520607,0.008001933,0.0025316374,0.0005021479,0.003003324,2.0499215
F,0.64668995,0.47025537,0.93477416,0.58007395,1.1219319,0.35659972,0.28486574,12.0
I,0.35442522,0.24052742,0.08,0.1961777,0.08037298,0.045428112,0.072040625,6.0
M,0.14461607,0.28,0.05628473,0.28443676,0.09202291,0.08490285,0.35012436,9.0
F,0.5888602,0.46,0.15330645,0.9949916,0.44866621,0.22215486,0.265,8.0
F,0.46737424,0.3801013,0.14,0.59904504,0.25943398,0.12573192,0.16929802,12.0
M,0.25559318,0.1873089,0.06757344,0.07655727,0.027011134,0.018152481,0.028198758,7.0
I,0.35633564,0.23978241,0.085,0.18024887,0.06821736,0.037427902,0.057549976,7.967665
M,0.585,0.46,0.15838848,1.0060784,0.4170118,0.21690863,0.3026441,12.0
M,0.6499273,0.525,0.190287,1.4027661,0.5341308,0.29422268,0.4252545,14.565711
M,0.565,0.44,0.15385252,0.90403444,0.3954647,0.19192433,0.26244646,11.0
F,0.81403625,0.64645207,1.0336671,2.8227565,1.4860513,0.7542662,0.97217584,13.0
I,0.6197311,0.29097018,0.1,0.5151788,0.49428022,0.16596304,0.031725764,5.0
M,0.4817297,0.37,0.12,0.5294918,0.24430683,0.118723005,0.15454103,9.0
F,0.5419984,0.61928177,0.14,1.0886204,0.5421555,0.1785805,0.48578802,9.0
I,0.11090729,0.090255566,0.0005475577,0.008004949,0.0025411665,0.00050450803,0.0030085386,2.0836902
I,0.23005934,0.17966901,0.060509693,0.056241892,0.024431923,0.013267966,0.016959941,6.0
M,0.11219702,0.09036013,0.0035139364,0.00801213,0.0025820709,0.00051212223,0.0030562684,2.719485
I,0.7821563,0.345,0.995647,0.7883137,0.0380725,0.17004696,0.054387756,12.0
M,0.6974616,0.3718002,0.17789963,0.57947576,0.14702351,0.21356009,0.47143468,15.830395
M,0.63,0.485,0.175,1.1813381,0.60360044,0.2863453,0.30765378,9.0
I,0.16835015,0.12152882,0.033949483,0.020837251,0.008598346,0.004576358,0.0070757186,4.1609197
M,0.6,0.47299814,0.16,1.0727428,0.46328813,0.23390658,0.30425006,10.120207
I,0.2488923,0.18266824,0.060014274,0.0700881,0.031471945,0.015982889,0.020989927,5.0
I,0.28672463,0.455,0.060292054,0.11801939,0.13728422,0.07329656,0.22561023,7.0
