 timedelta, n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares,data_channel,weekday
8.037641,13.0,263.0,0.6062855,1.0,0.7918713,0.0,1.0,1.0,0.0,4.6143765,4.0,-1.0,667.7432,133.88338,15700.0,843300.0,424846.44,1948.5883,3566.7266,2928.5674,1300.0,1278.5724,1295.742,0.09222975,0.13841552,0.7080353,0.123047754,0.06666768,0.0,-0.15907116,0.0,0.014680523,0.0,0.87532073,0.30395627,0.2,0.0,-0.24140558,-0.5,-0.1,0.0,0.0,0.5,0.0,1300.0,5,3
12.743659,9.0,227.0,0.57901645,1.0,0.6106184,16.0,7.0,16.0,0.0,4.7757688,10.0,-1.0,652.42444,174.91974,0.0,843300.0,225169.92,0.0,7658.727,4034.0315,680.8994,266174.06,64072.69,0.020000312,0.72457016,0.020000102,0.436088,0.020000158,0.5458459,-0.39369422,0.009559503,0.054574106,0.0,0.9332562,0.23270115,0.1,0.5,-0.59779346,-1.0,-0.5,0.16666667,-0.2,0.3,0.2,17228.588,1,1
195.0,11.0,196.40874,0.635636,1.0,0.8007593,4.0,2.0,2.0,0.0,4.248701,8.0,-1.0,1800.0,379.61072,6300.0,843300.0,282971.53,2404.742,5664.8345,3495.7356,18099.217,22800.0,24999.154,0.040002257,0.02507528,0.86658317,0.028571611,0.025003,0.43326858,0.07854034,0.02309597,0.015249861,0.6,0.4,0.32363188,0.2,0.5,-0.15881711,-0.299114,-0.039843038,0.0,0.0,0.5,0.0,17911.76,5,3
274.45053,13.0,1878.604,0.39233565,1.0,0.54506445,20.0,20.0,12.0,0.0,4.730119,10.0,-1.0,676.9511,211.12717,5100.0,843300.0,183420.83,1452.7115,4247.406,2716.166,795.0,2400.0,1400.0,0.020000307,0.020000128,0.72204995,0.020000037,0.2036615,0.38090143,0.12021914,0.038789216,0.0071688457,0.8409314,0.1606557,0.27002302,0.0,0.75,-0.22192425,-0.6,-0.05,0.37709054,0.5,0.16666667,0.5,1800.0,5,0
133.0,12.0,246.0,0.514464,1.0,0.64688057,15.0,2.0,2.0,0.0,0.0,5.0,-1.0,811.4963,16.844442,2189.828,843300.0,414478.97,0.0,8891.267,3184.4531,1200.0,2500.0,4500.0,0.38837695,0.040001076,0.020101136,0.04010427,0.77179575,0.44152594,0.32373306,0.033692572,0.011938798,0.6666667,0.26666668,0.4104815,0.0625,1.0,-0.21309727,-0.6,-0.071428575,0.4,0.49451277,0.5,0.3773921,780.8228,4,4
92.357666,9.0,272.50073,0.6845282,1.0,0.82206434,7.0,0.0,1.0,0.0,5.3161907,7.0,-1.0,671.0,193.50298,1500.0,843300.0,209133.58,1007.09454,3401.7988,2062.9446,0.0,0.0,0.0,0.028573902,0.028580008,0.86660624,0.028574036,0.033334497,0.37203175,-0.009885156,0.027125172,0.039658863,0.41524795,0.5903321,0.25361845,0.1,0.5,-0.2150151,-0.6666667,-0.05,0.45454547,0.3,0.08978286,0.2840897,513.1807,5,4
344.38785,4.568461,427.21503,0.5743818,1.0,0.76478934,7.0,0.0,1.0,1.0,4.770524,10.0,-1.0,742.9303,210.79996,2800.0,843300.0,227465.42,1295.587,5310.894,2982.279,0.0,0.0,0.0,0.020003589,0.020003872,0.9195195,0.020000592,0.02002597,0.47570187,0.01646197,0.024531892,0.022741452,0.51459086,0.48902792,0.34341133,0.1,0.7,-0.30796105,-0.6,-0.1,0.0,0.0,0.5,0.0,476.55612,5,1
661.2325,9.0,429.10315,0.54750305,1.0,0.7292242,3.0,2.0,0.0,0.0,4.7304792,6.0,217.0,1700.0,677.16925,3525.4937,617900.0,129891.35,1841.8566,4536.525,3173.2532,1100.0,1400.0,1300.0,0.03333365,0.033335105,0.12532468,0.03333368,0.7417739,0.3674249,0.07111187,0.029870234,0.01735863,0.625,0.375,0.31484082,0.1,0.6,-0.22984175,-0.6,-0.05,0.0,0.0,0.5,0.0,1530.4937,4,1
494.6054,13.0,137.32552,251.7715,1.0,0.9483616,2.0,4.0,0.0,86.97913,4.4578395,4.0,4.0,510.0512,156.74799,17228.205,843300.0,523015.34,2049.2908,3621.6753,3132.5315,971.2506,4400.0,1845.2443,0.040012937,0.06666681,0.066990875,0.86657596,0.040002257,0.60626036,-0.39323884,0.032487094,0.18474513,0.0,0.9883013,0.99269825,0.9994449,0.7,-0.8232817,-1.0,-0.1,0.5,1.0,0.125,1.0,466.47372,1,4
128.0,8.0,578.24097,0.50006586,1.0,0.6076062,15.0,2.0,1.0,0.0,5.0654345,6.0,-1.0,366.9896,235.52596,0.0,843300.0,160969.4,0.0,4646.4414,4348.524,1300.0,2427.5627,5022.1885,0.033760134,0.319159,0.44507134,0.028741142,0.040009625,0.3406202,0.07495917,0.036595054,0.010561115,0.875,0.2,0.0,0.033333335,1.0,-0.23373322,-1.0,-0.05,0.0,0.2,0.5,0.0,2300.0,4,1
133.22124,13.0,440.91116,0.5697491,1.0,0.7311296,12.0,4.0,1.0,1.0,5.1665406,9.0,-1.0,1200.0,389.8196,0.0,843300.0,96172.164,0.0,3446.3687,1714.1366,637.42664,1700.0,1300.0,0.020142768,0.020088648,0.9111083,0.020033702,0.020275313,0.3752855,-0.019104682,0.014647465,0.028063042,0.3076181,0.6666667,0.44329217,0.25,1.0,-0.28017622,-1.0,-0.125,0.5833333,-0.5,0.1,0.5,731.02277,5,0
184.0,13.0,862.89746,0.44595706,1.0,0.6055732,9.0,5.0,1.0,0.0,4.394635,4.0,-1.0,2800.0,403.2496,21862.941,843300.0,334418.66,2469.22,5189.619,3545.2651,1200.0,1900.0,1700.0,0.7191744,0.26962236,0.040063925,0.15719898,0.13213462,0.4633948,0.09660028,0.052942365,0.030953702,0.6315789,0.375,0.3573859,0.05,1.0,-0.29092237,-0.5,-0.075,0.0,0.0,0.5,0.0,1100.0,2,3
471.50006,10.0,484.6014,0.5658931,1.0,0.74833786,12.0,2.0,1.0,0.0,4.5159464,7.0,4.0,488.0,140.59344,0.0,843300.0,207526.45,0.0,3575.7307,2023.3904,936.3063,1300.0,1249.7048,0.02864348,0.44029737,0.028602673,0.66782147,0.028634192,0.6098336,0.03817164,0.07152507,0.053273797,0.5714286,0.42857143,0.4597648,0.05,1.0,-0.42501044,-1.0,-0.071428575,0.1,0.2,0.35,0.15555556,592.1543,1,0
283.0,10.0,158.73238,0.812186,1.0,0.809223,4.0,1.0,0.0,1.0,4.9123144,8.0,-1.0,496.4135,109.552635,6864.8843,843300.0,412948.25,2384.2402,4212.7134,6023.6816,11692.956,2500.0,6600.0,0.025030607,0.040000502,0.03022828,0.88505185,0.025003746,0.5487772,0.26197594,0.0489953,0.0,1.0,0.0,0.46667534,0.5,0.7,0.0,0.0,0.0,0.7,0.25,0.3530874,0.125,1300.0,0,0
449.02792,9.0,7835.107,0.0,1.0,0.0,24.747215,19.747177,35.51524,2.0,4.696473,1.0,-1.0,0.0,-1.0,843300.0,843300.0,654877.75,3603.5273,4040.169,4472.8394,840.61273,5100.0,1881.8461,0.32157016,0.23754108,0.24018729,0.57711023,0.16883002,0.44071877,0.004511702,0.036714725,0.029737234,0.5562445,0.44444445,0.35265186,0.033333335,1.0,-0.4,-1.0,-0.05,0.6,0.5,0.1,0.5,1800.0,0,1
24.0,9.0,156.92189,0.693488,1.0,0.85714287,1.0,1.0,0.0,1.0,4.431359,5.0,-1.0,638.0,170.45914,2300.0,843300.0,272788.8,1094.7474,3407.5312,2154.798,882.318,906.2607,966.80707,0.033337664,0.0334525,0.79999614,0.03339665,0.040001016,0.4536322,-0.39375,0.0,0.1791602,0.0,0.99884516,0.23132513,0.13636364,0.0,-0.40011984,-0.5,-0.05,0.75,-1.0,0.25,1.0,1700.0,5,1
398.07974,12.0,551.7297,0.550433,1.0,0.67559445,39.0,5.0,8.0,0.0,4.765447,8.0,4.0,1300.0,518.68665,3300.0,843300.0,202646.62,1221.1892,3268.4424,2882.3647,1300.0,1200.0,1523.5918,0.4819287,0.028571624,0.7999962,0.028572831,0.025006931,0.39434743,0.19059683,0.027559461,0.011139088,0.72727275,0.27832684,0.43932077,0.1,0.8,-0.34257287,-1.0,-0.071428575,0.24975935,1.0,0.33333334,0.8,2000.0,1,0
731.0,6.0,134.07448,0.785239,1.0,0.89720124,2.0,2.0,0.0,77.56496,4.413625,7.0,217.0,592.75543,434.70346,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1200.0,1200.0,0.028572857,0.028573692,0.028573984,0.89952546,0.025011871,0.938538,0.33116463,0.061229922,0.0072804685,0.8888889,0.11111111,0.5309371,0.4,0.7,-0.59866095,-0.4,-1.0,0.85,0.5,0.25,0.5,454.85767,0,5
489.1908,9.0,921.16736,0.4616461,1.0,0.63407993,8.0,6.0,1.0,0.0,4.775371,4.0,4.0,569.0,172.32004,5400.0,843300.0,289816.5,1327.4111,2908.9265,2185.2,718.70215,2100.0,1400.0,0.040000662,0.04001796,0.8399973,0.040003374,0.040000714,0.36700693,0.06273921,0.026957924,0.017216993,0.6,0.39470342,0.31759462,0.033333335,0.7,-0.23174806,-0.6,-0.05,0.0,0.0,0.5,0.0,661.5323,5,1
307.61792,9.0,290.0,0.6236989,1.0,0.7651099,6.0,4.0,1.0,0.0,4.771117,6.0,-1.0,614.33386,139.9193,21440.998,843300.0,333657.8,2820.1565,3518.2878,3332.5713,477.40018,7357.5986,3150.0,0.033333864,0.03333343,0.5807078,0.03333384,0.48218393,0.420325,0.18256693,0.06497848,0.008548136,0.875,0.11111111,0.3310543,0.1,0.8,-0.4249897,-0.5,-0.3,0.067030355,-0.17898029,0.43504852,0.13636364,2100.0,4,0
394.0,6.0,240.0,0.62434685,1.0,0.82209355,5.0,2.0,1.0,0.0,5.1541452,7.0,-1.0,1400.0,535.84674,0.0,843300.0,179315.92,0.0,3558.1836,2517.9016,1300.0,1300.0,1727.2087,0.8110009,0.02857559,0.03333407,0.028571926,0.025263077,0.46947804,0.16244522,0.07089096,0.02543094,0.73391515,0.28,0.32673427,0.05,0.7,-0.16181912,-0.1875,-0.1,0.0,0.0,0.5,0.0,1400.0,2,0
265.7689,6.0,558.7005,0.4674789,1.0,0.6211518,12.0,6.0,1.0,1.0,4.796479,7.0,-1.0,645.8975,235.55731,4200.0,843300.0,191274.92,1349.695,3573.6345,2245.2336,644.4098,2700.0,1514.5266,0.028571669,0.025162704,0.6323282,0.028690308,0.2703506,0.36706844,0.086083874,0.019583512,0.008917765,0.6956522,0.30769232,0.30619818,0.1,0.6,-0.16220437,-0.3,-0.1,0.0,0.0,0.5,0.0,1800.0,5,4
107.0,7.0,0.0,0.61397237,1.0,0.89571244,6.0,5.0,0.0,45.05234,4.8086853,7.0,-1.0,485.8771,139.48431,36600.0,843300.0,331972.88,3519.7642,3306.7056,5007.22,30181.387,6300.0,9690.855,0.020027459,0.54033375,0.028571917,0.033334274,0.3946856,0.47739133,0.32027584,0.056596596,0.008983373,0.8283987,0.1764706,0.510459,0.13636364,0.9,0.0,-0.16666667,0.0,0.2984929,-0.16666667,0.5,0.6,2600.0,4,4
155.3058,11.0,1468.3411,0.4574327,1.0,0.64023376,13.0,5.0,1.0,1.0,4.6989107,7.0,-1.0,621.1805,213.10268,4388.6406,843300.0,247591.25,1475.1787,3431.1345,2432.3403,917.61096,7155.598,2800.0,0.23471487,0.02864475,0.66994154,0.03333474,0.04000354,0.39757702,0.111908436,0.045236215,0.014329177,0.78980124,0.21875,0.3,0.0,0.8,-0.23475069,-1.0,-0.05,0.45454547,0.0,0.16666667,0.078437455,10485.231,5,4
373.98672,12.0,336.00107,0.49074557,1.0,0.6203644,10.0,2.0,21.0,0.0,4.6530085,7.0,-1.0,538.0864,137.87001,5700.0,843300.0,269100.5,1865.7782,3415.3613,3490.9424,1267.1887,1500.0,0.0,0.028573629,0.03342068,0.02857192,0.03333408,0.86665845,0.38989913,0.08134269,0.037845075,0.008620607,0.9,0.19621332,0.21424662,0.1,0.25,-0.21726097,-0.25,-0.15539071,0.0,0.0,0.5,0.0,1000.0,4,1
720.0272,2.629951,1010.0564,0.46685666,1.0,0.64443076,25.0,0.0,1.0,0.0,4.7682505,8.0,217.0,716.66754,491.99826,0.0,51900.0,22982.832,0.0,3275.5452,1658.9369,0.0,0.0,0.0,0.8393578,0.17840236,0.028571825,0.025690133,0.025009044,0.4485812,0.20735787,0.07317303,0.007022551,0.9230769,0.07908312,0.3393373,0.033333335,1.0,-0.38199353,-0.71428573,-0.125,0.0,0.0,0.5,0.0,1400.0,2,0
126.0,12.0,560.1685,0.737638,1.0,0.6366355,5.0,3.0,0.0,1.0,4.2578125,8.0,-1.0,976.74493,237.46872,12481.552,843300.0,338328.16,1109.1708,6859.1826,5260.016,2200.0,9485.356,9510.817,0.9269944,0.4475892,0.02505245,0.033333704,0.025353806,0.5799303,0.17772812,0.03750581,0.015327564,0.49600095,0.23076923,0.33767673,0.13636364,0.5,-0.2823582,-0.9,-0.05,0.0,-0.125,0.5,0.0,2100.0,5,3
42.23473,11.0,675.6229,0.41894677,1.0,0.5781332,8.0,5.0,15.0,0.0,4.675643,4.0,-1.0,0.0,-1.0,139710.19,843300.0,365340.53,2775.5332,3277.03,4045.5652,0.0,1400.0,1200.0,0.02631911,0.31662995,0.79999477,0.040003397,0.033334315,0.46131703,-0.0072410153,0.020574702,0.017712729,0.4726469,0.5,0.34692124,0.0625,1.0,-0.2,-0.8,-0.125,0.0,0.2,0.15,0.1,586.5154,5,2
588.0,8.0,1550.4174,0.43324685,1.0,0.6195297,19.0,0.0,1.0,0.0,4.3566275,10.0,4.0,1500.0,432.57935,4200.0,690400.0,200074.14,2171.7424,5318.1743,3808.0242,0.0,0.0,0.0,0.02084227,0.020012427,0.022238277,0.020005722,0.86660117,0.5139127,0.0722546,0.048456337,0.023736902,0.6735851,0.33333334,0.35338083,0.05,1.0,-0.43663767,-1.0,-0.05,0.0,0.0,0.5,0.0,1700.0,4,2
114.37889,11.0,109.99569,0.5737971,1.0,0.7053774,132.79884,2.0,1.0,1.0,4.664624,3.0,-1.0,0.0,-1.0,0.0,843300.0,276522.7,0.0,0.0,4714.5635,1500.0,9900.0,32795.625,0.8665326,0.033355754,0.028572263,0.02871188,0.21047094,0.40629283,-0.028378543,0.048365433,0.016221061,0.89603704,0.3809524,0.34063196,0.1,0.0,-0.75791395,-0.3,-0.125,0.0,0.25,0.5,0.0,1500.0,0,5
253.5064,14.0,472.24255,0.5994807,1.0,0.77404964,20.903574,6.0,1.0,0.0,4.778176,3.0,-1.0,440.0,114.99764,100300.0,843300.0,393447.5,3149.5918,3588.21,3351.3643,739.71515,1600.0,1200.0,0.1738527,0.6349378,0.20001675,0.14960727,0.050113462,0.42272648,0.01436932,0.029055098,0.023450134,0.5537679,0.44856158,0.363617,0.033333335,1.0,-0.40407035,-0.7,-0.1,0.4,0.2,0.142668,0.1875,572.2186,1,0
345.0,10.0,551.6495,0.518178,1.0,0.6481429,18.0,2.0,1.0,3.0,4.69602,6.0,-1.0,620.0,130.19963,0.0,843300.0,373198.7,0.0,4184.7056,2387.9585,2000.0,1700.0,1756.39,0.6899101,0.033334646,0.03346035,0.050286733,0.05000101,0.6011057,0.19352473,0.053268578,0.01309663,0.7966374,0.18724062,0.37817243,0.05,0.8,-0.3651877,-0.6,-0.1,0.45454547,-0.2,0.13397573,0.2,1300.0,2,1
289.9623,7.0,575.59174,0.4775781,1.0,0.62599087,32.0,0.0,1.0,0.0,4.3537993,9.0,-1.0,604.93036,212.64192,0.0,843300.0,185748.92,0.0,8427.313,3880.9192,0.0,0.0,0.0,0.025000494,0.24082981,0.025000371,0.12852226,0.28651288,0.6869464,0.013407209,0.057285424,0.04788427,0.5496876,0.4515865,0.43113807,0.1,1.0,-0.44319397,-0.7,-0.1875,0.0,0.6,0.5,0.65410435,1300.0,0,3
412.28854,13.0,229.44905,0.54497415,1.0,0.6923077,4.0,2.0,0.0,0.0,4.439599,9.0,-1.0,548.0,212.8306,0.0,843300.0,191419.34,0.0,3479.1028,2564.9917,750.407,6385.9526,6837.302,0.025006345,0.022262031,0.028571565,0.022222435,0.7999681,0.49684197,0.2887616,0.045692544,0.008202056,0.8488968,0.11767591,0.5118254,0.1,1.0,-0.125,-0.1875,-0.1,0.0,0.25,0.5,0.0,884.5496,4,2
246.1951,8.0,266.32736,0.67804813,1.0,0.78638554,4.0,2.0,1.0,0.0,4.616121,10.0,-1.0,875.5621,123.13324,0.0,843300.0,242356.27,633.80457,3550.4897,2257.232,4100.0,2700.0,1762.6696,0.040000148,0.020014545,0.91998357,0.020481339,0.050000414,0.0,-0.01541633,0.0093095545,0.0157937,0.33333334,0.56897765,0.2606734,0.13636364,0.0,-0.22692528,-0.5,-0.1,0.0,0.0,0.5,0.0,2500.0,5,4
644.0,10.0,861.1946,0.5045483,1.0,0.7442895,8.0,3.0,1.0,1.0,4.7898617,8.0,4.0,2100.0,649.6769,1800.0,617900.0,208435.44,1248.3221,5977.005,3214.7627,1400.0,1900.0,1790.7222,0.19926496,0.02857167,0.6556298,0.025248379,0.040000062,0.49859387,0.18549913,0.057181858,0.01143783,0.83211696,0.16666667,0.37289926,0.1,1.0,-0.36666667,-1.0,-0.05,0.6414021,0.3,0.10418449,0.3,2000.0,5,3
290.94122,10.0,283.06134,0.7736874,1.0,0.60407925,6.0,3.0,0.0,0.0,4.9160185,8.0,-1.0,700.447,277.6762,12900.0,843300.0,544035.1,1200.0,8252.6045,2879.385,1100.0,5375.3794,31897.656,0.040001016,0.03407501,0.3413039,0.025000535,0.03158109,0.39332983,0.09708139,0.034209307,0.013888515,0.62958246,0.42857143,0.48550916,0.1,0.6,-0.20072094,-0.1875,-0.05,0.0,0.25,0.5,0.0,1400.0,0,5
492.0,9.0,136.53754,0.7555145,1.0,0.88756055,5.0,2.0,0.0,0.0,4.764648,10.0,4.0,594.96875,205.08955,0.0,843300.0,123421.72,0.0,3533.0454,2141.9465,5900.0,5500.0,5900.0,0.020000521,0.020000821,0.02000015,0.020000083,0.92356616,0.52712965,0.411066,0.040872194,0.0,1.0,0.0,0.5498925,0.5,0.7,-0.19861336,0.0,-0.3,0.1548848,0.0,0.3,0.0,1300.0,4,0
279.0,9.0,352.4519,0.49255642,1.0,0.5931622,4.0,2.0,5.0,0.0,4.773703,9.0,-1.0,634.61145,212.56534,12515.34,843300.0,318395.06,2636.139,5330.5264,3491.1292,3200.0,2923.9016,2983.638,0.79872173,0.022223525,0.02222413,0.02223252,0.3022478,0.43816668,0.15109223,0.050736427,0.0063863583,0.89084256,0.10526316,0.2856442,0.1,0.6,-0.24729185,-0.4,-0.16666667,0.5,0.35575944,0.16666667,0.4,2000.0,2,2
350.71426,11.0,261.047,0.5365555,1.0,0.73866886,10.0,4.8354044,17.0,0.0,0.0,6.0,4.0,502.0,281.2401,0.0,843300.0,179762.0,0.0,3359.4944,2971.3982,54.78826,13900.0,3600.0,0.028573105,0.041842196,0.83999187,0.028571717,0.028571527,0.4481469,0.19206841,0.06806383,0.01353888,0.7647059,0.23783515,0.299306,0.05,1.0,-0.23570952,-0.5,-0.125,0.0,0.0,0.5,0.0,456.99142,5,4
218.36113,10.0,154.4996,0.6786173,1.0,0.7907136,6.0,7.0,0.0,1.0,5.2381816,8.0,-1.0,1400.0,349.38034,3200.0,843300.0,276493.6,1816.4729,4154.944,3055.1035,1300.0,4600.0,2685.0864,0.025091639,0.025010033,0.02857178,0.025018655,0.8996139,0.38135007,0.12528698,0.032082677,0.0,1.0,0.0,0.18752864,0.1,0.5,0.0,0.0,0.0,0.29089764,0.26666668,0.20644456,0.28580913,1100.0,4,2
499.1276,10.0,354.50357,0.617567,1.0,0.60596645,5.0,2.0,0.0,0.0,4.6270003,8.0,4.0,380.37463,98.207344,0.0,843300.0,137454.73,0.0,2749.752,2086.2632,3000.0,6456.3916,7800.0,0.028572492,0.028571602,0.022271236,0.050000522,0.7713067,0.38696882,0.116123445,0.023612717,0.0062497566,0.7307692,0.25,0.19511566,0.13636364,0.1595551,-0.2767028,-1.0,-0.16666667,0.0,0.0,0.5,0.0,805.8603,4,1
304.64053,12.0,347.0,0.5576875,1.0,0.7097944,9.0,4.0,12.0,0.0,4.558474,8.0,-1.0,636.1356,285.38144,0.0,843300.0,235671.48,0.0,3847.3076,2843.7114,804.41907,5913.1577,2508.468,0.040001236,0.02502264,0.028579894,0.028573994,0.70115167,0.4751024,0.08792927,0.033075567,0.016293682,0.5573113,0.42857143,0.41951022,0.16,0.7,-0.24679497,-0.6,-0.05,0.0,0.5,0.5,0.0,1700.0,2,0
249.70029,6.0,202.0,0.5480964,1.0,0.57643896,8.0,3.0,16.0,0.0,5.300212,7.0,-1.0,321.6069,103.721436,28438.385,843300.0,408431.84,2912.2341,5879.2793,4259.711,1500.0,1700.0,1613.4891,0.028860385,0.21600983,0.028620208,0.6815526,0.033333506,0.4447326,0.12595339,0.0332605,0.009442887,0.7839419,0.22222222,0.26685792,0.16311161,0.5,-0.29773897,-0.6,-0.15555556,0.0,0.0,0.5,0.0,1100.0,0,3
238.26715,7.0,683.60864,0.42607132,1.0,0.5865305,10.0,2.0,1.0,0.0,4.51188,7.0,-1.0,768.0,197.44205,0.0,843300.0,202473.75,0.0,4648.864,4429.587,4000.0,8690.2,4200.0,0.03333783,0.022224866,0.025002433,0.033388823,0.8663359,0.44151685,0.25163335,0.053752493,0.011203045,0.7222222,0.22216782,0.82686824,0.05,1.0,-0.16666667,0.0,-0.1,0.8,0.2975137,0.16666667,0.25,6300.0,0,3
