age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
19.0, Private,311799.16, Some-college,10.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,29977.988, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,119834.85, Masters,5.0, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
33.0, Private,233370.88, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,37.0, United-States, <=50K
17.0, Private,428641.4, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,4.4517155, United-States, <=50K
25.0, Private,28815.158, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
27.0, Private,214424.1, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
24.0, Private,107931.06, Preschool,1.0, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0.0,0.0,42.532486, Laos, <=50K
23.0, Private,285944.38, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
56.0, Private,26526.865, HS-grad,2.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,424099.22, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
49.0, Private,199631.72, HS-grad,13.0, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K
29.0, Private,311045.38, HS-grad,6.0, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,401597.28, 11th,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,42.0, United-States, <=50K
28.0, Private,39587.73, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,92064.73, HS-grad,9.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,591290.56, Some-college,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,200417.33, 7th-8th,2.0, Married-civ-spouse, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,315928.03, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
72.637474, Private,145003.34, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,83.641, United-States, >50K
46.0, Private,29203.23, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
19.0, Private,323145.12, Bachelors,9.0, Married-civ-spouse, Armed-Forces, Husband, White, Male,0.0,0.0,70.0, United-States, <=50K
67.0, Private,199677.67, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
64.0, Local-gov,394232.97, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,99.0, United-States, <=50K
59.0, Private,245719.14, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,1971.4054,0.0,50.0, United-States, <=50K
20.0, Private,88740.43, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Self-emp-not-inc,225136.89, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,305649.7, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Mexico, <=50K
38.0, Private,50252.957, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
64.0, Private,244984.42, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Self-emp-not-inc,38250.848, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, State-gov,177631.48, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
56.0, Private,270301.72, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,283183.66, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,57.389065, United-States, >50K
57.0, Local-gov,99062.88, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, State-gov,184896.97, 7th-8th,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
46.0, Private,98102.58, 9th,10.0, Married-civ-spouse, ?, Other-relative, White, Male,0.0,0.0,60.0, United-States, <=50K
19.0, Private,143818.69, 7th-8th,3.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0.0,0.0,1.6284738, Mexico, <=50K
39.0, Private,175989.7, 12th,3.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Self-emp-inc,119943.32, HS-grad,8.0, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,50.0, United-States, <=50K
25.0, Private,28964.219, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,74.31733, United-States, <=50K
45.0, Private,267998.4, HS-grad,9.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,60.0, United-States, <=50K
46.0, Local-gov,193774.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States, >50K
22.0, Self-emp-inc,341792.47, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
27.0, Private,68768.28, 10th,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,32012.947, Bachelors,13.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, ?,101733.41, HS-grad,9.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,2.256574, United-States, <=50K
22.0, Self-emp-not-inc,377996.75, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,42.0, United-States, <=50K
40.0, Private,124907.484, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
25.0, Federal-gov,33525.36, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
29.0, Private,155103.77, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,189340.22, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
36.0, Private,33258.91, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,448370.6, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, State-gov,185045.19, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,257005.94, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,198919.28, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,32442.154, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,84.0, United-States, <=50K
53.0, Private,175956.4, HS-grad,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
20.0, Private,40998.375, Some-college,10.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,160798.9, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,163499.03, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,214177.19, 12th,11.0, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,25.0, United-States, <=50K
49.0, Private,154259.92, Some-college,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Local-gov,131639.22, Assoc-acdm,13.0, Separated, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
20.0, ?,50603.28, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,201192.94, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
22.0, Private,221294.97, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,65.0, United-States, <=50K
24.0, Private,582883.2, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,263727.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,64426.67, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,287810.25, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,291342.5, Some-college,10.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, Honduras, <=50K
27.403513, Private,154524.23, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,262424.62, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Self-emp-inc,117115.58, Bachelors,13.0, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Self-emp-inc,164369.72, 11th,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
68.0, Private,189599.42, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
23.0, Private,120224.48, Bachelors,15.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,336489.38, HS-grad,9.0, Married-civ-spouse, Other-service, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,457438.1, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
61.257824, Private,193312.22, Masters,14.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,208313.08, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,2.9842517, United-States, >50K
17.0, Private,112447.37, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,3.3162072, United-States, <=50K
34.0, Private,149427.81, Assoc-acdm,16.0, Married-civ-spouse, Sales, Not-in-family, White, Male,0.0,0.0,47.431507, United-States, <=50K
33.0, Private,31319.615, 11th,13.0, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,109014.484, HS-grad,9.0, Separated, Sales, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
64.0, Private,169647.8, 10th,6.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,35.0, United-States, <=50K
22.0, Self-emp-inc,145361.77, 1st-4th,10.0, Married-civ-spouse, Armed-Forces, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,223278.86, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
17.0, Private,40855.14, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.519815, United-States, <=50K
31.0, Self-emp-not-inc,182858.9, Bachelors,13.0, Never-married, Priv-house-serv, Not-in-family, White, Male,0.0,0.0,20.0, United-States, <=50K
26.0, Local-gov,33672.75, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,48.0, United-States, <=50K
19.0, Private,377763.53, 10th,6.3534837, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Mexico, <=50K
36.0, Private,129585.67, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, State-gov,349188.28, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
55.0, Private,171358.02, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,6.0, United-States, <=50K
32.0, Private,280011.6, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,203568.53, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,132752.27, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,62188.918, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
28.0, Private,260734.61, Prof-school,7.0, Divorced, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, State-gov,197736.53, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Private,186671.22, Some-college,10.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,38.0, United-States, >50K
26.434988, Private,210814.02, 12th,9.0, Married-civ-spouse, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
67.0, Private,198704.56, Some-college,10.0, Widowed, Craft-repair, Other-relative, Black, Female,0.0,0.0,40.0, United-States, <=50K
20.0, Private,188732.33, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
69.0, ?,183257.11, 7th-8th,2.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,67755.88, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, >50K
37.0, Private,185604.5, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Male,7688.0,0.0,37.0, United-States, <=50K
90.0, Private,75852.3, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,202070.44, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Private,695894.6, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
40.0, Private,173777.3, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,132550.62, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
49.0, Private,234751.81, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?, <=50K
74.0, Private,108382.445, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
21.0, Private,94264.93, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,180049.77, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
63.0, Private,20997.104, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,86.07092, United-States, <=50K
20.0, Local-gov,325186.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Self-emp-not-inc,322168.12, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,151754.75, Assoc-acdm,13.0, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,65.0, United-States, <=50K
25.0, Private,219854.6, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Private,173011.62, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,117741.45, Assoc-voc,11.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, Jamaica, <=50K
38.0, Private,288306.94, 10th,13.0, Never-married, Priv-house-serv, Not-in-family, White, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
28.0, Private,57158.13, 7th-8th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
67.69623, Local-gov,431232.2, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,306078.28, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.094572, United-States, <=50K
29.0, Private,246695.48, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,108269.09, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,43742.996, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,4.877568, United-States, <=50K
18.0, ?,118655.94, HS-grad,9.0, Never-married, ?, Not-in-family, White, Male,0.0,1898.2921,1.5083226, United-States, <=50K
43.0, Private,158716.12, Some-college,10.0, Never-married, Priv-house-serv, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
28.0, Private,241355.2, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,164174.81, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,180674.53, 9th,12.0, Married-civ-spouse, Sales, Unmarried, White, Female,0.0,0.0,60.0, United-States, >50K
27.0, Self-emp-not-inc,22086.496, Bachelors,15.0, Divorced, Tech-support, Not-in-family, White, Male,0.0,0.0,10.0, United-States, <=50K
35.0, Private,177486.11, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,137235.06, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,56.716576, United-States, >50K
21.0, Private,173969.55, 7th-8th,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,95569.4, 12th,2.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,35.51831, United-States, <=50K
56.0, Private,76333.93, 1st-4th,2.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, Private,31847.16, Bachelors,13.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
63.0, Private,172080.9, Doctorate,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, Nicaragua, <=50K
38.0, Private,144832.83, Some-college,10.0, Divorced, Priv-house-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
66.0, Private,171912.86, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,27.127604, United-States, <=50K
32.0, Private,122039.67, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
18.0, Private,503220.88, Assoc-voc,11.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,2.3767273, United-States, <=50K
24.0, Private,221247.95, 12th,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
46.0, Self-emp-inc,24515.537, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
79.47843, ?,186222.14, Bachelors,13.0, Never-married, ?, Not-in-family, Black, Female,0.0,0.0,16.0, United-States, <=50K
42.0, Private,175949.61, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,84164.25, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
72.0, Self-emp-not-inc,133540.77, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
28.0, Private,186104.16, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
53.0, State-gov,79937.8, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0.0,0.0,43.87928, Honduras, <=50K
41.0, Private,36842.445, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,242062.64, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
43.0, Self-emp-inc,333371.47, 5th-6th,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
33.0, Private,105124.24, HS-grad,6.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,109634.945, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2410.9856,1.2465094, United-States, >50K
48.0, Private,121178.38, Some-college,10.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,3.013558, United-States, <=50K
44.0, Private,36145.34, Assoc-acdm,12.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,20.0, United-States, <=50K
75.28146, Private,35836.004, Some-college,10.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
20.0, Private,156903.17, HS-grad,9.0, Separated, Exec-managerial, Other-relative, White, Male,0.0,0.0,45.0, United-States, <=50K
31.0, Private,273211.38, HS-grad,7.0, Married-AF-spouse, Sales, Own-child, White, Female,0.0,0.0,48.0, United-States, <=50K
90.0, ?,111181.22, Bachelors,13.0, Widowed, ?, Not-in-family, White, Female,15114.654,0.0,1.0, United-States, >50K
29.0, Private,250271.0, Prof-school,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Honduras, >50K
19.0, Private,25392.367, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,328481.62, Masters,15.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,50.0, United-States, <=50K
68.0, Private,301153.84, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,70.0, United-States, >50K
28.0, Private,107703.85, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
57.0, Private,224590.4, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,14.034957, United-States, <=50K
24.0, Private,161088.69, Some-college,10.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,52.0, Honduras, <=50K
19.0, Private,277707.9, HS-grad,9.0, Never-married, Sales, Own-child, Black, Female,0.0,0.0,30.0, United-States, <=50K
