workclass,fnlwgt,education,education.num,marital.status,relationship,race,sex,capital.loss,hours.per.week,income
 Private,241355.2, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,164174.81, HS-grad,9.0, Never-married, Unmarried, White, Male,0.0,40.0, <=50K
 Private,180674.53, 9th,12.0, Married-civ-spouse, Unmarried, White, Female,0.0,60.0, >50K
 Self-emp-not-inc,22086.496, Bachelors,15.0, Divorced, Not-in-family, White, Male,0.0,10.0, <=50K
 Private,177486.11, HS-grad,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,137235.06, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,56.716576, >50K
 Private,173969.55, 7th-8th,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,95569.4, 12th,2.0, Never-married, Own-child, White, Female,0.0,35.51831, <=50K
 Private,76333.93, 1st-4th,2.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,31847.16, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,172080.9, Doctorate,6.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Private,144832.83, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,171912.86, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,27.127604, <=50K
 Private,122039.67, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, >50K
 Private,503220.88, Assoc-voc,11.0, Never-married, Own-child, White, Male,0.0,2.3767273, <=50K
 Private,221247.95, 12th,10.0, Married-civ-spouse, Husband, White, Female,0.0,40.0, <=50K
 Self-emp-inc,24515.537, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 ?,186222.14, Bachelors,13.0, Never-married, Not-in-family, Black, Female,0.0,16.0, <=50K
 Private,175949.61, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,84164.25, Some-college,10.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,133540.77, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, >50K
 Private,186104.16, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 State-gov,79937.8, Bachelors,13.0, Married-civ-spouse, Unmarried, White, Male,0.0,43.87928, <=50K
 Private,36842.445, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,242062.64, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Self-emp-inc,333371.47, 5th-6th,15.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, >50K
 Private,105124.24, HS-grad,6.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,109634.945, Masters,14.0, Married-civ-spouse, Husband, White, Male,2410.9856,1.2465094, >50K
 Private,121178.38, Some-college,10.0, Married-civ-spouse, Wife, White, Female,0.0,3.013558, <=50K
 Private,36145.34, Assoc-acdm,12.0, Married-civ-spouse, Husband, Black, Male,0.0,20.0, <=50K
 Private,35836.004, Some-college,10.0, Widowed, Unmarried, White, Female,0.0,40.0, <=50K
 Private,156903.17, HS-grad,9.0, Separated, Other-relative, White, Male,0.0,45.0, <=50K
 Private,273211.38, HS-grad,7.0, Married-AF-spouse, Own-child, White, Female,0.0,48.0, <=50K
 ?,111181.22, Bachelors,13.0, Widowed, Not-in-family, White, Female,0.0,1.0, >50K
 Private,250271.0, Prof-school,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,25392.367, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,328481.62, Masters,15.0, Widowed, Unmarried, White, Female,0.0,50.0, <=50K
 Private,301153.84, Doctorate,16.0, Married-civ-spouse, Husband, White, Male,0.0,70.0, >50K
 Private,107703.85, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,224590.4, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,14.034957, <=50K
 Private,161088.69, Some-college,10.0, Never-married, Other-relative, White, Male,0.0,52.0, <=50K
 Private,277707.9, HS-grad,9.0, Never-married, Own-child, Black, Female,0.0,30.0, <=50K
 ?,44784.99, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,1.106154, <=50K
 Private,125923.38, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,40.0, <=50K
 Private,33285.293, Masters,14.0, Divorced, Not-in-family, White, Male,0.0,75.0, <=50K
 Private,44551.043, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,26539.059, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,99002.086, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,166642.02, Assoc-acdm,9.0, Never-married, Own-child, White, Male,0.0,6.5815086, <=50K
 Private,270061.06, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,44762.48, 5th-6th,1.0, Never-married, Other-relative, White, Male,0.0,40.0, <=50K
 Local-gov,39771.277, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,243342.33, Masters,13.0, Married-AF-spouse, Unmarried, White, Female,0.0,25.0, >50K
 Private,238517.12, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Private,233669.2, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Self-emp-not-inc,162964.0, Bachelors,13.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,210998.95, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,60.0, <=50K
 Private,50429.83, Bachelors,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,20862.93, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,40.0, >50K
 Private,63964.523, 11th,7.0, Never-married, Own-child, White, Female,0.0,8.0, <=50K
 Private,261076.38, HS-grad,9.0, Divorced, Own-child, White, Female,0.0,99.0, <=50K
 Private,207830.06, Bachelors,13.0, Never-married, Other-relative, White, Female,0.0,40.0, <=50K
 Private,78244.08, Bachelors,13.0, Never-married, Wife, White, Male,0.0,30.0, <=50K
 Private,598559.1, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,117938.43, Bachelors,14.0, Never-married, Not-in-family, White, Male,0.0,74.68578, <=50K
 Private,198589.48, 7th-8th,2.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,374906.16, Some-college,9.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,60511.008, Some-college,13.0, Married-civ-spouse, Own-child, White, Male,0.0,40.0, <=50K
 Private,157630.33, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,200701.67, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,55.92296, <=50K
 Private,21232.592, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,80.0, >50K
 Local-gov,223596.38, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,55.0, <=50K
 Private,228268.1, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,4.775024, <=50K
 State-gov,266122.66, HS-grad,9.0, Separated, Unmarried, Black, Female,0.0,40.0, <=50K
 Private,422282.06, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,267400.84, Bachelors,6.0, Married-civ-spouse, Own-child, White, Male,0.0,60.0, <=50K
 Private,110632.08, HS-grad,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,204602.73, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,83.39017, >50K
 Private,162480.64, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,343712.5, 5th-6th,3.0, Separated, Unmarried, Black, Female,0.0,40.243675, <=50K
 Private,245773.33, 1st-4th,2.6365921, Married-civ-spouse, Husband, White, Male,0.0,70.0, <=50K
 Private,113197.766, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,143065.94, Some-college,10.0, Widowed, Unmarried, White, Male,0.0,40.0, <=50K
 Private,29406.598, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,217666.22, 12th,4.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,125344.95, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,361766.94, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,22925.424, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Local-gov,107276.02, Prof-school,15.0, Never-married, Own-child, White, Male,0.0,99.0, <=50K
 Private,108205.484, Assoc-voc,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,224032.0, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, >50K
 Private,161154.34, 11th,5.0, Never-married, Not-in-family, White, Male,0.0,18.0, <=50K
 ?,160008.2, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,77869.766, Some-college,10.0, Widowed, Unmarried, White, Male,0.0,1.0, <=50K
 Private,103913.94, Some-college,11.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,506447.12, Bachelors,11.0, Married-civ-spouse, Not-in-family, Black, Female,0.0,44.0, <=50K
 Private,125521.04, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 State-gov,219055.67, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,96.79339, <=50K
 Private,28080.516, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,24283.244, 10th,16.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,79068.85, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,8.0, <=50K
 Private,202758.84, HS-grad,3.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,23108.268, 10th,4.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,87457.984, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,122733.984, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,58.1728, >50K
 Private,42187.17, HS-grad,9.0, Divorced, Unmarried, White, Female,1977.0,40.0, <=50K
 Private,211442.53, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,447935.34, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,53348.94, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,136234.34, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,37.46477, <=50K
 Local-gov,186822.12, Bachelors,10.0, Married-civ-spouse, Own-child, White, Male,0.0,50.0, <=50K
 Self-emp-not-inc,200606.7, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Self-emp-not-inc,307185.8, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,186817.4, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,308273.72, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,50.0, <=50K
 Private,366886.94, Bachelors,16.0, Married-civ-spouse, Wife, White, Male,0.0,60.0, <=50K
