Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.7266381,0.6299988,0.15082909,0.92396057,0.07578637,0.75988436,0.20028475,14.397626
I,0.078971155,0.6299609,1.13,1.2718806,0.3738592,0.38069543,0.5346289,9.0
M,0.08108617,0.2902485,1.1248624,0.64779454,0.6066446,0.002338546,0.39805254,9.0
I,0.7957808,0.52512354,3.706803e-05,1.7104182,0.6301503,0.23394154,0.5531399,7.0
M,0.73106045,0.5,1.1299776,0.005226773,0.120793104,0.35566312,0.0019371852,29.0
I,0.40474942,0.05535136,0.135,0.0042674523,0.14489278,0.00051972293,0.11291905,9.0
M,0.605,0.055,0.07,2.819401,0.6286469,0.3458221,0.28615716,22.233387
F,0.515,0.6131869,0.055346012,2.7914975,0.5158751,0.18684256,0.5449562,1.0014383
I,0.64,0.62996966,6.504203e-06,0.9920913,0.4602346,0.101677686,0.45045307,8.0
F,0.615,0.6029252,0.0060282373,0.78552,0.30395275,0.107453294,0.2566979,23.644398
I,0.1873834,0.16566479,1.682407e-06,0.8725575,0.21139197,0.02766834,0.0015091704,10.0
F,0.076357245,0.6261817,1.13,2.825463,0.45248353,0.7589167,0.017365148,19.236355
F,0.45964092,0.17394702,0.0017813866,0.42705625,1.3184943,0.42666692,0.08192939,1.0009836
I,0.3487265,0.055,0.135,0.19264962,0.32032233,0.010440142,0.048815675,1.4888325
F,0.58056414,0.13993838,0.105,2.1193218,0.001,0.75978917,0.0018128286,1.0
I,0.56,0.055,1.1186123,0.09964499,0.0015920361,0.10919719,0.21811062,4.277331
I,0.635,0.62987244,9.1340894e-07,2.8219101,1.4868264,0.33851495,0.27817658,7.0
I,0.67,0.055,0.22292922,0.61227566,1.4014646,0.0047081686,0.12583788,9.0
F,0.455,0.345,0.055948712,0.10866343,0.057677742,0.12350325,0.4858929,7.7512627
F,0.075,0.57836765,1.1294967,0.17626302,0.0012067029,0.013557166,0.5919396,12.0
F,0.58362913,0.055,0.04528588,0.3572307,0.0010070455,0.7599792,0.60815233,29.0
F,0.31308785,0.50058633,0.21163471,1.1559588,0.6156798,0.00050019426,0.9987787,11.0
F,0.7335676,0.6295293,0.08,2.8083093,0.13653702,0.0020812612,0.74332446,15.0
M,0.43750593,0.081315465,1.8555986e-06,1.2097218,0.04546466,0.0005,0.030707275,27.891338
M,0.6219762,0.47,0.175,0.5809305,0.001000142,0.14047606,0.08232336,8.0
I,0.2965991,0.61232966,1.13,1.6979314,0.0013912428,0.004986456,0.0015617694,1.4078811
M,0.62,0.6224073,0.8040323,0.0047565564,0.2346891,0.37625495,0.5204006,17.60306
F,0.075,0.6250515,7.831759e-06,1.5692585,0.77805555,0.002743508,0.56147265,1.0075221
I,0.7209769,0.055,0.115,2.8210094,0.16459754,0.06004213,0.19057353,17.282341
M,0.67,0.6299993,0.19,1.7033627,1.3546281,0.76,0.09086927,10.0
F,0.075,0.6260336,0.021213815,0.106870264,0.15803058,0.06331705,0.010183576,7.58154
F,0.47544172,0.47,0.135,0.56385195,0.90159446,0.2572629,0.16536167,17.965214
M,0.31655973,0.5921948,0.17,0.19593598,0.34569317,0.025448775,0.95869714,8.0
F,0.7186043,0.056960795,0.15,1.1245592,0.17157423,0.14257695,0.08636134,29.0
F,0.11063035,0.38536668,0.023461752,2.7851188,0.001,0.76,0.39011705,1.5952352
M,0.76153463,0.56552786,0.08,0.25543052,0.0010031919,0.33924955,0.12570304,15.0
M,0.2572487,0.055,0.20758204,0.19844426,0.65383077,0.18606357,0.443846,17.961
M,0.07518237,0.055,0.13,2.8255,1.4879829,0.75712407,0.0040934775,1.0018185
M,0.67998284,0.6255224,0.61510557,1.1953778,0.20273392,0.26511326,0.57025373,12.0
I,0.07554673,0.055002254,0.0013395434,0.88950896,0.014249716,0.76,0.048270017,12.585876
I,0.12804143,0.335,0.0006336495,1.6955346,0.076331645,0.2439029,0.23467238,9.0
I,0.07705126,0.055029552,1.1021601,0.036853056,0.0010031525,0.4009325,0.20379117,9.0
F,0.08115412,0.6297139,0.21164481,0.46502241,0.001,0.000505323,0.008643036,10.0
M,0.595,0.48,0.175,0.6263666,1.3063544,0.34050924,0.97456264,3.5467722
I,0.59,0.415,0.07210214,0.8186307,0.07104276,0.15941542,0.010801032,1.1504049
F,0.6432629,0.23408593,1.1209749,2.824965,1.0414863,0.0005,0.82809997,8.0
M,0.7474982,0.46440268,0.8714265,0.026395824,0.0010005475,0.5984052,0.0018726628,9.0
F,0.075,0.055,1.1293187,0.22852755,1.2107433,0.0021780585,0.0016018802,2.1273918
I,0.79409057,0.6286668,0.2,0.6042718,0.2411629,0.0008646385,1.0043565,9.0
F,0.2585511,0.05548534,0.1,2.8200955,0.97259915,0.01775152,0.41811585,29.0
I,0.505,0.05501251,0.0038043242,0.008856221,0.46787697,0.29735276,0.5084791,12.0
I,0.093582146,0.055002164,0.2,0.0028798536,0.8920429,0.20042554,0.09019135,10.0
M,0.7940627,0.46,4.4209253e-05,1.2519776,0.16695501,0.47592527,0.8294084,6.0
I,0.41936854,0.055038318,0.9314872,0.07590703,0.10546184,0.16568029,0.052006334,8.0
F,0.2911191,0.055014238,6.1319015e-06,1.8812762,1.4513613,0.0027532673,0.0015031389,5.7540016
F,0.7989387,0.055,0.15535355,0.25010064,0.0010840078,0.2571383,0.2812494,1.022556
I,0.5490817,0.05624301,0.1,0.0027274003,0.49365392,0.7599873,0.1465248,10.0
F,0.13684909,0.055,1.1299387,0.13289118,1.1105268,0.6912572,0.002129803,19.61719
I,0.07513164,0.27620777,0.0036906626,0.5162582,1.3816007,0.0010148586,0.13121428,15.0
I,0.73642266,0.612493,0.145,0.88943917,0.0039612306,0.3265333,0.4740586,6.0
F,0.645,0.5538134,0.09,2.82406,1.4625748,0.0005,0.58193576,28.896479
I,0.515,0.10225391,3.432391e-05,2.1386266,0.0010012315,0.0005,0.45725247,13.0
I,0.2120567,0.63,4.107308e-05,0.28382796,1.2968787,0.76,1.004875,28.987211
F,0.075,0.6299134,0.1,0.16401911,0.001,0.7597379,0.0015040239,16.0
F,0.575,0.57156473,1.13,0.020964133,0.6303629,0.00054009963,0.0021877894,19.950077
I,0.34835133,0.6164856,0.20878986,0.034769226,0.021925587,0.025167277,0.0015025402,11.0
M,0.48,0.621542,0.14432666,1.6338925,0.001003419,0.040447157,0.0015007464,8.0
F,0.075,0.05501537,0.0,1.7288888,0.19608733,0.18389106,0.40467793,9.0
I,0.5,0.06109738,0.044214368,1.355845,0.0010001401,0.08730464,0.08524022,9.223245
I,0.0750124,0.62840265,8.779853e-07,1.3494707,0.42126167,0.17261225,0.0024069771,1.0000768
I,0.7576309,0.6284101,0.15,0.033447836,0.4223961,0.00050031417,0.0015363246,8.0
I,0.67678326,0.335,1.126601,2.824798,0.001003448,0.35582387,0.061999626,4.0
M,0.07690283,0.6253362,0.9362864,2.05309,0.56894934,0.15391535,0.24271238,15.0
I,0.0807338,0.055,0.26017347,0.32526398,0.6561738,0.27550438,0.17502603,9.0
I,0.77836066,0.36854318,0.165,1.3081323,0.15372938,0.012414835,0.0015039819,28.96119
I,0.6349065,0.6010195,0.0,0.03825457,1.3529533,0.014809461,0.2748081,5.0
M,0.12423853,0.52449244,0.0,0.02982813,1.4877603,0.2139223,0.5308911,1.0159074
I,0.45521456,0.055,3.5455345e-05,0.5797556,0.55258405,0.24971755,0.32053888,8.0
F,0.7384533,0.055000987,0.21156614,0.9129056,0.0033669139,0.0006253697,0.007501573,10.0
I,0.24948786,0.29432133,0.04619162,0.02654154,0.13757357,0.0006056083,0.0021929818,1.0
I,0.79300606,0.39467713,0.022245971,0.32499954,1.4862152,0.015677258,0.48260245,28.89863
I,0.67211974,0.055,0.00020783045,0.8727213,0.37235644,0.09309901,0.6559842,28.999336
I,0.07695394,0.52291703,0.078975864,2.7964568,0.001,0.022774259,0.13938123,12.0
F,0.7998606,0.5266015,1.10442,0.030989211,0.0048970073,0.7597384,0.034647282,4.957215
I,0.077890486,0.6299307,0.175,1.3324674,0.19898327,0.0016544169,1.0045017,2.6317842
F,0.7570969,0.5706937,0.0,2.8127174,0.98985636,0.025390586,0.0015006497,11.0
F,0.68335146,0.5842922,0.04965243,0.0024369208,0.0010004087,0.0033763472,0.010998358,11.0
F,0.7505145,0.055,8.967514e-06,0.0062263096,0.070127025,0.003392134,0.5822387,10.0
M,0.31767705,0.055,0.12,0.8779063,1.3748727,0.00096359046,0.23929025,19.966234
F,0.07599812,0.23137201,0.21928982,1.0092553,1.3186388,0.0005320231,0.3399972,28.95591
F,0.79253006,0.55,0.054545153,0.050331175,1.4878439,0.04815846,0.29770705,11.312391
I,0.19362126,0.22492678,0.21467862,1.1548424,0.4336907,0.019553065,0.0015003948,20.77888
M,0.23522142,0.055,0.048961658,0.0086887125,0.65659034,0.24289085,0.46470636,1.0369577
M,0.27111086,0.51,1.1297526,0.26643807,1.2874919,0.18610431,0.9982043,7.0
I,0.671249,0.62479925,0.014505087,0.10783973,0.0010598123,0.00050399,0.46877798,18.160706
M,0.36484334,0.05518155,0.155,1.2679793,0.52499413,0.15178102,0.0015628623,28.973457
I,0.6146502,0.6129178,0.049768917,1.0269685,1.1833651,0.32202375,0.014835007,1.0005108
M,0.40191835,0.5085927,0.1,0.088495746,0.0013223335,0.61832047,0.032289375,28.938017
I,0.79500556,0.3732803,1.012332,0.032662045,0.008943421,0.2608552,0.33989254,9.0
M,0.44,0.6292648,0.0020014173,0.52247846,0.66899276,0.021569243,0.44573957,1.0173273
F,0.07554842,0.055,0.155,0.89580566,0.001364393,0.10875614,0.02572311,8.0
I,0.41836655,0.61989844,1.0915637,0.008647694,0.047363665,0.0094215255,0.0015622324,14.0
F,0.08094949,0.62913424,0.051872917,2.766735,0.50242156,0.14142926,0.002236585,1.0630876
F,0.6495535,0.055009037,0.0,2.0897496,0.84520686,0.00053657085,0.0015236967,1.9555973
M,0.3321612,0.62985903,1.1297033,1.9026527,0.8413431,0.6900479,0.52733755,13.0
M,0.55684847,0.61041224,0.00029968095,0.36989683,0.15363179,0.07832004,0.05569028,1.0
I,0.5254673,0.6275653,0.0007917756,2.6844409,0.9788594,0.41300103,0.98409194,28.795727
M,0.083666705,0.055,0.22479974,0.22690424,0.001,0.009308759,0.0015,6.0
I,0.17555663,0.6299954,1.0498218e-06,2.7994878,1.4503855,0.76,0.033407934,11.0
M,0.22706667,0.33668128,1.0923887,1.370154,0.4224284,0.05089399,0.42469147,11.0
M,0.73524755,0.6299992,0.00017828656,1.6443946,1.1029631,0.759983,0.97788876,1.7546636
I,0.7978695,0.4456801,8.222671e-05,0.14488378,0.51485664,0.12149915,0.30971533,10.0
M,0.595,0.57935685,0.002025476,1.3295918,0.8431854,0.7597996,0.012927982,28.98838
F,0.08351602,0.055,0.2224347,0.0021488003,0.050974693,0.31698447,0.0015,10.0
I,0.7818449,0.6298428,0.175,0.22740084,0.65760785,0.17507756,0.14649723,26.369698
F,0.075,0.41545224,0.20933767,0.12435475,0.069353074,0.7574307,0.28501692,27.8549
M,0.54863673,0.20890594,0.5711772,0.20768803,0.97494066,0.007356319,0.11969692,1.1929067
M,0.79585004,0.093961135,0.135,0.0032653431,0.52976125,0.25895727,0.0019489708,7.0
M,0.09215294,0.055,0.004435996,0.84706944,0.7537294,0.13215195,0.07029673,28.99986
M,0.07526092,0.09834815,0.20777275,0.6011934,1.3688262,0.7078505,0.060953863,11.0504875
M,0.7212578,0.055,0.08705644,1.1306031,0.0010366882,0.7476607,0.17889826,13.0
I,0.44,0.6297558,0.0,1.4531267,0.001,0.17115812,0.15508956,1.4621984
M,0.41608247,0.61428106,0.046932887,0.0035827486,0.53775704,0.07154135,0.016903266,1.0146754
I,0.65,0.50471944,0.013960483,2.802006,0.0010163727,0.0149330655,0.043287236,9.0
M,0.7934117,0.055,0.19979759,1.1857548,0.8204763,0.16461359,0.49820524,17.808325
F,0.15893644,0.055,0.11,0.9299595,1.4663438,0.0005,0.35735768,7.0
F,0.45919672,0.36888254,0.1939471,0.362635,0.001,0.04251941,0.08367564,7.0
I,0.7750992,0.05579597,1.127798,0.32457367,0.70619303,0.019332625,0.9428663,13.0
M,0.55,0.6153577,1.13,0.0020055824,0.012103801,0.0005015715,0.01159023,1.0
F,0.2422658,0.49682358,0.1,1.1496384,0.23051798,0.033684935,0.001572827,5.0
I,0.07780157,0.55912364,0.0,2.8252783,0.0956077,0.4034274,0.071766116,13.0
F,0.7299574,0.63,1.13,1.1756217,0.49348998,0.6826681,0.313175,29.0
F,0.7982639,0.5602659,1.1250545,1.178556,0.0019401521,0.14374956,0.004817579,1.0914488
I,0.32535324,0.055,0.0,0.338358,1.4859935,0.010390785,0.030251803,4.7141223
I,0.7994073,0.62844896,0.05390744,0.00781304,0.76272917,0.002048132,0.0015006621,28.077671
M,0.7994754,0.35,7.701679e-06,0.1903722,1.4537249,0.38767353,0.8254889,10.0
I,0.575,0.6298962,0.016446503,0.48118496,0.052425634,0.17117217,0.54988277,1.0626501
I,0.7420473,0.058678377,1.0052577,2.3503866,0.0010001713,0.004330877,0.212385,6.0
F,0.7986492,0.49454436,1.129926,1.0607594,1.4686985,0.023725955,0.34428385,13.0
I,0.20083007,0.4613073,0.07,0.16860534,0.64628243,0.48279867,1.0048407,28.996946
I,0.64,0.063009836,0.06519973,0.35550413,0.018606557,0.0665464,0.06174424,6.0
M,0.1852461,0.6289355,0.012773219,2.5066113,0.06977614,0.7599309,0.0015043274,4.0
F,0.64400214,0.6017317,0.00038627116,2.1259618,1.4875314,0.0025672268,0.05709103,7.0
I,0.4084435,0.63,3.4929704e-05,1.6016093,0.94609636,0.10753475,0.040950455,28.858866
M,0.075014226,0.5860235,0.145,0.002025711,0.4587929,0.0005129698,0.0058495537,25.103636
M,0.72241086,0.62999797,1.0544314,2.8248541,0.63368636,0.22392115,0.30860534,11.0
I,0.7921717,0.055,0.12,0.0027121285,0.0018402244,0.0005449494,0.33335605,13.0
F,0.67,0.6299992,0.125,2.8186808,1.1999233,0.26796472,0.4265723,9.0
F,0.7373283,0.18454696,0.002584992,1.7884759,0.022191064,0.1959503,0.45993483,28.984465
F,0.36373013,0.055,0.011593045,2.8255,0.6530098,0.1996637,0.0015095408,7.0
F,0.6136225,0.055,0.9363374,2.8255,0.017373858,0.43486434,0.7235395,1.1636811
M,0.075836696,0.12538667,0.00042406493,0.09466369,0.6331778,0.00051828875,0.014618687,28.835688
F,0.07528397,0.6297366,0.04641003,0.0062133647,1.4538125,0.75907975,0.99655247,1.0016714
I,0.7389614,0.5,0.058502592,0.21707653,0.008784521,0.030142777,0.0051237987,17.029324
M,0.28228056,0.5753487,0.76368815,0.5323451,0.0010006548,0.00058935554,0.2628268,19.449577
I,0.3294629,0.13552868,0.00010122578,1.2124621,0.001,0.017174648,0.315,9.0
F,0.7293124,0.055,0.1802958,2.8255,1.1924932,0.0006023318,0.070926696,28.408096
I,0.31632024,0.6298713,0.05348192,0.056715533,0.3847424,0.100119635,0.015648298,1.0006218
F,0.4015681,0.62974334,0.175,0.6549531,0.7576164,0.41305643,0.34407243,14.2720785
F,0.35601497,0.6226318,0.135,1.5470214,0.50826967,0.7423587,0.2368701,14.0
I,0.60809386,0.5,2.0409589e-05,0.06428428,0.0765085,0.1767158,0.23980698,15.0
I,0.08033293,0.6297664,1.1294409,1.1680741,0.0010010303,0.4150105,0.061906334,13.096495
F,0.44180834,0.455,1.1103175,1.2965932,0.116352506,0.010148427,0.98084307,28.674768
M,0.7220713,0.525,0.00019227643,0.7364975,0.13645473,0.20636755,0.3861793,22.940699
I,0.605,0.445,0.1,1.548921,0.87327206,0.18356027,0.11133097,10.0
F,0.79718536,0.5,0.2160439,0.021773335,0.02140438,0.63306195,0.2743474,1.0000997
I,0.3876147,0.62886316,0.19,0.98812735,0.0109836655,0.23346041,0.2583655,1.0004182
F,0.31770945,0.055004597,1.0554364,2.493541,0.001,0.014026482,0.9188483,28.995708
M,0.44866872,0.6299965,0.07051197,0.5138855,0.16208881,0.010674632,0.002641766,1.140863
F,0.3047984,0.055,0.115,0.0022738343,1.459189,0.75790167,0.94694746,1.0067722
I,0.615,0.38699493,0.21362993,1.9683653,0.36212358,0.03646041,0.18179043,4.5977564
F,0.23967583,0.6299259,0.00011136323,2.4619768,0.9360011,0.3859787,0.2953137,2.402801
F,0.075,0.055,0.21409254,2.3768837,0.0010216936,0.75894487,0.033045813,9.0
F,0.7971687,0.057744794,1.1189555,0.15023035,0.087725274,0.0005002921,0.8720991,29.0
M,0.40798643,0.38544002,1.1298194,0.066011794,0.001,0.2957202,0.0015,9.0
F,0.25891745,0.5185061,0.05449157,1.9431303,0.15339625,0.3333217,0.2046361,13.358379
F,0.39475936,0.055014715,0.0008061222,2.4498336,1.0287869,0.13816704,0.98426425,28.99881
F,0.07500376,0.05722335,0.115,1.830264,0.8412738,0.067374185,0.08061772,12.0
M,0.79934794,0.6281582,1.0983465,0.7943074,0.0010575213,0.7566386,0.3201179,8.0
M,0.075,0.62985027,0.015428088,1.2887541,0.63684374,0.14367288,0.35408974,11.0
I,0.6007656,0.05500562,1.1286125,0.0046137334,1.4642106,0.13482283,0.0019929043,12.0
M,0.07508265,0.25233454,0.16,1.1589823,1.3477737,0.30309796,0.6298606,1.0
I,0.729673,0.25995678,5.300809e-05,0.16555585,0.0010011415,0.41071332,0.001565185,1.8840048
F,0.49530318,0.055,1.1299821,0.07824246,0.44358772,0.0019234781,0.701603,10.0
I,0.6867351,0.52397156,1.0326345,0.20079146,0.8262056,0.75485134,0.03751845,7.0
M,0.07999103,0.6196719,1.1276885,0.023785789,1.2555813,0.10048868,0.6169043,12.0
I,0.7712455,0.05501168,0.05252545,0.0020205034,0.0010565441,0.23932372,0.0857963,4.0050693
I,0.36164793,0.6299988,3.507316e-05,1.36578,0.063831754,0.42637584,0.06717719,8.235073
M,0.73212487,0.56249636,0.19852553,0.09948425,0.001,0.09020789,0.058834575,9.0
M,0.662181,0.17786852,0.17,0.83198214,0.4169832,0.6211544,0.8457341,7.0
I,0.075,0.055,6.262037e-05,1.4380245,0.09681525,0.7119219,0.001500691,7.0
F,0.75734353,0.055,1.13,1.3977828,0.7124507,0.00050736003,1.002704,7.0
M,0.08955639,0.62999606,0.45623222,1.2208347,1.3404181,0.74150056,0.25247532,28.929968
M,0.44220507,0.5759897,0.010195374,0.010007117,0.3497284,0.0143746175,0.61127615,10.0
F,0.7440301,0.055,0.06293933,0.90275955,0.009747216,0.12570764,0.0015493222,15.622313
F,0.075,0.62967986,0.0,1.4430925,0.762901,0.7599944,0.4787418,15.145447
I,0.075013235,0.6296709,0.044815257,0.012478885,1.2438896,0.43692428,0.11470401,19.41854
F,0.74197054,0.055,1.1290768,0.21464592,0.3088034,0.41847655,0.15810984,13.0
I,0.7183382,0.335,0.1,1.4297229,0.7149894,0.32993716,0.07293191,12.0
I,0.6389084,0.6291905,1.1110588,0.8314873,1.03663,0.28239524,0.0018120386,1.9569455
I,0.09575276,0.5379232,0.2083074,0.013415771,0.03220165,0.24125487,0.0015,9.0
I,0.075170234,0.055470683,3.0635615e-06,0.13843985,0.0014794129,0.07176789,0.8727538,27.14148
F,0.6104864,0.055077102,0.15923466,2.8255,1.4875673,0.19660024,0.17351118,12.0
F,0.075,0.6299987,0.00017648465,2.8170981,0.0010779916,0.7582974,0.0030314177,1.0126523
I,0.63,0.5827898,0.002918205,0.020529747,0.5376555,0.052575532,0.98382145,11.0
F,0.07534085,0.055,0.08,2.8244264,1.472503,0.48056135,0.122129664,5.0
M,0.455,0.6299687,2.018725e-05,1.1806736,1.4878708,0.75911963,1.004994,14.0
M,0.7988113,0.56167346,1.1279831,0.5336654,1.1085217,0.19862393,0.15905368,28.999256
I,0.78878164,0.055105314,0.0080559915,2.7825813,0.008989921,0.29213202,0.07526689,10.0
I,0.53,0.6299933,0.18644516,0.0023091338,0.21117957,0.7599499,0.19013046,26.92294
F,0.66352415,0.055005852,0.175,0.0021340742,0.0017764707,0.0005002093,0.061141793,29.0
F,0.07501514,0.3981844,1.1299328,0.30676663,0.76323825,0.008637897,0.0020507637,28.997053
I,0.34326404,0.629853,0.18,0.22854237,0.5580717,0.021724876,0.004795246,7.0
M,0.075114906,0.63,0.003953301,0.7221528,1.4871892,0.2512043,0.019078402,2.4609158
M,0.07506822,0.47,1.1131068,0.81246704,1.4858354,0.00050059916,0.0021359238,14.0
M,0.48678246,0.055,0.87093526,1.7924222,0.0016102949,0.0013373435,0.028582452,12.0
I,0.7238199,0.057285838,3.586062e-05,0.09505388,0.46702963,0.7598605,0.99948454,28.92312
F,0.42863834,0.5839833,0.14,1.8281149,0.43341026,0.12464092,0.0015081017,11.0
I,0.6640433,0.055,0.891132,0.12163827,0.23948246,0.040244803,0.0020229865,9.0
M,0.7897009,0.2518224,0.19225468,1.2232964,0.052782424,0.12682213,0.0015747062,10.0
I,0.24998502,0.49643868,0.165,0.0067259767,0.7005063,0.21102156,0.37985638,12.0
F,0.07770442,0.58291864,0.18,0.9504501,0.74826854,0.2753007,0.18288875,3.2718933
