age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
24.0, Self-emp-inc,408202.03, HS-grad,16.0, Married-civ-spouse, Other-service, Not-in-family, White, Male,0.0,0.0,3.8313205, United-States, >50K
74.0, Private,197381.94, HS-grad,9.0, Married-spouse-absent, Farming-fishing, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
68.99533, Self-emp-not-inc,285396.25, Bachelors,4.9851093, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0.0,0.0,6.0, United-States, >50K
90.0, Federal-gov,213152.89, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0.0,0.0,7.940777, United-States, <=50K
22.0, ?,329525.94, HS-grad,9.0, Married-spouse-absent, ?, Other-relative, White, Male,0.0,0.0,1.0188212, United-States, >50K
33.0, Private,356688.25, Bachelors,16.0, Divorced, Tech-support, Husband, White, Female,0.0,0.0,99.0, United-States, <=50K
44.0, Private,136216.4, HS-grad,9.0, Married-civ-spouse, Other-service, Other-relative, White, Female,0.0,0.0,40.0, Mexico, >50K
87.97973, Federal-gov,318775.12, HS-grad,14.0, Divorced, Farming-fishing, Unmarried, White, Male,0.0,0.0,4.2594543, United-States, >50K
22.0, ?,192420.66, Prof-school,10.0, Never-married, Priv-house-serv, Husband, White, Female,0.0,0.0,99.0, United-States, <=50K
17.0, Private,211638.55, Bachelors,8.54132, Never-married, Other-service, Husband, White, Female,0.0,0.0,99.0, United-States, <=50K
19.0, Self-emp-not-inc,28007.271, Doctorate,9.0, Married-spouse-absent, Prof-specialty, Husband, White, Female,0.0,0.0,10.0, United-States, >50K
88.23356, Private,274938.78, HS-grad,3.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0.0,0.0,99.0, United-States, <=50K
20.0, Self-emp-inc,114191.19, 7th-8th,13.0, Divorced, ?, Wife, White, Male,0.0,0.0,27.5882, United-States, <=50K
90.0, Private,44310.453, HS-grad,16.0, Divorced, ?, Husband, White, Male,0.0,0.0,50.0, Dominican-Republic, >50K
48.0, Self-emp-not-inc,466567.3, Assoc-acdm,1.3623261, Married-spouse-absent, Craft-repair, Husband, White, Female,0.0,0.0,5.0, United-States, <=50K
27.0, Local-gov,13069.735, Some-college,16.0, Widowed, Farming-fishing, Not-in-family, White, Male,0.0,0.0,35.0, United-States, >50K
61.0, Private,201806.94, HS-grad,13.0, Married-spouse-absent, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
88.97562, Private,336958.25, 1st-4th,9.0, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Male,0.0,0.0,45.0, United-States, >50K
80.70646, Federal-gov,185369.72, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
31.0, ?,119863.06, Prof-school,16.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,93.210045, United-States, <=50K
17.0, Private,42266.527, HS-grad,6.0, Married-civ-spouse, ?, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K
90.0, Private,388640.5, Masters,9.0, Never-married, Other-service, Husband, White, Male,0.0,0.0,1.0006558, United-States, >50K
37.0, ?,21050.326, HS-grad,16.0, Divorced, Exec-managerial, Other-relative, White, Male,0.0,0.0,55.0, United-States, >50K
37.0, ?,713636.0, 9th,1.0, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,1.5473654, United-States, <=50K
55.0, Federal-gov,1058889.9, Assoc-acdm,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,16.0, United-States, <=50K
90.0, Private,28178.129, 10th,12.0, Never-married, Craft-repair, Unmarried, Black, Male,0.0,0.0,6.0, United-States, >50K
17.0, Self-emp-not-inc,439122.62, 9th,14.0, Separated, Priv-house-serv, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Self-emp-not-inc,50040.32, 11th,2.0, Separated, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Private,81487.01, 10th,14.0, Divorced, ?, Other-relative, White, Male,0.0,0.0,6.249794, United-States, <=50K
31.0, Self-emp-not-inc,118172.8, HS-grad,9.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0.0,0.0,6.0, United-States, <=50K
52.0, Federal-gov,302033.62, Masters,13.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,99.0, United-States, >50K
46.0, Private,107521.88, HS-grad,16.0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0.0,0.0,70.0, United-States, <=50K
56.0, Private,366889.66, HS-grad,13.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
89.91038, Private,149270.62, HS-grad,4.0, Never-married, Farming-fishing, Husband, White, Female,0.0,0.0,35.0, United-States, <=50K
23.0, Private,267979.16, Masters,10.0, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,14.347372, United-States, >50K
87.00697, Private,386569.2, Doctorate,16.0, Divorced, Protective-serv, Unmarried, White, Female,0.0,0.0,81.920006, United-States, >50K
80.069565, Private,587329.5, Bachelors,8.0, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0.0,0.0,1.0193354, United-States, >50K
24.0, Private,287184.44, HS-grad,15.0, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0.0,0.0,99.0, United-States, <=50K
36.0, Private,404009.9, Some-college,10.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,1.3979295, United-States, <=50K
90.0, Private,162739.19, Bachelors,9.0, Divorced, Other-service, Unmarried, White, Male,0.0,0.0,80.0, United-States, >50K
75.66742, Self-emp-not-inc,30190.291, HS-grad,7.0, Married-civ-spouse, Sales, Wife, White, Male,0.0,0.0,45.0, United-States, <=50K
18.0, ?,34338.145, HS-grad,16.0, Divorced, Farming-fishing, Unmarried, White, Female,0.0,0.0,2.5800273, United-States, <=50K
79.55415, Private,56424.027, HS-grad,13.0, Married-civ-spouse, ?, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,3.4602075, United-States, <=50K
17.0, Self-emp-not-inc,63187.355, Bachelors,14.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
50.0, Local-gov,33368.297, 12th,9.0, Married-spouse-absent, ?, Wife, White, Male,0.0,0.0,1.4397283, Mexico, >50K
65.0, Private,14504.885, Masters,15.0, Married-civ-spouse, ?, Husband, White, Male,0.0,2373.7205,19.131641, United-States, >50K
61.0, Self-emp-not-inc,75373.88, HS-grad,13.0, Divorced, Farming-fishing, Husband, White, Female,0.0,0.0,1.0720857, India, <=50K
67.33791, Private,95754.82, 10th,10.0, Married-spouse-absent, Prof-specialty, Husband, White, Male,0.0,0.0,8.8776245, United-States, >50K
30.0, Self-emp-not-inc,32098.16, HS-grad,15.0, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,4.5537343, United-States, <=50K
19.0, Private,171204.67, 1st-4th,16.0, Married-spouse-absent, Farming-fishing, Husband, White, Male,0.0,0.0,1.2908078, United-States, <=50K
25.0, Federal-gov,23564.262, Bachelors,10.0, Divorced, Farming-fishing, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Self-emp-not-inc,23374.178, HS-grad,13.0, Married-civ-spouse, Other-service, Other-relative, Black, Male,0.0,0.0,30.0, United-States, >50K
25.0, Federal-gov,360640.03, Assoc-acdm,14.0, Widowed, Other-service, Own-child, Other, Female,0.0,0.0,38.0, United-States, <=50K
27.0, Private,293833.47, HS-grad,9.0, Married-spouse-absent, ?, Husband, White, Female,0.0,0.0,60.0, United-States, <=50K
25.0, Private,77843.0, Some-college,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,25.0, United-States, <=50K
52.16917, Private,69219.33, Some-college,16.0, Never-married, Exec-managerial, Unmarried, White, Male,0.0,0.0,25.0, United-States, <=50K
58.0, Private,182593.77, 10th,9.0, Married-civ-spouse, Other-service, Wife, White, Male,0.0,0.0,6.0905194, United-States, <=50K
90.0, Private,26627.207, Masters,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,26.555676, ?, >50K
90.0, Private,486937.06, 7th-8th,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Male,0.0,0.0,50.0, United-States, <=50K
28.0, Federal-gov,446186.4, Doctorate,16.0, Married-spouse-absent, ?, Wife, White, Male,0.0,0.0,70.0, Mexico, >50K
85.04605, Federal-gov,135656.4, 7th-8th,14.0, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, Taiwan, >50K
24.0, Private,291889.75, Masters,4.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,35.0, United-States, >50K
70.0, Self-emp-not-inc,119247.12, HS-grad,16.0, Never-married, ?, Husband, White, Female,0.0,2238.8728,70.0, United-States, <=50K
18.0, Self-emp-not-inc,283810.78, Bachelors,13.0, Divorced, Handlers-cleaners, Wife, White, Female,0.0,0.0,10.0, United-States, <=50K
66.0, Private,385003.75, 9th,13.0, Married-civ-spouse, Craft-repair, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, Self-emp-not-inc,414542.1, Prof-school,16.0, Never-married, Protective-serv, Husband, White, Male,0.0,0.0,99.0, Mexico, <=50K
58.0, ?,74926.516, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,50.0, United-States, <=50K
56.0, Private,379894.94, 12th,16.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,1.0844822, El-Salvador, <=50K
17.0, Private,406609.53, Prof-school,16.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,10.0, United-States, <=50K
32.0, Self-emp-inc,220475.38, Masters,13.0, Widowed, Other-service, Wife, White, Male,0.0,0.0,20.0, United-States, >50K
90.0, Private,209306.86, Assoc-acdm,16.0, Married-spouse-absent, Exec-managerial, Other-relative, White, Female,0.0,0.0,40.0, Dominican-Republic, <=50K
18.0, Self-emp-not-inc,87500.61, Some-college,9.0, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,1.0536759, United-States, <=50K
28.0, ?,99151.13, 7th-8th,14.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,80.0, United-States, <=50K
30.0, Private,113992.59, HS-grad,11.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
68.0, Self-emp-inc,330748.28, HS-grad,16.0, Divorced, Prof-specialty, Other-relative, Black, Female,0.0,0.0,40.0, United-States, >50K
17.0, Private,67759.305, 1st-4th,16.0, Divorced, ?, Own-child, White, Male,0.0,0.0,5.460053, United-States, >50K
75.95623, Private,19049.787, Bachelors,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Male,0.0,0.0,40.0, ?, <=50K
90.0, Private,15559.304, 5th-6th,13.0, Widowed, Craft-repair, Wife, White, Male,0.0,0.0,15.0, United-States, <=50K
26.0, Federal-gov,49217.18, 12th,1.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,24.0, United-States, >50K
17.0, Federal-gov,116489.21, HS-grad,16.0, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Female,3103.0,0.0,20.0, United-States, <=50K
69.0, Private,32634.766, Masters,16.0, Married-AF-spouse, Other-service, Own-child, White, Female,0.0,0.0,1.0892458, United-States, >50K
17.0, Self-emp-not-inc,16283.308, 12th,4.0, Married-civ-spouse, ?, Husband, White, Female,0.0,0.0,99.0, Jamaica, <=50K
63.0, Self-emp-inc,121411.16, HS-grad,6.0, Never-married, Tech-support, Other-relative, White, Male,0.0,0.0,1.767014, United-States, <=50K
62.0, Self-emp-inc,260793.23, HS-grad,15.0, Divorced, ?, Own-child, White, Female,0.0,0.0,1.1877161, United-States, <=50K
68.0, Local-gov,30685.244, HS-grad,5.0, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0.0,0.0,99.0, United-States, <=50K
48.0, Local-gov,225712.61, 1st-4th,13.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
79.90289, Private,437348.06, Some-college,4.0, Divorced, ?, Unmarried, White, Male,0.0,0.0,45.0, United-States, >50K
17.0, Federal-gov,113839.086, HS-grad,16.0, Never-married, Other-service, Wife, White, Male,0.0,4356.0,99.0, United-States, <=50K
62.0, Self-emp-not-inc,167740.3, 9th,9.0, Divorced, ?, Unmarried, White, Female,0.0,0.0,2.3331668, Dominican-Republic, >50K
61.0, Private,193521.48, 7th-8th,1.0, Separated, Tech-support, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
21.0, Private,27922.143, 7th-8th,16.0, Married-spouse-absent, Exec-managerial, Other-relative, White, Female,0.0,0.0,40.0, United-States, >50K
90.0, Private,220314.03, 9th,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.0,0.0,3.0422118, United-States, >50K
19.0, Private,286327.62, HS-grad,9.0, Divorced, Farming-fishing, Own-child, White, Female,0.0,0.0,5.0, ?, <=50K
90.0, Private,230545.53, HS-grad,11.0, Married-spouse-absent, Protective-serv, Husband, White, Female,0.0,0.0,1.0014489, United-States, >50K
28.0, Private,293245.2, HS-grad,2.0, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0.0,0.0,20.0, United-States, >50K
28.0, Self-emp-not-inc,80927.67, 9th,9.0, Married-spouse-absent, Other-service, Own-child, White, Female,0.0,0.0,99.0, United-States, >50K
77.49802, Federal-gov,163822.34, 1st-4th,14.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,9.592618, Philippines, >50K
82.11427, Self-emp-not-inc,394127.0, Masters,16.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,12.0, United-States, <=50K
21.0, Private,12795.264, HS-grad,14.0, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,99.0, United-States, >50K
17.0, Private,564686.25, Bachelors,3.0, Divorced, Transport-moving, Husband, White, Female,0.0,0.0,8.0, United-States, >50K
21.0, Self-emp-not-inc,98756.23, 9th,9.0, Never-married, Sales, Unmarried, White, Male,0.0,0.0,30.0, United-States, <=50K
82.38459, Local-gov,290187.9, HS-grad,16.0, Widowed, Handlers-cleaners, Husband, White, Male,0.0,0.0,20.0, United-States, <=50K
90.0, Self-emp-inc,35453.863, Some-college,13.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,99.0, United-States, >50K
27.879469, Private,185429.61, HS-grad,9.0, Married-spouse-absent, ?, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
90.0, Self-emp-not-inc,729029.06, HS-grad,16.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,1.1920335, United-States, <=50K
20.0, ?,189051.25, 9th,7.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,80.0, United-States, <=50K
78.54418, Private,24992.738, Bachelors,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,5.4407477, Mexico, >50K
38.0, Federal-gov,31504.326, 9th,16.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,98.2596, United-States, <=50K
90.0, Federal-gov,357823.34, HS-grad,9.0, Divorced, Other-service, Husband, White, Male,0.0,0.0,3.1874917, United-States, <=50K
17.0, Private,520070.03, 10th,4.0, Never-married, Tech-support, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,21768.629, Bachelors,9.0, Divorced, Protective-serv, Other-relative, White, Male,0.0,0.0,10.0, United-States, <=50K
36.0, Private,183535.67, Some-college,13.0, Married-civ-spouse, Tech-support, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
26.0, Private,159850.19, HS-grad,14.0, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
48.0, Private,1115786.8, 7th-8th,10.0, Married-spouse-absent, Exec-managerial, Wife, White, Male,0.0,0.0,4.572989, United-States, <=50K
56.0, ?,1482603.2, Doctorate,9.0, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,3174.008,0.0,40.0, United-States, >50K
55.0, Local-gov,374704.1, 10th,10.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,4.0, United-States, >50K
41.0, Self-emp-not-inc,152460.6, 9th,16.0, Never-married, Sales, Husband, White, Female,0.0,0.0,99.0, United-States, >50K
86.81959, Private,77235.914, HS-grad,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,60.0, United-States, >50K
63.0, Self-emp-not-inc,319991.1, HS-grad,2.0, Married-spouse-absent, Exec-managerial, Husband, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,28891.135, HS-grad,8.0, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
69.0, Private,234926.0, Some-college,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,25.0, United-States, <=50K
52.0, Private,14999.817, Doctorate,14.0, Divorced, Other-service, Husband, White, Male,0.0,0.0,25.0, ?, >50K
18.0, Private,511173.9, Some-college,10.0, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0.0,0.0,99.0, ?, >50K
90.0, Private,85564.875, Some-college,9.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,20.0, United-States, <=50K
30.0, Self-emp-inc,289084.2, HS-grad,16.0, Divorced, Handlers-cleaners, Unmarried, Black, Male,0.0,0.0,99.0, Mexico, <=50K
48.0, Private,58221.81, Bachelors,16.0, Married-civ-spouse, Adm-clerical, Wife, White, Male,0.0,0.0,99.0, United-States, >50K
25.0, Private,60962.277, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0.0,0.0,37.0, United-States, >50K
26.0, Private,174502.83, Masters,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,23.12165, United-States, >50K
