workclass,fnlwgt,education,education.num,marital.status,relationship,race,sex,capital.loss,hours.per.week,income
 Private,33732.58, HS-grad,9.0, Never-married, Own-child, Asian-Pac-Islander, Male,0.0,40.0, <=50K
 Private,230801.05, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,365388.28, Doctorate,16.0, Never-married, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,123627.055, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,461943.62, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Local-gov,235195.56, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Self-emp-inc,422815.0, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,99.0, <=50K
 Private,20900.998, Some-college,10.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 Private,169956.61, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,243845.25, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,2.1844032, <=50K
 Private,301854.78, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,74508.445, Prof-school,15.0, Married-civ-spouse, Wife, White, Female,0.0,36.340015, >50K
 ?,33009.516, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,8.0, <=50K
 Federal-gov,198860.67, Assoc-acdm,12.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,207548.27, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,22068.861, HS-grad,9.0, Never-married, Own-child, Asian-Pac-Islander, Male,0.0,40.0, <=50K
 Private,621746.8, HS-grad,9.0, Divorced, Unmarried, White, Male,0.0,40.0, <=50K
 Private,360819.97, Bachelors,13.0, Married-civ-spouse, Wife, Black, Female,0.0,40.0, <=50K
 Private,340918.56, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,257623.95, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,29552.174, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,199394.12, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,10.0, <=50K
 Private,24872.39, Some-college,10.0, Never-married, Unmarried, White, Male,0.0,50.0, <=50K
 Private,88131.734, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,150649.19, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 ?,175920.7, Some-college,10.0, Never-married, Unmarried, Asian-Pac-Islander, Female,0.0,5.0, <=50K
 Private,66261.58, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,99.0, <=50K
 Local-gov,31594.145, HS-grad,9.0, Divorced, Own-child, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,61348.582, Some-college,14.486829, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,185155.67, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,82125.555, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,99.0, >50K
 Private,342293.84, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,212941.31, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,119489.92, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,292924.62, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,292384.44, Some-college,10.0, Never-married, Unmarried, White, Female,0.0,40.0, <=50K
 Private,138697.23, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,197401.3, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Self-emp-inc,73373.88, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,115960.84, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,73.32172, >50K
 Private,111492.39, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,24675.105, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,204933.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,342200.25, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,117452.06, Masters,14.0, Widowed, Not-in-family, White, Female,0.0,80.0, <=50K
 Private,214673.98, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,2524.9211,40.0, >50K
 Private,368861.38, HS-grad,9.0, Never-married, Own-child, Black, Male,0.0,2.21427, <=50K
 Private,156712.86, Masters,15.0, Married-civ-spouse, Husband, White, Male,0.0,42.0, <=50K
 Private,27201.871, 11th,9.0, Married-civ-spouse, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,26982.771, HS-grad,9.0, Separated, Unmarried, White, Female,0.0,40.0, <=50K
 Private,128308.44, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,3.8491335, <=50K
 Local-gov,169979.83, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,401998.12, Assoc-acdm,12.0, Never-married, Not-in-family, White, Male,0.0,10.0, >50K
 Private,23882.117, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Self-emp-not-inc,176179.16, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,10.0, <=50K
 Private,47299.055, Bachelors,13.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,593622.06, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,60076.25, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,302589.16, 11th,7.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,38501.707, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,25.0, <=50K
 Private,268556.97, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,347398.78, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,185328.53, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,79572.09, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,280174.56, 11th,5.0, Married-civ-spouse, Own-child, White, Male,0.0,40.0, <=50K
 ?,122791.03, Prof-school,15.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,160217.97, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,40.0, >50K
 Private,208258.89, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,240828.61, 10th,6.0, Divorced, Unmarried, Black, Female,0.0,40.0, <=50K
 Private,380297.34, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,2.8573706, <=50K
 ?,69244.86, 7th-8th,2.3348618, Divorced, Unmarried, White, Female,0.0,6.0, <=50K
 Private,34143.605, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,253812.12, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,16.827665, <=50K
 Private,105056.16, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,222202.22, Some-college,10.0, Never-married, Own-child, White, Female,0.0,25.0, <=50K
 Private,604815.06, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,108657.29, Assoc-voc,11.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,121519.32, HS-grad,9.0, Divorced, Own-child, White, Male,0.0,40.0, <=50K
 Private,382671.9, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,161308.6, Some-college,10.0, Separated, Unmarried, White, Female,0.0,40.0, <=50K
 Private,34089.34, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,138783.69, Some-college,10.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,22375.486, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,327072.06, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,500624.56, HS-grad,9.0, Never-married, Other-relative, Black, Male,0.0,40.0, <=50K
 Private,184167.77, Some-college,10.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,292807.12, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,158493.58, HS-grad,9.0, Widowed, Not-in-family, White, Male,0.0,5.0, <=50K
 Private,79253.91, Bachelors,13.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,187095.2, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,27259.41, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,352479.88, Masters,14.0, Never-married, Not-in-family, White, Female,0.0,99.0, <=50K
 Private,261609.84, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,5.0, <=50K
 Self-emp-not-inc,312764.88, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,80.0, <=50K
 Private,140153.3, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,110686.72, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,2.4630005, <=50K
 ?,383917.4, HS-grad,9.0, Never-married, Not-in-family, White, Male,2034.2584,3.5356157, >50K
 Private,143795.17, Some-college,10.0, Divorced, Other-relative, White, Female,0.0,40.0, <=50K
 Private,403514.34, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,98.840485, >50K
 Private,185468.4, HS-grad,9.0, Never-married, Unmarried, White, Male,0.0,40.0, <=50K
 Private,161913.97, 12th,10.0, Married-civ-spouse, Other-relative, White, Female,0.0,60.0, <=50K
 Private,16724.123, Bachelors,15.0, Married-civ-spouse, Own-child, White, Male,0.0,25.0, <=50K
 Private,124009.85, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Federal-gov,23831.059, Bachelors,13.0, Never-married, Not-in-family, Asian-Pac-Islander, Female,0.0,40.0, >50K
 Private,182750.33, 11th,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,171066.44, Bachelors,13.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,204867.44, 11th,7.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,96730.08, Bachelors,13.0, Divorced, Unmarried, White, Female,0.0,10.0, <=50K
 Private,207520.05, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, >50K
 Private,180477.39, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,170756.55, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,111386.28, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,65.0, <=50K
 Private,502065.97, Some-college,10.0, Never-married, Own-child, White, Male,0.0,2.2928486, <=50K
 Self-emp-not-inc,160641.47, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 Private,22152.535, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,75.0, >50K
 Private,146736.19, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,6.0918336, <=50K
 Private,150049.5, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,47713.258, Some-college,10.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,184025.9, Masters,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,372634.16, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,81360.96, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,26957.623, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,188754.73, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,457402.84, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,24451.023, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,84.3257, <=50K
 Private,176763.06, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,2267.5432,40.0, <=50K
 Private,474872.0, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,44180.89, HS-grad,9.0, Separated, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,73360.38, Some-college,10.0, Widowed, Unmarried, White, Female,0.0,30.0, <=50K
 Private,203133.0, HS-grad,9.0, Divorced, Other-relative, White, Male,0.0,99.0, <=50K
 Private,281795.12, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,28.0, <=50K
 Private,106147.71, Bachelors,13.0, Widowed, Not-in-family, White, Female,0.0,1.0, <=50K
 Private,195303.83, 7th-8th,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,21591.186, Some-college,10.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,482905.75, Masters,14.0, Widowed, Unmarried, White, Female,0.0,99.0, <=50K
 Private,207502.97, Doctorate,16.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,51608.805, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,153529.58, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,1.2678103, <=50K
 Private,136937.3, Assoc-voc,11.0, Never-married, Not-in-family, White, Male,0.0,70.0, <=50K
 Private,116169.86, Bachelors,13.0, Never-married, Own-child, White, Female,0.0,14.623806, <=50K
 ?,40390.94, 7th-8th,3.0, Married-civ-spouse, Husband, White, Male,0.0,1.0001668, <=50K
 Private,43253.71, Some-college,10.0, Never-married, Own-child, Black, Female,0.0,40.0, <=50K
 Private,20694.027, Masters,14.0, Divorced, Not-in-family, White, Male,0.0,84.30381, <=50K
 Private,65719.71, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,60.0, >50K
 Self-emp-not-inc,19628.666, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,99.0, <=50K
 Private,29963.006, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,185063.78, 11th,7.0, Never-married, Own-child, White, Male,0.0,5.3722587, <=50K
 Private,312730.06, Some-college,10.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Self-emp-not-inc,55352.195, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,45.0, <=50K
 Local-gov,20450.412, Some-college,10.0, Never-married, Not-in-family, Black, Male,0.0,40.0, <=50K
 Local-gov,76648.55, Bachelors,13.0, Never-married, Unmarried, White, Female,0.0,40.0, >50K
 Private,89508.06, Some-college,10.0, Separated, Unmarried, White, Female,0.0,99.0, <=50K
 Private,120052.22, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,143088.72, Bachelors,13.0, Divorced, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,343070.28, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,30497.395, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,97.82628, <=50K
 Private,32795.2, 11th,7.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,111114.625, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,6.3572044, <=50K
 Private,234094.6, Masters,14.0, Divorced, Own-child, White, Female,0.0,99.0, <=50K
 Private,280842.56, Bachelors,13.0, Never-married, Not-in-family, White, Male,0.0,55.0, <=50K
 Private,91690.125, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,30.0, <=50K
 Private,404566.72, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,33158.48, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,99.0, <=50K
 Private,45611.688, Masters,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,267631.1, Some-college,10.0, Divorced, Not-in-family, Black, Male,0.0,4.0, <=50K
 Private,36183.062, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,306209.12, 11th,7.0, Never-married, Unmarried, White, Male,0.0,2.1119196, <=50K
 Private,382678.56, HS-grad,9.0, Divorced, Unmarried, White, Male,0.0,40.0, <=50K
 Private,21432.717, HS-grad,9.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,40.0, >50K
 State-gov,205159.14, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,45.0, <=50K
 Private,209526.14, 10th,6.0, Married-civ-spouse, Husband, White, Male,0.0,8.0, <=50K
 ?,645255.8, Assoc-acdm,12.0, Separated, Unmarried, Black, Male,0.0,40.0, <=50K
 Private,584115.75, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,193930.52, 12th,7.0, Never-married, Own-child, White, Male,0.0,42.0, <=50K
 Private,161496.05, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, >50K
 Private,196074.98, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,70.0, <=50K
 Local-gov,168566.16, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,550448.9, 10th,6.0, Never-married, Unmarried, Black, Female,0.0,40.0, <=50K
 Private,274128.38, Assoc-acdm,12.0, Married-civ-spouse, Husband, White, Male,0.0,52.0, <=50K
 Self-emp-not-inc,33057.13, HS-grad,9.0, Divorced, Not-in-family, White, Female,0.0,1.3286058, <=50K
 Private,100229.67, Some-college,10.0, Divorced, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,30549.58, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,235792.39, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,8.0, <=50K
 Private,121474.29, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,583992.5, HS-grad,9.0, Never-married, Not-in-family, White, Male,0.0,40.0, <=50K
 Private,20895.314, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Local-gov,163071.58, Prof-school,15.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Self-emp-inc,31905.393, Some-college,10.0, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0.0,40.0, <=50K
 Private,287830.53, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, >50K
 Private,160521.6, Some-college,10.0, Never-married, Not-in-family, White, Male,0.0,2.8711534, <=50K
 ?,250081.02, HS-grad,9.0, Married-civ-spouse, Husband, White, Male,0.0,50.0, <=50K
 ?,72240.49, Some-college,10.0, Divorced, Unmarried, White, Female,0.0,1.000157, <=50K
 Private,44910.223, Some-college,10.0, Never-married, Own-child, White, Female,0.0,12.0, <=50K
 Private,603092.3, HS-grad,9.0, Divorced, Unmarried, Black, Female,0.0,40.0, <=50K
 Private,110914.81, HS-grad,9.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, >50K
 Local-gov,220079.2, Bachelors,13.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,27021.8, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,99.0, <=50K
 Private,34858.82, Some-college,16.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,79304.0, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,4.0, <=50K
 Private,326491.5, HS-grad,9.0, Never-married, Own-child, White, Female,0.0,40.0, <=50K
 Private,22212.494, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,168617.6, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,183680.94, 11th,7.0, Divorced, Not-in-family, White, Male,0.0,60.0, >50K
 Private,26232.158, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
 Private,205324.62, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,426980.34, 7th-8th,14.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Private,80861.055, HS-grad,9.0, Divorced, Not-in-family, White, Male,0.0,99.0, <=50K
 Private,172663.61, Some-college,10.0, Married-civ-spouse, Husband, White, Male,0.0,40.0, <=50K
 Local-gov,281190.9, Bachelors,13.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,251037.33, 11th,7.0, Never-married, Other-relative, White, Male,0.0,40.0, <=50K
 Private,199018.77, Bachelors,13.0, Married-civ-spouse, Husband, White, Male,0.0,1.00724, <=50K
 Private,146607.78, HS-grad,9.0, Never-married, Not-in-family, White, Female,0.0,40.0, <=50K
 Private,371960.7, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,186364.19, Bachelors,13.0, Married-civ-spouse, Wife, White, Female,0.0,40.0, <=50K
 Private,120328.484, HS-grad,9.0, Never-married, Own-child, White, Male,0.0,40.0, <=50K
 Private,417484.0, HS-grad,9.0, Divorced, Unmarried, White, Female,0.0,40.0, <=50K
