age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
29.0, Private,181725.78, Preschool,10.0, Never-married, Handlers-cleaners, Wife, White, Male,0.0,0.0,99.0, Puerto-Rico, <=50K
33.533737, ?,179981.05, Assoc-voc,15.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,10.0, United-States, >50K
30.0, Private,111517.8, 9th,1.0, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0.0,0.0,63.075573, United-States, <=50K
50.0, Self-emp-inc,437867.1, Assoc-acdm,13.0, Married-AF-spouse, Farming-fishing, Not-in-family, White, Female,0.0,0.0,98.456245, Honduras, <=50K
25.0, Private,233148.42, HS-grad,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,60.0, Puerto-Rico, <=50K
34.0, Private,123834.84, 10th,5.0, Married-civ-spouse, Sales, Not-in-family, White, Male,0.0,0.0,25.0, Honduras, <=50K
33.0, Private,460347.78, Prof-school,14.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0.0,0.0,65.0, Puerto-Rico, <=50K
37.0, Private,39105.79, HS-grad,1.0, Widowed, Prof-specialty, Not-in-family, Black, Male,10539.1,0.0,99.0, United-States, <=50K
45.0, Private,205266.78, HS-grad,4.0, Married-civ-spouse, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,308974.7, Bachelors,16.0, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Self-emp-not-inc,99216.03, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
45.0, Private,339864.4, 7th-8th,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
26.0, Private,200548.36, HS-grad,13.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
47.0, Private,26629.395, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,231991.56, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
19.0, Private,96360.63, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
66.0, Private,168013.33, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,4.0, United-States, <=50K
26.0, Private,428627.9, 10th,7.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
23.0, Private,15350.5205, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,22552.684, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,335023.44, Assoc-acdm,11.213909, Married-civ-spouse, Sales, Other-relative, White, Female,0.0,0.0,99.0, United-States, >50K
19.0, Private,631236.44, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,4.6893287, United-States, <=50K
90.0, Private,129659.13, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,28254.092, Bachelors,13.0, Separated, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,167058.44, Assoc-acdm,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
20.0, State-gov,842471.3, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,261006.03, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, State-gov,135116.4, 10th,6.0, Divorced, Sales, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,23700.408, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,637451.6, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,32688.947, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
90.0, Private,301721.2, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Local-gov,263945.9, Assoc-voc,11.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,99.0, United-States, <=50K
19.0, Private,23085.125, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,76695.26, Assoc-voc,11.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,29611.375, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,187880.8, 11th,7.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,37.0, United-States, <=50K
29.0, Self-emp-inc,30314.283, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
70.0, Private,314506.97, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,25444.85, Bachelors,13.0, Never-married, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Private,159833.72, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0.0,0.0,2.2256932, United-States, <=50K
21.0, Private,123517.36, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,1.2805562, United-States, <=50K
65.0, Private,49541.113, HS-grad,9.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,99.0, United-States, <=50K
64.076385, Private,25818.293, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,620210.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,21067.26, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,565042.25, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,42695.543, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
21.0, Local-gov,248167.67, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,1091152.1, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,79735.9, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Federal-gov,25857.523, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, United-States, >50K
23.0, Private,21042.87, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
87.139145, Private,216409.75, Assoc-acdm,11.0, Divorced, Adm-clerical, Own-child, White, Male,0.0,0.0,56.934647, United-States, >50K
32.0, Private,111100.93, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,3.5480037, United-States, <=50K
19.0, Private,662376.56, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,416998.3, 10th,6.0, Married-civ-spouse, Sales, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,26884.621, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
25.0, Private,520265.66, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,157491.61, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
61.0, Private,76007.38, HS-grad,9.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,2.4366884, United-States, <=50K
19.0, Private,54376.324, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,236144.05, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
25.439861, Private,289415.94, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,408750.5, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
90.0, Private,33372.535, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
20.0, Private,454498.44, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,479723.56, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
18.0, Private,39550.5, Assoc-voc,11.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,2.410813, United-States, <=50K
21.0, Private,704880.5, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Local-gov,253420.88, Assoc-acdm,12.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Self-emp-not-inc,77320.72, Bachelors,13.0, Married-civ-spouse, Sales, Not-in-family, White, Male,0.0,0.0,1.0386388, United-States, <=50K
26.0, Private,359604.88, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
24.0, Private,35526.523, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,2.5457454, United-States, <=50K
30.0, Private,414830.97, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
46.0, Private,33027.69, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,29308.1, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,428678.2, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Self-emp-inc,214097.5, Assoc-acdm,12.0, Divorced, Sales, Own-child, White, Male,0.0,0.0,99.0, United-States, <=50K
90.0, Private,371521.06, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,320739.88, Prof-school,15.0, Separated, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States, >50K
23.0, Private,276298.88, Bachelors,13.0, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
86.82587, Private,51418.805, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,24108.047, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, State-gov,375806.47, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
21.0, Private,329832.5, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,332376.5, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
90.0, Private,34148.254, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,24272.385, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,261025.88, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,3.0497308, United-States, <=50K
23.0, Private,424518.56, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
90.0, Private,66917.984, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,22146.451, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,374262.22, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,676867.6, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
76.0, Private,23860.865, 11th,7.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,33704.945, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
20.0, Private,21641.791, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
76.0, Private,124133.02, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,503850.4, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,69326.945, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
18.0, Private,21361.68, 10th,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
64.0, Private,29071.291, Masters,14.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
18.0, Private,146278.89, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,1.7535325, United-States, <=50K
40.0, Private,171513.72, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
19.646225, State-gov,189613.45, HS-grad,9.0, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,1.6308575, United-States, <=50K
28.0, Private,157446.48, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
18.0, Private,22903.715, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,177993.52, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
90.0, Private,154383.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Male,0.0,0.0,1.0009975, United-States, <=50K
24.0, Private,348842.9, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
83.30068, Private,178475.94, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
23.0, Private,22886.645, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,336067.53, 10th,4.0, Divorced, Other-service, Not-in-family, Other, Female,0.0,0.0,40.0, Mexico, <=50K
78.91847, Private,35646.133, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
19.08501, Private,782247.3, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,17.175507, United-States, <=50K
23.0, Private,20594.81, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,39333.24, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
21.0, Private,589593.5, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
18.370783, Private,30370.773, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
79.304184, Private,28310.102, 10th,6.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,672255.4, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,57556.043, Assoc-acdm,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
21.0, Private,684091.4, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,33555.062, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,21767.709, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, Private,277697.1, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,414220.25, HS-grad,9.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
73.0, Private,46550.043, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
18.0, Private,108434.68, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,1.5031532, United-States, <=50K
39.0, Private,91631.65, 10th,6.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,377627.9, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,164741.11, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,130645.93, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,17020.395, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,165378.67, HS-grad,9.0, Divorced, Sales, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,420245.62, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,39870.047, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,262832.97, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,403078.2, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, State-gov,15855.194, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
19.0, Private,691833.6, 10th,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,16735.03, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,340840.47, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,380594.84, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, ?, <=50K
23.0, Private,22007.53, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,536101.1, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,22701.93, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
90.0, Self-emp-not-inc,209488.28, Assoc-voc,10.992887, Widowed, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
64.06391, Self-emp-inc,181489.77, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Mexico, >50K
22.0, Private,686079.5, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,460567.8, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
64.0, Private,24302.072, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.822678, Private,641729.9, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,25421.834, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,474595.06, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
62.81044, Private,23947.207, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,292229.72, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
62.0, Private,154725.2, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Local-gov,550914.44, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
62.0, Private,23863.137, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,368251.44, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,627112.94, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,22973.113, Assoc-acdm,12.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,375293.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,23149.217, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,22300.75, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
89.44527, Private,315936.7, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,168279.39, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Male,0.0,0.0,99.0, United-States, <=50K
70.0, Private,226380.56, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,98938.18, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
60.0, Private,447448.5, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,23932.27, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,440718.56, 10th,6.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,149299.03, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,41607.367, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,220124.8, Masters,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,99.0, United-States, >50K
33.0, Private,637233.8, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
