Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
42.320587,18.271494,2.7543888,0.24111941,0.17126383,-7.1154175,28.211697,0.4319933,89.204025,165.80023,g
160.2012,63.547226,4.006289,0.06826673,0.030861082,-269.89398,148.53673,-38.698883,5.8997397,237.84827,g
71.30844,26.865595,3.1830077,0.19940357,0.09401688,28.190758,83.489716,-29.122808,12.571754,212.1854,g
49.30623,14.78724,2.733476,0.4435792,0.1572335,-85.270485,-42.57463,10.288074,51.974064,90.48927,g
23.187452,22.28847,3.4366317,0.21311131,0.1853467,-27.050814,68.089325,3.1956122,2.3428369,219.90868,g
130.82188,87.584816,4.347212,0.04358409,0.019351445,-46.034714,113.35022,57.305412,8.79087,209.04642,g
39.61021,11.451295,3.032643,0.3576943,0.1684955,-8.06396,24.570415,-3.2429569,8.730996,228.27829,g
224.89133,66.92224,3.5330346,0.088213615,0.044013105,-346.50595,201.6425,36.65783,29.819326,70.56501,h
98.73917,37.580822,3.5179114,0.13615194,0.07217541,100.61737,89.36572,-30.348177,5.912081,261.57538,g
25.196575,22.64094,2.759554,0.3771983,0.20189469,-19.211664,-11.680286,17.178738,57.8368,72.54706,g
20.923885,27.168037,3.0509284,0.30386055,0.15216981,19.025995,0.11671417,-9.832958,2.7848725,132.37416,g
143.24266,25.584822,2.620385,0.34300223,0.18995877,-121.43788,-104.323074,-19.989393,2.7829943,276.32034,g
19.245941,0.0,2.1186547,0.8779935,0.65954804,23.25927,6.1828203,-5.670924,63.859947,26.509928,g
20.494959,15.959921,2.4204962,0.55558693,0.33295107,14.119046,-15.827612,14.826669,15.807903,183.87874,g
50.76156,29.958586,3.094638,0.24367276,0.12916641,28.177177,47.484905,21.154934,52.035583,245.28159,h
54.05262,18.964296,2.229552,0.28057474,0.2764891,-44.56558,11.703292,-4.052745,39.37083,225.16904,g
31.403078,0.163911,2.173735,0.6166324,0.32606834,32.6775,20.066721,0.0,29.229782,199.69159,g
83.98723,27.08632,3.407697,0.28176695,0.16826822,-1.8096961,63.049164,-26.742033,0.043962386,322.2521,g
44.802193,22.70314,3.1046338,0.4157007,0.096108004,50.720497,62.5833,-11.915883,2.1950376,203.64868,g
73.42377,17.423204,2.924102,0.2690793,0.14777952,83.722244,68.57896,-15.41321,0.0,231.84723,g
13.02054,10.00918,2.1363482,0.7800245,0.46096012,-24.888271,-7.6829805,7.519665,42.12438,184.26344,g
201.6374,249.456,5.3233,0.01310431,0.0003,-109.90624,149.81406,109.737526,1.7433238,240.3657,g
112.8189,46.42487,4.315809,0.0703275,0.034737553,127.06855,94.489044,-31.679226,9.345551e-05,286.31183,g
69.87547,35.04296,3.0665052,0.3484777,0.20507601,-13.571797,78.269844,9.693134,5.634426,278.6073,g
17.397259,0.0,2.157027,0.887126,0.6735896,15.855905,5.1650376,-3.3897672,22.834742,197.82857,g
144.34517,35.420174,3.1020284,0.45190862,0.28340304,-168.7565,-98.51595,-38.03322,39.424225,357.42847,h
14.989829,0.0,2.0880325,0.83564854,0.5200866,31.343859,-8.463368,0.14663287,42.405186,1.2826,h
163.3035,43.74654,3.3568347,0.10955632,0.05523948,-271.9233,142.26956,40.903526,5.204321,203.9765,g
24.97525,17.474146,3.2092803,0.5875409,0.25661135,55.663227,49.06401,-8.0370865,7.1508136,237.3397,g
180.91539,64.50812,3.4512181,0.13196203,0.19333605,-1.2329009,-91.011406,18.715927,4.0178814,225.2585,h
12.965811,11.838057,2.315996,0.63676864,0.32009858,-23.916834,12.993909,11.437888,24.884342,113.69335,g
27.18276,14.778021,2.5438726,0.48348364,0.21410878,-2.6135588,20.753838,8.176191,63.062336,193.18703,h
96.63465,27.27808,3.1951625,0.27643156,0.15476164,31.917175,75.76345,21.379478,1.4006888,346.91113,g
44.754986,40.531036,3.4030585,0.18596126,0.101659186,32.968487,27.87578,37.9729,78.653885,5.7850876,g
19.663897,12.455569,2.5807018,0.53194356,0.27942663,-12.542794,15.042766,-5.83427,85.763504,238.17805,h
39.597374,25.43781,4.0978837,0.2804547,0.1414957,31.192125,13.950061,9.972786,2.5621617,279.12894,g
52.492004,17.804066,3.1288245,0.33264384,0.13042511,26.503693,23.174505,-11.101384,85.60837,61.281788,h
20.072746,9.891199,2.1345205,0.60263014,0.31471956,-32.313805,-11.908997,5.383426,89.482506,50.891323,g
29.933836,11.235404,2.45164,0.40272242,0.21189453,-2.6956837,-21.274248,-9.457249,83.6127,146.93118,g
33.883537,12.276582,3.1370664,0.23195305,0.13330036,-14.762063,-20.75343,8.1219,1.9847723,182.59647,g
143.11996,93.2889,5.226007,0.017256526,0.0019861988,95.03456,132.29216,45.97997,0.28164008,216.16861,g
122.0115,46.35043,4.3568587,0.056169014,0.027412022,121.93476,114.88334,24.044123,0.38236248,252.85057,g
21.658413,10.81103,2.5111575,0.5574746,0.29660842,-3.070175,16.991507,0.88370395,42.69116,195.59456,g
35.18544,10.496494,2.2853892,0.81816465,0.28810275,-23.80761,21.480783,-8.948895,77.65986,135.27939,h
101.1105,40.16877,3.9874694,0.105306596,0.054523125,105.078804,81.30243,-35.44242,4.137714e-06,299.7874,g
43.314415,18.60423,3.383365,0.17512469,0.16924581,-24.153887,25.43718,1.2884523,12.065045,187.76724,g
117.17183,35.08202,3.8537703,0.11208894,0.05744475,101.09639,107.57441,23.580313,0.6947298,286.3464,g
12.845971,7.212377,2.1863704,0.89277655,0.6751863,-0.9555701,-5.959855,11.820121,22.794683,162.92036,g
99.81553,20.624537,2.818549,0.17063305,0.1000996,66.04734,92.185844,-10.9677725,3.6833558,214.76747,g
86.711754,28.643524,3.3155422,0.19433112,0.103279255,29.002914,71.897285,19.521976,5.6617393,301.8333,g
28.865324,10.265602,3.0192583,0.5009665,0.20133494,-12.887872,17.033625,-5.86413,58.29952,221.68758,g
78.31492,12.630287,2.4403658,0.4357496,0.24138917,-80.16596,-52.047726,-11.555884,5.514359,181.08794,g
17.481369,15.3102865,2.4404967,0.50916016,0.2661042,-14.996072,11.10895,-11.626092,30.826376,102.501274,g
72.31191,24.950403,2.202299,0.56096375,0.1358113,23.785137,24.42835,-9.075864,10.45725,385.17764,g
12.666041,6.594267,2.2008333,0.82265455,0.5123331,19.0479,5.982642,-5.3889055,66.908585,203.36008,h
52.880222,23.76793,2.8897202,0.115853496,0.16384044,6.2715716,47.858128,7.710664,29.010792,134.57542,h
120.31948,42.133987,3.6875486,0.1511561,0.07791387,-147.74698,112.714584,37.803097,9.038297,277.63696,g
102.72613,62.065422,3.5170343,0.19950385,0.08837632,-157.0678,-63.04882,37.958447,15.387984,349.59058,h
35.62332,13.686072,2.7794137,0.41128382,0.20124504,32.471573,18.098234,9.51028,1.8105555,312.04608,g
35.199768,18.234901,2.7278838,0.27375075,0.14396636,32.45289,21.548487,13.900943,0.78171384,112.03244,g
17.612127,11.792956,2.434274,0.7047397,0.33076024,5.732217,-19.8728,-8.273585,23.40155,161.3776,g
35.86464,20.724102,2.945729,0.2629146,0.18770517,-38.44152,31.416079,4.386443,0.3984812,283.03506,g
153.33377,15.5803175,2.3743377,0.38881537,0.14975576,-5.510587,-24.368425,3.4960763,46.19032,154.95389,h
42.002872,11.13105,2.665992,0.40801853,0.32201514,-19.310759,9.608954,10.338005,3.8060617,226.24768,g
21.100864,11.557633,2.434339,0.5835871,0.25087696,33.228645,-9.893684,-8.68156,14.469688,261.71722,h
24.203377,15.480598,2.6955914,0.32031664,0.20644294,24.684015,18.148481,-7.8291287,9.596549,212.43571,g
18.164547,7.121432,2.102239,0.753805,0.4299672,-12.112667,-9.895488,4.4178014,0.00018600936,122.63476,g
61.11754,18.6192,4.0866437,0.23593582,0.0680532,-0.97994703,42.055435,7.6303525,11.893841,183.43185,g
17.006222,10.721402,2.382568,0.43119794,0.25456336,1.5299815,-32.39341,8.374246,16.8453,221.61775,g
39.005054,10.378439,2.4524107,0.6693016,0.1834907,9.991297,2.7302191,7.9735646,19.439833,179.12837,g
60.30015,17.984291,2.7826233,0.24932474,0.090366915,-65.518845,34.89253,12.054004,1.8475409,153.16881,g
135.14986,75.92208,3.2811031,0.13110176,0.069761775,249.3511,9.822614,-79.48634,10.386215,177.03522,h
12.991431,10.236449,1.9476951,0.75641286,0.40869337,-26.132215,-6.4064384,7.849287,52.18723,13.621629,g
85.30587,32.778755,3.5660172,0.25001734,0.16338532,-15.440664,66.618256,-21.4082,0.6461502,338.6221,g
13.421221,10.181175,2.0487952,0.7192111,0.3658657,29.282833,-7.5920963,-10.800236,89.90334,216.95688,g
34.428005,17.789385,2.735735,0.42146656,0.21124956,-28.849556,-18.5822,-11.372967,89.56908,1.2826,g
51.88984,27.284754,3.3460433,0.13647659,0.10761992,76.65013,68.27927,11.608313,3.2443671,261.15747,g
166.90523,145.2607,5.3189964,0.013413041,0.00036552403,231.67607,141.77477,-61.446808,2.498297,206.30684,g
71.0106,17.871668,2.8666992,0.298385,0.17447618,64.433044,47.68375,-14.086152,2.729004,235.57263,g
19.538408,16.053312,2.7700014,0.12204804,0.26093608,-6.9528337,-139.32138,13.211889,14.169665,214.92134,g
167.61786,144.7693,5.148772,0.017423412,0.0023451953,428.21243,131.393,-88.84501,10.856595,224.12306,g
42.981464,17.148552,2.4736974,0.32570904,0.25861523,22.042997,61.935055,-26.990637,0.12724496,197.903,g
62.10129,10.194078,2.8599417,0.43441603,0.29908904,29.924253,-12.123979,-11.69833,3.5284429,231.09216,g
46.141006,14.427704,2.6250787,0.63519436,0.12670831,33.862972,13.603864,10.87425,19.83531,176.33427,g
26.39386,20.795801,2.7223177,0.30729997,0.20465946,12.942469,22.87496,-15.305889,66.13605,65.23122,g
33.260586,10.664477,2.995136,0.5400611,0.24410743,-75.569244,16.483786,10.148349,3.438516,170.68388,g
12.964329,7.226546,1.9413079,0.75462127,0.38588205,-31.134478,-5.9459724,-6.743735,7.810166,177.90512,h
13.190221,7.1742983,2.3451881,0.82388633,0.5669486,-25.58384,-9.22793,3.033254,76.40336,200.2847,h
101.53001,40.832005,4.14544,0.09859444,0.048883818,49.362003,86.08213,23.139597,0.105071194,293.28696,g
31.48536,16.344122,2.6019447,0.3604307,0.18885313,-8.253855,-13.683368,-13.781036,18.648987,241.25044,g
33.74263,14.692155,2.7193515,0.40616414,0.18190335,-36.769726,-18.708136,9.875858,20.857908,58.83688,g
86.35959,23.895226,2.6531875,0.26091158,0.13474931,-132.25662,63.49854,19.005577,11.568185,283.69373,g
82.64785,14.627384,3.1619287,0.23939669,0.15624836,-104.81262,11.4824705,-10.27987,68.22558,191.40482,h
53.27583,27.683558,2.7290401,0.43656716,0.21169284,14.26225,14.0808525,-8.877515,23.044004,101.27577,g
257.3312,20.396029,2.46117,0.3929482,0.1918175,543.3262,237.14554,-18.366083,10.374277,234.50745,g
24.90701,12.640676,2.560829,0.29801694,0.15995307,16.179834,52.903435,-13.79007,1.9646537,277.07462,g
78.69463,24.483885,3.4572165,0.17907383,0.09728369,28.830223,61.547077,-7.500653,0.008229559,272.7971,g
114.524124,50.783924,4.322101,0.059552267,0.028154891,33.909523,107.20481,27.94774,3.03865,253.64056,g
44.443478,22.744234,3.0479298,0.21731369,0.12476997,65.62554,16.623468,17.033134,1.8666396,126.85964,g
81.58442,31.50972,3.2548456,0.16427411,0.08881362,73.9289,39.144253,-20.402082,61.1085,149.17258,h
27.268238,15.250005,3.0459237,0.4805504,0.18897656,-47.06888,-14.702193,-4.4313846,3.4408805,231.22485,g
81.7589,8.707163,2.3384166,0.39784026,0.20913267,90.57701,61.147243,5.5851483,38.49254,221.01335,g
14.904333,11.294159,2.150764,0.60181165,0.3213092,-26.77758,-8.36181,-10.908962,13.352386,166.15096,g
90.855286,10.804891,2.3063183,0.5690854,0.30056903,-123.33111,-56.54799,11.1875925,0.0058087828,169.76881,h
12.439246,11.207951,1.9428315,0.75731164,0.3905398,18.259947,-7.625668,10.630911,0.56734747,200.40361,g
79.59225,18.668652,2.6555047,0.6923804,0.0923686,-2.2666042,-10.2734375,-13.37754,6.3283443,186.14737,g
220.80888,149.03464,4.565034,0.060708873,0.024460401,-185.12737,-236.44026,-100.07727,69.24324,364.90518,h
28.876081,14.043813,2.7114236,0.5757202,0.20350598,41.823193,33.55605,20.584543,69.680336,156.14633,g
56.581482,11.403033,2.6623516,0.44146436,0.2775198,36.74462,53.3714,-6.239917,6.482112,216.45174,g
256.92892,250.72386,4.848385,0.019470606,0.0020319999,-425.26422,227.27924,178.12737,59.10735,154.6034,h
22.982594,20.095083,3.2158365,0.24388216,0.13032086,-82.30021,25.899738,16.683428,3.6982718,376.0582,g
13.258189,11.92536,2.1920633,0.7616054,0.38506064,-35.418465,-15.6731825,16.129786,62.670845,160.48502,h
46.98119,27.800562,3.3708367,0.29381225,0.15625787,41.911575,41.943848,-23.26797,12.6566725,89.869286,g
12.936165,0.0,2.3876157,0.8929785,0.6752,-13.2925005,-8.909316,-3.464986,89.94576,79.948456,h
63.04991,27.09069,2.5265203,0.51524204,0.2934144,84.5729,-57.60724,-32.6162,87.65507,254.37874,h
279.25757,118.212234,3.6754637,0.09049864,0.04388484,526.8459,237.87527,-115.841354,78.638466,203.9817,h
80.30474,31.441715,3.2539575,0.20613769,0.11715993,-73.01132,60.85132,-19.450443,7.8131056,234.40982,g
26.669373,17.174965,3.0711403,0.5806327,0.2653689,9.071152,22.507633,-6.619301,4.422519,109.7359,g
161.2448,113.19713,5.287182,0.01502261,0.00071955414,-126.11714,106.66118,67.50798,0.03554619,264.72968,g
54.698097,20.086384,3.6200426,0.22330524,0.10546875,-4.732009,-16.079168,-28.436872,1.0583888,307.50665,g
60.00628,23.071795,2.8973553,0.18904662,0.09868654,-18.678581,51.916508,-7.2345943,4.1042604,213.75397,g
22.658003,0.0,2.1176157,0.81196666,0.49868464,-0.89033055,-5.1006665,-5.1924443,30.40456,149.95746,g
300.67813,88.101265,3.4185266,0.14233774,0.07891758,-447.56622,237.06511,57.957874,89.54124,206.44736,h
137.24796,96.044106,4.0251555,0.09490816,0.043831162,-294.70477,101.11126,-91.21241,2.693554,257.5547,h
77.5867,22.064684,3.1318572,0.17865317,0.09830416,48.382042,40.185764,10.97448,5.1580157,140.37068,g
74.375175,18.330545,2.9826808,0.19402874,0.19658837,3.539619,23.088064,9.391032,29.52237,122.01282,h
47.51122,12.469591,3.2987788,0.26296633,0.2135725,1.1958992,-4.342295,3.7856793,3.1576858,86.26183,g
12.9260645,11.029073,1.9555647,0.7493251,0.39135978,-27.272585,4.421302,11.849408,81.27119,111.048325,g
22.514744,0.0,2.0897954,0.8198041,0.5464903,-23.521921,-9.9975395,5.7450657,55.21426,212.46075,g
19.179815,0.0,1.9446694,0.87438303,0.60948914,29.78353,6.073056,-6.625644,77.65599,194.30106,g
7.100468,8.846034,2.059124,0.76827055,0.3871006,-38.37257,-2.8249438,-11.569187,81.315544,214.88664,h
16.454258,7.238947,1.9437938,0.7668384,0.4083239,-37.696846,-5.7630396,-5.9544153,3.809597,126.034645,g
13.434063,31.139217,2.4042132,0.17786705,0.26704735,5.170475,2.5593643,2.5467882,83.07789,155.15941,g
81.99127,13.657584,2.7972217,0.34120274,0.18146296,66.931984,51.789696,-6.665724,0.36095175,242.1144,g
163.51155,123.07532,5.3123064,0.013878676,0.00048006716,259.12772,127.732994,-54.955276,0.5678313,253.28296,g
47.37266,18.850769,2.3522484,0.22511956,0.12933338,1.9487362,20.49216,10.427895,61.2696,132.50572,g
204.9363,250.546,5.3233,0.013101477,0.0003,459.4885,202.46812,96.13214,1.1491889,215.49419,g
41.87669,21.864653,2.6508121,0.36050072,0.12910207,23.175907,55.846863,3.5748503,1.4688478,326.14633,g
149.2899,61.379955,3.8623176,0.067731805,0.030813294,-262.5094,128.25746,52.692856,2.9757514,207.8014,g
252.36723,22.391556,2.756926,0.2613025,0.12920222,561.31647,235.61612,-19.886894,3.1671124,235.87428,g
37.67864,27.980665,2.5292444,0.4830089,0.15142104,-65.51504,-25.281013,-3.4818392,3.6364603,162.52524,g
18.66516,7.3760347,2.167261,0.70225245,0.36992508,-20.307163,-8.918529,3.9868686,56.964058,149.36449,g
44.502113,26.10226,2.93765,0.33872846,0.18413803,-7.291267,63.940567,26.87455,45.471752,152.38242,g
88.885445,37.819294,3.6762938,0.13527872,0.076306455,63.10416,84.485374,-21.621376,1.4698659,196.07666,g
69.211365,37.7753,4.014499,0.116040125,0.050622445,16.32002,64.19687,19.182869,0.13345194,204.56732,g
12.857807,9.71435,1.9623097,0.8395713,0.551521,-1.2452316,-3.009948,-11.721028,59.057583,217.03172,g
36.23134,26.177364,2.9675176,0.15993889,0.10595324,-15.3921585,11.125486,8.298271,10.924786,270.0792,g
19.454582,11.880863,2.7852013,0.72079796,0.3780362,1.7730734,-15.148978,-7.3046236,31.403494,171.0001,h
126.37237,11.79189,2.2014635,0.46273997,0.24015714,141.61765,90.38946,-6.349519,9.263238,197.22359,g
35.48061,11.484653,2.6308174,0.40468943,0.20789662,23.494484,18.167074,5.5666847,63.489132,53.690712,h
24.999363,14.71914,2.4862752,0.4035509,0.21384767,4.3555527,-16.333742,5.9350405,7.6672664,169.40135,g
60.01966,22.485,2.8398113,0.23134653,0.12172527,68.37124,48.88321,13.9256115,1.9782082,190.37724,g
32.912487,0.00027691261,2.4492786,0.5223508,0.2794205,7.5566583,16.457268,18.76875,41.435078,181.11395,g
96.51104,18.665976,3.1770992,0.2402931,0.16447303,78.29229,-44.16687,20.573273,64.62386,278.94064,h
90.60326,22.747196,3.115678,0.1518036,0.18302561,25.49833,39.653667,17.99993,4.807952,297.68823,g
12.403136,10.670756,2.0481544,0.8837663,0.65025026,-9.003356,-2.6024811,-17.901276,63.541595,206.78119,g
25.684408,18.270683,2.5752437,0.41663295,0.28717044,-41.328342,-13.481148,-11.140042,62.65239,122.79351,g
12.938378,7.2683644,2.231525,0.71969616,0.38316634,0.3075433,-5.438257,-4.8565807,67.00465,125.1397,h
74.22135,14.262752,2.6252663,0.3679127,0.1943217,92.74715,-26.241737,-5.793043,17.121174,229.21823,g
102.47805,0.0,2.5605748,0.70320404,0.32211173,-170.53691,-109.31439,5.038422,0.0,272.38266,h
24.154654,12.683942,2.5997016,0.5102303,0.30322704,17.010113,-0.30376685,5.019254,87.182755,26.586088,h
12.538255,11.1244955,2.0734763,0.77476233,0.43282458,-22.455595,-5.4746194,10.049626,78.63675,137.96219,g
17.823475,0.0,2.0790265,0.8590062,0.6333737,0.6355235,-18.156754,3.6357925,74.28874,146.533,g
64.51841,18.150959,2.9018795,0.22591007,0.1167568,79.385994,-33.30674,17.095875,42.206295,213.71594,g
22.378445,7.093891,2.1465552,0.7211597,0.444127,26.15386,-4.052914,-7.3079576,7.04758,255.1549,g
176.44562,196.77573,5.3225684,0.013306265,0.00032381294,-56.506783,126.21207,-57.609524,1.9869156,277.80756,g
30.073732,16.844236,2.7430675,0.3529977,0.19670044,38.034683,4.5335407,-13.7469225,10.494609,173.30696,g
17.574316,0.0,2.1271374,0.88451654,0.6657254,23.52322,-4.650859,-6.1190186,51.181248,1.288815,g
27.263258,18.344633,2.5587392,0.5467905,0.33121255,-3.7320564,13.305019,-15.370613,20.654222,222.50786,g
57.956104,10.942355,2.390254,0.45156032,0.17931888,8.29324,-17.933218,10.352147,18.669611,289.28088,g
24.49954,17.790865,2.8777876,0.64772546,0.1982298,-2.9858773,13.61643,9.75741,87.8911,282.5123,g
41.74065,26.334606,3.0898194,0.24585661,0.1886236,30.468721,22.965183,-13.193331,10.178747,187.16641,h
180.48825,180.08359,5.321339,0.013296468,0.00033036593,49.175087,140.65804,75.4467,3.1728063,236.32483,g
52.15758,20.284986,2.720046,0.27924913,0.14433429,-66.97969,35.525707,-9.131844,8.864586,228.11902,g
103.62212,46.676353,3.183314,0.15023942,0.07916951,-99.0033,-113.30373,42.207775,89.73083,58.55249,g
18.411367,13.660307,2.2159066,0.6214746,0.38091698,-7.4739823,2.035974,-12.589534,1.3532634,60.986515,g
12.870386,11.539298,2.325555,0.7387791,0.42284828,-13.947661,4.54504,10.909106,57.151672,121.11666,g
45.329357,20.930824,3.3094523,0.21086338,0.1352334,13.8735485,29.598032,-6.960606,5.402567,186.31123,g
36.134983,15.701463,2.5829728,0.35061508,0.18997143,-25.895771,-22.875021,11.974334,15.7298155,185.31824,g
33.543106,25.52108,2.8257666,0.2666531,0.14855473,-4.4602385,-21.687708,-14.846988,41.919964,146.93163,g
76.95136,27.46621,3.597105,0.12561013,0.071165025,48.81902,62.633347,15.688491,0.8508296,233.6693,g
20.017467,10.764236,2.7827077,0.5124756,0.2903134,50.661663,-12.4459915,-5.8110795,46.84857,151.57402,h
20.307507,8.288497,2.2674627,0.72633785,0.43855897,-20.94039,-13.792891,4.352155,56.04953,175.74257,g
31.309807,20.168705,2.7931976,0.33753636,0.1703681,32.857456,30.881828,11.159261,26.890322,137.02005,g
12.699146,9.912568,1.943147,0.79587954,0.44783634,24.188585,-6.124419,9.26462,9.693619,49.006416,g
29.342394,15.929027,2.5245242,0.40149984,0.21340044,-21.91333,6.1530123,7.9988294,8.043368,144.81995,g
58.395924,15.353452,2.4617913,0.44079646,0.10538256,1.2063948,-12.569356,-5.6272674,6.7136607,179.27373,g
82.949356,6.929575,2.5716379,0.49572,0.28714338,68.80794,82.4934,-4.0786705,0.41416803,155.50711,g
249.65137,104.14647,3.0513716,0.19821711,0.10690733,-204.06123,-281.47656,108.83314,89.050865,234.08388,g
26.974031,20.309834,2.8654845,0.44894838,0.1360716,4.5680575,8.568595,-6.6518335,13.020648,70.307205,g
293.14798,255.9871,5.3233,0.0131,0.0003,-428.85635,-320.3277,-205.06445,85.98009,193.37517,h
12.655663,10.975162,1.9589232,0.7396791,0.37616476,-22.17788,-1.1384071,8.092174,84.15955,218.4762,g
16.944794,12.5182,2.3180323,0.6389445,0.38282645,22.53032,13.066452,-14.870071,21.791689,109.10742,g
81.50641,27.48602,3.0258236,0.20707335,0.113467604,93.25448,-92.98606,-22.789469,74.80589,24.25846,g
49.30228,26.01249,2.9698853,0.20933491,0.13923292,-78.75215,11.551017,11.641917,5.8766656,171.88664,g
33.58253,22.953926,3.9333491,0.133364,0.10595229,14.878139,36.939617,10.920932,3.161436,77.668434,g
67.03,17.845615,2.3660123,0.24486949,0.23428443,13.23594,22.571041,6.678164,30.083498,173.68993,g
19.280035,10.275935,2.2995422,0.6083849,0.31738204,-29.040066,-11.035603,7.8694735,89.99889,142.074,h
264.88837,94.02427,3.5333927,0.08672709,0.041344844,-326.10187,-212.12085,75.85682,9.650382,65.36195,h
19.408495,17.75093,2.253462,0.48865613,0.24012627,-33.5872,14.997342,-17.817629,80.588234,166.02548,h
79.77678,24.5706,3.3667512,0.1674299,0.08736381,-96.72371,59.07873,-10.384961,0.04634988,255.04726,g
307.48053,254.04787,5.035627,0.016701788,0.0016571381,-449.40192,-312.5292,178.86407,86.118904,154.59006,h
60.45873,22.52121,3.0301921,0.2422797,0.13832574,-28.202656,41.39723,-15.608539,2.4333413,259.23935,g
88.7441,28.821749,3.4603221,0.16431446,0.08730014,-82.92633,-57.650436,-22.077942,7.06634,291.26962,g
22.054806,0.0,1.9421932,0.7700488,0.4101983,45.022305,9.366287,-5.1071978,19.491112,91.659836,g
30.817959,12.690202,2.9967773,0.79533637,0.21424773,32.200733,13.673547,-15.205593,9.809748,260.80136,g
31.109486,27.523771,2.6532626,0.30011722,0.13440435,37.54184,24.851494,-16.344994,76.365845,43.864536,h
116.73538,38.29608,3.6990972,0.10138886,0.049820185,-203.28793,100.08515,-23.8218,3.0669963,254.57445,g
13.726218,10.232998,2.1497848,0.73956424,0.36952737,27.110893,4.1146703,6.2527776,10.679877,101.287025,g
264.68918,237.2183,5.3206058,0.013257385,0.00031710273,-445.4322,234.49709,-182.21834,89.9488,167.7447,h
28.407755,16.34162,2.564577,0.42226794,0.2132394,-22.687885,14.7437,10.15399,60.579525,174.35265,g
88.76464,21.111048,3.0900414,0.17903501,0.09423989,125.97695,68.47636,15.601465,0.15313233,237.04001,g
33.234837,24.087969,3.0687342,0.23267487,0.123036616,27.722181,17.925104,-9.099006,23.887222,127.35215,g
