LIMIT_BAL,SEX,MARRIAGE,AGE,PAY_0,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT5,PAY_AMT6,default payment next month
20000.0,2,1,28.0,0,0,0,0,0,14339.694,15845.467,16625.49,16545.559,1453.2218,1358.7799,700.0,783.29004,0
140000.0,1,3,39.0,3,0,0,0,0,17780.799,17974.918,686.02386,2018.5386,4500.0,2296.952,0.0,7000.0,0
280000.0,2,2,44.0,-1,-1,-2,-2,-2,922.64545,0.0,0.0,0.0,1288.9458,0.0,0.0,0.0,0
130000.0,2,2,28.0,1,0,0,0,0,139057.08,106717.805,45211.707,79329.99,0.0,3213.7676,2033.9492,2000.0,0
380000.0,2,2,26.0,0,2,0,0,0,168272.27,324925.53,225571.52,161042.19,38933.84,5912.1187,7219.868,2500.0,0
410000.0,2,2,34.0,-1,-1,-1,-1,-1,296.1257,380.85535,0.0,296.40396,0.0,326.68753,256.95258,200.3011,0
50000.0,1,2,29.0,1,0,0,0,0,51426.19,31201.254,29728.621,24528.994,903.42175,2600.0,1000.0,1000.0,0
100000.0,2,1,28.0,0,0,0,0,0,25995.021,27768.209,28344.443,24557.637,3000.467,1880.0477,1757.7225,1792.8523,0
90000.0,1,2,24.0,2,0,0,0,0,60816.824,67376.13,67968.19,76498.32,5000.0,4167.4287,1000.0,2000.0,0
70000.0,2,2,37.0,0,0,0,0,0,65137.676,63124.94,50441.72,47799.812,3000.0,4000.0,2000.0,2000.0,0
160000.0,1,1,44.0,0,4,2,0,0,5310.5244,62190.816,429437.34,52607.867,0.0,4322.1226,6000.0,3319.4932,1
150000.0,2,2,51.0,1,-1,-2,-2,-2,8811.21,925.40533,0.0,453.99878,2500.0,0.0,0.0,0.0,0
200000.0,2,1,34.0,-2,-2,-2,-2,-2,14436.171,19547.643,7822.935,78591.96,13479.197,24367.766,85167.914,9025.993,0
210000.0,2,2,28.241917,0,0,-1,0,0,13174.936,9503.115,142165.25,106404.84,0.0,1249.631,0.0,2285.7202,0
140000.0,1,1,35.0,0,0,0,0,0,85982.03,8176.1753,58546.195,28896.76,825.29767,0.0,608.88275,700.0,0
300000.0,2,2,27.0,-1,-1,0,0,0,9692.939,1572.3612,5799.7876,26150.3,1358.5209,2363.6648,1439.4352,2196.914,0
269634.4,2,1,40.0,-2,-2,-2,-1,-1,0.0,0.0,1181.5127,0.0,0.0,0.0,0.0,115.417046,0
210000.0,1,2,41.0,4,0,0,0,0,21482.469,57029.4,29818.246,45382.484,12060.178,605.9279,0.0,0.0,0
413073.1,1,1,30.0,2,0,0,0,0,488730.03,449905.62,433029.28,365013.78,18432.918,20267.887,13354.573,11403.935,1
60000.0,1,1,52.0,1,-2,-1,-1,-1,-69777.0,-157264.0,-169958.84,-338951.94,0.0,0.0,0.0,97779.57,0
50000.0,1,2,25.0,0,0,0,0,0,36196.867,33041.133,31248.332,31001.867,1739.6012,1500.032,1500.0,1281.0594,0
300000.0,1,2,30.0,0,0,0,0,2,66104.195,29168.658,14166.886,48733.95,1701.0592,1593.29,502.55228,787.3202,0
579317.1,2,2,29.0,-2,-2,-2,-2,-2,-69777.0,-157264.0,-170000.0,-339603.0,0.0,0.0,0.0,0.0,0
10000.0,1,1,25.0,0,0,0,0,0,4286.861,1937.1942,780.2715,-169813.94,1613.0864,1081.9703,0.0,0.0,1
400000.0,2,2,32.0,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14106.092,1,1,59.14066,0,0,0,0,0,20765.85,23359.277,15789.549,1221.1777,1857.1685,1340.2388,0.0,390.0,0
500000.0,2,2,32.0,-2,-2,-2,-2,-2,533.5358,390.0,306.34262,780.0,1299.1718,577.0687,1000.0,416.83508,0
30000.0,1,1,60.994328,-2,2,-2,2,2,26700.816,16750.75,27213.822,30270.36,0.0,0.0,2389.2454,0.0,1
120000.0,2,2,58.0,0,0,-1,2,-2,1372.9832,23731.346,71212.98,0.0,0.0,17.271938,0.0,0.0,0
112406.37,2,1,31.0,0,2,0,0,0,171147.28,25430.33,112128.266,43962.53,3385.8276,0.0,1100.0,3796.695,0
200000.0,1,2,33.0,0,0,0,0,0,38690.844,97516.914,376379.06,48084.59,8097.0576,3000.0,0.0,0.0,0
280000.0,2,1,60.00745,-1,-1,-1,-2,-2,669.76495,442.9693,0.0,0.0,1022.5573,855.0866,0.0,0.0,0
50000.0,2,2,23.0,0,0,0,0,0,41157.25,23920.617,15487.488,71028.984,616.68414,2021.7281,1511.2832,753.0527,0
140000.0,1,2,25.0,-1,0,-2,-1,0,19952.656,27798.309,17053.383,13654.755,6000.0,3000.0,11564.474,39889.695,0
10000.0,2,2,29.0,-1,0,0,0,0,3587.9592,29463.367,18200.424,16373.188,5000.0,2476.9673,18002.064,9903.189,0
210000.0,2,2,26.0,0,0,0,0,0,4631.6675,5783.561,6658.252,7269.3096,1150.3685,1699.5507,1011.3038,1000.0,0
30000.0,2,3,26.0,0,3,0,0,0,49932.668,83536.266,29443.54,72356.66,5000.0,2628.4832,319.64023,16040.854,0
450000.0,2,2,29.0,2,0,0,0,-1,387320.8,403029.2,403426.53,952532.25,0.0,18995.477,317526.03,208949.89,0
150000.0,1,2,23.0,-1,-1,-2,-2,-2,1413.8378,0.0,0.0,0.0,683.687,0.0,0.0,0.0,0
110000.0,1,2,22.0,2,0,0,0,0,115740.164,111497.34,101090.1,86115.61,4685.879,4504.52,2700.8862,3264.0652,0
360000.0,1,2,26.0,-2,-2,-2,-2,-2,360.55533,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0
120000.0,2,2,31.0,-1,-1,-1,-1,-1,-69777.0,-157241.88,-169897.22,-339569.12,0.0,0.0,0.0,0.0,1
260000.0,2,1,40.0,0,0,2,0,0,6360.5854,1296.631,86213.03,0.0,0.0,2500.0,100.304665,0.0,1
30000.0,1,2,50.378174,0,0,2,-2,0,134116.08,235927.02,0.0,43712.426,0.0,4000.0,0.0,13081.095,0
400000.0,2,2,41.0,2,0,0,0,0,226617.34,218242.03,27857.521,17037.07,9432.203,7829.5703,86139.78,4503.2866,0
150000.0,2,1,24.0,0,0,2,0,-1,138.83246,17039.225,458.8051,410.86865,5894.2515,1383.8694,4000.0,995.68945,0
20000.0,1,2,27.0,0,0,0,0,0,20426.447,21891.574,21572.986,20440.95,1680.6609,1600.0,1500.0,0.0,0
200000.0,2,2,25.0,2,0,0,-2,-1,27172.29,62403.93,47284.094,58006.0,141511.33,0.0,0.0,1500.0,0
200000.0,2,2,25.0,1,0,0,0,0,48683.613,35478.74,33931.5,17533.95,7032.74,2091.575,793.6089,1500.0,0
200000.0,2,1,39.0,0,0,0,0,0,24355.072,17654.225,16792.75,29457.785,5000.0,3700.2551,24450.826,2865.0913,0
1000000.0,2,1,59.998722,-1,-1,-1,-1,-1,124678.0,747918.0,295692.0,41420.93,256173.58,1226821.9,11996.665,178541.28,0
30000.0,2,1,39.0,2,0,2,2,0,29480.613,29917.53,30388.264,33122.703,2000.0,2789.1357,1522.7599,1896.9089,1
500000.0,1,2,37.0,0,0,-1,-2,-2,15741.865,470.92163,3520.209,5135.0576,3501.5042,3000.0,5000.0,2062.3296,0
210000.0,2,2,40.0,2,0,0,0,0,32957.426,67471.02,260875.33,104236.96,1437.9379,6116.289,5000.0,1100.0,1
170000.0,2,2,27.0,-1,-1,-1,-1,-1,164.11508,180.46075,0.0,186075.8,6.767831,390.0,296673.1,62552.63,0
140000.0,2,2,31.0,0,0,0,0,0,25842.805,94920.766,69131.72,16669.297,0.0,2000.0,4000.0,2000.0,0
10000.0,2,2,23.0,0,0,2,0,0,38431.68,325.60974,17050.848,12357.343,2000.0,7000.135,0.0,3315.8171,0
140000.0,2,2,24.580141,0,0,0,0,0,27845.385,8291.547,20152.088,47415.47,2698.874,2238.2886,0.0,2415.0269,0
260000.0,2,2,31.0,0,0,0,0,2,173361.89,171045.97,165379.97,175868.61,7097.48,6044.988,6385.7227,7022.9263,0
20000.0,2,2,53.0,0,0,0,0,0,16578.041,17492.014,17469.285,17779.701,1464.883,1436.6274,882.71967,851.07635,0
80000.0,2,1,40.0,1,-2,-2,-2,-2,975.65955,326.25558,8904.075,1895.3452,3303.966,0.0,0.0,0.0,0
40000.0,2,1,27.0,0,0,0,0,0,28161.178,4785.7485,14259.042,11480.956,1302.6333,1102.5951,0.0,3000.0,0
30000.0,1,2,43.203922,0,0,2,2,0,29649.055,30195.406,37112.66,34599.242,1500.0,1973.528,1383.5381,0.0,0
50000.0,1,1,39.0,0,0,0,0,0,51164.168,30510.236,38394.28,28776.404,1870.6013,3000.0,795.9317,600.0,1
40000.0,2,2,30.0,-1,-1,-1,-1,0,460.13968,390.0,837.31366,499.59332,543.0525,784.243,0.0,1000.0,0
20000.0,2,2,22.0,0,0,0,0,0,18371.955,18470.645,17171.066,12503.159,1430.8113,1341.9802,400.0,624.22284,1
260000.0,2,2,25.0,-1,0,0,0,0,3123.7942,14497.039,14899.463,14859.797,5981.3657,9083.324,3000.0,1007.6716,0
300000.0,2,2,26.0,1,-1,0,0,-2,103.58421,19963.883,11498.179,0.0,1154.4442,20090.48,0.0,299.80258,0
20000.0,2,2,22.0,0,0,0,0,0,11617.125,12349.203,12045.353,9202.873,1368.072,1279.5355,307.88022,358.9961,0
120000.0,2,2,40.0,0,0,0,0,0,113637.91,113732.336,107747.43,97303.92,4500.1177,4976.6514,3200.1687,3500.0,1
410000.0,2,1,33.0,0,0,0,0,0,196313.39,155750.77,157259.28,157345.86,6721.4956,8000.0,5651.9243,9387.611,0
230000.0,1,1,29.0,0,2,0,0,0,249366.23,239260.75,227219.36,225982.86,18475.678,0.0,7000.0,10000.0,1
500000.0,2,2,44.0,-2,-2,-2,-2,-2,14279.157,7231.529,28363.486,1728.8469,10000.0,4000.0,2000.0,30121.678,0
290000.0,2,2,28.0,0,0,0,0,0,12775.796,12941.393,13206.322,10535.894,1586.0067,1485.2448,1000.0,1100.0,0
500000.0,2,2,29.0,0,0,0,0,0,7757.6714,8901.313,9889.212,11682.362,1634.3445,1500.0,2000.0,2000.0,0
360000.0,2,2,28.0,0,0,0,0,0,402331.38,374558.28,378917.25,363079.78,14232.076,15109.598,10000.0,10033.095,0
70000.0,2,1,37.0,4,0,0,0,0,26185.893,62742.145,49254.375,46855.688,0.0,2006.9948,417850.7,4797.954,0
410000.0,1,1,54.0,0,0,0,0,0,417913.5,400010.22,411859.3,414256.6,16213.112,17759.535,14005.0625,12768.615,0
20000.0,2,2,28.0,0,0,2,0,0,7488.756,10254.229,10643.245,12487.325,1500.0,2000.0,1000.0,650.9284,1
280000.0,2,1,29.0,-2,-2,-2,-2,-2,24028.709,17256.795,6916.1733,0.0,20002.672,3523.0903,0.0,2000.0,0
150000.0,1,2,25.0,-2,-2,-2,-2,-2,3228.7158,0.0,10414.639,567.6991,18460.123,4218.952,14241.158,10118.466,0
500000.0,1,1,51.0,1,-2,-2,-1,0,-69777.0,-157264.0,-147461.34,0.0,0.0,0.0,0.0,179549.39,0
150000.0,2,2,32.0,1,-1,-1,-1,-1,196.045,260.56686,0.0,0.0,0.0,363.03763,0.0,0.0,0
230000.0,2,1,40.0,1,-2,-2,0,-1,0.0,0.0,15478.386,0.0,0.0,0.0,4219.354,0.0,0
214893.25,1,2,43.0,0,0,0,0,0,158236.77,247312.2,139857.94,195482.88,11330.848,11519.967,11047.756,8565.511,0
50000.0,2,2,29.0,0,0,0,0,0,4551.722,19607.047,18969.822,26380.209,0.0,3000.0,500.0,1662.2412,0
10000.0,2,1,26.0,0,0,0,0,0,2847.4353,3345.016,4142.0205,5153.7427,1267.6558,1170.1565,533.3602,691.2469,0
30000.0,1,1,52.0,-1,-1,0,0,0,6390.5845,6823.7476,8933.531,15248.483,0.0,1141.293,0.0,1488.4233,0
200000.0,2,1,30.0,0,2,2,2,2,50723.805,65793.63,80977.34,65943.46,2709.3582,2000.0,2000.0,1600.0,0
50000.0,2,2,36.0,-1,0,-2,-1,0,3295.74,3950.8855,464.5309,38629.953,0.0,2200.0,2791.3196,1077.797,0
230000.0,1,1,67.6824,-2,-2,-2,-2,-1,0.0,1520.3773,912.08496,796.99744,0.0,1400.0,1000.0,390.0,1
200000.0,1,2,29.0,0,3,0,-2,0,68260.86,35638.824,29583.209,12511.23,0.0,5000.0,3000.0,2005.033,0
120000.0,2,2,33.0,0,0,0,0,0,30784.504,19915.105,11750.608,4650.0327,1678.5808,1300.2476,580.1116,1010.3558,0
160000.0,2,1,46.503735,1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230000.0,2,1,31.0,0,-1,-1,0,0,8303.771,0.0,50766.51,315.6226,5099.091,1226.4706,0.0,778.76166,0
50000.0,2,1,64.393364,0,0,0,0,0,37760.8,17939.926,17571.676,16360.871,1000.0,2299.9675,254.29565,942.4303,0
260000.0,2,1,36.0,-2,-2,-2,-2,-2,1467.8165,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0
120000.0,2,2,27.0,0,2,2,2,2,22487.842,32752.361,27220.887,29448.486,1495.3203,2500.0,1000.0,0.0,0
100000.0,2,2,25.0,-1,-1,-1,-1,2,26261.395,1411.2198,5777.8076,673.6283,4916.945,5000.0,1128.6805,917.18524,0
20000.0,2,2,23.0,0,0,2,0,0,15454.627,16105.4375,9436.88,809.03784,1548.4147,2000.0,0.0,0.0,0
120000.0,2,2,31.0,-1,0,0,0,0,591.19135,10523.49,25326.695,76624.875,2000.0,2501.9854,0.0,11.271634,0
200000.0,1,1,29.0,0,0,0,0,0,20194.125,15739.504,26760.82,12701.078,2999.6968,684.85474,1272.2579,0.0,0
180000.0,1,1,32.0,2,2,0,0,0,41436.316,39812.312,49107.355,34748.184,0.0,0.0,1556.1888,402.99866,0
210000.0,1,2,48.317753,0,0,0,0,0,193554.73,196483.17,194818.92,191616.25,8145.899,9207.813,12937.892,0.0,0
30000.0,2,2,50.0,0,2,0,0,0,24853.361,23639.646,24717.656,26896.889,3264.55,0.0,1256.4255,1089.8585,0
80000.0,2,1,35.0,0,0,0,0,0,103109.164,88276.484,176444.02,46182.695,1509.9973,3000.0,2000.0,973.9539,0
20000.0,2,2,25.0,0,0,0,0,0,14082.967,15569.892,16548.258,17371.846,1500.0,1419.9185,985.92474,1000.0,0
