LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
50000.0,1,2,2,32.0,2,0,0,0,0,0,14710.635,38599.645,53423.832,18755.832,28084.176,30156.45,1238.2915,0.0,2529.4165,1000.0,0.0,1331.2349,1
332567.75,2,1,2,30.0,0,0,-1,0,0,-1,78626.27,78675.75,12891.408,13658.048,1677.6947,3038.5564,22571.982,0.0,0.0,733.0057,1500.0,433.6164,0
260000.0,2,2,1,32.0,0,0,0,0,0,0,233568.27,226251.34,223424.53,201105.73,240660.17,207374.05,9000.0,8681.504,6930.2393,10000.0,5775.482,6390.73,0
150000.0,2,3,2,30.0,2,2,2,2,0,0,148885.08,150899.2,147801.88,135298.33,120593.586,116734.01,0.0,10585.05,2145.365,4319.5176,3000.0,4000.0,1
200000.0,2,2,1,29.0,0,0,2,2,0,0,118381.94,133453.77,148651.58,131501.38,128926.17,134474.66,8915.408,12714.888,0.0,6706.925,8069.426,4027.9585,0
500000.0,1,2,1,38.0,-2,-2,-2,-2,-2,-2,-165405.97,-69777.0,-157264.0,-168915.94,-15114.206,-6631.083,0.0,0.0,5016.411,1700.0,1200.0,1000.0,0
80000.0,1,2,2,42.0,0,0,0,0,0,0,9308.199,10687.067,8062.645,16878.395,16491.725,10739.833,1522.4755,1006.3454,1393.9865,923.8282,327.41763,500.0,0
100000.0,1,1,2,29.0,-1,-1,-2,-1,-1,-1,197.6708,-69497.664,-144483.06,-1.6882544,0.0,0.0,0.0,0.0,1000.0,445.8189,324.432,303.561,0
466743.03,2,2,1,48.60355,-2,-2,-2,-2,-2,-2,-17.436184,0.0,200.96553,151.3961,1670.3219,0.0,0.0,1000.0,1000.0,3618.1377,0.0,59716.26,0
160000.0,1,2,1,44.0,-1,-1,-1,-1,-1,-1,1235.8158,963.54706,606.5133,602.42847,736.3429,850.72144,1200.0,898.9961,623.8507,833.6868,1000.0,1000.0,0
20000.0,2,2,2,22.0,0,0,0,0,0,0,17847.61,18597.799,19380.256,18909.39,18811.598,19026.36,1500.0,1495.8213,1061.4796,800.0,800.0,1000.0,1
20000.0,2,1,3,43.0,0,0,0,0,0,-2,8312.57,644.1695,60293.58,151.27931,11846.143,47454.105,2706.386,0.0,2300.0,674.14087,0.0,0.0,0
250000.0,1,2,1,30.0,-1,-1,0,0,-1,2,28527.453,10041.7295,5028.776,7546.6885,1739.1226,2861.052,8874.382,2492.428,2000.0,1532.939,0.0,5000.0,0
150000.0,2,2,2,46.0,0,0,2,0,0,0,29074.242,28402.047,55957.047,109326.17,53292.402,73781.68,1877.4841,1000.0,3000.0,3239.734,5397.994,1000.0,0
150000.0,2,2,1,36.0,0,0,0,0,0,0,34412.14,82597.375,44782.766,58004.316,27708.645,22019.56,1192.5989,2648.694,2453.4941,2038.1666,300.0,1000.0,1
20000.0,1,1,2,25.0,0,0,0,0,2,0,8664.544,10057.939,11406.139,14847.737,14469.449,14643.103,1500.0,1371.6797,1981.8423,319.31866,1000.0,1275.1583,0
104124.49,1,2,2,26.0,0,0,0,0,0,0,94933.305,94959.64,103349.94,102505.12,96722.664,94928.75,4448.492,6626.9736,4000.2168,4000.0,3357.608,3000.0,0
30000.0,1,2,2,34.0,4,-1,0,0,0,0,47516.87,780.0,2194.1653,24580.918,14183.929,29534.062,1322.0834,3000.0,0.0,3878.7847,200.82828,3000.0,0
90000.0,2,3,1,27.0,0,0,2,2,2,0,81351.94,83566.36,87040.71,90538.65,78695.33,87066.125,5659.9814,4588.6265,3171.7925,2000.0,2500.0,4228.957,0
20000.0,1,1,1,30.0,0,0,0,0,0,0,16968.06,17322.902,17283.28,14683.067,13037.003,11839.895,1700.0,2019.3999,1155.5083,949.9945,1000.0,1000.0,0
180000.0,2,2,1,41.0,0,0,0,0,0,0,18843.076,14475.593,19849.355,23855.98,29494.852,28291.18,1800.0,1518.91,1546.678,1374.5997,1500.0,2000.0,0
130000.0,2,2,1,26.0,0,0,0,0,0,0,135337.12,126525.15,104329.28,100107.06,101555.875,105971.27,6000.0,2502.7756,4351.3633,3000.0,5289.08,3994.4744,0
420000.0,2,2,1,37.0,-1,-1,-1,-1,-1,0,778.36536,2128.035,785.5621,2493.1074,9204.39,11339.716,2200.0,1000.0,3000.0,8446.651,7117.0557,4863.5483,0
330000.0,2,2,2,27.0,0,0,0,-1,0,0,20793.578,5422.2456,0.0,15672.078,17351.727,4078.512,3597.7466,1500.0597,2500.0,2000.0,498.6557,0.0,0
500000.0,1,1,2,35.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,292.86362,1500.0,0
210000.0,1,2,1,36.0,0,0,0,0,0,0,202405.77,201917.86,202029.55,191162.67,194102.17,193547.36,8695.017,7428.3984,6638.237,7311.4844,6000.0,8000.0,1
60000.0,1,2,2,23.0,-2,-2,-2,-2,-2,-2,-139772.45,-69765.46,-156989.1,-169046.44,-61318.56,-338741.62,0.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,2,2,2,22.0,0,0,0,0,-1,-1,43213.688,40253.914,28107.25,1826.783,14104.018,0.0,2000.0,1230.3468,0.0,21820.092,0.0,0.0,0
280000.0,1,1,1,35.0,-1,-1,-1,-2,-2,-2,20258.203,9127.335,1752.411,0.0,0.0,0.0,5000.0,3500.0,0.0,0.0,0.0,0.0,1
30000.0,2,2,1,39.0,-1,-1,-1,0,-1,-1,17584.814,1055.6492,2961.8208,2403.8674,1050.1938,4748.3145,1099.6265,1007.97754,1500.0,1598.9729,2100.0,0.0,0
160000.0,2,2,2,29.0,0,0,0,0,0,0,95281.375,103542.5,48089.766,108770.57,68233.11,81963.945,8627.492,4000.0,3000.0,1603.6547,3000.0,2803.4263,0
130000.0,2,1,1,39.0,-2,-2,-2,-2,-2,-2,366.63812,0.0,820.50146,1186.0369,2312.6738,2278.0881,0.0,1000.0,1300.0,1602.1681,1623.1403,1000.0,0
20000.0,2,3,2,25.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100000.0,2,5,1,27.0,0,0,0,0,0,0,103801.66,103339.93,90556.41,89828.44,63402.19,52909.59,3619.5776,2601.038,3000.0,2328.8044,2000.0,0.0,0
70000.0,2,2,1,52.0,2,0,0,0,0,-1,32476.557,38848.918,36031.844,29562.066,18911.824,3212.2468,3700.9656,2214.5522,2000.0,3991.4595,2000.0,6000.0,0
200000.0,2,2,2,34.0,0,0,2,2,0,0,72563.8,76864.125,76295.84,68473.79,71605.21,72798.11,6068.241,0.0,0.0,2992.2654,2000.0,1649.7065,0
130000.0,2,1,2,45.962128,1,0,0,0,0,-1,6740.795,140.08076,28849.777,14227.734,5074.481,9932.267,1800.0,3480.2732,1688.722,779.4621,1426.6875,0.0,0
241379.31,1,1,2,42.0,0,0,0,0,-1,-1,28984.398,44966.56,14929.978,37783.137,26031.068,16537.662,1701.228,427.0257,0.0,1440.0748,1000.0,0.0,0
150000.0,2,3,1,33.0,0,0,0,0,0,0,18919.54,13983.887,16435.633,18590.73,14929.453,6633.4854,1715.7007,2700.0337,2000.0,1505.9728,1000.0,8322.107,0
10000.0,2,2,1,57.0,-1,-1,0,0,0,0,250.35303,865.6206,1382.0452,1881.3729,2734.0264,2821.6792,1157.0323,1084.8015,492.92755,331.16852,363.54675,447.93457,0
180000.0,2,1,2,29.0,-1,0,0,-1,0,0,2755.8867,1941.0616,3466.2783,960.516,2773.612,9319.154,1600.0,1899.0392,769.8466,6000.0,698.7538,5000.0,0
10000.0,1,2,2,34.0,1,2,0,2,0,0,2003.747,2757.9136,62853.523,55116.094,34587.684,21092.285,0.0,1889.094,0.0,737.68494,1983.5773,993.97577,1
250000.0,2,1,1,51.16061,-1,-1,-1,-2,-2,-2,-165580.0,-69777.0,-157264.0,-170000.0,-61372.0,-339603.0,3169.9998,0.0,0.0,0.0,0.0,0.0,0
30000.0,2,2,1,53.0,0,0,2,2,2,2,23115.79,26927.738,26262.865,27605.484,26848.807,29297.775,3000.0,1249.2881,1608.0651,0.0,2000.0,1424.1917,1
80000.0,2,2,1,27.0,1,0,-1,0,0,2,17971.041,23263.346,9076.751,19477.906,37737.336,29936.326,1266.3324,4892.79,1296.1942,2000.0,0.0,0.0,0
280000.0,2,2,1,40.0,0,0,0,0,0,0,281274.03,281932.12,281203.03,286029.66,280771.3,271986.53,11000.0,11866.263,12578.301,10866.236,8965.705,10000.0,0
110000.0,1,2,1,40.0,0,0,0,0,0,0,32605.496,40303.74,82752.266,201516.73,86761.66,20459.586,4122.749,1699.0804,2000.0,3170.2861,3000.0,11719.589,0
80000.0,1,2,2,21.023329,0,0,2,0,0,0,66991.164,14233.698,13702.782,396.0,70091.33,1444.7148,3007.392,3612.7217,8000.0,0.0,0.0,0.0,0
425025.94,2,2,1,48.0,1,-1,-1,-1,-1,-2,-126967.125,13248.038,289041.9,-11.082595,-47903.074,-1472.048,19351.457,929824.4,1400.0,0.0,0.0,9412.131,0
200000.0,2,1,1,51.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000.0,1,1,1,47.0,1,-1,-1,-1,-1,-1,-4.7934155,326.0,186.23337,0.0,150.0,146.97697,5.2305703,198.72003,0.0,216.77165,53.030994,596.09076,0
213526.17,1,1,3,31.0,1,-1,-1,-1,-1,-1,1491.922,5422.2314,0.0,106083.51,2067.9268,20899.07,15000.0,0.0,0.0,1500.0,110491.086,903.14386,0
20000.0,1,1,3,48.104004,-1,0,0,0,0,0,31945.42,43012.05,49283.72,80112.77,26366.732,21244.979,1200.0,5000.0,1500.0,390.0,3575.6519,1224.0642,0
130000.0,2,3,1,57.93585,-2,-2,-1,0,0,2,1275.7719,11704.861,4067.2996,9443.985,19796.973,11993.704,1425.5359,2000.0,500.0,1009.7228,2000.0,652.44104,0
80000.0,1,2,1,35.0,0,0,0,0,0,0,57822.363,55281.492,56300.273,62145.176,57603.418,50439.293,2398.0803,2000.0,2200.0,2478.1125,1999.2611,2000.0,0
689323.7,2,2,1,34.0,0,0,0,0,0,0,524242.06,158684.73,854942.4,889427.3,924772.7,596240.1,20007.117,1227082.0,69851.79,43563.395,30646.309,19399.807,0
50000.0,1,2,2,26.0,2,0,0,2,2,2,45391.7,46960.04,46547.297,45028.258,47719.215,46928.33,2000.0,3000.0,947.4256,2996.4639,0.0,1903.8793,0
80000.0,2,3,2,78.94596,0,0,0,0,0,0,94844.2,81504.95,67568.3,48268.574,74619.35,69214.445,4000.0,2500.0,2686.2854,20492.164,9416.984,5346.571,0
210000.0,2,1,1,40.0,-1,-1,-1,0,0,-1,-1121.481,1265.9954,4182.778,9843.569,5312.492,0.0,0.0,1489.595,1778.5153,390.0,0.0,5000.0,0
150000.0,2,1,1,44.0,-1,-1,-1,2,0,0,7501.9805,326.0,11269.145,17880.336,29955.393,35816.164,0.0,5736.8457,0.0,4631.1636,1845.2482,396.0,1
280000.0,2,2,2,37.0,4,0,0,2,0,0,32864.57,52144.215,44265.89,59114.664,17667.896,8176.849,6500.556,2000.0,0.0,15626.895,0.0,9467.417,0
70000.0,2,1,2,58.0,0,0,0,0,0,0,55009.75,48485.836,38254.035,28234.002,27083.31,190661.3,2838.3037,2000.0,2637.0188,11794.389,126595.01,196670.78,0
500000.0,2,1,2,30.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60000.0,2,2,1,35.0,1,-2,-2,-1,-1,-1,-165565.02,-69777.0,-157264.0,-169241.1,-7698.7505,-9365.358,0.0,0.0,5406.674,1544.6295,500.0,700.0,0
320000.0,1,1,2,34.0,0,0,0,2,0,0,21047.293,0.0,9768.38,11592.346,9550.202,12472.421,0.0,0.0,2193.9473,0.0,184660.33,524832.3,0
310000.0,1,3,2,44.0,0,0,0,0,0,0,78229.86,95922.4,96752.62,117447.09,59444.676,79244.19,3000.0,5001.347,6000.0,10000.0,2105.8364,4977.845,0
80000.0,2,1,2,26.0,-2,-2,-2,-2,-2,-2,0.0,0.0,942.10315,4456.705,4264.5776,9235.218,0.0,1500.0,4335.7646,5000.0,10607.477,2800.0,0
200000.0,2,2,2,28.0,-2,-1,-1,-1,0,0,-9.714729,445.30838,472.22812,545.373,1224.5193,1640.5598,269.1565,390.0,390.0,252.37099,831.899,0.0,0
180000.0,1,2,2,29.0,0,0,0,0,0,0,164689.2,162254.81,157230.33,142615.45,66330.914,54651.0,6008.147,6762.0435,5000.0,3000.0,2000.0,2000.0,0
90000.0,1,2,1,35.0,0,0,0,0,0,0,48963.71,66972.34,72515.34,39100.812,40306.473,31103.521,3200.0,4074.034,1605.6562,5279.3325,439.99326,1000.0,0
50000.0,2,3,1,52.0,0,0,0,0,0,0,15306.307,18898.691,16801.498,15482.826,17382.695,9044.161,1500.0,1970.1648,673.94586,444.8531,672.1857,260.3653,0
20000.0,2,3,1,52.0,0,0,0,0,0,0,11510.261,12683.208,13753.976,14666.059,15103.925,15094.385,1360.3822,1336.6991,1000.0,674.3272,663.8982,982.97363,0
100000.0,1,2,1,54.0,0,0,0,0,0,0,107028.31,69242.62,407050.78,56504.46,30247.957,28535.6,4610.9717,1187375.1,2074.0708,1433.2001,1426.4246,1498.4597,0
180000.0,2,1,2,52.0,-2,-2,-2,-2,-2,-2,27982.139,5514.503,23096.152,27792.584,10405.901,13191.497,2026.439,10000.0,47160.234,9000.0,25779.98,16054.747,0
999833.0,1,1,1,51.0,-1,-1,-1,-1,-2,5,-808.1879,38.315216,-156219.17,-169923.31,-61372.0,-339603.0,165428.67,16981.8,0.0,0.0,0.0,0.0,0
70000.0,1,3,1,41.0,0,0,0,0,0,0,60089.02,58356.848,59425.57,56631.527,51802.332,51260.05,2352.8398,2299.4229,2018.323,2000.0,2000.0,2000.0,1
20000.0,2,1,1,28.0,0,0,0,0,0,0,13464.253,14339.694,15845.467,16625.49,17104.684,16545.559,1453.2218,1358.7799,1003.0465,700.0,700.0,783.29004,0
140000.0,1,4,3,39.0,3,0,0,0,0,0,0.0,17780.799,17974.918,686.02386,29696.887,2018.5386,4500.0,2296.952,2461.6519,2000.0,0.0,7000.0,0
280000.0,2,2,2,44.0,-1,-1,-1,-2,-2,-2,411.80444,922.64545,0.0,0.0,0.0,0.0,1288.9458,0.0,0.0,0.0,0.0,0.0,0
130000.0,2,1,2,28.0,1,2,0,0,0,0,142178.5,139057.08,106717.805,45211.707,64160.746,79329.99,0.0,3213.7676,2160.9326,1401.2063,2033.9492,2000.0,0
380000.0,2,1,2,26.0,0,-1,2,0,0,0,228886.67,168272.27,324925.53,225571.52,161604.6,161042.19,38933.84,5912.1187,8626.537,13526.613,7219.868,2500.0,0
410000.0,2,1,2,34.0,-1,-1,-1,-1,-1,-1,0.0,296.1257,380.85535,0.0,277.27176,296.40396,0.0,326.68753,0.0,315.96445,256.95258,200.3011,0
50000.0,1,2,2,29.0,1,2,0,0,0,0,60394.715,51426.19,31201.254,29728.621,29041.104,24528.994,903.42175,2600.0,1446.6661,1103.4236,1000.0,1000.0,0
100000.0,2,2,1,28.0,0,0,0,0,0,0,23631.871,25995.021,27768.209,28344.443,26081.434,24557.637,3000.467,1880.0477,2000.0,1153.9409,1757.7225,1792.8523,0
90000.0,1,2,2,24.0,2,0,0,0,0,0,85246.49,60816.824,67376.13,67968.19,60943.332,76498.32,5000.0,4167.4287,2799.284,2000.0,1000.0,2000.0,0
70000.0,2,3,2,37.0,0,0,0,0,0,0,68703.54,65137.676,63124.94,50441.72,49072.87,47799.812,3000.0,4000.0,2000.0,2000.0,2000.0,2000.0,0
160000.0,1,1,1,44.0,0,0,4,2,0,0,17539.781,5310.5244,62190.816,429437.34,16249.913,52607.867,0.0,4322.1226,11556.295,49083.625,6000.0,3319.4932,1
150000.0,2,2,2,51.0,1,-1,-1,-2,-2,-2,-6.058405,8811.21,925.40533,0.0,-1457.7206,453.99878,2500.0,0.0,0.0,0.0,0.0,0.0,0
200000.0,2,1,1,34.0,-2,-2,-2,-2,-2,-2,215.67287,14436.171,19547.643,7822.935,1226.9298,78591.96,13479.197,24367.766,6705.5366,4712.433,85167.914,9025.993,0
210000.0,2,1,2,28.241917,0,0,0,-1,0,0,20561.686,13174.936,9503.115,142165.25,43370.54,106404.84,0.0,1249.631,10000.0,1000.0,0.0,2285.7202,0
140000.0,1,1,1,35.0,0,0,0,0,0,0,53030.93,85982.03,8176.1753,58546.195,33972.656,28896.76,825.29767,0.0,1014.2541,2500.0,608.88275,700.0,0
300000.0,2,1,2,27.0,-1,-1,-1,0,0,0,623.9951,9692.939,1572.3612,5799.7876,4015.7075,26150.3,1358.5209,2363.6648,3000.0,0.0,1439.4352,2196.914,0
269634.4,2,1,1,40.0,-2,-2,-2,-2,-1,-1,-5.5742197,0.0,0.0,1181.5127,999.805,0.0,0.0,0.0,1184.4108,1461.7686,0.0,115.417046,0
210000.0,1,1,2,41.0,4,-1,0,0,0,0,1957.8546,21482.469,57029.4,29818.246,8195.882,45382.484,12060.178,605.9279,953.74695,0.0,0.0,0.0,0
413073.1,1,2,1,30.0,2,0,0,0,0,0,474524.3,488730.03,449905.62,433029.28,392650.28,365013.78,18432.918,20267.887,14819.419,13179.748,13354.573,11403.935,1
60000.0,1,1,1,52.0,1,1,-2,-1,-1,-1,-165580.0,-69777.0,-157264.0,-169958.84,-61372.0,-338951.94,0.0,0.0,679920.25,7.316739,0.0,97779.57,0
50000.0,1,3,2,25.0,0,0,0,0,0,0,37926.188,36196.867,33041.133,31248.332,30172.219,31001.867,1739.6012,1500.032,1300.0,1193.5483,1500.0,1281.0594,0
300000.0,1,1,2,30.0,0,0,0,0,0,2,83684.86,66104.195,29168.658,14166.886,28155.078,48733.95,1701.0592,1593.29,404.6818,3000.0,502.55228,787.3202,0
579317.1,2,2,2,29.0,-2,-2,-2,-2,-2,-2,-165580.0,-69777.0,-157264.0,-170000.0,-61372.0,-339603.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10000.0,1,3,1,25.0,0,0,0,0,0,0,4984.599,4286.861,1937.1942,780.2715,0.0,-169813.94,1613.0864,1081.9703,1013.4269,0.0,0.0,0.0,1
400000.0,2,1,2,32.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14106.092,1,2,1,59.14066,0,0,0,0,0,0,8272.883,20765.85,23359.277,15789.549,8780.869,1221.1777,1857.1685,1340.2388,1000.0,388.87344,0.0,390.0,0
500000.0,2,2,2,32.0,-2,-2,-2,-2,-2,-2,0.0,533.5358,390.0,306.34262,985.18005,780.0,1299.1718,577.0687,783.742,1000.0,1000.0,416.83508,0
30000.0,1,2,1,60.994328,-2,2,2,-2,2,2,24762.188,26700.816,16750.75,27213.822,29065.648,30270.36,0.0,0.0,3308.1099,939.60095,2389.2454,0.0,1
120000.0,2,2,2,58.0,0,0,0,-1,2,-2,47616.977,1372.9832,23731.346,71212.98,0.0,0.0,0.0,17.271938,1917.7095,4792.1626,0.0,0.0,0
112406.37,2,2,1,31.0,0,-1,2,0,0,0,94675.78,171147.28,25430.33,112128.266,82443.76,43962.53,3385.8276,0.0,2000.0,0.0,1100.0,3796.695,0
200000.0,1,2,2,33.0,0,0,0,0,0,0,84010.664,38690.844,97516.914,376379.06,29601.184,48084.59,8097.0576,3000.0,1342.3865,2000.0,0.0,0.0,0
280000.0,2,2,1,60.00745,-1,-1,-1,-1,-2,-2,0.0,669.76495,442.9693,0.0,0.0,0.0,1022.5573,855.0866,0.0,0.0,0.0,0.0,0
50000.0,2,4,2,23.0,0,0,0,0,0,0,79188.56,41157.25,23920.617,15487.488,59744.156,71028.984,616.68414,2021.7281,1300.0,1960.1715,1511.2832,753.0527,0
140000.0,1,2,2,25.0,-1,0,0,-2,-1,0,7081.9727,19952.656,27798.309,17053.383,1246.5844,13654.755,6000.0,3000.0,6837.284,4528.725,11564.474,39889.695,0
10000.0,2,2,2,29.0,-1,2,0,0,0,0,12141.401,3587.9592,29463.367,18200.424,13920.006,16373.188,5000.0,2476.9673,2598.7761,2299.7202,18002.064,9903.189,0
210000.0,2,3,2,26.0,0,0,0,0,0,0,4777.363,4631.6675,5783.561,6658.252,7264.8936,7269.3096,1150.3685,1699.5507,1200.0,674.48883,1011.3038,1000.0,0
30000.0,2,3,3,26.0,0,7,3,0,0,0,195892.44,49932.668,83536.266,29443.54,111235.72,72356.66,5000.0,2628.4832,6201.598,3595.0757,319.64023,16040.854,0
450000.0,2,1,2,29.0,2,2,0,0,0,-1,430160.22,387320.8,403029.2,403426.53,281005.6,952532.25,0.0,18995.477,10208.767,15000.0,317526.03,208949.89,0
150000.0,1,2,2,23.0,-1,-1,-1,-2,-2,-2,1666.4447,1413.8378,0.0,0.0,0.0,0.0,683.687,0.0,0.0,0.0,0.0,0.0,0
110000.0,1,1,2,22.0,2,0,0,0,0,0,110466.234,115740.164,111497.34,101090.1,86614.086,86115.61,4685.879,4504.52,3496.1199,3009.161,2700.8862,3264.0652,0
360000.0,1,1,2,26.0,-2,-2,-2,-2,-2,-2,1745.537,360.55533,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120000.0,2,1,2,31.0,-1,-1,-1,-1,-1,-1,-162554.84,-69777.0,-157241.88,-169897.22,-61052.62,-339569.12,0.0,0.0,0.0,0.0,0.0,0.0,1
260000.0,2,3,1,40.0,0,-1,0,2,0,0,1629.3872,6360.5854,1296.631,86213.03,0.0,0.0,0.0,2500.0,0.0,0.0,100.304665,0.0,1
30000.0,1,1,2,50.378174,0,0,0,2,-2,0,15028.572,134116.08,235927.02,0.0,2339.4978,43712.426,0.0,4000.0,2026.2255,0.0,0.0,13081.095,0
400000.0,2,1,2,41.0,2,0,0,0,0,0,231021.6,226617.34,218242.03,27857.521,22160.94,17037.07,9432.203,7829.5703,3523.163,5000.0,86139.78,4503.2866,0
150000.0,2,2,1,24.0,0,0,0,2,0,-1,27046.742,138.83246,17039.225,458.8051,2520.8074,410.86865,5894.2515,1383.8694,0.0,0.0,4000.0,995.68945,0
20000.0,1,1,2,27.0,0,0,0,0,0,0,19496.855,20426.447,21891.574,21572.986,20315.646,20440.95,1680.6609,1600.0,1200.0,980.2357,1500.0,0.0,0
200000.0,2,3,2,25.0,2,0,0,0,-2,-1,50203.496,27172.29,62403.93,47284.094,77684.09,58006.0,141511.33,0.0,2475.7214,2593.6223,0.0,1500.0,0
200000.0,2,1,2,25.0,1,-1,0,0,0,0,6921.5684,48683.613,35478.74,33931.5,37282.848,17533.95,7032.74,2091.575,0.0,2404.9075,793.6089,1500.0,0
200000.0,2,1,1,39.0,0,0,0,0,0,0,24992.965,24355.072,17654.225,16792.75,18740.312,29457.785,5000.0,3700.2551,4187.5728,7649.663,24450.826,2865.0913,0
