Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
11.200267,11.651592,2.0533605,0.77980876,0.42030814,0.25424913,-4.883882,8.685027,0.0,73.48138,g
261.98776,52.673088,3.5563242,0.10777842,0.061671946,564.514,-202.24815,38.36706,89.75173,217.2733,h
12.392251,11.800728,1.9769797,0.81135726,0.48525804,-15.378772,-6.9245343,-16.75883,10.461875,2.2154484,g
108.24391,19.719633,2.6425927,0.278151,0.14827736,458.53995,-123.259705,13.437231,0.0,181.91135,g
11.573796,12.698724,1.947552,0.7860658,0.42380282,-22.573574,3.7778854,-16.574564,88.84146,206.38962,g
32.765987,0.0,2.177253,0.50934315,0.26413372,74.674286,16.119497,-1.7636483,0.0,123.74426,g
137.0809,22.416105,3.022185,0.18234003,0.09800547,-198.80328,-75.36206,22.14723,1.2070915,258.80573,g
20.275713,8.647755,1.972124,0.6355308,0.31228054,46.318455,-6.130201,7.9155974,33.3835,175.70523,g
76.43511,9.769942,2.5661285,0.3598761,0.19618358,93.76656,70.2265,-5.405541,0.00014999897,127.17716,g
25.138409,19.341013,2.6265676,0.3691826,0.19520192,-6.405639,4.948646,-16.306822,89.97429,1.810916,g
37.0303,6.768109,2.2070076,0.43395162,0.21537614,44.904263,19.44647,-1.9816642,0.006132904,166.17938,g
25.558626,19.824022,2.467032,0.36934543,0.19779415,30.742752,-15.923873,17.603264,76.46225,6.537176,g
30.622559,0.0,2.041086,0.6084129,0.3056544,68.9879,12.9084,-1.4966387,0.24392687,108.44173,g
281.16183,242.84528,5.2637887,0.013756732,0.0006086443,-413.2977,-306.10565,-98.74987,68.35526,48.887245,g
76.69225,17.662704,2.9415228,0.25920787,0.13125955,102.862564,81.236664,6.3182926,0.0,227.13383,g
160.8893,0.0,2.0313861,0.6506141,0.35118806,-257.60284,-182.52469,1.6777748,84.362274,138.73955,g
34.708775,23.408197,3.044966,0.26083755,0.14561984,31.41091,25.306168,-13.005294,0.0,74.78293,g
52.117085,11.010939,2.3204045,0.39114624,0.20211084,-125.54893,29.355707,8.730168,10.873715,212.55704,g
38.24738,24.913546,3.159227,0.22632511,0.124632254,33.52746,25.334032,13.480221,0.0,105.40223,g
32.49581,6.9987187,2.07598,0.517671,0.26804155,61.383343,12.679146,-4.3307304,51.23585,191.55916,g
160.20702,114.76425,5.3010077,0.01385321,0.0004914774,252.80048,136.13533,53.51004,0.0025068976,223.58752,g
32.733997,18.845081,2.687954,0.36821225,0.19396922,-24.82586,-19.234774,-15.503578,89.99968,1.3160324,g
91.26974,18.816427,3.2550957,0.17864993,0.096293226,115.24149,88.121765,10.098308,0.0,237.81866,g
26.167612,18.450548,2.6943057,0.38440856,0.1968718,-10.506996,-10.171138,-14.700584,89.99912,1.2910426,g
77.61486,17.86403,3.152345,0.20631859,0.109604694,94.4403,76.83614,7.297294,0.0,233.10104,g
27.72983,19.606665,2.5334482,0.37698853,0.19374621,-23.410143,-15.453536,-15.7091875,89.999954,34.50962,g
89.14165,21.124784,3.2288704,0.16453609,0.08833661,106.38433,81.38146,13.841324,4.2631455e-05,225.16853,g
24.012575,20.306137,2.266112,0.4194967,0.21210596,-32.534016,-13.127073,-17.958061,89.55128,96.855515,g
84.61435,19.472998,3.1386142,0.23726553,0.12424892,76.61844,65.61987,16.214714,1.5091028,34.057144,h
39.938168,20.017664,2.8071938,0.254774,0.13585323,52.280113,-26.713686,-15.379568,0.0,162.8581,g
16.9386,0.0,2.1455858,0.8712356,0.6150905,-2.6114292,-19.300814,-0.34693575,90.0,198.6896,g
174.84709,224.14305,5.3226676,0.013165489,0.00031093307,356.30557,154.73032,-71.44824,2.3776023,165.665,g
12.702692,11.100747,1.9431477,0.7842621,0.44663388,-19.771027,-7.3388934,10.482714,44.843826,1.7885334,g
162.63551,247.28088,5.3220325,0.013265871,0.0003431346,148.35281,143.3992,-73.357376,18.888784,38.26273,g
82.50715,26.698706,2.6922276,0.28981093,0.15951988,-139.08247,54.002617,25.70125,1.7045418,272.32434,g
130.82442,0.14543742,2.150101,0.40998176,0.21499352,408.58908,98.09888,-4.7870755,14.401722,85.52881,g
206.52483,87.917145,3.5673568,0.27461785,0.1473129,-157.52263,-236.679,87.32809,3.3573244,473.48898,g
24.91794,0.0,2.0469701,0.6748557,0.35155797,50.226704,15.113504,-4.5273857,0.031893596,3.6127844,g
189.02852,82.77131,3.6606636,0.33557397,0.17743206,-108.37763,-228.30069,77.272095,1.9835243,494.545,g
22.516731,0.0,2.0304816,0.7319744,0.39061588,42.280388,10.370313,-4.938281,2.7805018,1.9467305,g
172.61595,140.08752,5.2891145,0.014075712,0.00046336814,-200.2723,115.03026,94.77781,4.4813933,234.142,g
18.7592,14.624247,2.3428338,0.572728,0.3362393,1.274171,-6.033987,-12.373948,57.382828,5.594422,g
179.31976,154.09866,5.3212376,0.013207969,0.0003172238,497.2463,151.49828,69.70389,0.017537696,232.81755,g
28.789053,17.454044,2.321612,0.47280824,0.2760276,-37.774174,-20.7877,-17.171175,15.080057,149.81433,g
149.96751,24.536062,2.8290293,0.25086868,0.13931206,160.7106,152.60303,17.501204,16.51169,27.295137,g
13.141512,10.832679,2.0715392,0.7157825,0.37220234,-32.497967,1.9850197,9.915285,13.462435,177.08276,g
225.04852,226.58951,5.3083158,0.013553796,0.00042967158,-292.4726,-176.58499,-83.12271,25.695314,173.79434,g
11.71678,11.867755,1.9418039,0.77123404,0.41243955,24.432966,-9.534211,11.6457815,43.982483,15.328896,g
301.83682,256.12756,5.3233,0.0131,0.0003,-447.55798,-330.4977,-204.65727,82.13427,162.69098,h
20.372814,1.3192008e-05,1.9414655,0.7567233,0.40314963,38.92703,3.7875245,-4.1480923,61.367172,27.812063,g
175.9164,115.6552,5.1862063,0.021513302,0.0036530988,-218.38187,-113.95999,-57.590233,6.9303937,305.85757,g
32.6858,0.95208126,2.122686,0.49192438,0.25374517,77.63058,9.759501,2.5294735,2.4346537e-05,114.821335,g
279.05127,29.61403,2.3115556,0.74117565,0.45608783,-225.83171,-241.49634,-37.676388,58.593994,329.74203,g
202.58966,250.48141,5.3233,0.013103336,0.0003,551.56903,200.2047,98.771965,1.3958969,188.60866,g
9.3945055,12.317554,1.9415421,0.8472492,0.53501105,1.9835732,-4.6971226,-19.572014,50.73942,185.99133,g
28.770441,20.618196,2.5511854,0.35660344,0.19377299,33.02589,21.299866,18.000523,27.371292,49.177258,g
73.91585,33.939392,3.550566,0.12584227,0.06683563,84.20927,62.726707,-26.755907,0.0011849045,115.5841,g
310.61,214.8083,3.4278657,0.18792558,0.11588866,-449.91986,-331.78,170.71616,88.36389,43.833397,h
11.399451,12.339213,1.9602687,0.8150926,0.4735268,22.733868,-8.696638,-20.46525,16.186193,16.089653,g
104.74276,93.63751,3.7601812,0.0831985,0.043954726,-138.14896,76.07752,76.863655,55.94625,11.60344,g
122.8704,23.694023,2.7537718,0.23566703,0.1260457,326.86993,-114.16951,-20.592722,4.598938,212.26299,g
112.35887,17.208294,2.1505692,0.4503476,0.21740638,-234.66414,74.788994,15.593361,11.775211,21.830599,g
172.9572,79.22826,4.031602,0.055479877,0.03126108,327.38916,157.26811,-49.631886,7.173973,159.4716,g
34.473537,0.0,2.016934,0.6837275,0.37921375,-158.02629,-62.686115,0.65871483,2.2400393,64.584755,g
72.066025,66.36226,4.0157847,0.113506526,0.062492535,59.307743,49.90694,-32.459167,53.768097,2.0509887,g
18.723728,0.0,1.9919846,0.73796076,0.43192953,-20.934446,-14.429863,-5.0070133,89.99977,212.43173,h
25.339705,19.141342,2.5835595,0.36630565,0.19938444,-15.535842,7.715984,-16.109959,61.762104,1.458245,g
126.28075,62.50113,3.6921978,0.09054359,0.047148485,78.161964,129.35205,53.26914,8.111866,212.83336,g
30.294348,21.33139,2.3525724,0.37265888,0.19310531,51.54646,20.00919,-20.616238,43.444717,187.54367,g
49.86855,27.1525,2.9677556,0.19656232,0.10304804,-94.424736,38.50998,20.35351,0.30610618,66.149315,g
28.11198,21.855606,2.3727345,0.37415922,0.19379187,44.504135,19.937817,-20.592594,47.82275,182.34381,g
19.817362,17.846998,2.4283237,0.44937834,0.24424364,-16.032642,0.00094382267,14.327589,49.102722,26.999813,g
58.762295,5.829337,2.2175736,0.39958245,0.20454238,126.60552,18.102554,-3.6411726,2.4777164,193.18657,g
10.263585,13.323461,1.94276,0.7730066,0.40265372,-15.9542265,0.21376905,15.452724,49.106663,170.28316,g
133.26306,18.602455,2.395744,0.33645833,0.18090555,501.61438,-119.78691,-17.742762,0.012263282,34.59625,g
188.63216,230.77275,5.3223524,0.013191374,0.00030783992,-141.29399,126.10072,111.7317,4.773502,235.58792,g
52.852306,19.051664,2.7280474,0.32337293,0.18030521,-54.386578,-54.258327,-15.565084,0.0,222.51375,g
28.38858,24.842943,2.6151364,0.38940796,0.22097786,29.797441,21.108265,24.705196,81.05529,130.8889,g
81.44723,11.131971,2.788628,0.31161973,0.17033324,-131.8767,73.3555,-10.993362,0.0,255.47552,g
19.191088,19.231022,2.3793695,0.44413623,0.2351245,-11.286851,-6.6333127,16.650839,51.73894,132.06616,g
139.29967,7.3153954,2.4429038,0.36795536,0.19996777,244.5106,149.89934,-5.7132845,0.00012279155,213.85738,g
245.50883,83.601326,2.8747427,0.24183427,0.12947777,-228.96715,-250.3477,88.41794,89.986244,181.67538,g
238.63773,11.977595,2.4833062,0.38955522,0.19205362,531.94324,235.1979,-11.247596,0.0,205.99063,g
172.92212,205.66968,5.315182,0.013458334,0.00035905166,-89.92813,120.820564,95.174446,6.6905985,215.98262,g
21.361626,0.0,1.9440128,0.78353137,0.46266258,-28.146715,-12.733382,-5.1196733,2.4400496,9.235925,g
178.12053,230.46199,5.2554317,0.014439573,0.001094593,352.63632,158.58838,99.145996,13.54144,60.560165,g
78.34694,0.0,2.0809941,0.7481436,0.45051467,-230.63545,-134.71529,1.2199184,0.16842537,241.02211,g
40.97483,8.875758,2.2263782,0.40162572,0.20674896,78.15155,16.259686,5.067841,17.24813,30.775288,g
306.74948,21.155703,2.2403908,0.6353319,0.32071295,-445.6977,237.04211,19.613602,22.272507,217.09747,g
34.92767,0.0,2.1379154,0.5930244,0.3156807,135.95134,50.873127,2.1382787,0.0,162.11859,g
84.70677,22.80735,2.5775669,0.476214,0.2887271,-50.4265,-85.65444,-21.66243,89.99994,5.3909583,g
24.602106,0.0,2.0930772,0.63872176,0.33475277,75.35379,18.89123,3.8189616,0.0,148.11841,g
123.49821,35.088303,3.2129505,0.20786218,0.11518032,-81.21385,-166.19902,-28.971546,89.67082,1.2848884,g
44.07621,0.0,3.059765,0.323462,0.1867196,95.825615,26.616884,5.8842626,49.81506,202.72076,h
286.73096,192.08615,4.8624935,0.016476776,0.005141051,-385.59113,-308.36746,-84.4479,60.95753,2.6777098,g
22.531527,0.0,1.94134,0.7704005,0.4135072,44.134903,9.3962755,-5.002841,30.91035,104.11973,g
164.52911,85.96289,4.1292253,0.05095171,0.023290692,-254.78561,-114.79215,-45.422626,10.031442,243.36395,g
25.74758,17.087862,2.4211757,0.38766697,0.20442744,34.861935,18.69136,11.452554,4.9835446e-05,66.75673,g
101.56692,6.660896,2.2117064,0.40508428,0.21036789,191.56335,68.85562,-3.6886468,10.911295,213.62637,g
33.36544,18.787756,2.7624624,0.31267494,0.17150338,35.42246,25.388699,11.480854,0.0,123.5985,g
13.055571,10.25828,1.984033,0.7244465,0.36437777,23.708797,-7.5981803,9.293514,12.080333,156.63737,g
104.13033,22.953417,2.996366,0.18800344,0.10082108,144.67937,82.83233,-20.217201,4.639127,203.83272,g
25.198606,18.10979,2.546193,0.3937973,0.20569292,-23.834784,-9.295034,14.982099,89.78502,1.3041881,g
26.354244,17.963797,2.497354,0.43071777,0.23821822,32.977627,18.824495,-17.734003,1.6950419,156.08618,g
25.40235,19.04849,2.531744,0.3811947,0.20220868,-25.567768,3.4380708,16.347118,87.275505,1.3421608,g
19.30072,10.455683,2.0931058,0.6274112,0.3311812,33.021145,13.609307,-12.543635,0.00026801374,100.391205,g
38.472366,20.557184,2.7307804,0.35201657,0.18959023,-26.921267,-25.52918,16.246952,89.99689,1.3059059,g
222.84633,20.168932,2.7467177,0.27863842,0.14288583,524.32983,232.50171,-19.272343,0.025487524,234.2603,g
259.95126,100.16715,3.697445,0.07167563,0.03795244,-390.00284,-219.58423,90.75075,6.873369,202.25851,g
21.252378,0.0,1.9821726,0.79671156,0.47683397,50.21454,13.772904,-5.0544906,29.371227,22.33381,g
234.96487,95.23392,3.884278,0.055897858,0.028694604,-349.0639,-179.13797,83.05563,4.755266,204.90677,g
12.586804,7.670478,2.2661219,0.8929591,0.6752,3.5030077,-5.3499227,-18.638908,81.86716,188.33891,g
170.64255,117.26834,5.0884523,0.016072188,0.0021860388,555.22845,-125.955215,54.200676,6.201194e-05,249.90575,g
5.025448,9.941244,1.9419172,0.8446223,0.4944495,-18.047071,-3.8766334,-15.129257,40.29061,195.37292,h
178.83612,89.488396,4.2112303,0.04376152,0.024125373,347.76212,171.95142,49.15899,1.4055048,140.03906,g
39.87038,0.0,2.9602726,0.344965,0.1959154,78.56703,24.556622,5.981359,63.990273,203.6508,h
60.608227,19.786446,2.9229407,0.34273636,0.17542285,-38.13285,-34.956863,-14.771533,90.0,1.2826,g
62.891373,9.559464,2.6123695,0.35832676,0.19013344,85.39179,57.912285,-8.2722414e-05,0.0,202.97218,g
12.853074,12.471107,2.0771785,0.7557182,0.42203537,-18.355944,-7.271298,-14.102043,89.90575,1.530888,g
109.120155,20.8139,3.3403714,0.15159199,0.08171868,154.02411,103.54351,12.634008,0.0,239.8584,g
41.60327,35.980576,3.4966204,0.20553651,0.10865609,-21.650711,19.991114,-23.810514,88.77399,1.3626654,g
60.937576,6.734079,2.3338504,0.40572247,0.18937448,372.4768,-113.14376,4.1950016,0.0,169.15814,g
12.335178,11.849467,1.9417423,0.7922667,0.44113746,-22.157024,2.444856,13.679244,87.85902,206.24883,g
56.952267,20.863197,2.7277496,0.25181252,0.13547663,97.657394,-46.414276,-17.147974,5.7170906e-05,118.95221,g
19.878872,21.437288,2.1481204,0.57035774,0.3040235,-27.752464,14.903179,27.810219,80.11623,205.79645,g
43.88941,0.0,2.6240458,0.36478767,0.19611412,94.90074,18.418407,3.6019135,70.84442,122.800644,h
195.87892,242.34657,5.323206,0.01312618,0.00030161935,-114.90078,132.25122,117.9943,2.4565814,246.76791,g
13.007406,0.00017612086,1.9638174,0.78561455,0.44000357,35.710148,-10.098951,-5.9483986,38.899345,1.2904468,h
165.81055,124.15597,5.2733736,0.014932279,0.0006826989,-155.28563,108.78794,82.01278,3.0357623,254.53961,g
17.30834,11.99714,2.2612,0.6224789,0.3618784,-13.193345,-8.042918,10.369878,34.693813,1.9048378,g
97.313866,19.610744,2.8757,0.2806844,0.15051614,20.925312,103.75822,-18.976734,0.8739645,275.5993,g
74.37424,37.185898,3.39211,0.22944854,0.120541915,-29.062313,-112.75308,24.905323,89.90043,1.2826,g
84.05095,17.922697,3.028369,0.24535649,0.13075288,-125.276024,77.426384,-18.08833,0.0,274.64798,g
164.45738,57.22124,2.7023902,0.37724966,0.20011248,440.49478,-144.04047,65.969574,89.94405,228.21107,h
76.36191,19.822176,3.2943187,0.20019625,0.10431042,-95.859245,70.60871,-19.487701,0.0,280.84546,g
30.362736,23.389864,3.1221561,0.34979945,0.1741611,-9.214763,-19.991325,15.670981,90.0,1.2984902,g
76.63931,21.38562,3.386573,0.19221084,0.100759216,-76.57433,69.09185,-19.99123,0.0,285.92026,g
28.880362,24.730705,3.1442883,0.34635705,0.17274785,-8.570215,-4.3264976,16.21599,90.0,1.3023186,g
79.403786,19.093058,3.2472677,0.18916368,0.09943108,98.11493,78.88941,-17.470606,0.0,240.01295,g
20.609375,17.622831,2.4553063,0.4255193,0.20773213,10.145477,-5.9288917,14.079802,90.0,196.25433,g
121.83258,101.2828,5.281702,0.015314956,0.00083382335,127.433556,105.61136,35.286835,0.0,249.8282,g
21.505348,0.0,1.9413,0.7791925,0.43155155,41.605785,6.4997573,-5.754576,72.75978,73.79583,g
243.01923,140.06169,5.270283,0.014572258,0.00054249173,-441.5561,221.76581,-138.75774,59.842262,144.6941,h
57.105476,30.472052,3.4754872,0.15407632,0.08254227,52.73448,48.208652,17.640326,0.00018612939,94.17169,g
20.002419,10.303067,2.0930429,0.5771648,0.28573927,33.48896,9.890408,-9.823541,39.687595,156.22183,g
130.84818,117.37066,4.869796,0.02495448,0.007972625,-168.2669,101.34253,-48.605892,28.48386,13.167653,g
38.26866,18.491297,2.623035,0.3171315,0.17096914,54.90939,22.29456,14.826688,0.05194004,152.2452,g
22.32165,12.940272,2.1839008,0.45756215,0.24074098,38.09414,-11.743613,-12.409165,42.579372,1.699564,g
257.11945,24.858322,2.638665,0.34733996,0.18197566,-282.2157,-186.96695,29.40549,5.652314,258.13638,g
32.528774,24.601995,2.6822782,0.33297634,0.18496887,31.86948,20.862623,-22.939766,78.81247,2.7040079,g
81.30748,20.001608,2.8868873,0.29621026,0.16610713,-82.228516,-65.7266,14.697919,0.0,285.0172,g
226.53026,25.911814,2.877178,0.22258876,0.11165554,506.94855,232.07579,-22.200653,9.648638,226.37842,g
307.9206,226.54817,3.704921,0.09550652,0.045343205,-418.97372,-330.23843,151.11182,0.0143825235,146.94836,h
29.094856,21.421764,2.5222223,0.3550691,0.19131342,35.198544,21.481966,-20.073029,72.939224,46.32809,g
33.593163,19.685282,2.5097945,0.345896,0.18555903,-38.8472,-27.453903,14.166346,2.9945447e-06,107.53052,g
90.96759,70.15163,3.600601,0.122311816,0.0637139,65.81322,58.96369,-50.62938,89.99812,27.704214,g
61.636703,22.867344,3.156763,0.24033852,0.12057203,-79.231285,64.363365,11.300699,0.0,275.16727,g
35.580185,31.562414,3.5533028,0.30548117,0.14433374,1.3154925,5.6385336,-19.317139,90.0,1.2826,g
94.41642,20.615303,3.0888414,0.23701265,0.13013935,-101.13499,-75.81657,15.798643,0.0,302.2236,g
26.044453,15.048137,2.512832,0.40637532,0.21045376,24.165276,-8.425123,10.907392,87.47121,1.3009225,g
139.53145,50.708286,3.8404374,0.112116255,0.058884665,-198.44662,-106.68408,-35.53005,0.00065204006,336.43542,g
26.354439,11.60844,2.3551726,0.43516132,0.22833061,35.969543,15.328223,-6.0748763,39.340096,17.277315,g
183.12666,207.16316,5.321552,0.013284923,0.0003216346,-85.18406,123.10392,92.69299,2.9106784,251.57169,g
16.890514,0.0,2.1593313,0.8926891,0.67517805,-14.574648,-13.361969,-6.0416164,89.78985,1.3332783,g
223.21773,256.2689,5.3233,0.0131,0.0003,569.85706,229.77995,141.68425,5.3681383,185.74922,g
18.142859,9.4993515,2.0873601,0.73659486,0.4197671,-26.207514,-9.832214,-8.170825,19.662397,20.486689,g
292.70844,252.03452,5.1892095,0.015117567,0.0008694604,-447.42813,238.18835,176.25862,89.56321,167.21207,h
27.548294,0.0,2.247552,0.56258225,0.25974157,60.30612,18.396101,0.057733025,0.0,154.73152,g
41.858154,23.077076,2.582079,0.3254689,0.1760574,-50.997963,-32.390804,19.336742,24.321478,48.568592,g
38.776165,0.023400063,2.0805883,0.51015115,0.26779115,83.40345,10.315926,-3.522057,47.533054,61.23761,g
12.351774,12.561564,2.0365312,0.7402515,0.3908959,-24.90954,-2.3136873,11.36653,1.0931925e-05,64.86752,g
147.14697,59.487347,3.6874826,0.07911586,0.042781767,219.34663,127.74233,-36.561153,7.8695955,159.51907,g
12.967676,10.020401,1.9698336,0.81824774,0.52159244,-19.27829,-9.18183,-10.321663,67.05817,1.3036373,g
102.43377,41.594463,3.2849617,0.12604277,0.067552574,130.27695,82.94103,36.169285,10.279644,203.48048,g
12.847329,11.074008,2.0311124,0.8053208,0.4956387,-17.072212,-9.1708765,-11.959356,82.92628,1.2826,g
307.5154,143.26006,3.9779985,0.04255963,0.024578126,575.2407,-324.24017,81.974304,14.775126,210.30325,g
12.911569,10.477936,2.0572715,0.79992807,0.48240915,-19.080976,-8.203274,-10.230076,89.998924,1.2889879,g
226.63722,19.01795,2.552534,0.31735754,0.16518737,574.48236,-201.25122,13.99926,0.0,200.85167,g
126.33753,115.497154,4.4917746,0.062988386,0.03802972,-52.35165,37.026196,-43.433346,90.0,1.2826,g
19.932976,0.0,1.942434,0.75907737,0.39870745,64.765396,13.316782,0.0,0.0,118.71335,g
199.38145,248.22868,5.3233,0.013110526,0.0003,-133.69522,140.06876,131.28474,3.7654953,231.48178,g
20.274263,11.293069,2.0847461,0.5573948,0.29482886,38.831734,2.6996703,10.69483,12.2257595,98.1586,g
21.408432,0.0,2.5381134,0.65683496,0.35732612,-29.041176,-16.966599,5.186804,90.0,218.73637,h
31.959007,19.912241,2.6611025,0.32907107,0.17856678,41.89109,24.369833,12.6456995,2.11769e-06,113.9221,g
46.944817,7.459655,2.2685301,0.4870064,0.25507283,-102.45276,22.819586,-4.3102026,9.535694,218.78687,g
23.450048,18.356363,2.3413339,0.4017527,0.21173525,-25.048492,-16.162664,15.373971,6.3770576,3.5200286,g
130.55959,84.273964,5.0118084,0.023026826,0.005089239,257.05185,108.096695,-45.289837,0.0,257.29266,g
20.712915,18.30883,2.320721,0.43676588,0.23429042,-21.795845,-10.851956,17.216398,75.45404,2.5452244,g
21.632425,17.1857,2.4770074,0.45332247,0.25390467,5.058239,15.182765,-15.066912,0.01886578,113.24233,g
90.25437,22.576698,2.7124913,0.27063718,0.14313042,118.340324,70.452965,19.154074,9.922287,222.34196,g
37.64958,33.570633,3.4707868,0.22640693,0.12527716,22.945059,24.087353,-22.62602,62.11761,1.4496503,g
69.29223,14.892261,2.2923644,0.42782018,0.22857736,-85.95934,-50.220226,12.358815,0.0,193.0972,g
178.51627,254.68796,5.322787,0.013219497,0.00032774685,219.60721,153.08842,-82.92978,43.031075,1.6430361,g
8.43671,12.214215,1.9416436,0.80966526,0.46956405,12.054329,-7.0666566,14.020723,0.159347,48.82835,g
255.77519,18.227251,2.494201,0.364672,0.1754042,-431.25427,235.03828,-17.571728,11.256509,214.63564,g
76.86758,18.397532,2.8838496,0.32812616,0.17574081,84.76719,39.322144,12.597646,1.1086754,1.2916516,h
23.682125,2.1245065,1.943787,0.736207,0.3767367,-57.08237,-5.910735,-5.2905126,36.432644,203.16739,g
100.64912,143.91017,4.9842196,0.03827377,0.01941783,22.400795,70.004364,105.33164,70.442665,1.2998585,g
270.0036,12.778573,2.4051,0.3912972,0.19789816,556.0183,238.07979,-11.089669,0.08002242,216.40187,g
28.10082,19.915243,2.7018268,0.3661001,0.19868161,11.705532,-17.990065,15.678927,75.61679,1.2842478,g
206.29312,24.807766,2.6010437,0.34745827,0.18432403,-221.05699,-153.79314,-22.983572,10.449444,262.95883,g
145.75996,218.76889,4.7036085,0.03915411,0.022129456,103.14733,104.39696,123.459435,59.46697,1.2826,g
211.71146,25.568428,2.6867404,0.35818794,0.19378318,-210.0551,-170.92657,-23.999187,3.53486,304.23645,g
18.115667,7.261297,2.0209794,0.7619875,0.42541412,29.922045,-5.97385,4.8347697,64.02831,1.3295481,g
27.749243,17.802656,2.6611686,0.34018618,0.1721274,28.209276,-24.39745,2.4724092,0.0,175.07011,g
19.137589,0.0,2.027758,0.8275305,0.53164315,-10.608969,-11.049519,-4.3401666,90.0,1.3378539,g
84.312836,19.689093,3.3027918,0.16873468,0.090804994,98.43672,79.1191,11.351697,0.0,237.22421,g
18.58217,6.5774446,1.9420843,0.77792054,0.4377504,-11.446751,-6.266325,-5.7478304,89.9748,178.5212,g
31.906773,18.086868,2.7107406,0.3336803,0.18101227,39.04749,23.02009,9.887129,0.0,143.55724,g
20.758453,0.0,1.9413502,0.79394037,0.45897347,26.863754,4.6837053,-5.2377453,88.29147,104.95154,g
109.59619,125.10246,5.14503,0.023652049,0.0073053,-51.018185,84.80361,-44.339924,27.783646,7.0416036,g
27.626661,0.0,1.9504533,0.69449574,0.3438096,62.82221,13.091831,-2.9869876,17.674057,134.89366,g
149.82983,91.006874,4.388122,0.034635074,0.008921854,-233.94316,117.18633,73.400536,5.3554726,218.7899,g
