Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
17.35895,3398.75,6.6803956,608.71497,462.0275,60321.758,0.0044541056,0.019792747,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,402.6724,0.0,0.022222223,54.371284,0.0,June,2,2,3,1,Returning_Visitor,False,True
9.0,148.27682,0.0,0.0,90.315895,2005.6438,0.008681794,0.02,0.0,0.0,May,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,5.765596,2538.4082,15.0,887.488,0.0,0.02535127,0.0,0.6,May,2,2,1,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,233.76048,0.0,0.0,0.0,0.6,May,2,2,1,1,Returning_Visitor,False,False
17.736881,3398.75,0.0,0.0,94.67085,11393.236,0.007593955,0.024700634,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,354.1931,0.06666667,0.1,0.0,0.6,May,1,1,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,166.37839,0.0,0.04,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
1.0,18.023726,0.0,0.0,5.0,713.5458,0.0043588975,0.057699226,0.0,0.0,Mar,4,5,7,1,Returning_Visitor,False,False
4.0,1211.9473,0.0,0.0,77.08937,1732.1486,0.0,0.067363866,0.0,0.0,Mar,2,8,2,3,Returning_Visitor,True,False
9.0,161.36745,2.0,65.74305,33.603607,877.2801,0.0,0.0037240556,67.37344,0.0,Mar,2,2,9,20,New_Visitor,False,False
0.0,0.0,0.0,0.0,46.0,1598.553,0.018669717,0.03759886,0.0,0.0,Oct,3,2,7,13,Returning_Visitor,False,False
12.0,3398.75,6.0,904.7425,43.0,3525.0237,0.0,0.008186167,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
7.0,109.701355,0.0,0.0,25.0,534.2418,0.0,0.022420673,0.0,0.0,Mar,2,2,7,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,May,2,2,1,2,Returning_Visitor,False,False
6.0,157.77988,0.0,0.0,65.81879,2121.0696,0.0054295748,0.011635165,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,61.127716,0.0,0.02632166,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,True
25.040852,3398.6675,0.0,0.0,248.13182,12510.36,0.0020666923,0.0125,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,445.3903,0.0,0.05,0.0,0.0,May,2,2,1,7,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.780053,463.77704,0.01800748,0.025,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,True,False
0.0,76.30857,0.0,0.0,1.0,236.8181,0.0,0.010940985,0.0,0.0,Oct,4,1,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,500.01477,0.0,0.04,13.840437,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,43.55772,0.07603332,0.13333334,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
10.0,3346.8406,4.0,2294.9546,19.0,680.8029,0.0,0.008031201,0.0,0.0,Nov,2,2,6,2,New_Visitor,True,False
15.97333,1252.1785,8.317842,2225.1353,129.94826,5550.9175,0.0025635352,0.012140307,22.906776,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
2.0,69.260735,0.0,0.0,29.508234,2027.1448,0.0040096645,0.03333333,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
5.4999137,119.521,0.0,0.0,15.0,460.70956,0.009736828,0.02374325,0.0,0.0,Dec,2,2,3,13,Returning_Visitor,False,False
12.0,991.872,0.0,0.0,78.78635,2524.6814,0.006107837,0.019091556,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,6.4796934,2536.5552,12.0,654.7674,0.0,0.0066785035,0.0,0.0,Dec,3,2,1,8,New_Visitor,False,False
0.0,0.0,2.0,32.2983,4.0,115.355064,0.0,0.03328568,0.0,0.0,Dec,1,1,7,3,New_Visitor,False,False
11.0,3269.1506,0.0,0.0,27.0,1683.6821,0.008363413,0.015839733,0.0,0.4,Feb,1,1,6,3,Returning_Visitor,False,False
5.0,146.10558,0.0,0.0,6.0,377.7306,0.028571429,0.03573571,26.952665,0.0,Mar,3,2,6,2,Returning_Visitor,True,True
4.0,303.89963,1.0,288.2469,6.0,427.75415,0.0,0.025045805,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,False
0.0,0.0,2.0,109.43266,58.65602,2437.154,0.0075530186,0.019105358,8.059059,0.0,Nov,3,2,8,3,Returning_Visitor,False,False
9.0,0.0,0.0,0.0,11.0,258.38788,0.010643239,0.03835653,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.515325,133.62773,0.06666667,0.1,0.0,0.0,Oct,2,2,6,1,Returning_Visitor,False,False
21.507263,3398.75,0.0,0.0,322.02063,61749.316,0.003136978,0.013548568,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
0.0,881.3002,0.0,0.0,7.0,62429.074,0.0,0.11818544,0.0,0.0,Dec,2,2,2,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,76.630325,1884.876,0.0,0.0018790357,28.580282,0.2,May,2,2,1,4,Returning_Visitor,False,True
6.0,182.78745,0.0,0.0,19.412579,697.77625,0.0,0.005590202,102.65555,0.0,May,2,2,8,4,Returning_Visitor,True,True
11.0,3398.232,0.0,0.0,27.0,1674.9554,0.0,0.011111111,45.684093,0.0,Nov,2,2,1,2,New_Visitor,True,True
5.0,118.782616,0.0,0.0,10.0,293.91388,0.0,0.0058274055,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,3.0,7.9047275,68.91935,2243.8286,0.12799487,0.03209344,0.0,0.0,Mar,2,3,3,1,Returning_Visitor,False,False
12.0,3396.8923,0.0,0.0,25.0,2018.7877,0.012368987,0.0318691,53.11603,0.0,Nov,2,2,3,1,Returning_Visitor,False,True
2.0,13.254284,1.0,0.0,61.74276,1778.4736,0.0069939084,0.01894595,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,761.9437,0.0,0.007830586,0.0,0.0,Mar,2,1,2,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,31.0,242.31848,0.0,0.008509784,0.0,0.0,Sep,2,2,1,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,2631.3904,0.0,0.1637301,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,True
4.0,200.81973,0.0,0.0,7.0,117.896095,0.0,0.0027543856,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,450.41635,0.0,0.06666667,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
11.968165,0.0,0.0,0.0,128.29782,1176.1793,0.0,0.0078267995,0.0,0.0,Nov,2,2,7,3,Returning_Visitor,False,False
11.0,0.0,0.0,0.0,38.0,41.463238,0.0,0.006248155,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,90.69987,976.36127,0.0,0.01429679,55.693115,0.0,May,2,2,1,1,Returning_Visitor,False,True
4.0,210.91391,0.0,0.0,45.0,2010.9403,0.0,0.011692244,0.0,0.0,Oct,4,10,1,6,Returning_Visitor,False,False
4.0,190.9326,0.0,0.0,13.0,392.13077,0.0,0.0034652485,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
11.568972,1090.9697,0.0,0.0,52.072193,1761.405,0.0045343577,0.0096355295,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,False
5.833058,147.42812,4.7289705,971.21747,10.0,294.4783,0.021586694,0.037315838,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
25.429827,3391.9236,20.542242,2494.7852,402.49625,45271.05,0.0043458114,0.010002827,5.6778955,0.0,May,3,2,4,2,Returning_Visitor,False,True
0.0,3368.1365,0.0,0.0,94.849075,82.727066,0.0,0.036946777,0.0,0.0,Mar,3,5,2,1,Returning_Visitor,False,False
0.0,68.00654,0.0,0.0,9.0,975.04517,0.2,0.009467599,0.0,0.0,May,3,2,1,1,Other,True,False
6.0,350.1475,0.0,0.0,54.0,6999.3955,0.0055507105,0.028101573,5.9730287,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0.0,163.9909,0.0,0.0,21.0,8.315716,0.0038996374,0.013380953,0.0,0.0,Jul,2,2,1,15,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,67.15794,0.0,0.018057158,0.117431685,0.0,0.0,Dec,2,5,1,20,New_Visitor,False,False
15.595085,3398.6543,0.0,0.0,71.47237,5133.3994,0.003886613,0.016666668,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,200.67021,0.0,0.023137378,0.0,0.0,Nov,2,1,1,2,Returning_Visitor,False,False
9.0,3398.75,0.0,0.0,15.0,1748.8926,0.0,0.0,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,1072.4603,0.0053604282,0.022087,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,True
0.0,31.87278,0.0,0.0,79.36511,11656.779,0.0,0.009030101,0.0,0.0,Sep,2,1,1,15,Returning_Visitor,True,False
7.0,224.99286,0.0,0.0,71.05478,2099.469,0.0,0.007026444,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False
2.0,36.830406,0.0,0.0,5.0,38.892883,0.05392896,0.0897994,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
8.0,3398.75,0.0,0.0,3.0,364.24606,0.0,0.050144516,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,267.0806,0.035907067,0.1,0.0,0.0,May,3,1,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,1073.0529,0.0,0.1,0.0,0.0,Mar,1,2,6,6,New_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Aug,3,2,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,887.995,0.008333333,0.017221257,19.763266,1.0,May,3,2,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,42.58893,0.062837295,0.11205933,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
8.0,146.1946,0.0,0.0,96.87422,2782.7803,0.0,0.010388574,1.2023652,0.0,May,2,4,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,847.28235,0.1,0.02096106,0.0,0.0,Jul,7,2,1,15,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,16.0,508.42276,0.0,0.005558212,174.2106,0.0,May,2,2,3,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,50.58731,0.047762666,0.1,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,404.36432,0.0,0.020432001,0.0,0.0,Mar,2,2,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,75.688545,0.019173844,0.021541888,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
7.0,237.80055,0.0,0.0,16.0,464.39194,0.0,0.0055128224,0.0,0.0,May,2,2,1,13,New_Visitor,False,False
0.0,0.0,0.0,0.0,146.82768,63558.645,0.0,0.0131548,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,50.0,778.134,0.0,0.014768226,0.0,0.0,Nov,2,9,1,15,New_Visitor,False,True
0.0,0.0,0.0,0.0,50.09463,0.0,0.0065322244,0.13333334,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
5.0,141.60773,0.0,0.0,13.0,390.23203,0.0,0.012192113,43.255573,0.0,May,3,2,6,4,Returning_Visitor,True,True
0.0,0.0,3.0,419.61844,4.0,137.30743,0.0,0.027698984,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,False
19.71939,3398.75,0.0,0.0,70.99585,5166.5713,0.0016083042,0.0066834395,38.963387,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,16.596622,0.0,0.07676702,0.0,1.0,Feb,2,2,1,6,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,50.759117,1682.236,0.00952381,0.028571429,0.0,0.0,June,2,2,6,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,6709.021,0.021387711,0.049128316,0.0,0.0,Mar,1,2,7,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,18.0,331.03592,0.010339057,0.026457889,0.0,0.0,Dec,1,1,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,13.934972,61.609985,151.11322,0.06666667,0.0680937,0.0,1.0,Mar,3,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,81.25148,108.485115,0.0,0.028571429,0.0,0.0,May,2,10,3,4,Returning_Visitor,False,False
5.0,82.0421,3.0,343.26224,24.0,1163.1995,0.0,0.0046913014,55.940624,0.0,Mar,3,2,3,2,Returning_Visitor,True,True
12.0,3398.75,8.432866,2363.1826,22.0,1882.6449,0.0,0.0037892126,0.0,0.0,May,1,1,4,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,451.01123,0.02689094,0.061121598,0.0,0.0,Oct,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
26.622463,3398.5503,23.935198,2547.8062,700.6054,63802.8,7.44329e-05,0.008333333,13.3406515,0.0,Dec,2,2,1,2,Returning_Visitor,True,True
6.0,248.8687,0.0,0.0,8.0,284.74792,0.03333333,0.07714281,0.0,0.0,Mar,2,2,1,13,Returning_Visitor,True,False
21.546228,3398.75,17.654766,2466.1414,234.46054,53023.45,0.0058789505,0.02403231,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,149.97026,0.0,0.026809083,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.542961,348.87582,0.0,0.0,0.0,0.0,Dec,3,2,1,3,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,50.928055,0.05,0.1,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,113.18026,1963.7644,0.003510971,0.024434185,0.0,0.0,Nov,2,2,1,9,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,June,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,12.406275,0.100490294,0.14755146,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,False
7.052545,209.53467,3.5087082,668.5561,94.00906,3502.0298,0.0,0.00015597124,0.0,0.0,Mar,2,2,7,2,New_Visitor,True,False
26.969826,3398.75,23.10671,2112.5222,678.9635,63138.52,0.005672598,0.016776767,8.592168,0.0,Nov,2,2,4,1,Returning_Visitor,True,False
4.0,28.718939,0.0,0.0,31.0,1716.3752,0.0056737936,0.023895867,0.0,0.0,Mar,3,4,5,2,Returning_Visitor,False,False
6.0,235.35023,0.0,0.0,13.0,453.89764,0.025,0.045268003,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,False
2.0,39.349213,0.0,0.0,12.814734,525.78577,0.0,0.021117654,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,602.9593,0.009441545,0.016775073,0.0,0.0,June,2,1,2,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
7.0,90.00289,0.0,0.0,5.0,72.05742,0.0,0.005613969,0.0,0.0,Nov,2,2,7,8,New_Visitor,True,False
19.394543,3397.8662,13.604772,2493.5298,125.735405,6056.5513,0.0045340424,0.009665455,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,59.187576,0.0,0.06175731,0.0,0.0,Mar,2,12,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,148.40738,0.0,0.049715478,0.0,0.0,Nov,2,2,8,20,Returning_Visitor,False,False
8.0,383.9179,7.4767513,2379.8083,17.0,706.53064,0.007134215,0.015502277,0.0,0.0,May,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,90.156746,0.0,0.038087294,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
9.0,0.0,0.0,0.0,94.937454,195.0769,0.2,0.04735471,0.0,0.0,May,2,2,3,11,Returning_Visitor,False,False
23.878477,3398.75,0.0,0.0,127.51525,11529.016,0.0034672106,0.008222899,20.54318,0.0,Mar,3,2,1,2,Returning_Visitor,False,True
6.0,0.0,0.0,0.0,19.0,443.17993,0.03806123,0.06666667,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,False,False
0.0,0.0,8.825242,2546.7175,124.893234,5967.1294,0.005100868,0.013122367,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,72.338554,0.2,0.2,0.0,0.0,May,5,2,7,16,Other,False,True
8.0,3318.6782,0.0,0.0,8.0,150.03508,0.024940673,0.041520976,0.0,0.0,May,3,1,2,1,Returning_Visitor,True,False
1.0,390.08353,1.0,0.0,8.0,398.58524,0.0075881225,0.028571429,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,True
0.0,0.0,1.0,0.0,37.0,1240.1577,0.0052764723,0.009328817,79.171074,0.0,May,1,1,1,2,Returning_Visitor,False,True
15.2710085,512.0546,2.0,3.657524,326.22952,11260.796,0.0,0.01,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.0,31.741571,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
11.188005,3398.75,0.0,0.0,20.0,1539.3397,0.0,0.0037184628,0.0,0.0,Dec,3,2,1,1,New_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,561.03766,0.0,0.2,0.0,0.0,Feb,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,66.002335,1601.018,0.0026895497,0.011111111,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,28.0,814.36304,0.0042324853,0.0073315967,106.72027,0.0,Nov,2,2,1,3,Returning_Visitor,False,True
4.0,72.14516,0.0,0.0,35.970383,433.7578,0.0,0.021313986,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,22.0,1336.0372,0.0,0.0056640576,0.0,0.0,Sep,2,11,1,18,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,1473.5859,0.0,0.024490027,7.225127,0.0,Aug,2,2,2,1,Returning_Visitor,False,True
2.0,73.81838,0.0,0.0,13.0,162.0852,0.0,0.027715532,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
6.0,226.71954,0.0,0.0,5.0,90.487206,0.036510866,0.05305486,0.0,0.0,Dec,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,19.309397,0.0,0.10163151,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,157.851,0.048159692,0.1,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,373.24765,0.0,0.030010993,61.129612,0.0,Dec,2,2,6,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,2261.9294,0.0,0.01489567,0.0,0.0,May,2,2,9,2,Returning_Visitor,False,False
0.0,32.961494,0.0,0.0,63.0,63665.05,0.0,0.014285714,0.0,0.0,Mar,3,10,8,3,Other,False,False
3.0,61.69534,0.0,0.0,13.0,232.65993,0.014285714,0.038919777,0.0,0.0,Mar,2,5,9,1,Returning_Visitor,False,False
11.0,3398.426,0.0,0.0,16.0,1382.6893,0.025046654,0.06666667,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
0.0,0.0,8.003883,2513.4658,697.2451,63697.594,0.0026332217,0.016666668,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,1173.2307,0.03333333,0.043771923,0.0,0.0,June,2,2,4,3,Returning_Visitor,False,False
18.976477,3398.75,0.0,0.0,256.05252,54757.13,0.0018476946,0.007652772,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,False
11.245635,595.9413,2.0,90.82817,16.0,550.0925,0.014466857,0.040786937,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,1386.844,0.010526316,0.014854416,0.0,0.0,Mar,2,2,1,13,Returning_Visitor,False,False
5.0,215.4107,0.0,0.0,2.0,37.34042,0.0,0.06758553,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
